      rx_fcc       ry_fcc       rz_fcc
  0.2903E+01  -0.3420E+01  -0.3420E+01
  0.3076E+01  -0.2565E+01  -0.3420E+01
 -0.3251E+01  -0.3420E+01  -0.2565E+01
  0.2392E+01  -0.2565E+01  -0.2565E+01
  0.2904E+01  -0.3420E+01  -0.1710E+01
  0.3078E+01  -0.2565E+01  -0.1710E+01
 -0.3258E+01  -0.3420E+01  -0.8550E+00
  0.2386E+01  -0.2565E+01  -0.8550E+00
  0.2899E+01  -0.3420E+01   0.0000E+00
  0.3068E+01  -0.2565E+01   0.0000E+00
 -0.3266E+01  -0.3420E+01   0.8550E+00
  0.2379E+01  -0.2565E+01   0.8550E+00
  0.2897E+01  -0.3420E+01   0.1710E+01
  0.3065E+01  -0.2565E+01   0.1710E+01
 -0.3261E+01  -0.3420E+01   0.2565E+01
  0.2383E+01  -0.2565E+01   0.2565E+01
  0.2880E+01  -0.1710E+01  -0.3420E+01
  0.3023E+01  -0.8550E+00  -0.3420E+01
 -0.3271E+01  -0.1710E+01  -0.2565E+01
  0.2347E+01  -0.8550E+00  -0.2565E+01
  0.2883E+01  -0.1710E+01  -0.1710E+01
  0.3022E+01  -0.8550E+00  -0.1710E+01
 -0.3279E+01  -0.1710E+01  -0.8550E+00
  0.2343E+01  -0.8550E+00  -0.8550E+00
  0.2874E+01  -0.1710E+01   0.0000E+00
  0.3016E+01  -0.8550E+00   0.0000E+00
 -0.3292E+01  -0.1710E+01   0.8550E+00
  0.2342E+01  -0.8550E+00   0.8550E+00
  0.2872E+01  -0.1710E+01   0.1710E+01
  0.3021E+01  -0.8550E+00   0.1710E+01
 -0.3286E+01  -0.1710E+01   0.2565E+01
  0.2345E+01  -0.8550E+00   0.2565E+01
  0.2834E+01   0.0000E+00  -0.3420E+01
  0.3002E+01   0.8550E+00  -0.3420E+01
 -0.3335E+01   0.0000E+00  -0.2565E+01
  0.2337E+01   0.8550E+00  -0.2565E+01
  0.2836E+01   0.0000E+00  -0.1710E+01
  0.3003E+01   0.8550E+00  -0.1710E+01
 -0.3341E+01   0.0000E+00  -0.8550E+00
