      rx_fcc       ry_fcc       rz_fcc
  0.1929E+01  -0.3420E+01  -0.3420E+01
  0.2709E+01  -0.2565E+01  -0.3420E+01
  0.2620E+01  -0.3420E+01  -0.2565E+01
  0.1961E+01  -0.2565E+01  -0.2565E+01
  0.1914E+01  -0.3420E+01  -0.1710E+01
  0.2704E+01  -0.2565E+01  -0.1710E+01
  0.2652E+01  -0.3420E+01  -0.8550E+00
  0.1982E+01  -0.2565E+01  -0.8550E+00
  0.1943E+01  -0.3420E+01   0.0000E+00
  0.2708E+01  -0.2565E+01   0.0000E+00
  0.2663E+01  -0.3420E+01   0.8550E+00
  0.1989E+01  -0.2565E+01   0.8550E+00
  0.1946E+01  -0.3420E+01   0.1710E+01
  0.2715E+01  -0.2565E+01   0.1710E+01
  0.2664E+01  -0.3420E+01   0.2565E+01
  0.1992E+01  -0.2565E+01   0.2565E+01
  0.1938E+01  -0.1710E+01  -0.3420E+01
  0.2665E+01  -0.8550E+00  -0.3420E+01
  0.2661E+01  -0.1710E+01  -0.2565E+01
  0.1941E+01  -0.8550E+00  -0.2565E+01
  0.1965E+01  -0.1710E+01  -0.1710E+01
  0.2653E+01  -0.8550E+00  -0.1710E+01
  0.2664E+01  -0.1710E+01  -0.8550E+00
  0.1929E+01  -0.8550E+00  -0.8550E+00
  0.1959E+01  -0.1710E+01   0.0000E+00
  0.2627E+01  -0.8550E+00   0.0000E+00
  0.2656E+01  -0.1710E+01   0.8550E+00
  0.1909E+01  -0.8550E+00   0.8550E+00
  0.1960E+01  -0.1710E+01   0.1710E+01
  0.2612E+01  -0.8550E+00   0.1710E+01
  0.2666E+01  -0.1710E+01   0.2565E+01
  0.1913E+01  -0.8550E+00   0.2565E+01
  0.1937E+01   0.0000E+00  -0.3420E+01
  0.2620E+01   0.8550E+00  -0.3420E+01
  0.2645E+01   0.0000E+00  -0.2565E+01
  0.1899E+01   0.8550E+00  -0.2565E+01
  0.1929E+01   0.0000E+00  -0.1710E+01
  0.2585E+01   0.8550E+00  -0.1710E+01
  0.2635E+01   0.0000E+00  -0.8550E+00
  0.1891E+01   0.8550E+00  -0.8550E+00
  0.1947E+01   0.0000E+00   0.0000E+00
  0.2628E+01   0.8550E+00   0.0000E+00
  0.2652E+01   0.0000E+00   0.8550E+00
  0.1944E+01   0.8550E+00   0.8550E+00
  0.1943E+01   0.0000E+00   0.1710E+01
  0.2649E+01   0.8550E+00   0.1710E+01
  0.2663E+01   0.0000E+00   0.2565E+01
  0.1940E+01   0.8550E+00   0.2565E+01
  0.1964E+01   0.1710E+01  -0.3420E+01
  0.2689E+01   0.2565E+01  -0.3420E+01
  0.2655E+01   0.1710E+01  -0.2565E+01
  0.1957E+01   0.2565E+01  -0.2565E+01
  0.1948E+01   0.1710E+01  -0.1710E+01
  0.2694E+01   0.2565E+01  -0.1710E+01
  0.2685E+01   0.1710E+01  -0.8550E+00
  0.1970E+01   0.2565E+01  -0.8550E+00
  0.1974E+01   0.1710E+01   0.0000E+00
  0.2719E+01   0.2565E+01   0.0000E+00
  0.2692E+01   0.1710E+01   0.8550E+00
  0.1983E+01   0.2565E+01   0.8550E+00
  0.1973E+01   0.1710E+01   0.1710E+01
  0.2703E+01   0.2565E+01   0.1710E+01
  0.2686E+01   0.1710E+01   0.2565E+01
  0.1977E+01   0.2565E+01   0.2565E+01
 -0.3360E+01  -0.3420E+01  -0.3420E+01
 -0.2576E+01  -0.2565E+01  -0.3420E+01
 -0.2591E+01  -0.3420E+01  -0.2565E+01
 -0.3377E+01  -0.2565E+01  -0.2565E+01
 -0.3311E+01  -0.3420E+01  -0.1710E+01
 -0.2568E+01  -0.2565E+01  -0.1710E+01
 -0.2508E+01  -0.3420E+01  -0.8550E+00
 -0.3392E+01  -0.2565E+01  -0.8550E+00
 -0.3292E+01  -0.3420E+01   0.0000E+00
 -0.2617E+01  -0.2565E+01   0.0000E+00
 -0.2510E+01  -0.3420E+01   0.8550E+00
  0.3411E+01  -0.2565E+01   0.8550E+00
 -0.3281E+01  -0.3420E+01   0.1710E+01
 -0.2639E+01  -0.2565E+01   0.1710E+01
 -0.2491E+01  -0.3420E+01   0.2565E+01
 -0.3415E+01  -0.2565E+01   0.2565E+01
 -0.3340E+01  -0.1710E+01  -0.3420E+01
 -0.2594E+01  -0.8550E+00  -0.3420E+01
 -0.2578E+01  -0.1710E+01  -0.2565E+01
  0.3386E+01  -0.8550E+00  -0.2565E+01
 -0.3310E+01  -0.1710E+01  -0.1710E+01
 -0.2463E+01  -0.8550E+00  -0.1710E+01
 -0.2518E+01  -0.1710E+01  -0.8550E+00
  0.3408E+01  -0.8550E+00  -0.8550E+00
 -0.3333E+01  -0.1710E+01   0.0000E+00
 -0.2447E+01  -0.8550E+00   0.0000E+00
 -0.2579E+01  -0.1710E+01   0.8550E+00
  0.3383E+01  -0.8550E+00   0.8550E+00
 -0.3379E+01  -0.1710E+01   0.1710E+01
 -0.2693E+01  -0.8550E+00   0.1710E+01
 -0.2621E+01  -0.1710E+01   0.2565E+01
  0.3370E+01  -0.8550E+00   0.2565E+01
 -0.3389E+01   0.0000E+00  -0.3420E+01
 -0.2699E+01   0.8550E+00  -0.3420E+01
 -0.2642E+01   0.0000E+00  -0.2565E+01
  0.3361E+01   0.8550E+00  -0.2565E+01
 -0.3392E+01   0.0000E+00  -0.1710E+01
 -0.2600E+01   0.8550E+00  -0.1710E+01
 -0.2594E+01   0.0000E+00  -0.8550E+00
  0.3396E+01   0.8550E+00  -0.8550E+00
 -0.3380E+01   0.0000E+00   0.0000E+00
 -0.2617E+01   0.8550E+00   0.0000E+00
 -0.2625E+01   0.0000E+00   0.8550E+00
  0.3413E+01   0.8550E+00   0.8550E+00
 -0.3409E+01   0.0000E+00   0.1710E+01
 -0.2600E+01   0.8550E+00   0.1710E+01
 -0.2649E+01   0.0000E+00   0.2565E+01
  0.3398E+01   0.8550E+00   0.2565E+01
 -0.3402E+01   0.1710E+01  -0.3420E+01
 -0.2592E+01   0.2565E+01  -0.3420E+01
 -0.2628E+01   0.1710E+01  -0.2565E+01
 -0.3407E+01   0.2565E+01  -0.2565E+01
