        time     pot_ergy        press
  0.1192E+01  -0.4451E+01   0.2448E+01
  0.1193E+01  -0.4451E+01   0.2447E+01
  0.1194E+01  -0.4451E+01   0.2446E+01
  0.1195E+01  -0.4452E+01   0.2445E+01
  0.1196E+01  -0.4452E+01   0.2443E+01
  0.1197E+01  -0.4452E+01   0.2444E+01
  0.1198E+01  -0.4451E+01   0.2445E+01
  0.1199E+01  -0.4451E+01   0.2444E+01
  0.1200E+01  -0.4451E+01   0.2444E+01
  0.1201E+01  -0.4451E+01   0.2443E+01
  0.1202E+01  -0.4452E+01   0.2441E+01
  0.1203E+01  -0.4452E+01   0.2439E+01
  0.1204E+01  -0.4453E+01   0.2437E+01
  0.1205E+01  -0.4453E+01   0.2435E+01
  0.1206E+01  -0.4453E+01   0.2433E+01
  0.1207E+01  -0.4454E+01   0.2432E+01
  0.1208E+01  -0.4454E+01   0.2431E+01
  0.1209E+01  -0.4454E+01   0.2430E+01
  0.1210E+01  -0.4454E+01   0.2429E+01
  0.1211E+01  -0.4454E+01   0.2428E+01
  0.1212E+01  -0.4454E+01   0.2427E+01
  0.1213E+01  -0.4455E+01   0.2426E+01
  0.1214E+01  -0.4455E+01   0.2425E+01
  0.1215E+01  -0.4455E+01   0.2424E+01
  0.1216E+01  -0.4455E+01   0.2423E+01
  0.1217E+01  -0.4455E+01   0.2421E+01
  0.1218E+01  -0.4456E+01   0.2421E+01
  0.1219E+01  -0.4456E+01   0.2419E+01
  0.1220E+01  -0.4456E+01   0.2418E+01
  0.1221E+01  -0.4456E+01   0.2416E+01
  0.1222E+01  -0.4457E+01   0.2414E+01
  0.1223E+01  -0.4457E+01   0.2412E+01
  0.1224E+01  -0.4457E+01   0.2411E+01
  0.1225E+01  -0.4458E+01   0.2409E+01
  0.1226E+01  -0.4458E+01   0.2407E+01
  0.1227E+01  -0.4458E+01   0.2406E+01
  0.1228E+01  -0.4459E+01   0.2404E+01
  0.1229E+01  -0.4459E+01   0.2403E+01
  0.1230E+01  -0.4459E+01   0.2401E+01
  0.1231E+01  -0.4460E+01   0.2399E+01
  0.1232E+01  -0.4460E+01   0.2397E+01
  0.1233E+01  -0.4460E+01   0.2395E+01
  0.1234E+01  -0.4461E+01   0.2394E+01
  0.1235E+01  -0.4461E+01   0.2391E+01
  0.1236E+01  -0.4461E+01   0.2389E+01
  0.1237E+01  -0.4462E+01   0.2387E+01
  0.1238E+01  -0.4462E+01   0.2385E+01
  0.1239E+01  -0.4463E+01   0.2383E+01
  0.1240E+01  -0.4463E+01   0.2380E+01
  0.1241E+01  -0.4464E+01   0.2377E+01
  0.1242E+01  -0.4464E+01   0.2374E+01
  0.1243E+01  -0.4465E+01   0.2371E+01
  0.1244E+01  -0.4465E+01   0.2369E+01
  0.1245E+01  -0.4466E+01   0.2366E+01
  0.1246E+01  -0.4466E+01   0.2364E+01
  0.1247E+01  -0.4467E+01   0.2362E+01
  0.1248E+01  -0.4467E+01   0.2360E+01
  0.1249E+01  -0.4467E+01   0.2358E+01
  0.1250E+01  -0.4468E+01   0.2357E+01
  0.1251E+01  -0.4468E+01   0.2354E+01
  0.1252E+01  -0.4469E+01   0.2352E+01
  0.1253E+01  -0.4469E+01   0.2349E+01
  0.1254E+01  -0.4469E+01   0.2347E+01
  0.1255E+01  -0.4470E+01   0.2345E+01
  0.1256E+01  -0.4470E+01   0.2343E+01
  0.1257E+01  -0.4470E+01   0.2342E+01
  0.1258E+01  -0.4471E+01   0.2341E+01
  0.1259E+01  -0.4471E+01   0.2339E+01
  0.1260E+01  -0.4471E+01   0.2336E+01
  0.1261E+01  -0.4472E+01   0.2334E+01
  0.1262E+01  -0.4472E+01   0.2332E+01
  0.1263E+01  -0.4473E+01   0.2329E+01
  0.1264E+01  -0.4473E+01   0.2327E+01
  0.1265E+01  -0.4474E+01   0.2325E+01
  0.1266E+01  -0.4474E+01   0.2322E+01
  0.1267E+01  -0.4475E+01   0.2320E+01
  0.1268E+01  -0.4475E+01   0.2317E+01
  0.1269E+01  -0.4476E+01   0.2315E+01
  0.1270E+01  -0.4476E+01   0.2313E+01
  0.1271E+01  -0.4477E+01   0.2310E+01
  0.1272E+01  -0.4477E+01   0.2307E+01
  0.1273E+01  -0.4478E+01   0.2304E+01
  0.1274E+01  -0.4478E+01   0.2302E+01
  0.1275E+01  -0.4479E+01   0.2300E+01
  0.1276E+01  -0.4479E+01   0.2297E+01
  0.1277E+01  -0.4480E+01   0.2295E+01
  0.1278E+01  -0.4480E+01   0.2293E+01
  0.1279E+01  -0.4480E+01   0.2291E+01
  0.1280E+01  -0.4481E+01   0.2289E+01
  0.1281E+01  -0.4481E+01   0.2288E+01
  0.1282E+01  -0.4481E+01   0.2287E+01
  0.1283E+01  -0.4481E+01   0.2285E+01
  0.1284E+01  -0.4481E+01   0.2284E+01
  0.1285E+01  -0.4482E+01   0.2282E+01
  0.1286E+01  -0.4482E+01   0.2281E+01
  0.1287E+01  -0.4482E+01   0.2279E+01
  0.1288E+01  -0.4483E+01   0.2277E+01
  0.1289E+01  -0.4483E+01   0.2274E+01
  0.1290E+01  -0.4484E+01   0.2272E+01
  0.1291E+01  -0.4484E+01   0.2271E+01
  0.1292E+01  -0.4484E+01   0.2269E+01
  0.1293E+01  -0.4485E+01   0.2267E+01
  0.1294E+01  -0.4485E+01   0.2265E+01
  0.1295E+01  -0.4486E+01   0.2263E+01
  0.1296E+01  -0.4486E+01   0.2261E+01
  0.1297E+01  -0.4486E+01   0.2260E+01
  0.1298E+01  -0.4486E+01   0.2258E+01
  0.1299E+01  -0.4487E+01   0.2256E+01
  0.1300E+01  -0.4487E+01   0.2253E+01
  0.1301E+01  -0.4488E+01   0.2251E+01
  0.1302E+01  -0.4488E+01   0.2249E+01
  0.1303E+01  -0.4488E+01   0.2247E+01
  0.1304E+01  -0.4489E+01   0.2246E+01
  0.1305E+01  -0.4489E+01   0.2244E+01
  0.1306E+01  -0.4489E+01   0.2243E+01
  0.1307E+01  -0.4489E+01   0.2242E+01
  0.1308E+01  -0.4490E+01   0.2240E+01
  0.1309E+01  -0.4490E+01   0.2239E+01
  0.1310E+01  -0.4490E+01   0.2237E+01
  0.1311E+01  -0.4491E+01   0.2235E+01
  0.1312E+01  -0.4491E+01   0.2234E+01
  0.1313E+01  -0.4491E+01   0.2232E+01
  0.1314E+01  -0.4492E+01   0.2230E+01
  0.1315E+01  -0.4492E+01   0.2228E+01
  0.1316E+01  -0.4492E+01   0.2227E+01
  0.1317E+01  -0.4492E+01   0.2226E+01
  0.1318E+01  -0.4493E+01   0.2224E+01
  0.1319E+01  -0.4493E+01   0.2223E+01
  0.1320E+01  -0.4493E+01   0.2221E+01
  0.1321E+01  -0.4494E+01   0.2219E+01
  0.1322E+01  -0.4494E+01   0.2217E+01
  0.1323E+01  -0.4495E+01   0.2215E+01
  0.1324E+01  -0.4495E+01   0.2213E+01
  0.1325E+01  -0.4495E+01   0.2212E+01
  0.1326E+01  -0.4496E+01   0.2210E+01
  0.1327E+01  -0.4496E+01   0.2208E+01
  0.1328E+01  -0.4496E+01   0.2207E+01
  0.1329E+01  -0.4496E+01   0.2205E+01
  0.1330E+01  -0.4497E+01   0.2204E+01
  0.1331E+01  -0.4497E+01   0.2203E+01
  0.1332E+01  -0.4497E+01   0.2202E+01
  0.1333E+01  -0.4497E+01   0.2201E+01
  0.1334E+01  -0.4497E+01   0.2201E+01
  0.1335E+01  -0.4497E+01   0.2201E+01
  0.1336E+01  -0.4497E+01   0.2200E+01
  0.1337E+01  -0.4498E+01   0.2200E+01
  0.1338E+01  -0.4497E+01   0.2200E+01
  0.1339E+01  -0.4497E+01   0.2200E+01
  0.1340E+01  -0.4497E+01   0.2200E+01
  0.1341E+01  -0.4497E+01   0.2201E+01
  0.1342E+01  -0.4497E+01   0.2201E+01
  0.1343E+01  -0.4497E+01   0.2201E+01
  0.1344E+01  -0.4497E+01   0.2201E+01
  0.1345E+01  -0.4497E+01   0.2201E+01
  0.1346E+01  -0.4497E+01   0.2203E+01
  0.1347E+01  -0.4496E+01   0.2204E+01
  0.1348E+01  -0.4496E+01   0.2205E+01
  0.1349E+01  -0.4496E+01   0.2205E+01
  0.1350E+01  -0.4496E+01   0.2206E+01
  0.1351E+01  -0.4496E+01   0.2206E+01
  0.1352E+01  -0.4496E+01   0.2206E+01
  0.1353E+01  -0.4496E+01   0.2206E+01
  0.1354E+01  -0.4496E+01   0.2206E+01
  0.1355E+01  -0.4496E+01   0.2206E+01
  0.1356E+01  -0.4496E+01   0.2205E+01
  0.1357E+01  -0.4496E+01   0.2205E+01
  0.1358E+01  -0.4496E+01   0.2205E+01
  0.1359E+01  -0.4496E+01   0.2206E+01
  0.1360E+01  -0.4496E+01   0.2207E+01
  0.1361E+01  -0.4496E+01   0.2208E+01
  0.1362E+01  -0.4495E+01   0.2209E+01
  0.1363E+01  -0.4495E+01   0.2210E+01
  0.1364E+01  -0.4495E+01   0.2211E+01
  0.1365E+01  -0.4495E+01   0.2211E+01
  0.1366E+01  -0.4495E+01   0.2212E+01
  0.1367E+01  -0.4494E+01   0.2212E+01
  0.1368E+01  -0.4495E+01   0.2212E+01
  0.1369E+01  -0.4495E+01   0.2212E+01
  0.1370E+01  -0.4494E+01   0.2212E+01
  0.1371E+01  -0.4494E+01   0.2212E+01
  0.1372E+01  -0.4494E+01   0.2213E+01
  0.1373E+01  -0.4494E+01   0.2215E+01
  0.1374E+01  -0.4493E+01   0.2217E+01
  0.1375E+01  -0.4493E+01   0.2217E+01
  0.1376E+01  -0.4493E+01   0.2217E+01
  0.1377E+01  -0.4493E+01   0.2216E+01
  0.1378E+01  -0.4494E+01   0.2216E+01
  0.1379E+01  -0.4494E+01   0.2215E+01
  0.1380E+01  -0.4494E+01   0.2215E+01
  0.1381E+01  -0.4494E+01   0.2214E+01
  0.1382E+01  -0.4494E+01   0.2213E+01
  0.1383E+01  -0.4494E+01   0.2212E+01
  0.1384E+01  -0.4495E+01   0.2211E+01
  0.1385E+01  -0.4495E+01   0.2209E+01
  0.1386E+01  -0.4495E+01   0.2208E+01
  0.1387E+01  -0.4496E+01   0.2206E+01
  0.1388E+01  -0.4496E+01   0.2205E+01
  0.1389E+01  -0.4496E+01   0.2204E+01
  0.1390E+01  -0.4496E+01   0.2204E+01
  0.1391E+01  -0.4496E+01   0.2203E+01
  0.1392E+01  -0.4497E+01   0.2202E+01
  0.1393E+01  -0.4497E+01   0.2201E+01
  0.1394E+01  -0.4497E+01   0.2201E+01
  0.1395E+01  -0.4497E+01   0.2200E+01
  0.1396E+01  -0.4497E+01   0.2199E+01
  0.1397E+01  -0.4497E+01   0.2198E+01
  0.1398E+01  -0.4497E+01   0.2198E+01
  0.1399E+01  -0.4498E+01   0.2197E+01
  0.1400E+01  -0.4498E+01   0.2196E+01
  0.1401E+01  -0.4498E+01   0.2194E+01
  0.1402E+01  -0.4498E+01   0.2193E+01
  0.1403E+01  -0.4499E+01   0.2192E+01
  0.1404E+01  -0.4499E+01   0.2192E+01
  0.1405E+01  -0.4499E+01   0.2191E+01
  0.1406E+01  -0.4499E+01   0.2190E+01
  0.1407E+01  -0.4499E+01   0.2189E+01
  0.1408E+01  -0.4499E+01   0.2189E+01
  0.1409E+01  -0.4499E+01   0.2188E+01
  0.1410E+01  -0.4500E+01   0.2187E+01
  0.1411E+01  -0.4500E+01   0.2187E+01
  0.1412E+01  -0.4500E+01   0.2186E+01
  0.1413E+01  -0.4500E+01   0.2186E+01
  0.1414E+01  -0.4500E+01   0.2185E+01
  0.1415E+01  -0.4500E+01   0.2184E+01
  0.1416E+01  -0.4500E+01   0.2183E+01
  0.1417E+01  -0.4500E+01   0.2182E+01
  0.1418E+01  -0.4501E+01   0.2182E+01
  0.1419E+01  -0.4501E+01   0.2181E+01
  0.1420E+01  -0.4501E+01   0.2180E+01
  0.1421E+01  -0.4501E+01   0.2179E+01
  0.1422E+01  -0.4501E+01   0.2178E+01
  0.1423E+01  -0.4502E+01   0.2177E+01
  0.1424E+01  -0.4502E+01   0.2176E+01
  0.1425E+01  -0.4502E+01   0.2176E+01
  0.1426E+01  -0.4502E+01   0.2174E+01
  0.1427E+01  -0.4502E+01   0.2174E+01
  0.1428E+01  -0.4502E+01   0.2174E+01
  0.1429E+01  -0.4503E+01   0.2173E+01
  0.1430E+01  -0.4503E+01   0.2173E+01
  0.1431E+01  -0.4503E+01   0.2173E+01
  0.1432E+01  -0.4503E+01   0.2173E+01
  0.1433E+01  -0.4503E+01   0.2173E+01
  0.1434E+01  -0.4503E+01   0.2173E+01
  0.1435E+01  -0.4502E+01   0.2173E+01
  0.1436E+01  -0.4503E+01   0.2173E+01
  0.1437E+01  -0.4503E+01   0.2172E+01
  0.1438E+01  -0.4503E+01   0.2172E+01
  0.1439E+01  -0.4503E+01   0.2172E+01
  0.1440E+01  -0.4503E+01   0.2172E+01
  0.1441E+01  -0.4503E+01   0.2173E+01
  0.1442E+01  -0.4502E+01   0.2174E+01
  0.1443E+01  -0.4502E+01   0.2174E+01
  0.1444E+01  -0.4502E+01   0.2174E+01
  0.1445E+01  -0.4502E+01   0.2174E+01
  0.1446E+01  -0.4502E+01   0.2175E+01
  0.1447E+01  -0.4502E+01   0.2175E+01
  0.1448E+01  -0.4502E+01   0.2176E+01
  0.1449E+01  -0.4502E+01   0.2177E+01
  0.1450E+01  -0.4502E+01   0.2177E+01
  0.1451E+01  -0.4501E+01   0.2178E+01
  0.1452E+01  -0.4501E+01   0.2179E+01
  0.1453E+01  -0.4501E+01   0.2180E+01
  0.1454E+01  -0.4501E+01   0.2181E+01
  0.1455E+01  -0.4501E+01   0.2182E+01
  0.1456E+01  -0.4500E+01   0.2184E+01
  0.1457E+01  -0.4500E+01   0.2185E+01
  0.1458E+01  -0.4500E+01   0.2186E+01
  0.1459E+01  -0.4499E+01   0.2189E+01
  0.1460E+01  -0.4499E+01   0.2192E+01
  0.1461E+01  -0.4499E+01   0.2193E+01
  0.1462E+01  -0.4498E+01   0.2193E+01
  0.1463E+01  -0.4498E+01   0.2194E+01
  0.1464E+01  -0.4498E+01   0.2194E+01
  0.1465E+01  -0.4498E+01   0.2194E+01
  0.1466E+01  -0.4498E+01   0.2194E+01
  0.1467E+01  -0.4498E+01   0.2195E+01
  0.1468E+01  -0.4498E+01   0.2195E+01
  0.1469E+01  -0.4498E+01   0.2196E+01
  0.1470E+01  -0.4498E+01   0.2196E+01
  0.1471E+01  -0.4498E+01   0.2197E+01
  0.1472E+01  -0.4498E+01   0.2197E+01
  0.1473E+01  -0.4498E+01   0.2197E+01
  0.1474E+01  -0.4498E+01   0.2198E+01
  0.1475E+01  -0.4498E+01   0.2199E+01
  0.1476E+01  -0.4498E+01   0.2199E+01
  0.1477E+01  -0.4498E+01   0.2199E+01
  0.1478E+01  -0.4498E+01   0.2200E+01
  0.1479E+01  -0.4498E+01   0.2200E+01
  0.1480E+01  -0.4498E+01   0.2201E+01
  0.1481E+01  -0.4498E+01   0.2201E+01
  0.1482E+01  -0.4498E+01   0.2201E+01
  0.1483E+01  -0.4498E+01   0.2201E+01
  0.1484E+01  -0.4498E+01   0.2201E+01
  0.1485E+01  -0.4498E+01   0.2201E+01
  0.1486E+01  -0.4498E+01   0.2200E+01
  0.1487E+01  -0.4498E+01   0.2201E+01
  0.1488E+01  -0.4498E+01   0.2202E+01
  0.1489E+01  -0.4498E+01   0.2203E+01
  0.1490E+01  -0.4498E+01   0.2204E+01
  0.1491E+01  -0.4498E+01   0.2203E+01
  0.1492E+01  -0.4498E+01   0.2203E+01
  0.1493E+01  -0.4498E+01   0.2203E+01
  0.1494E+01  -0.4498E+01   0.2202E+01
  0.1495E+01  -0.4499E+01   0.2202E+01
  0.1496E+01  -0.4499E+01   0.2201E+01
  0.1497E+01  -0.4499E+01   0.2200E+01
  0.1498E+01  -0.4499E+01   0.2200E+01
  0.1499E+01  -0.4499E+01   0.2199E+01
  0.1500E+01  -0.4499E+01   0.2199E+01
  0.1501E+01  -0.4500E+01   0.2198E+01
  0.1502E+01  -0.4500E+01   0.2198E+01
  0.1503E+01  -0.4500E+01   0.2197E+01
  0.1504E+01  -0.4500E+01   0.2197E+01
  0.1505E+01  -0.4500E+01   0.2197E+01
  0.1506E+01  -0.4500E+01   0.2196E+01
  0.1507E+01  -0.4500E+01   0.2196E+01
  0.1508E+01  -0.4501E+01   0.2195E+01
  0.1509E+01  -0.4501E+01   0.2194E+01
  0.1510E+01  -0.4501E+01   0.2194E+01
  0.1511E+01  -0.4501E+01   0.2194E+01
  0.1512E+01  -0.4501E+01   0.2194E+01
  0.1513E+01  -0.4501E+01   0.2193E+01
  0.1514E+01  -0.4501E+01   0.2193E+01
  0.1515E+01  -0.4501E+01   0.2193E+01
  0.1516E+01  -0.4501E+01   0.2192E+01
  0.1517E+01  -0.4502E+01   0.2192E+01
  0.1518E+01  -0.4502E+01   0.2192E+01
  0.1519E+01  -0.4502E+01   0.2192E+01
  0.1520E+01  -0.4502E+01   0.2192E+01
  0.1521E+01  -0.4502E+01   0.2192E+01
  0.1522E+01  -0.4502E+01   0.2192E+01
  0.1523E+01  -0.4502E+01   0.2192E+01
  0.1524E+01  -0.4502E+01   0.2192E+01
  0.1525E+01  -0.4502E+01   0.2192E+01
  0.1526E+01  -0.4502E+01   0.2191E+01
  0.1527E+01  -0.4502E+01   0.2191E+01
  0.1528E+01  -0.4502E+01   0.2191E+01
  0.1529E+01  -0.4503E+01   0.2191E+01
  0.1530E+01  -0.4503E+01   0.2190E+01
  0.1531E+01  -0.4503E+01   0.2189E+01
  0.1532E+01  -0.4503E+01   0.2188E+01
  0.1533E+01  -0.4503E+01   0.2188E+01
  0.1534E+01  -0.4504E+01   0.2187E+01
  0.1535E+01  -0.4504E+01   0.2186E+01
  0.1536E+01  -0.4504E+01   0.2185E+01
  0.1537E+01  -0.4504E+01   0.2184E+01
  0.1538E+01  -0.4505E+01   0.2183E+01
  0.1539E+01  -0.4505E+01   0.2182E+01
  0.1540E+01  -0.4505E+01   0.2181E+01
  0.1541E+01  -0.4506E+01   0.2180E+01
  0.1542E+01  -0.4506E+01   0.2178E+01
  0.1543E+01  -0.4506E+01   0.2177E+01
  0.1544E+01  -0.4507E+01   0.2176E+01
  0.1545E+01  -0.4507E+01   0.2175E+01
  0.1546E+01  -0.4507E+01   0.2174E+01
  0.1547E+01  -0.4507E+01   0.2173E+01
  0.1548E+01  -0.4507E+01   0.2172E+01
  0.1549E+01  -0.4508E+01   0.2171E+01
  0.1550E+01  -0.4508E+01   0.2170E+01
  0.1551E+01  -0.4508E+01   0.2168E+01
  0.1552E+01  -0.4509E+01   0.2167E+01
  0.1553E+01  -0.4509E+01   0.2166E+01
  0.1554E+01  -0.4509E+01   0.2165E+01
  0.1555E+01  -0.4509E+01   0.2164E+01
  0.1556E+01  -0.4509E+01   0.2164E+01
  0.1557E+01  -0.4509E+01   0.2163E+01
  0.1558E+01  -0.4510E+01   0.2162E+01
  0.1559E+01  -0.4510E+01   0.2161E+01
  0.1560E+01  -0.4510E+01   0.2160E+01
  0.1561E+01  -0.4510E+01   0.2159E+01
  0.1562E+01  -0.4511E+01   0.2158E+01
  0.1563E+01  -0.4511E+01   0.2158E+01
  0.1564E+01  -0.4511E+01   0.2157E+01
  0.1565E+01  -0.4511E+01   0.2158E+01
  0.1566E+01  -0.4511E+01   0.2158E+01
  0.1567E+01  -0.4511E+01   0.2157E+01
  0.1568E+01  -0.4511E+01   0.2156E+01
  0.1569E+01  -0.4511E+01   0.2156E+01
  0.1570E+01  -0.4511E+01   0.2156E+01
  0.1571E+01  -0.4512E+01   0.2154E+01
  0.1572E+01  -0.4512E+01   0.2153E+01
  0.1573E+01  -0.4512E+01   0.2153E+01
  0.1574E+01  -0.4512E+01   0.2152E+01
  0.1575E+01  -0.4512E+01   0.2152E+01
  0.1576E+01  -0.4512E+01   0.2151E+01
  0.1577E+01  -0.4513E+01   0.2150E+01
  0.1578E+01  -0.4513E+01   0.2150E+01
  0.1579E+01  -0.4513E+01   0.2149E+01
  0.1580E+01  -0.4513E+01   0.2148E+01
  0.1581E+01  -0.4513E+01   0.2148E+01
  0.1582E+01  -0.4513E+01   0.2146E+01
  0.1583E+01  -0.4514E+01   0.2145E+01
  0.1584E+01  -0.4514E+01   0.2144E+01
  0.1585E+01  -0.4514E+01   0.2142E+01
  0.1586E+01  -0.4515E+01   0.2141E+01
  0.1587E+01  -0.4515E+01   0.2139E+01
  0.1588E+01  -0.4515E+01   0.2138E+01
  0.1589E+01  -0.4515E+01   0.2137E+01
  0.1590E+01  -0.4515E+01   0.2137E+01
  0.1591E+01  -0.4516E+01   0.2136E+01
  0.1592E+01  -0.4516E+01   0.2135E+01
  0.1593E+01  -0.4516E+01   0.2134E+01
  0.1594E+01  -0.4516E+01   0.2134E+01
  0.1595E+01  -0.4516E+01   0.2133E+01
  0.1596E+01  -0.4517E+01   0.2132E+01
  0.1597E+01  -0.4517E+01   0.2130E+01
  0.1598E+01  -0.4517E+01   0.2129E+01
  0.1599E+01  -0.4517E+01   0.2128E+01
  0.1600E+01  -0.4518E+01   0.2127E+01
  0.1601E+01  -0.4518E+01   0.2125E+01
  0.1602E+01  -0.4518E+01   0.2124E+01
  0.1603E+01  -0.4519E+01   0.2123E+01
  0.1604E+01  -0.4519E+01   0.2121E+01
  0.1605E+01  -0.4519E+01   0.2120E+01
  0.1606E+01  -0.4519E+01   0.2119E+01
  0.1607E+01  -0.4520E+01   0.2118E+01
  0.1608E+01  -0.4520E+01   0.2118E+01
  0.1609E+01  -0.4520E+01   0.2117E+01
  0.1610E+01  -0.4520E+01   0.2116E+01
  0.1611E+01  -0.4520E+01   0.2115E+01
  0.1612E+01  -0.4521E+01   0.2115E+01
  0.1613E+01  -0.4521E+01   0.2114E+01
  0.1614E+01  -0.4521E+01   0.2114E+01
  0.1615E+01  -0.4521E+01   0.2113E+01
  0.1616E+01  -0.4521E+01   0.2111E+01
  0.1617E+01  -0.4521E+01   0.2110E+01
  0.1618E+01  -0.4522E+01   0.2109E+01
  0.1619E+01  -0.4522E+01   0.2108E+01
  0.1620E+01  -0.4522E+01   0.2107E+01
  0.1621E+01  -0.4522E+01   0.2106E+01
  0.1622E+01  -0.4523E+01   0.2104E+01
  0.1623E+01  -0.4523E+01   0.2103E+01
  0.1624E+01  -0.4523E+01   0.2101E+01
  0.1625E+01  -0.4523E+01   0.2100E+01
  0.1626E+01  -0.4524E+01   0.2099E+01
  0.1627E+01  -0.4524E+01   0.2098E+01
  0.1628E+01  -0.4524E+01   0.2098E+01
  0.1629E+01  -0.4524E+01   0.2097E+01
  0.1630E+01  -0.4524E+01   0.2097E+01
  0.1631E+01  -0.4524E+01   0.2097E+01
  0.1632E+01  -0.4524E+01   0.2097E+01
  0.1633E+01  -0.4524E+01   0.2096E+01
  0.1634E+01  -0.4524E+01   0.2096E+01
  0.1635E+01  -0.4524E+01   0.2095E+01
  0.1636E+01  -0.4525E+01   0.2094E+01
  0.1637E+01  -0.4525E+01   0.2094E+01
  0.1638E+01  -0.4525E+01   0.2093E+01
  0.1639E+01  -0.4525E+01   0.2092E+01
  0.1640E+01  -0.4525E+01   0.2091E+01
  0.1641E+01  -0.4525E+01   0.2091E+01
  0.1642E+01  -0.4526E+01   0.2090E+01
  0.1643E+01  -0.4526E+01   0.2089E+01
  0.1644E+01  -0.4526E+01   0.2088E+01
  0.1645E+01  -0.4526E+01   0.2087E+01
  0.1646E+01  -0.4527E+01   0.2085E+01
  0.1647E+01  -0.4527E+01   0.2084E+01
  0.1648E+01  -0.4527E+01   0.2083E+01
  0.1649E+01  -0.4527E+01   0.2082E+01
  0.1650E+01  -0.4528E+01   0.2081E+01
  0.1651E+01  -0.4528E+01   0.2080E+01
  0.1652E+01  -0.4528E+01   0.2078E+01
  0.1653E+01  -0.4528E+01   0.2077E+01
  0.1654E+01  -0.4528E+01   0.2077E+01
  0.1655E+01  -0.4528E+01   0.2077E+01
  0.1656E+01  -0.4529E+01   0.2076E+01
  0.1657E+01  -0.4529E+01   0.2074E+01
  0.1658E+01  -0.4529E+01   0.2074E+01
  0.1659E+01  -0.4529E+01   0.2072E+01
  0.1660E+01  -0.4530E+01   0.2072E+01
  0.1661E+01  -0.4530E+01   0.2071E+01
  0.1662E+01  -0.4530E+01   0.2070E+01
  0.1663E+01  -0.4530E+01   0.2070E+01
  0.1664E+01  -0.4530E+01   0.2069E+01
  0.1665E+01  -0.4530E+01   0.2068E+01
  0.1666E+01  -0.4530E+01   0.2067E+01
  0.1667E+01  -0.4531E+01   0.2067E+01
  0.1668E+01  -0.4531E+01   0.2066E+01
  0.1669E+01  -0.4531E+01   0.2066E+01
  0.1670E+01  -0.4531E+01   0.2065E+01
  0.1671E+01  -0.4531E+01   0.2064E+01
  0.1672E+01  -0.4531E+01   0.2063E+01
  0.1673E+01  -0.4532E+01   0.2062E+01
  0.1674E+01  -0.4532E+01   0.2060E+01
  0.1675E+01  -0.4532E+01   0.2060E+01
  0.1676E+01  -0.4532E+01   0.2059E+01
  0.1677E+01  -0.4532E+01   0.2058E+01
  0.1678E+01  -0.4532E+01   0.2057E+01
  0.1679E+01  -0.4533E+01   0.2056E+01
  0.1680E+01  -0.4533E+01   0.2055E+01
  0.1681E+01  -0.4533E+01   0.2054E+01
  0.1682E+01  -0.4533E+01   0.2053E+01
  0.1683E+01  -0.4533E+01   0.2052E+01
  0.1684E+01  -0.4534E+01   0.2051E+01
  0.1685E+01  -0.4534E+01   0.2050E+01
  0.1686E+01  -0.4534E+01   0.2048E+01
  0.1687E+01  -0.4534E+01   0.2047E+01
  0.1688E+01  -0.4535E+01   0.2045E+01
  0.1689E+01  -0.4535E+01   0.2044E+01
  0.1690E+01  -0.4535E+01   0.2042E+01
  0.1691E+01  -0.4536E+01   0.2041E+01
  0.1692E+01  -0.4536E+01   0.2039E+01
  0.1693E+01  -0.4536E+01   0.2037E+01
  0.1694E+01  -0.4537E+01   0.2036E+01
  0.1695E+01  -0.4537E+01   0.2035E+01
  0.1696E+01  -0.4537E+01   0.2033E+01
  0.1697E+01  -0.4537E+01   0.2032E+01
  0.1698E+01  -0.4538E+01   0.2030E+01
  0.1699E+01  -0.4538E+01   0.2029E+01
  0.1700E+01  -0.4538E+01   0.2028E+01
  0.1701E+01  -0.4538E+01   0.2027E+01
  0.1702E+01  -0.4538E+01   0.2025E+01
  0.1703E+01  -0.4539E+01   0.2024E+01
  0.1704E+01  -0.4539E+01   0.2022E+01
  0.1705E+01  -0.4539E+01   0.2021E+01
  0.1706E+01  -0.4540E+01   0.2019E+01
  0.1707E+01  -0.4540E+01   0.2017E+01
  0.1708E+01  -0.4540E+01   0.2016E+01
  0.1709E+01  -0.4541E+01   0.2015E+01
  0.1710E+01  -0.4541E+01   0.2013E+01
  0.1711E+01  -0.4541E+01   0.2011E+01
  0.1712E+01  -0.4541E+01   0.2010E+01
  0.1713E+01  -0.4542E+01   0.2009E+01
  0.1714E+01  -0.4542E+01   0.2008E+01
  0.1715E+01  -0.4542E+01   0.2006E+01
  0.1716E+01  -0.4543E+01   0.2004E+01
  0.1717E+01  -0.4543E+01   0.2003E+01
  0.1718E+01  -0.4543E+01   0.2001E+01
  0.1719E+01  -0.4543E+01   0.2000E+01
  0.1720E+01  -0.4544E+01   0.1998E+01
  0.1721E+01  -0.4544E+01   0.1997E+01
  0.1722E+01  -0.4544E+01   0.1996E+01
  0.1723E+01  -0.4544E+01   0.1994E+01
  0.1724E+01  -0.4545E+01   0.1994E+01
  0.1725E+01  -0.4545E+01   0.1993E+01
  0.1726E+01  -0.4545E+01   0.1992E+01
  0.1727E+01  -0.4545E+01   0.1991E+01
  0.1728E+01  -0.4545E+01   0.1990E+01
  0.1729E+01  -0.4545E+01   0.1989E+01
