      rx_fcc       ry_fcc       rz_fcc
  0.2104E+01   0.3236E+01   0.3152E+01
  0.2307E+01   0.4216E+01   0.1837E+01
  0.3218E+01   0.3013E+01   0.3038E+01
  0.1782E+01  -0.4130E+01   0.3403E+01
  0.2742E+01   0.2998E+01  -0.2347E+01
  0.3125E+01   0.3480E+01   0.3986E+01
  0.3277E+01   0.2611E+01  -0.3236E+01
  0.2318E+01  -0.3867E+01  -0.2989E+01
  0.2897E+01   0.2564E+01  -0.1394E+01
  0.2915E+01   0.4085E+01  -0.2350E+01
  0.3354E+01   0.2459E+01  -0.4137E+00
  0.1904E+01   0.4169E+01  -0.1962E+01
  0.3394E+01   0.2877E+01   0.4965E+00
  0.2596E+01   0.3615E+01  -0.1372E+01
  0.3344E+01   0.2490E+01   0.1456E+01
  0.1660E+01   0.4089E+01  -0.8476E+00
  0.3556E+01   0.3282E+01   0.2074E+01
  0.2513E+01   0.3859E+01  -0.2573E+00
  0.3560E+01   0.2105E+01   0.2504E+01
  0.2073E+01   0.3833E+01   0.8289E+00
  0.2938E+01  -0.4163E+01  -0.3894E+01
  0.2530E+01  -0.3247E+01   0.2095E+01
  0.3564E+01   0.3622E+01  -0.3536E+01
  0.1976E+01  -0.2892E+01   0.3836E+01
  0.2547E+01   0.3397E+01  -0.3294E+01
  0.3121E+01  -0.2571E+01   0.3965E+01
  0.3860E+01   0.3544E+01  -0.2526E+01
  0.2513E+01  -0.2890E+01  -0.3727E+01
  0.2460E+01  -0.3812E+01  -0.1154E+01
  0.2031E+01  -0.2779E+01  -0.2677E+01
  0.3458E+01  -0.4101E+01  -0.8207E+00
  0.1997E+01  -0.2405E+01  -0.1649E+01
  0.2844E+01  -0.3675E+01  -0.3454E-01
  0.3168E+01  -0.3071E+01  -0.9108E+00
  0.2968E+01  -0.3838E+01   0.1042E+01
  0.2958E+01  -0.2647E+01   0.2165E+00
  0.3367E+01  -0.4120E+01   0.2069E+01
  0.2451E+01  -0.2788E+01   0.1103E+01
  0.3933E+01   0.3995E+01   0.2837E+01
  0.1734E+01  -0.2545E+01   0.1983E+01
  0.2589E+01  -0.2603E+01   0.2969E+01
  0.2414E+01  -0.1262E+01   0.2785E+01
  0.3328E+01  -0.3335E+01   0.3264E+01
  0.2570E+01  -0.4772E+00   0.3463E+01
  0.2919E+01  -0.1815E+01  -0.3808E+01
  0.3002E+01  -0.1565E+01   0.3580E+01
  0.3018E+01  -0.2296E+01  -0.2865E+01
  0.2734E+01  -0.8223E+00  -0.4158E+01
  0.3010E+01  -0.2282E+01  -0.1730E+01
  0.2277E+01  -0.1045E+01  -0.2430E+01
  0.3844E+01  -0.2314E+01  -0.1100E+01
  0.2470E+01  -0.1383E+01  -0.1451E+01
  0.3066E+01  -0.1911E+01   0.9530E+00
  0.3437E+01  -0.1323E+01  -0.8580E+00
  0.4060E+01  -0.2242E+01   0.1155E+01
  0.3191E+01  -0.1041E+01   0.2807E+00
  0.2677E+01  -0.1946E+01   0.2008E+01
  0.3182E+01  -0.1014E+01   0.1473E+01
  0.3727E+01  -0.2933E+01   0.2110E+01
  0.2222E+01  -0.8181E+00   0.1837E+01
  0.3607E+01  -0.7492E+00   0.3456E+01
  0.3515E+01   0.2690E+00   0.2930E+01
  0.3741E+01  -0.1030E+01  -0.4129E+01
  0.2346E+01   0.5858E+00   0.3400E+01
  0.3149E+01   0.1293E+00  -0.3776E+01
  0.3146E+01   0.9109E+00   0.3945E+01
  0.3190E+01  -0.7755E+00  -0.3097E+01
  0.2201E+01   0.1008E+01  -0.3021E+01
  0.2491E+01  -0.1792E+00  -0.1578E+00
  0.2542E+01   0.4372E-01  -0.2807E+01
  0.3061E+01  -0.4831E+00  -0.1973E+01
  0.2499E+01   0.7266E+00  -0.8980E+00
  0.3412E+01   0.3117E+00  -0.7655E-01
  0.3182E+01  -0.2854E+00  -0.9147E+00
  0.4144E+01  -0.7176E+00  -0.2336E+00
  0.2781E+01   0.9696E+00   0.9573E+00
  0.2589E+01  -0.3766E-01   0.2564E+01
  0.2829E+01  -0.6423E-01   0.7992E+00
  0.3404E+01  -0.7510E+00   0.2488E+01
  0.2464E+01   0.8492E+00   0.1982E+01
  0.3042E+01   0.1293E+01   0.2900E+01
  0.2541E+01   0.2330E+01   0.2775E+01
  0.4128E+01   0.1156E+01   0.3828E+01
  0.2501E+01   0.2815E+01  -0.4178E+01
  0.2211E+01   0.2005E+01  -0.3558E+01
  0.3147E+01   0.2019E+01   0.3849E+01
  0.3089E+01   0.1410E+01  -0.3664E+01
  0.2742E+01   0.1872E+01  -0.2566E+01
  0.2872E+01   0.6353E+00  -0.1950E+01
  0.3784E+01   0.1689E+01  -0.2961E+01
  0.3056E+01   0.1551E+01  -0.1494E+01
  0.2075E+01   0.1355E+01  -0.1831E+01
  0.2842E+01   0.1669E+01  -0.5010E+00
  0.3922E+01   0.1923E+01  -0.1012E+01
  0.3780E+01   0.1258E+01  -0.1636E+00
  0.3027E+01   0.1955E+01   0.6581E+00
  0.3840E+01   0.1074E+01   0.9630E+00
  0.4238E+01   0.1872E+01   0.1659E+01
  0.3111E+01   0.1585E+01   0.1775E+01
  0.2585E+01   0.3055E+01   0.1970E+01
 -0.4197E+01   0.3052E+01   0.2967E+01
