      rx_fcc       ry_fcc       rz_fcc
  0.1888E+01  -0.3420E+01  -0.3420E+01
  0.2711E+01  -0.2565E+01  -0.3420E+01
  0.2564E+01  -0.3420E+01  -0.2565E+01
  0.2017E+01  -0.2565E+01  -0.2565E+01
  0.1889E+01  -0.3420E+01  -0.1710E+01
  0.2708E+01  -0.2565E+01  -0.1710E+01
  0.2565E+01  -0.3420E+01  -0.8550E+00
  0.2021E+01  -0.2565E+01  -0.8550E+00
  0.1893E+01  -0.3420E+01   0.0000E+00
  0.2713E+01  -0.2565E+01   0.0000E+00
  0.2555E+01  -0.3420E+01   0.8550E+00
  0.2018E+01  -0.2565E+01   0.8550E+00
  0.1886E+01  -0.3420E+01   0.1710E+01
  0.2713E+01  -0.2565E+01   0.1710E+01
  0.2556E+01  -0.3420E+01   0.2565E+01
  0.2011E+01  -0.2565E+01   0.2565E+01
  0.1888E+01  -0.1710E+01  -0.3420E+01
  0.2685E+01  -0.8550E+00  -0.3420E+01
  0.2577E+01  -0.1710E+01  -0.2565E+01
  0.1989E+01  -0.8550E+00  -0.2565E+01
  0.1881E+01  -0.1710E+01  -0.1710E+01
  0.2670E+01  -0.8550E+00  -0.1710E+01
  0.2567E+01  -0.1710E+01  -0.8550E+00
  0.1977E+01  -0.8550E+00  -0.8550E+00
  0.1899E+01  -0.1710E+01   0.0000E+00
  0.2666E+01  -0.8550E+00   0.0000E+00
  0.2573E+01  -0.1710E+01   0.8550E+00
  0.1982E+01  -0.8550E+00   0.8550E+00
  0.1899E+01  -0.1710E+01   0.1710E+01
  0.2653E+01  -0.8550E+00   0.1710E+01
  0.2584E+01  -0.1710E+01   0.2565E+01
  0.1974E+01  -0.8550E+00   0.2565E+01
  0.1910E+01   0.0000E+00  -0.3420E+01
  0.2654E+01   0.8550E+00  -0.3420E+01
  0.2564E+01   0.0000E+00  -0.2565E+01
  0.1969E+01   0.8550E+00  -0.2565E+01
  0.1903E+01   0.0000E+00  -0.1710E+01
  0.2636E+01   0.8550E+00  -0.1710E+01
  0.2571E+01   0.0000E+00  -0.8550E+00
  0.1947E+01   0.8550E+00  -0.8550E+00
  0.1914E+01   0.0000E+00   0.0000E+00
  0.2643E+01   0.8550E+00   0.0000E+00
  0.2574E+01   0.0000E+00   0.8550E+00
  0.1963E+01   0.8550E+00   0.8550E+00
  0.1903E+01   0.0000E+00   0.1710E+01
  0.2636E+01   0.8550E+00   0.1710E+01
  0.2558E+01   0.0000E+00   0.2565E+01
  0.1964E+01   0.8550E+00   0.2565E+01
  0.1900E+01   0.1710E+01  -0.3420E+01
  0.2640E+01   0.2565E+01  -0.3420E+01
  0.2570E+01   0.1710E+01  -0.2565E+01
  0.1964E+01   0.2565E+01  -0.2565E+01
  0.1904E+01   0.1710E+01  -0.1710E+01
  0.2636E+01   0.2565E+01  -0.1710E+01
  0.2576E+01   0.1710E+01  -0.8550E+00
  0.1964E+01   0.2565E+01  -0.8550E+00
  0.1905E+01   0.1710E+01   0.0000E+00
  0.2647E+01   0.2565E+01   0.0000E+00
  0.2574E+01   0.1710E+01   0.8550E+00
  0.1963E+01   0.2565E+01   0.8550E+00
  0.1897E+01   0.1710E+01   0.1710E+01
  0.2639E+01   0.2565E+01   0.1710E+01
  0.2565E+01   0.1710E+01   0.2565E+01
  0.1960E+01   0.2565E+01   0.2565E+01
  0.3287E+01  -0.3420E+01  -0.3420E+01
