      rx_fcc       ry_fcc       rz_fcc
  0.2004E+01  -0.3420E+01  -0.3420E+01
  0.7819E+00  -0.2565E+01  -0.3420E+01
  0.2882E+01  -0.3420E+01  -0.2565E+01
  0.7167E-01  -0.2565E+01  -0.2565E+01
  0.2006E+01  -0.3420E+01  -0.1710E+01
  0.7826E+00  -0.2565E+01  -0.1710E+01
  0.2877E+01  -0.3420E+01  -0.8550E+00
  0.7830E-01  -0.2565E+01  -0.8550E+00
  0.2006E+01  -0.3420E+01   0.0000E+00
  0.7845E+00  -0.2565E+01   0.0000E+00
  0.2875E+01  -0.3420E+01   0.8550E+00
  0.8551E-01  -0.2565E+01   0.8550E+00
  0.2001E+01  -0.3420E+01   0.1710E+01
  0.7827E+00  -0.2565E+01   0.1710E+01
  0.2876E+01  -0.3420E+01   0.2565E+01
  0.8686E-01  -0.2565E+01   0.2565E+01
  0.1995E+01  -0.1710E+01  -0.3420E+01
  0.7486E+00  -0.8550E+00  -0.3420E+01
  0.2874E+01  -0.1710E+01  -0.2565E+01
  0.6298E-01  -0.8550E+00  -0.2565E+01
  0.1998E+01  -0.1710E+01  -0.1710E+01
  0.7545E+00  -0.8550E+00  -0.1710E+01
  0.2868E+01  -0.1710E+01  -0.8550E+00
  0.6715E-01  -0.8550E+00  -0.8550E+00
  0.1989E+01  -0.1710E+01   0.0000E+00
  0.7439E+00  -0.8550E+00   0.0000E+00
  0.2854E+01  -0.1710E+01   0.8550E+00
  0.5948E-01  -0.8550E+00   0.8550E+00
  0.1980E+01  -0.1710E+01   0.1710E+01
  0.7354E+00  -0.8550E+00   0.1710E+01
  0.2856E+01  -0.1710E+01   0.2565E+01
  0.5740E-01  -0.8550E+00   0.2565E+01
  0.1942E+01   0.0000E+00  -0.3420E+01
  0.7216E+00   0.8550E+00  -0.3420E+01
  0.2819E+01   0.0000E+00  -0.2565E+01
  0.5360E-01   0.8550E+00  -0.2565E+01
  0.1947E+01   0.0000E+00  -0.1710E+01
  0.7261E+00   0.8550E+00  -0.1710E+01
  0.2806E+01   0.0000E+00  -0.8550E+00
  0.6441E-01   0.8550E+00  -0.8550E+00
  0.1930E+01   0.0000E+00   0.0000E+00
  0.7237E+00   0.8550E+00   0.0000E+00
  0.2794E+01   0.0000E+00   0.8550E+00
  0.6304E-01   0.8550E+00   0.8550E+00
  0.1918E+01   0.0000E+00   0.1710E+01
  0.7204E+00   0.8550E+00   0.1710E+01
  0.2799E+01   0.0000E+00   0.2565E+01
  0.5941E-01   0.8550E+00   0.2565E+01
  0.1917E+01   0.1710E+01  -0.3420E+01
  0.7387E+00   0.2565E+01  -0.3420E+01
  0.2780E+01   0.1710E+01  -0.2565E+01
  0.6805E-01   0.2565E+01  -0.2565E+01
  0.1914E+01   0.1710E+01  -0.1710E+01
  0.7293E+00   0.2565E+01  -0.1710E+01
  0.2779E+01   0.1710E+01  -0.8550E+00
  0.7090E-01   0.2565E+01  -0.8550E+00
  0.1919E+01   0.1710E+01   0.0000E+00
  0.7382E+00   0.2565E+01   0.0000E+00
  0.2791E+01   0.1710E+01   0.8550E+00
  0.8585E-01   0.2565E+01   0.8550E+00
  0.1928E+01   0.1710E+01   0.1710E+01
  0.7497E+00   0.2565E+01   0.1710E+01
  0.2793E+01   0.1710E+01   0.2565E+01
  0.8937E-01   0.2565E+01   0.2565E+01
 -0.3267E+01  -0.3420E+01  -0.3420E+01
  0.2180E+01  -0.2565E+01  -0.3420E+01
 -0.2590E+01  -0.3420E+01  -0.2565E+01
  0.1475E+01  -0.2565E+01  -0.2565E+01
 -0.3269E+01  -0.3420E+01  -0.1710E+01
  0.2192E+01  -0.2565E+01  -0.1710E+01
 -0.2603E+01  -0.3420E+01  -0.8550E+00
  0.1473E+01  -0.2565E+01  -0.8550E+00
 -0.3287E+01  -0.3420E+01   0.0000E+00
  0.2178E+01  -0.2565E+01   0.0000E+00
 -0.2637E+01  -0.3420E+01   0.8550E+00
  0.1464E+01  -0.2565E+01   0.8550E+00
 -0.3281E+01  -0.3420E+01   0.1710E+01
  0.2164E+01  -0.2565E+01   0.1710E+01
 -0.2602E+01  -0.3420E+01   0.2565E+01
  0.1460E+01  -0.2565E+01   0.2565E+01
 -0.3284E+01  -0.1710E+01  -0.3420E+01
  0.2116E+01  -0.8550E+00  -0.3420E+01
 -0.2560E+01  -0.1710E+01  -0.2565E+01
  0.1425E+01  -0.8550E+00  -0.2565E+01
 -0.3264E+01  -0.1710E+01  -0.1710E+01
  0.2117E+01  -0.8550E+00  -0.1710E+01
 -0.2572E+01  -0.1710E+01  -0.8550E+00
  0.1412E+01  -0.8550E+00  -0.8550E+00
 -0.3296E+01  -0.1710E+01   0.0000E+00
  0.2093E+01  -0.8550E+00   0.0000E+00
 -0.2642E+01  -0.1710E+01   0.8550E+00
  0.1396E+01  -0.8550E+00   0.8550E+00
 -0.3309E+01  -0.1710E+01   0.1710E+01
  0.2070E+01  -0.8550E+00   0.1710E+01
 -0.2630E+01  -0.1710E+01   0.2565E+01
  0.1401E+01  -0.8550E+00   0.2565E+01
 -0.3342E+01   0.0000E+00  -0.3420E+01
  0.2048E+01   0.8550E+00  -0.3420E+01
 -0.2660E+01   0.0000E+00  -0.2565E+01
  0.1376E+01   0.8550E+00  -0.2565E+01
 -0.3346E+01   0.0000E+00  -0.1710E+01
  0.2058E+01   0.8550E+00  -0.1710E+01
 -0.2736E+01   0.0000E+00  -0.8550E+00
