      rx_fcc       ry_fcc       rz_fcc
  0.1518E+01   0.3467E+01   0.2825E+01
  0.2363E+01   0.3876E+01   0.1888E+01
  0.2723E+01   0.3370E+01   0.2789E+01
  0.2059E+01   0.3801E+01   0.3635E+01
  0.2041E+01   0.3033E+01  -0.2978E+01
  0.3323E+01   0.3060E+01   0.3899E+01
  0.2943E+01   0.2767E+01  -0.3615E+01
  0.2527E+01   0.4142E+01  -0.2891E+01
  0.2509E+01   0.2721E+01  -0.1889E+01
  0.3127E+01   0.3510E+01  -0.2181E+01
  0.3051E+01   0.2553E+01  -0.1007E+01
  0.2008E+01   0.3603E+01  -0.1810E+01
  0.2898E+01   0.2756E+01   0.2171E-01
  0.2821E+01   0.3482E+01  -0.1117E+01
  0.3211E+01   0.2737E+01   0.1054E+01
  0.1790E+01   0.3781E+01  -0.7424E+00
  0.3341E+01   0.3533E+01   0.1756E+01
  0.2611E+01   0.3708E+01  -0.8195E-01
  0.3367E+01   0.2605E+01   0.2240E+01
  0.2245E+01   0.3431E+01   0.9792E+00
  0.2486E+01  -0.3962E+01   0.4198E+01
  0.2471E+01  -0.3775E+01   0.2338E+01
  0.3073E+01   0.3858E+01  -0.4020E+01
  0.2018E+01  -0.3139E+01   0.3960E+01
  0.2001E+01   0.3704E+01  -0.3896E+01
  0.3259E+01  -0.3170E+01   0.4087E+01
  0.3581E+01   0.3854E+01  -0.3130E+01
  0.2731E+01  -0.3484E+01  -0.3459E+01
  0.1881E+01  -0.3839E+01  -0.1715E+01
  0.2168E+01  -0.3312E+01  -0.2562E+01
  0.2974E+01  -0.4148E+01  -0.1431E+01
  0.2129E+01  -0.2826E+01  -0.1515E+01
  0.2299E+01  -0.3805E+01  -0.6546E+00
  0.3302E+01  -0.3327E+01  -0.7938E+00
  0.2507E+01  -0.3909E+01   0.5271E+00
  0.3125E+01  -0.3113E+01   0.3513E+00
  0.3105E+01  -0.3978E+01   0.1390E+01
  0.2457E+01  -0.3099E+01   0.1348E+01
  0.3427E+01  -0.4223E+01   0.2401E+01
  0.1606E+01  -0.3109E+01   0.2047E+01
  0.2336E+01  -0.2476E+01   0.2428E+01
  0.2635E+01  -0.1625E+01   0.2932E+01
  0.3023E+01  -0.3138E+01   0.2895E+01
  0.2630E+01  -0.7769E+00   0.3549E+01
  0.2352E+01  -0.2097E+01   0.4261E+01
  0.3244E+01  -0.1807E+01   0.3811E+01
  0.2788E+01  -0.2026E+01  -0.3263E+01
  0.2698E+01  -0.1117E+01  -0.4003E+01
  0.2721E+01  -0.2326E+01  -0.2206E+01
  0.2333E+01  -0.1242E+01  -0.2450E+01
  0.3491E+01  -0.2320E+01  -0.1441E+01
  0.2629E+01  -0.1530E+01  -0.1417E+01
  0.2442E+01  -0.1958E+01   0.4626E+00
  0.3601E+01  -0.1391E+01  -0.9278E+00
  0.3476E+01  -0.2304E+01   0.9821E+00
  0.3141E+01  -0.1066E+01   0.2102E+00
  0.2255E+01  -0.2002E+01   0.1506E+01
  0.3118E+01  -0.1305E+01   0.1349E+01
  0.3363E+01  -0.2871E+01   0.1914E+01
  0.2250E+01  -0.9501E+00   0.1900E+01
  0.3680E+01  -0.8444E+00   0.3392E+01
  0.3414E+01   0.2582E+00   0.2939E+01
  0.3761E+01  -0.9439E+00  -0.4122E+01
  0.2437E+01   0.3169E+00   0.3511E+01
  0.3059E+01   0.1832E+00  -0.3674E+01
  0.3143E+01   0.9560E+00   0.4005E+01
  0.3258E+01  -0.7711E+00  -0.3153E+01
  0.2338E+01   0.9849E+00  -0.2868E+01
  0.2480E+01  -0.2948E+00  -0.1388E+00
  0.2471E+01  -0.9235E-01  -0.2765E+01
  0.3110E+01  -0.4921E+00  -0.1870E+01
  0.2583E+01   0.6456E+00  -0.8754E+00
  0.3280E+01   0.5107E+00   0.3803E-01
  0.3206E+01  -0.3499E+00  -0.8492E+00
  0.4141E+01  -0.6487E+00  -0.2642E+00
  0.2797E+01   0.7833E+00   0.9635E+00
  0.2255E+01  -0.1251E+00   0.2502E+01
  0.2756E+01  -0.3505E+00   0.8215E+00
  0.3234E+01  -0.8706E+00   0.2366E+01
  0.2464E+01   0.9102E+00   0.2049E+01
  0.3085E+01   0.1242E+01   0.2992E+01
  0.2498E+01   0.2318E+01   0.2907E+01
  0.4186E+01   0.1244E+01   0.3978E+01
  0.2115E+01   0.2777E+01   0.3922E+01
  0.2162E+01   0.1848E+01  -0.3407E+01
  0.3086E+01   0.1979E+01   0.3820E+01
  0.3148E+01   0.1367E+01  -0.3575E+01
  0.2727E+01   0.1955E+01  -0.2646E+01
  0.2915E+01   0.5136E+00  -0.1837E+01
  0.3745E+01   0.1791E+01  -0.2898E+01
  0.3138E+01   0.1458E+01  -0.1452E+01
  0.1984E+01   0.1260E+01  -0.1799E+01
  0.2889E+01   0.1521E+01  -0.4381E+00
  0.3877E+01   0.2041E+01  -0.1025E+01
  0.3911E+01   0.1344E+01  -0.2455E-02
  0.2875E+01   0.1764E+01   0.4902E+00
  0.3943E+01   0.1067E+01   0.1057E+01
  0.4036E+01   0.2017E+01   0.1632E+01
  0.3145E+01   0.1547E+01   0.1680E+01
  0.2308E+01   0.2815E+01   0.1762E+01
  0.4130E+01   0.3007E+01   0.2944E+01
 -0.3778E+01   0.3791E+01   0.2342E+01
 -0.3627E+01   0.2238E+01   0.2927E+01
 -0.4039E+01   0.3740E+01   0.3561E+01
 -0.4233E+01   0.2440E+01   0.3872E+01
 -0.3195E+01   0.3280E+01   0.3144E+01
 -0.4154E+01   0.3068E+01  -0.3702E+01
 -0.4101E+01  -0.3944E+01  -0.3039E+01
 -0.4157E+01   0.2605E+01  -0.2655E+01
 -0.3730E+01   0.3660E+01  -0.2931E+01
  0.4008E+01   0.3250E+01  -0.1574E+01
  0.4155E+01   0.4183E+01  -0.1192E+01
 -0.3985E+01   0.2764E+01  -0.6739E+00
 -0.3721E+01   0.3866E+01  -0.4403E+00
 -0.3471E+01   0.2083E+01   0.1594E-01
  0.3637E+01   0.3585E+01  -0.3986E+00
  0.3254E+01   0.3594E+01   0.7001E+00
 -0.4149E+01   0.3262E+01   0.2994E+00
 -0.4090E+01   0.2881E+01   0.1845E+01
  0.2972E+01   0.4222E+01   0.3284E+01
  0.4117E+01  -0.3964E+01   0.3725E+01
 -0.3067E+01  -0.3836E+01   0.1726E+01
 -0.3347E+01  -0.4164E+01   0.3105E+01
  0.4146E+01  -0.2757E+01   0.3921E+01
  0.3949E+01  -0.3548E+01  -0.3754E+01
 -0.3567E+01  -0.3502E+01   0.3886E+01
 -0.4011E+01   0.4078E+01  -0.3903E+01
  0.3435E+01  -0.3485E+01  -0.2904E+01
  0.3063E+01  -0.3354E+01  -0.1918E+01
  0.3888E+01  -0.3798E+01  -0.2048E+01
 -0.3516E+01   0.4010E+01  -0.1911E+01
  0.4213E+01  -0.3295E+01  -0.1134E+01
  0.4134E+01  -0.3169E+01   0.4839E-01
 -0.3369E+01  -0.3901E+01  -0.1149E+01
 -0.3483E+01  -0.3745E+01   0.2159E-01
  0.3797E+01  -0.3288E+01   0.9667E+00
  0.3923E+01  -0.4196E+01   0.2908E+00
 -0.3770E+01  -0.3684E+01   0.9845E+00
 -0.4266E+01   0.3852E+01   0.1217E+01
 -0.4232E+01  -0.3856E+01   0.1917E+01
 -0.4078E+01  -0.3258E+01   0.2837E+01
 -0.3657E+01  -0.2171E+01   0.2461E+01
 -0.3038E+01  -0.3224E+01   0.2577E+01
  0.3788E+01  -0.2336E+01   0.3049E+01
  0.3934E+01  -0.2407E+01  -0.3571E+01
 -0.3440E+01  -0.2601E+01   0.3423E+01
 -0.3816E+01  -0.3015E+01  -0.2961E+01
  0.4067E+01  -0.1450E+01  -0.3095E+01
  0.3932E+01  -0.2634E+01  -0.2391E+01
 -0.3534E+01  -0.1959E+01  -0.2797E+01
 -0.3695E+01  -0.3087E+01  -0.1904E+01
  0.3372E+01  -0.1392E+01  -0.2231E+01
 -0.3686E+01  -0.2644E+01  -0.4119E+00
 -0.4169E+01  -0.1656E+01  -0.1977E+01
 -0.3473E+01  -0.2799E+01   0.7046E+00
  0.2774E+01  -0.2228E+01  -0.6361E+00
 -0.3792E+01  -0.2929E+01   0.1774E+01
  0.3734E+01  -0.1928E+01  -0.7476E-01
 -0.2704E+01  -0.2759E+01   0.1626E+01
  0.3664E+01  -0.1745E+01   0.2113E+01
 -0.3727E+01  -0.1257E+01   0.2155E+01
  0.3999E+01  -0.3971E+00   0.1631E+01
 -0.4097E+01  -0.1532E+01   0.3180E+01
  0.4274E+01  -0.3500E+00   0.2632E+01
 -0.3951E+01  -0.1867E+01   0.4223E+01
 -0.3855E+01  -0.6099E+00   0.3644E+01
 -0.3632E+01  -0.1110E+01  -0.3647E+01
  0.3376E+01   0.7171E+00  -0.2908E+01
 -0.4218E+01  -0.7216E+00  -0.2379E+01
  0.4058E+01  -0.7530E-01  -0.3479E+01
 -0.2598E+01  -0.2631E+01  -0.1999E+01
  0.3822E+01   0.2644E+00  -0.2092E+01
 -0.3727E+01  -0.1553E+01  -0.8063E+00
  0.4039E+01  -0.5603E+00  -0.1423E+01
 -0.3638E+01  -0.1830E+01   0.2368E+00
  0.3671E+01   0.7245E+00  -0.1067E+01
  0.4157E+01  -0.1420E+01   0.1000E+01
 -0.3767E+01  -0.6959E+00   0.4670E+00
 -0.3406E+01  -0.1869E+01   0.1289E+01
  0.3083E+01   0.1201E+00   0.1747E+01
  0.3859E+01   0.8246E+00   0.2113E+01
 -0.3702E+01   0.1469E+01   0.2109E+01
 -0.3074E+01  -0.4477E+00   0.2578E+01
  0.4060E+01   0.1647E+01   0.2841E+01
  0.3905E+01   0.5821E-01   0.4068E+01
 -0.3215E+01   0.1147E+01   0.3279E+01
 -0.3598E+01   0.2945E+00   0.4248E+01
  0.4246E+01   0.2089E+01  -0.3736E+01
 -0.3939E+01   0.7560E+00  -0.2522E+01
  0.4222E+01   0.1038E+01  -0.3568E+01
 -0.3346E+01  -0.3646E+00  -0.2842E+01
  0.3670E+01   0.2396E+01  -0.1945E+01
  0.4189E+01   0.1368E+01  -0.1753E+01
 -0.3768E+01   0.2353E+01  -0.1647E+01
 -0.3377E+01  -0.2202E+00  -0.6872E+00
  0.4222E+01   0.2302E+01   0.7095E+00
  0.3877E+01  -0.4572E-01   0.7092E+00
 -0.3765E+01   0.1406E+01  -0.6886E+00
 -0.3313E+01  -0.4467E+00   0.1567E+01
 -0.3506E+01   0.1613E+01   0.9154E+00
 -0.2749E+01   0.1754E+01   0.1666E+01
 -0.2580E+01   0.2224E+01   0.6260E+00
 -0.2607E+01   0.1823E+01   0.2726E+01
