 0.000000E+00  0.502397E-04  0.286813E-01
 0.500000E-01  0.496208E-04  0.286880E-01
 0.100000E+00  0.477794E-04  0.287089E-01
 0.150000E+00  0.447608E-04  0.287470E-01
 0.200000E+00  0.406394E-04  0.288080E-01
 0.250000E+00  0.355167E-04  0.289037E-01
 0.300000E+00  0.295187E-04  0.290578E-01
 0.350000E+00  0.227932E-04  0.293270E-01
 0.400000E+00  0.155057E-04  0.298818E-01
 0.450000E+00  0.783579E-05  0.315763E-01
 0.500000E+00 -0.277703E-07  0.122819E+05
 0.550000E+00 -0.789133E-05  0.247126E-01
 0.600000E+00 -0.155613E-04  0.264071E-01
 0.650000E+00 -0.228487E-04  0.269619E-01
 0.700000E+00 -0.295742E-04  0.272311E-01
 0.750000E+00 -0.355722E-04  0.273852E-01
 0.800000E+00 -0.406950E-04  0.274808E-01
 0.850000E+00 -0.448164E-04  0.275419E-01
 0.900000E+00 -0.478349E-04  0.275799E-01
 0.950000E+00 -0.496763E-04  0.276008E-01
 0.100000E+01 -0.502952E-04  0.276075E-01
