 0.000000E+00  0.527507E-04  0.198663E-01
 0.500000E-01  0.521009E-04  0.198596E-01
 0.100000E+00  0.501675E-04  0.198386E-01
 0.150000E+00  0.469982E-04  0.198006E-01
 0.200000E+00  0.426709E-04  0.197395E-01
 0.250000E+00  0.372922E-04  0.196439E-01
 0.300000E+00  0.309946E-04  0.194898E-01
 0.350000E+00  0.239332E-04  0.192206E-01
 0.400000E+00  0.162817E-04  0.186658E-01
 0.450000E+00  0.822860E-05  0.169713E-01
 0.500000E+00 -0.277703E-07  0.122819E+05
 0.550000E+00 -0.828414E-05  0.238350E-01
 0.600000E+00 -0.163372E-04  0.221405E-01
 0.650000E+00 -0.239887E-04  0.215857E-01
 0.700000E+00 -0.310502E-04  0.213165E-01
 0.750000E+00 -0.373478E-04  0.211624E-01
 0.800000E+00 -0.427265E-04  0.210668E-01
 0.850000E+00 -0.470537E-04  0.210057E-01
 0.900000E+00 -0.502231E-04  0.209677E-01
 0.950000E+00 -0.521565E-04  0.209468E-01
 0.100000E+01 -0.528062E-04  0.209401E-01
