           n       Iaprox        E_rel
       29390   0.3330E+00   0.8545E-03
       29400   0.3351E+00   0.5442E-02
       29410   0.3324E+00   0.2814E-02
       29420   0.3359E+00   0.7635E-02
       29430   0.3366E+00   0.9868E-02
       29440   0.3327E+00   0.1868E-02
       29450   0.3326E+00   0.2067E-02
       29460   0.3326E+00   0.2249E-02
       29470   0.3311E+00   0.6584E-02
       29480   0.3335E+00   0.4812E-03
       29490   0.3334E+00   0.6488E-04
       29500   0.3319E+00   0.4176E-02
       29510   0.3347E+00   0.3998E-02
       29520   0.3309E+00   0.7350E-02
       29530   0.3345E+00   0.3448E-02
       29540   0.3333E+00   0.2116E-04
       29550   0.3340E+00   0.2040E-02
       29560   0.3336E+00   0.6921E-03
       29570   0.3353E+00   0.5806E-02
       29580   0.3309E+00   0.7350E-02
       29590   0.3313E+00   0.5954E-02
       29600   0.3322E+00   0.3535E-02
       29610   0.3335E+00   0.3700E-03
       29620   0.3349E+00   0.4728E-02
       29630   0.3313E+00   0.6222E-02
       29640   0.3363E+00   0.8904E-02
       29650   0.3354E+00   0.6192E-02
       29660   0.3301E+00   0.9561E-02
       29670   0.3318E+00   0.4488E-02
       29680   0.3328E+00   0.1548E-02
       29690   0.3328E+00   0.1644E-02
       29700   0.3323E+00   0.3079E-02
       29710   0.3338E+00   0.1430E-02
       29720   0.3326E+00   0.2163E-02
       29730   0.3362E+00   0.8742E-02
       29740   0.3326E+00   0.2056E-02
       29750   0.3312E+00   0.6356E-02
       29760   0.3345E+00   0.3422E-02
       29770   0.3330E+00   0.1090E-02
       29780   0.3335E+00   0.5880E-03
       29790   0.3359E+00   0.7839E-02
       29800   0.3322E+00   0.3418E-02
       29810   0.3346E+00   0.3852E-02
       29820   0.3339E+00   0.1609E-02
       29830   0.3348E+00   0.4494E-02
       29840   0.3335E+00   0.4173E-03
       29850   0.3353E+00   0.5908E-02
       29860   0.3324E+00   0.2694E-02
       29870   0.3348E+00   0.4262E-02
       29880   0.3345E+00   0.3544E-02
       29890   0.3342E+00   0.2552E-02
       29900   0.3329E+00   0.1383E-02
       29910   0.3317E+00   0.4820E-02
       29920   0.3342E+00   0.2531E-02
       29930   0.3351E+00   0.5219E-02
       29940   0.3322E+00   0.3383E-02
       29950   0.3314E+00   0.5874E-02
       29960   0.3320E+00   0.3951E-02
       29970   0.3326E+00   0.2282E-02
       29980   0.3335E+00   0.3945E-03
       29990   0.3323E+00   0.3074E-02
       30000   0.3367E+00   0.1008E-01
       30010   0.3338E+00   0.1379E-02
       30020   0.3343E+00   0.2897E-02
       30030   0.3328E+00   0.1670E-02
       30040   0.3323E+00   0.2987E-02
       30050   0.3325E+00   0.2548E-02
       30060   0.3335E+00   0.3688E-03
       30070   0.3332E+00   0.3314E-03
       30080   0.3312E+00   0.6490E-02
       30090   0.3317E+00   0.4931E-02
       30100   0.3311E+00   0.6597E-02
       30110   0.3332E+00   0.5122E-03
       30120   0.3320E+00   0.3972E-02
       30130   0.3341E+00   0.2284E-02
       30140   0.3323E+00   0.3183E-02
       30150   0.3334E+00   0.3009E-03
       30160   0.3304E+00   0.8940E-02
       30170   0.3341E+00   0.2355E-02
       30180   0.3336E+00   0.7864E-03
       30190   0.3309E+00   0.7342E-02
       30200   0.3314E+00   0.5661E-02
       30210   0.3331E+00   0.7471E-03
       30220   0.3317E+00   0.4982E-02
       30230   0.3348E+00   0.4402E-02
       30240   0.3321E+00   0.3811E-02
       30250   0.3313E+00   0.6061E-02
       30260   0.3318E+00   0.4521E-02
       30270   0.3328E+00   0.1582E-02
       30280   0.3307E+00   0.8006E-02
       30290   0.3330E+00   0.1128E-02
       30300   0.3344E+00   0.3178E-02
       30310   0.3339E+00   0.1705E-02
       30320   0.3311E+00   0.6623E-02
       30330   0.3330E+00   0.8542E-03
       30340   0.3337E+00   0.9828E-03
       30350   0.3334E+00   0.1323E-03
       30360   0.3332E+00   0.4628E-03
       30370   0.3315E+00   0.5429E-02
       30380   0.3331E+00   0.6652E-03
       30390   0.3329E+00   0.1343E-02
       30400   0.3312E+00   0.6299E-02
       30410   0.3327E+00   0.1771E-02
       30420   0.3346E+00   0.3858E-02
       30430   0.3301E+00   0.9619E-02
       30440   0.3314E+00   0.5805E-02
       30450   0.3309E+00   0.7324E-02
       30460   0.3333E+00   0.1270E-03
       30470   0.3351E+00   0.5157E-02
       30480   0.3355E+00   0.6497E-02
       30490   0.3317E+00   0.4941E-02
       30500   0.3337E+00   0.1117E-02
       30510   0.3301E+00   0.9627E-02
       30520   0.3308E+00   0.7549E-02
       30530   0.3335E+00   0.5460E-03
       30540   0.3358E+00   0.7519E-02
       30550   0.3322E+00   0.3399E-02
       30560   0.3324E+00   0.2834E-02
       30570   0.3311E+00   0.6741E-02
       30580   0.3323E+00   0.3012E-02
       30590   0.3319E+00   0.4448E-02
       30600   0.3322E+00   0.3490E-02
       30610   0.3342E+00   0.2695E-02
       30620   0.3322E+00   0.3466E-02
       30630   0.3362E+00   0.8488E-02
       30640   0.3324E+00   0.2813E-02
       30650   0.3319E+00   0.4312E-02
       30660   0.3348E+00   0.4528E-02
       30670   0.3334E+00   0.3390E-03
       30680   0.3367E+00   0.9975E-02
       30690   0.3339E+00   0.1779E-02
       30700   0.3347E+00   0.4127E-02
       30710   0.3359E+00   0.7713E-02
       30720   0.3344E+00   0.3105E-02
       30730   0.3309E+00   0.7365E-02
       30740   0.3357E+00   0.7187E-02
       30750   0.3335E+00   0.5504E-03
       30760   0.3328E+00   0.1614E-02
       30770   0.3317E+00   0.4852E-02
       30780   0.3355E+00   0.6377E-02
       30790   0.3356E+00   0.6796E-02
       30800   0.3352E+00   0.5636E-02
       30810   0.3328E+00   0.1582E-02
       30820   0.3314E+00   0.5862E-02
       30830   0.3331E+00   0.6443E-03
       30840   0.3366E+00   0.9865E-02
       30850   0.3340E+00   0.2149E-02
       30860   0.3347E+00   0.4107E-02
       30870   0.3349E+00   0.4650E-02
       30880   0.3340E+00   0.2048E-02
       30890   0.3338E+00   0.1515E-02
       30900   0.3317E+00   0.4891E-02
       30910   0.3327E+00   0.1932E-02
       30920   0.3350E+00   0.4856E-02
       30930   0.3333E+00   0.2442E-03
       30940   0.3320E+00   0.4067E-02
       30950   0.3332E+00   0.3731E-03
       30960   0.3290E+00   0.1289E-01
       30970   0.3316E+00   0.5068E-02
       30980   0.3345E+00   0.3609E-02
       30990   0.3322E+00   0.3347E-02
       31000   0.3323E+00   0.2999E-02
       31010   0.3337E+00   0.1034E-02
       31020   0.3327E+00   0.1984E-02
       31030   0.3346E+00   0.3755E-02
       31040   0.3317E+00   0.4825E-02
       31050   0.3333E+00   0.2415E-04
       31060   0.3306E+00   0.8150E-02
       31070   0.3338E+00   0.1344E-02
       31080   0.3339E+00   0.1756E-02
       31090   0.3307E+00   0.7998E-02
       31100   0.3341E+00   0.2177E-02
       31110   0.3289E+00   0.1342E-01
       31120   0.3308E+00   0.7629E-02
       31130   0.3355E+00   0.6461E-02
       31140   0.3348E+00   0.4262E-02
       31150   0.3344E+00   0.3057E-02
       31160   0.3378E+00   0.1344E-01
       31170   0.3312E+00   0.6441E-02
       31180   0.3344E+00   0.3157E-02
       31190   0.3321E+00   0.3802E-02
       31200   0.3321E+00   0.3551E-02
       31210   0.3334E+00   0.2096E-03
       31220   0.3317E+00   0.4824E-02
       31230   0.3330E+00   0.9713E-03
       31240   0.3356E+00   0.6798E-02
       31250   0.3319E+00   0.4361E-02
       31260   0.3359E+00   0.7654E-02
       31270   0.3320E+00   0.3973E-02
       31280   0.3328E+00   0.1706E-02
       31290   0.3322E+00   0.3482E-02
       31300   0.3323E+00   0.3062E-02
       31310   0.3353E+00   0.5931E-02
       31320   0.3335E+00   0.3557E-03
       31330   0.3339E+00   0.1722E-02
       31340   0.3362E+00   0.8719E-02
       31350   0.3340E+00   0.2065E-02
       31360   0.3337E+00   0.1107E-02
       31370   0.3337E+00   0.9548E-03
       31380   0.3347E+00   0.3965E-02
       31390   0.3350E+00   0.4887E-02
       31400   0.3327E+00   0.1947E-02
       31410   0.3311E+00   0.6679E-02
       31420   0.3329E+00   0.1209E-02
       31430   0.3318E+00   0.4734E-02
       31440   0.3335E+00   0.5449E-03
       31450   0.3318E+00   0.4528E-02
       31460   0.3333E+00   0.6827E-04
       31470   0.3350E+00   0.4860E-02
       31480   0.3329E+00   0.1382E-02
       31490   0.3332E+00   0.4977E-03
       31500   0.3333E+00   0.1588E-03
       31510   0.3335E+00   0.5930E-03
       31520   0.3326E+00   0.2168E-02
       31530   0.3316E+00   0.5165E-02
       31540   0.3346E+00   0.3846E-02
       31550   0.3359E+00   0.7681E-02
       31560   0.3330E+00   0.1089E-02
       31570   0.3321E+00   0.3572E-02
       31580   0.3347E+00   0.3957E-02
       31590   0.3337E+00   0.1070E-02
       31600   0.3333E+00   0.7664E-04
       31610   0.3361E+00   0.8211E-02
       31620   0.3335E+00   0.4058E-03
       31630   0.3312E+00   0.6527E-02
       31640   0.3312E+00   0.6296E-02
       31650   0.3330E+00   0.1069E-02
       31660   0.3332E+00   0.3345E-03
       31670   0.3335E+00   0.5325E-03
       31680   0.3350E+00   0.5000E-02
       31690   0.3324E+00   0.2925E-02
       31700   0.3335E+00   0.5476E-03
       31710   0.3333E+00   0.2303E-03
       31720   0.3340E+00   0.2068E-02
       31730   0.3338E+00   0.1397E-02
       31740   0.3359E+00   0.7627E-02
       31750   0.3322E+00   0.3507E-02
       31760   0.3359E+00   0.7701E-02
       31770   0.3331E+00   0.6459E-03
       31780   0.3328E+00   0.1639E-02
       31790   0.3354E+00   0.6083E-02
       31800   0.3346E+00   0.3747E-02
       31810   0.3357E+00   0.7167E-02
       31820   0.3334E+00   0.6562E-04
       31830   0.3320E+00   0.4127E-02
       31840   0.3327E+00   0.2020E-02
       31850   0.3344E+00   0.3052E-02
       31860   0.3330E+00   0.9231E-03
       31870   0.3335E+00   0.4538E-03
       31880   0.3341E+00   0.2282E-02
       31890   0.3324E+00   0.2831E-02
       31900   0.3332E+00   0.2560E-03
       31910   0.3327E+00   0.1926E-02
       31920   0.3363E+00   0.8879E-02
       31930   0.3334E+00   0.1960E-03
       31940   0.3359E+00   0.7748E-02
       31950   0.3339E+00   0.1626E-02
       31960   0.3333E+00   0.2271E-03
       31970   0.3330E+00   0.8678E-03
       31980   0.3325E+00   0.2642E-02
       31990   0.3322E+00   0.3441E-02
       32000   0.3353E+00   0.6036E-02
       32010   0.3335E+00   0.6259E-03
       32020   0.3327E+00   0.1898E-02
       32030   0.3352E+00   0.5715E-02
       32040   0.3337E+00   0.1094E-02
       32050   0.3352E+00   0.5594E-02
       32060   0.3335E+00   0.4489E-03
       32070   0.3298E+00   0.1055E-01
       32080   0.3313E+00   0.6151E-02
       32090   0.3352E+00   0.5734E-02
       32100   0.3330E+00   0.8570E-03
       32110   0.3349E+00   0.4669E-02
       32120   0.3322E+00   0.3326E-02
       32130   0.3350E+00   0.4873E-02
       32140   0.3341E+00   0.2181E-02
       32150   0.3324E+00   0.2691E-02
       32160   0.3335E+00   0.3574E-03
       32170   0.3348E+00   0.4487E-02
       32180   0.3312E+00   0.6360E-02
       32190   0.3350E+00   0.4895E-02
       32200   0.3327E+00   0.1831E-02
       32210   0.3347E+00   0.4024E-02
       32220   0.3327E+00   0.1780E-02
       32230   0.3326E+00   0.2119E-02
       32240   0.3352E+00   0.5710E-02
       32250   0.3317E+00   0.4807E-02
       32260   0.3325E+00   0.2493E-02
       32270   0.3323E+00   0.3202E-02
       32280   0.3333E+00   0.4561E-04
       32290   0.3319E+00   0.4277E-02
       32300   0.3337E+00   0.1103E-02
       32310   0.3346E+00   0.3866E-02
       32320   0.3328E+00   0.1638E-02
       32330   0.3336E+00   0.8875E-03
       32340   0.3328E+00   0.1668E-02
       32350   0.3344E+00   0.3161E-02
       32360   0.3346E+00   0.3946E-02
       32370   0.3341E+00   0.2310E-02
       32380   0.3319E+00   0.4237E-02
       32390   0.3323E+00   0.3248E-02
       32400   0.3333E+00   0.1405E-03
       32410   0.3335E+00   0.4104E-03
       32420   0.3325E+00   0.2559E-02
       32430   0.3349E+00   0.4789E-02
       32440   0.3346E+00   0.3727E-02
       32450   0.3321E+00   0.3587E-02
       32460   0.3358E+00   0.7271E-02
       32470   0.3347E+00   0.4007E-02
       32480   0.3350E+00   0.5144E-02
       32490   0.3353E+00   0.5755E-02
       32500   0.3348E+00   0.4321E-02
       32510   0.3328E+00   0.1530E-02
       32520   0.3347E+00   0.4062E-02
       32530   0.3356E+00   0.6681E-02
       32540   0.3348E+00   0.4531E-02
       32550   0.3320E+00   0.4136E-02
       32560   0.3348E+00   0.4276E-02
       32570   0.3337E+00   0.1166E-02
       32580   0.3342E+00   0.2703E-02
       32590   0.3337E+00   0.9843E-03
       32600   0.3368E+00   0.1026E-01
       32610   0.3345E+00   0.3622E-02
       32620   0.3346E+00   0.3901E-02
       32630   0.3311E+00   0.6749E-02
       32640   0.3321E+00   0.3772E-02
       32650   0.3324E+00   0.2757E-02
       32660   0.3331E+00   0.8431E-03
       32670   0.3358E+00   0.7347E-02
       32680   0.3348E+00   0.4521E-02
       32690   0.3336E+00   0.9058E-03
       32700   0.3345E+00   0.3561E-02
       32710   0.3356E+00   0.6897E-02
       32720   0.3329E+00   0.1339E-02
       32730   0.3322E+00   0.3421E-02
       32740   0.3326E+00   0.2104E-02
       32750   0.3318E+00   0.4744E-02
       32760   0.3351E+00   0.5238E-02
       32770   0.3300E+00   0.9998E-02
       32780   0.3320E+00   0.3941E-02
       32790   0.3340E+00   0.2070E-02
       32800   0.3354E+00   0.6311E-02
       32810   0.3357E+00   0.7058E-02
       32820   0.3335E+00   0.4199E-03
       32830   0.3323E+00   0.3004E-02
       32840   0.3321E+00   0.3745E-02
       32850   0.3343E+00   0.3000E-02
       32860   0.3345E+00   0.3509E-02
       32870   0.3329E+00   0.1389E-02
       32880   0.3338E+00   0.1404E-02
       32890   0.3320E+00   0.4104E-02
       32900   0.3328E+00   0.1582E-02
       32910   0.3340E+00   0.2021E-02
       32920   0.3330E+00   0.8517E-03
       32930   0.3332E+00   0.3985E-03
       32940   0.3325E+00   0.2447E-02
       32950   0.3334E+00   0.2866E-03
       32960   0.3317E+00   0.4829E-02
       32970   0.3324E+00   0.2879E-02
       32980   0.3312E+00   0.6279E-02
       32990   0.3318E+00   0.4564E-02
       33000   0.3316E+00   0.5072E-02
       33010   0.3324E+00   0.2669E-02
       33020   0.3355E+00   0.6556E-02
       33030   0.3324E+00   0.2811E-02
       33040   0.3317E+00   0.4799E-02
       33050   0.3340E+00   0.1997E-02
       33060   0.3303E+00   0.9003E-02
       33070   0.3327E+00   0.1952E-02
       33080   0.3359E+00   0.7681E-02
       33090   0.3329E+00   0.1334E-02
       33100   0.3320E+00   0.4032E-02
       33110   0.3323E+00   0.3001E-02
       33120   0.3364E+00   0.9253E-02
       33130   0.3319E+00   0.4427E-02
       33140   0.3353E+00   0.5880E-02
       33150   0.3322E+00   0.3346E-02
       33160   0.3343E+00   0.2974E-02
       33170   0.3340E+00   0.1934E-02
       33180   0.3335E+00   0.5686E-03
       33190   0.3320E+00   0.3940E-02
       33200   0.3328E+00   0.1622E-02
       33210   0.3352E+00   0.5628E-02
       33220   0.3312E+00   0.6525E-02
       33230   0.3327E+00   0.1939E-02
       33240   0.3350E+00   0.4905E-02
       33250   0.3310E+00   0.6978E-02
       33260   0.3367E+00   0.1023E-01
       33270   0.3325E+00   0.2430E-02
       33280   0.3326E+00   0.2284E-02
       33290   0.3325E+00   0.2578E-02
       33300   0.3335E+00   0.6035E-03
       33310   0.3341E+00   0.2212E-02
       33320   0.3343E+00   0.2879E-02
       33330   0.3348E+00   0.4406E-02
       33340   0.3346E+00   0.3795E-02
       33350   0.3329E+00   0.1157E-02
       33360   0.3381E+00   0.1432E-01
       33370   0.3334E+00   0.2634E-03
       33380   0.3321E+00   0.3624E-02
       33390   0.3329E+00   0.1321E-02
       33400   0.3348E+00   0.4404E-02
       33410   0.3343E+00   0.2984E-02
       33420   0.3340E+00   0.2137E-02
       33430   0.3330E+00   0.8816E-03
       33440   0.3310E+00   0.6917E-02
       33450   0.3362E+00   0.8694E-02
       33460   0.3332E+00   0.2877E-03
       33470   0.3331E+00   0.8159E-03
       33480   0.3326E+00   0.2085E-02
       33490   0.3325E+00   0.2465E-02
       33500   0.3319E+00   0.4288E-02
       33510   0.3346E+00   0.3766E-02
       33520   0.3347E+00   0.4009E-02
       33530   0.3337E+00   0.1132E-02
       33540   0.3339E+00   0.1588E-02
       33550   0.3326E+00   0.2242E-02
       33560   0.3368E+00   0.1029E-01
       33570   0.3326E+00   0.2167E-02
       33580   0.3340E+00   0.2084E-02
       33590   0.3337E+00   0.1204E-02
       33600   0.3297E+00   0.1086E-01
       33610   0.3339E+00   0.1645E-02
       33620   0.3314E+00   0.5851E-02
       33630   0.3363E+00   0.8863E-02
       33640   0.3330E+00   0.9622E-03
       33650   0.3329E+00   0.1372E-02
       33660   0.3328E+00   0.1709E-02
       33670   0.3375E+00   0.1239E-01
       33680   0.3350E+00   0.4983E-02
       33690   0.3334E+00   0.1811E-03
       33700   0.3337E+00   0.9713E-03
       33710   0.3336E+00   0.6847E-03
       33720   0.3342E+00   0.2628E-02
       33730   0.3379E+00   0.1368E-01
       33740   0.3339E+00   0.1669E-02
       33750   0.3335E+00   0.4884E-03
       33760   0.3321E+00   0.3586E-02
       33770   0.3334E+00   0.1112E-03
       33780   0.3340E+00   0.1998E-02
       33790   0.3333E+00   0.2007E-03
       33800   0.3351E+00   0.5214E-02
       33810   0.3340E+00   0.2142E-02
       33820   0.3327E+00   0.2041E-02
       33830   0.3345E+00   0.3457E-02
       33840   0.3329E+00   0.1441E-02
       33850   0.3337E+00   0.1233E-02
       33860   0.3348E+00   0.4349E-02
       33870   0.3337E+00   0.1181E-02
       33880   0.3354E+00   0.6100E-02
       33890   0.3325E+00   0.2370E-02
       33900   0.3351E+00   0.5199E-02
       33910   0.3329E+00   0.1214E-02
       33920   0.3343E+00   0.2798E-02
       33930   0.3309E+00   0.7186E-02
       33940   0.3317E+00   0.4846E-02
       33950   0.3350E+00   0.4989E-02
       33960   0.3337E+00   0.1062E-02
       33970   0.3327E+00   0.2035E-02
       33980   0.3337E+00   0.1006E-02
       33990   0.3361E+00   0.8298E-02
       34000   0.3341E+00   0.2277E-02
       34010   0.3338E+00   0.1441E-02
       34020   0.3324E+00   0.2651E-02
       34030   0.3308E+00   0.7705E-02
       34040   0.3334E+00   0.3119E-03
       34050   0.3323E+00   0.3152E-02
       34060   0.3352E+00   0.5505E-02
       34070   0.3312E+00   0.6507E-02
       34080   0.3314E+00   0.5842E-02
       34090   0.3307E+00   0.8015E-02
       34100   0.3330E+00   0.1035E-02
       34110   0.3365E+00   0.9574E-02
       34120   0.3323E+00   0.3160E-02
       34130   0.3338E+00   0.1526E-02
       34140   0.3309E+00   0.7360E-02
       34150   0.3343E+00   0.2801E-02
       34160   0.3340E+00   0.1873E-02
       34170   0.3338E+00   0.1538E-02
       34180   0.3338E+00   0.1430E-02
       34190   0.3326E+00   0.2060E-02
       34200   0.3353E+00   0.5857E-02
       34210   0.3315E+00   0.5491E-02
       34220   0.3325E+00   0.2543E-02
       34230   0.3340E+00   0.1977E-02
       34240   0.3356E+00   0.6888E-02
       34250   0.3325E+00   0.2363E-02
       34260   0.3314E+00   0.5948E-02
       34270   0.3340E+00   0.2144E-02
       34280   0.3300E+00   0.9870E-02
       34290   0.3332E+00   0.2597E-03
       34300   0.3359E+00   0.7759E-02
       34310   0.3330E+00   0.8586E-03
       34320   0.3306E+00   0.8234E-02
       34330   0.3357E+00   0.7240E-02
       34340   0.3381E+00   0.1434E-01
       34350   0.3350E+00   0.5129E-02
       34360   0.3335E+00   0.6420E-03
       34370   0.3324E+00   0.2835E-02
       34380   0.3333E+00   0.1524E-04
       34390   0.3327E+00   0.1857E-02
       34400   0.3331E+00   0.5782E-03
       34410   0.3335E+00   0.5092E-03
       34420   0.3348E+00   0.4474E-02
       34430   0.3349E+00   0.4645E-02
       34440   0.3313E+00   0.5999E-02
       34450   0.3302E+00   0.9445E-02
       34460   0.3316E+00   0.5318E-02
       34470   0.3330E+00   0.1074E-02
       34480   0.3351E+00   0.5352E-02
       34490   0.3351E+00   0.5384E-02
       34500   0.3313E+00   0.6031E-02
       34510   0.3310E+00   0.6946E-02
       34520   0.3312E+00   0.6353E-02
       34530   0.3322E+00   0.3283E-02
       34540   0.3314E+00   0.5912E-02
       34550   0.3345E+00   0.3475E-02
       34560   0.3343E+00   0.2877E-02
       34570   0.3335E+00   0.6235E-03
       34580   0.3337E+00   0.1170E-02
       34590   0.3325E+00   0.2437E-02
       34600   0.3332E+00   0.4773E-03
       34610   0.3338E+00   0.1355E-02
       34620   0.3348E+00   0.4409E-02
       34630   0.3347E+00   0.4162E-02
       34640   0.3333E+00   0.1448E-03
       34650   0.3343E+00   0.2993E-02
       34660   0.3341E+00   0.2230E-02
       34670   0.3311E+00   0.6754E-02
       34680   0.3342E+00   0.2599E-02
       34690   0.3341E+00   0.2403E-02
       34700   0.3321E+00   0.3668E-02
       34710   0.3325E+00   0.2522E-02
       34720   0.3331E+00   0.8463E-03
       34730   0.3361E+00   0.8359E-02
       34740   0.3311E+00   0.6553E-02
       34750   0.3330E+00   0.9356E-03
       34760   0.3364E+00   0.9234E-02
       34770   0.3343E+00   0.2793E-02
       34780   0.3350E+00   0.5124E-02
       34790   0.3325E+00   0.2500E-02
       34800   0.3324E+00   0.2831E-02
       34810   0.3296E+00   0.1124E-01
       34820   0.3343E+00   0.2876E-02
       34830   0.3324E+00   0.2919E-02
       34840   0.3349E+00   0.4585E-02
       34850   0.3318E+00   0.4587E-02
       34860   0.3318E+00   0.4591E-02
       34870   0.3355E+00   0.6514E-02
       34880   0.3346E+00   0.3920E-02
       34890   0.3331E+00   0.7042E-03
       34900   0.3363E+00   0.8911E-02
       34910   0.3331E+00   0.7557E-03
       34920   0.3301E+00   0.9561E-02
       34930   0.3345E+00   0.3608E-02
       34940   0.3338E+00   0.1502E-02
       34950   0.3329E+00   0.1371E-02
       34960   0.3324E+00   0.2820E-02
       34970   0.3298E+00   0.1056E-01
       34980   0.3331E+00   0.7474E-03
       34990   0.3341E+00   0.2166E-02
       35000   0.3342E+00   0.2603E-02
       35010   0.3361E+00   0.8428E-02
       35020   0.3344E+00   0.3062E-02
       35030   0.3338E+00   0.1395E-02
       35040   0.3334E+00   0.2194E-03
       35050   0.3348E+00   0.4294E-02
       35060   0.3314E+00   0.5772E-02
       35070   0.3355E+00   0.6552E-02
       35080   0.3344E+00   0.3137E-02
       35090   0.3339E+00   0.1640E-02
       35100   0.3340E+00   0.1988E-02
       35110   0.3350E+00   0.5119E-02
       35120   0.3312E+00   0.6342E-02
       35130   0.3336E+00   0.8240E-03
       35140   0.3368E+00   0.1054E-01
       35150   0.3334E+00   0.8056E-04
       35160   0.3311E+00   0.6650E-02
       35170   0.3332E+00   0.5076E-03
       35180   0.3364E+00   0.9348E-02
       35190   0.3325E+00   0.2546E-02
       35200   0.3335E+00   0.3957E-03
       35210   0.3338E+00   0.1532E-02
       35220   0.3315E+00   0.5559E-02
       35230   0.3345E+00   0.3445E-02
       35240   0.3330E+00   0.1025E-02
       35250   0.3339E+00   0.1765E-02
       35260   0.3299E+00   0.1021E-01
       35270   0.3322E+00   0.3529E-02
       35280   0.3312E+00   0.6502E-02
       35290   0.3317E+00   0.5023E-02
       35300   0.3322E+00   0.3251E-02
       35310   0.3338E+00   0.1376E-02
       35320   0.3321E+00   0.3783E-02
       35330   0.3345E+00   0.3505E-02
       35340   0.3329E+00   0.1356E-02
       35350   0.3335E+00   0.4574E-03
       35360   0.3331E+00   0.5720E-03
       35370   0.3333E+00   0.6080E-05
       35380   0.3314E+00   0.5813E-02
       35390   0.3332E+00   0.4363E-03
       35400   0.3347E+00   0.4214E-02
       35410   0.3355E+00   0.6387E-02
       35420   0.3330E+00   0.1086E-02
       35430   0.3338E+00   0.1361E-02
       35440   0.3341E+00   0.2428E-02
       35450   0.3345E+00   0.3603E-02
       35460   0.3341E+00   0.2436E-02
       35470   0.3305E+00   0.8404E-02
       35480   0.3335E+00   0.3980E-03
       35490   0.3304E+00   0.8680E-02
       35500   0.3325E+00   0.2507E-02
       35510   0.3312E+00   0.6404E-02
       35520   0.3304E+00   0.8933E-02
       35530   0.3336E+00   0.6518E-03
       35540   0.3339E+00   0.1662E-02
       35550   0.3323E+00   0.3215E-02
       35560   0.3321E+00   0.3612E-02
       35570   0.3296E+00   0.1117E-01
       35580   0.3352E+00   0.5679E-02
       35590   0.3345E+00   0.3557E-02
       35600   0.3319E+00   0.4333E-02
       35610   0.3338E+00   0.1354E-02
       35620   0.3330E+00   0.8832E-03
       35630   0.3326E+00   0.2129E-02
       35640   0.3326E+00   0.2248E-02
       35650   0.3327E+00   0.1998E-02
       35660   0.3343E+00   0.3016E-02
       35670   0.3326E+00   0.2134E-02
       35680   0.3300E+00   0.1008E-01
       35690   0.3350E+00   0.4974E-02
       35700   0.3345E+00   0.3357E-02
       35710   0.3352E+00   0.5662E-02
       35720   0.3324E+00   0.2748E-02
       35730   0.3339E+00   0.1669E-02
       35740   0.3337E+00   0.1116E-02
       35750   0.3341E+00   0.2207E-02
       35760   0.3315E+00   0.5407E-02
       35770   0.3342E+00   0.2728E-02
       35780   0.3330E+00   0.1104E-02
       35790   0.3349E+00   0.4612E-02
       35800   0.3323E+00   0.3105E-02
       35810   0.3342E+00   0.2704E-02
       35820   0.3331E+00   0.5884E-03
       35830   0.3324E+00   0.2860E-02
       35840   0.3341E+00   0.2350E-02
       35850   0.3336E+00   0.8775E-03
       35860   0.3367E+00   0.1018E-01
       35870   0.3355E+00   0.6607E-02
       35880   0.3324E+00   0.2950E-02
       35890   0.3331E+00   0.7432E-03
       35900   0.3329E+00   0.1356E-02
       35910   0.3364E+00   0.9184E-02
       35920   0.3324E+00   0.2657E-02
       35930   0.3341E+00   0.2393E-02
       35940   0.3337E+00   0.1176E-02
       35950   0.3356E+00   0.6947E-02
       35960   0.3348E+00   0.4472E-02
       35970   0.3332E+00   0.5389E-03
       35980   0.3307E+00   0.7804E-02
       35990   0.3317E+00   0.5017E-02
       36000   0.3331E+00   0.6799E-03
       36010   0.3343E+00   0.2868E-02
       36020   0.3350E+00   0.5064E-02
       36030   0.3327E+00   0.1911E-02
       36040   0.3347E+00   0.4218E-02
       36050   0.3334E+00   0.6046E-04
       36060   0.3340E+00   0.2126E-02
       36070   0.3345E+00   0.3414E-02
       36080   0.3291E+00   0.1278E-01
       36090   0.3341E+00   0.2379E-02
       36100   0.3336E+00   0.8640E-03
       36110   0.3319E+00   0.4439E-02
       36120   0.3335E+00   0.4186E-03
       36130   0.3346E+00   0.3899E-02
       36140   0.3331E+00   0.8089E-03
       36150   0.3322E+00   0.3490E-02
       36160   0.3356E+00   0.6734E-02
       36170   0.3335E+00   0.4948E-03
       36180   0.3328E+00   0.1691E-02
       36190   0.3329E+00   0.1223E-02
       36200   0.3320E+00   0.4079E-02
       36210   0.3354E+00   0.6183E-02
       36220   0.3333E+00   0.2354E-03
       36230   0.3352E+00   0.5479E-02
       36240   0.3369E+00   0.1074E-01
       36250   0.3344E+00   0.3136E-02
       36260   0.3353E+00   0.5871E-02
       36270   0.3324E+00   0.2728E-02
       36280   0.3343E+00   0.2899E-02
       36290   0.3307E+00   0.7937E-02
       36300   0.3340E+00   0.1924E-02
       36310   0.3329E+00   0.1310E-02
       36320   0.3312E+00   0.6462E-02
       36330   0.3365E+00   0.9442E-02
       36340   0.3306E+00   0.8157E-02
       36350   0.3341E+00   0.2343E-02
       36360   0.3343E+00   0.3040E-02
       36370   0.3337E+00   0.1182E-02
