           n       Iaprox        E_rel
       19740   0.2499E+00   0.3099E-03
       19750   0.2506E+00   0.2277E-02
       19760   0.2504E+00   0.1730E-02
       19770   0.2498E+00   0.6927E-03
       19780   0.2501E+00   0.2381E-03
       19790   0.2506E+00   0.2597E-02
       19800   0.2496E+00   0.1570E-02
       19810   0.2506E+00   0.2359E-02
       19820   0.2507E+00   0.2660E-02
       19830   0.2505E+00   0.2053E-02
       19840   0.2499E+00   0.2023E-03
       19850   0.2502E+00   0.6997E-03
       19860   0.2505E+00   0.1912E-02
       19870   0.2500E+00   0.5146E-04
       19880   0.2500E+00   0.3982E-04
       19890   0.2504E+00   0.1717E-02
       19900   0.2501E+00   0.5017E-03
       19910   0.2496E+00   0.1554E-02
       19920   0.2495E+00   0.1875E-02
       19930   0.2500E+00   0.7206E-04
       19940   0.2507E+00   0.2955E-02
       19950   0.2496E+00   0.1502E-02
       19960   0.2498E+00   0.6090E-03
       19970   0.2501E+00   0.5409E-03
       19980   0.2500E+00   0.5330E-04
       19990   0.2497E+00   0.1358E-02
       20000   0.2509E+00   0.3511E-02
       20010   0.2499E+00   0.2553E-03
       20020   0.2494E+00   0.2497E-02
       20030   0.2493E+00   0.2971E-02
       20040   0.2503E+00   0.1231E-02
       20050   0.2503E+00   0.1109E-02
       20060   0.2495E+00   0.1867E-02
       20070   0.2499E+00   0.5248E-03
       20080   0.2496E+00   0.1718E-02
       20090   0.2497E+00   0.1154E-02
       20100   0.2501E+00   0.5647E-03
       20110   0.2500E+00   0.1268E-03
       20120   0.2502E+00   0.8377E-03
       20130   0.2505E+00   0.1943E-02
       20140   0.2507E+00   0.2763E-02
       20150   0.2502E+00   0.6928E-03
       20160   0.2509E+00   0.3789E-02
       20170   0.2495E+00   0.1904E-02
       20180   0.2501E+00   0.4918E-03
       20190   0.2499E+00   0.2045E-03
       20200   0.2497E+00   0.1123E-02
       20210   0.2503E+00   0.1175E-02
       20220   0.2506E+00   0.2519E-02
       20230   0.2498E+00   0.7248E-03
       20240   0.2495E+00   0.2008E-02
       20250   0.2497E+00   0.1184E-02
       20260   0.2509E+00   0.3565E-02
       20270   0.2498E+00   0.9141E-03
       20280   0.2506E+00   0.2272E-02
       20290   0.2493E+00   0.2750E-02
       20300   0.2498E+00   0.7743E-03
       20310   0.2503E+00   0.1042E-02
       20320   0.2502E+00   0.6482E-03
       20330   0.2503E+00   0.1277E-02
       20340   0.2502E+00   0.9769E-03
       20350   0.2502E+00   0.6345E-03
       20360   0.2497E+00   0.1286E-02
       20370   0.2504E+00   0.1693E-02
       20380   0.2504E+00   0.1504E-02
       20390   0.2499E+00   0.2230E-03
       20400   0.2503E+00   0.1197E-02
       20410   0.2499E+00   0.3738E-03
       20420   0.2505E+00   0.1880E-02
       20430   0.2504E+00   0.1561E-02
       20440   0.2497E+00   0.1019E-02
       20450   0.2495E+00   0.2070E-02
       20460   0.2495E+00   0.2089E-02
       20470   0.2507E+00   0.2698E-02
       20480   0.2501E+00   0.3757E-03
       20490   0.2506E+00   0.2391E-02
       20500   0.2500E+00   0.8544E-04
       20510   0.2496E+00   0.1731E-02
       20520   0.2498E+00   0.9716E-03
       20530   0.2495E+00   0.2048E-02
       20540   0.2503E+00   0.1073E-02
       20550   0.2498E+00   0.7302E-03
       20560   0.2491E+00   0.3674E-02
       20570   0.2496E+00   0.1632E-02
       20580   0.2499E+00   0.3417E-03
       20590   0.2502E+00   0.8148E-03
       20600   0.2491E+00   0.3611E-02
       20610   0.2505E+00   0.2184E-02
       20620   0.2502E+00   0.9512E-03
       20630   0.2500E+00   0.1258E-03
       20640   0.2491E+00   0.3402E-02
       20650   0.2505E+00   0.2077E-02
       20660   0.2501E+00   0.5632E-03
       20670   0.2496E+00   0.1505E-02
       20680   0.2493E+00   0.2926E-02
       20690   0.2494E+00   0.2312E-02
       20700   0.2499E+00   0.2264E-03
       20710   0.2504E+00   0.1578E-02
       20720   0.2499E+00   0.2851E-03
       20730   0.2505E+00   0.1837E-02
       20740   0.2499E+00   0.3215E-03
       20750   0.2491E+00   0.3679E-02
       20760   0.2509E+00   0.3532E-02
       20770   0.2498E+00   0.9798E-03
       20780   0.2500E+00   0.2283E-04
       20790   0.2502E+00   0.8991E-03
       20800   0.2496E+00   0.1572E-02
       20810   0.2509E+00   0.3622E-02
       20820   0.2496E+00   0.1775E-02
       20830   0.2494E+00   0.2349E-02
       20840   0.2497E+00   0.1110E-02
       20850   0.2516E+00   0.6208E-02
       20860   0.2501E+00   0.3457E-03
       20870   0.2498E+00   0.9071E-03
       20880   0.2493E+00   0.2689E-02
       20890   0.2495E+00   0.2045E-02
       20900   0.2501E+00   0.5191E-03
       20910   0.2505E+00   0.1801E-02
       20920   0.2509E+00   0.3731E-02
       20930   0.2501E+00   0.3531E-03
       20940   0.2500E+00   0.4568E-04
       20950   0.2505E+00   0.1827E-02
       20960   0.2503E+00   0.1328E-02
       20970   0.2502E+00   0.7268E-03
       20980   0.2497E+00   0.1233E-02
       20990   0.2506E+00   0.2270E-02
       21000   0.2504E+00   0.1547E-02
       21010   0.2491E+00   0.3649E-02
       21020   0.2501E+00   0.2900E-03
       21030   0.2491E+00   0.3624E-02
       21040   0.2500E+00   0.1912E-03
       21050   0.2503E+00   0.1110E-02
       21060   0.2500E+00   0.6170E-04
       21070   0.2504E+00   0.1591E-02
       21080   0.2507E+00   0.2981E-02
       21090   0.2504E+00   0.1712E-02
       21100   0.2497E+00   0.1135E-02
       21110   0.2500E+00   0.1251E-03
       21120   0.2502E+00   0.9381E-03
       21130   0.2504E+00   0.1624E-02
       21140   0.2505E+00   0.2052E-02
       21150   0.2499E+00   0.4410E-03
       21160   0.2496E+00   0.1664E-02
       21170   0.2497E+00   0.1343E-02
       21180   0.2499E+00   0.3349E-03
       21190   0.2492E+00   0.3032E-02
       21200   0.2504E+00   0.1504E-02
       21210   0.2502E+00   0.7748E-03
       21220   0.2499E+00   0.2967E-03
       21230   0.2508E+00   0.3158E-02
       21240   0.2501E+00   0.4727E-03
       21250   0.2505E+00   0.1842E-02
       21260   0.2496E+00   0.1618E-02
       21270   0.2498E+00   0.7881E-03
       21280   0.2501E+00   0.5076E-03
       21290   0.2502E+00   0.9110E-03
       21300   0.2508E+00   0.3372E-02
       21310   0.2493E+00   0.2791E-02
       21320   0.2494E+00   0.2215E-02
       21330   0.2503E+00   0.1136E-02
       21340   0.2497E+00   0.1206E-02
       21350   0.2504E+00   0.1648E-02
       21360   0.2502E+00   0.8929E-03
       21370   0.2510E+00   0.4126E-02
       21380   0.2490E+00   0.4159E-02
       21390   0.2507E+00   0.2838E-02
       21400   0.2503E+00   0.1314E-02
       21410   0.2501E+00   0.2563E-03
       21420   0.2506E+00   0.2302E-02
       21430   0.2502E+00   0.7714E-03
       21440   0.2499E+00   0.2113E-03
       21450   0.2501E+00   0.5334E-03
       21460   0.2500E+00   0.1810E-03
       21470   0.2501E+00   0.3455E-03
       21480   0.2509E+00   0.3502E-02
       21490   0.2499E+00   0.3465E-03
       21500   0.2495E+00   0.1897E-02
       21510   0.2501E+00   0.5910E-03
       21520   0.2509E+00   0.3446E-02
       21530   0.2499E+00   0.2742E-03
       21540   0.2500E+00   0.3590E-04
       21550   0.2491E+00   0.3542E-02
       21560   0.2501E+00   0.4468E-03
       21570   0.2502E+00   0.6432E-03
       21580   0.2503E+00   0.1330E-02
       21590   0.2501E+00   0.2762E-03
       21600   0.2500E+00   0.9134E-04
       21610   0.2500E+00   0.1115E-03
       21620   0.2505E+00   0.2106E-02
       21630   0.2500E+00   0.1545E-03
       21640   0.2504E+00   0.1534E-02
       21650   0.2490E+00   0.4152E-02
       21660   0.2494E+00   0.2360E-02
       21670   0.2498E+00   0.8806E-03
       21680   0.2506E+00   0.2494E-02
       21690   0.2504E+00   0.1794E-02
       21700   0.2500E+00   0.8366E-04
       21710   0.2500E+00   0.6511E-04
       21720   0.2501E+00   0.4636E-03
       21730   0.2504E+00   0.1443E-02
       21740   0.2498E+00   0.8383E-03
       21750   0.2497E+00   0.1327E-02
       21760   0.2500E+00   0.1517E-03
       21770   0.2493E+00   0.2808E-02
       21780   0.2500E+00   0.1089E-03
       21790   0.2503E+00   0.1194E-02
       21800   0.2497E+00   0.1232E-02
       21810   0.2493E+00   0.2633E-02
       21820   0.2494E+00   0.2567E-02
       21830   0.2501E+00   0.2907E-03
       21840   0.2493E+00   0.2789E-02
       21850   0.2498E+00   0.7591E-03
       21860   0.2497E+00   0.1023E-02
       21870   0.2497E+00   0.1348E-02
       21880   0.2505E+00   0.2199E-02
       21890   0.2503E+00   0.1208E-02
       21900   0.2496E+00   0.1649E-02
       21910   0.2498E+00   0.9385E-03
       21920   0.2504E+00   0.1533E-02
       21930   0.2497E+00   0.1171E-02
       21940   0.2505E+00   0.1809E-02
       21950   0.2505E+00   0.2116E-02
       21960   0.2502E+00   0.8005E-03
       21970   0.2504E+00   0.1435E-02
       21980   0.2495E+00   0.1942E-02
       21990   0.2491E+00   0.3467E-02
       22000   0.2500E+00   0.1537E-03
       22010   0.2493E+00   0.2782E-02
       22020   0.2504E+00   0.1737E-02
       22030   0.2503E+00   0.1218E-02
       22040   0.2505E+00   0.1963E-02
       22050   0.2496E+00   0.1754E-02
       22060   0.2497E+00   0.1206E-02
       22070   0.2497E+00   0.1137E-02
       22080   0.2508E+00   0.3020E-02
       22090   0.2497E+00   0.1015E-02
       22100   0.2498E+00   0.6445E-03
       22110   0.2500E+00   0.9146E-04
       22120   0.2505E+00   0.1852E-02
       22130   0.2499E+00   0.2681E-03
       22140   0.2494E+00   0.2343E-02
       22150   0.2503E+00   0.1053E-02
       22160   0.2504E+00   0.1447E-02
       22170   0.2501E+00   0.2577E-03
       22180   0.2499E+00   0.2871E-03
       22190   0.2498E+00   0.8113E-03
       22200   0.2498E+00   0.7383E-03
       22210   0.2506E+00   0.2275E-02
       22220   0.2501E+00   0.2548E-03
       22230   0.2505E+00   0.2123E-02
       22240   0.2495E+00   0.2090E-02
       22250   0.2496E+00   0.1443E-02
       22260   0.2492E+00   0.3375E-02
       22270   0.2499E+00   0.3306E-03
       22280   0.2492E+00   0.3100E-02
       22290   0.2502E+00   0.8116E-03
       22300   0.2500E+00   0.2716E-04
       22310   0.2500E+00   0.2156E-04
       22320   0.2502E+00   0.6700E-03
       22330   0.2497E+00   0.1146E-02
       22340   0.2504E+00   0.1418E-02
       22350   0.2504E+00   0.1449E-02
       22360   0.2506E+00   0.2376E-02
       22370   0.2504E+00   0.1718E-02
       22380   0.2499E+00   0.2636E-03
       22390   0.2492E+00   0.3000E-02
       22400   0.2496E+00   0.1785E-02
       22410   0.2502E+00   0.8655E-03
       22420   0.2507E+00   0.2658E-02
       22430   0.2500E+00   0.1312E-03
       22440   0.2494E+00   0.2522E-02
       22450   0.2503E+00   0.1377E-02
       22460   0.2502E+00   0.7066E-03
       22470   0.2494E+00   0.2497E-02
       22480   0.2498E+00   0.6758E-03
       22490   0.2507E+00   0.2806E-02
       22500   0.2506E+00   0.2396E-02
       22510   0.2502E+00   0.7389E-03
       22520   0.2499E+00   0.3831E-03
       22530   0.2501E+00   0.5625E-03
       22540   0.2503E+00   0.1007E-02
       22550   0.2497E+00   0.1340E-02
       22560   0.2500E+00   0.9568E-04
       22570   0.2496E+00   0.1690E-02
       22580   0.2492E+00   0.3076E-02
       22590   0.2502E+00   0.9020E-03
       22600   0.2499E+00   0.5617E-03
       22610   0.2503E+00   0.1141E-02
       22620   0.2501E+00   0.5419E-03
       22630   0.2508E+00   0.3028E-02
       22640   0.2507E+00   0.2901E-02
       22650   0.2502E+00   0.9730E-03
       22660   0.2495E+00   0.1971E-02
       22670   0.2505E+00   0.1996E-02
       22680   0.2489E+00   0.4292E-02
       22690   0.2499E+00   0.5238E-03
       22700   0.2499E+00   0.5802E-03
       22710   0.2500E+00   0.1712E-03
       22720   0.2500E+00   0.1089E-04
       22730   0.2496E+00   0.1433E-02
       22740   0.2497E+00   0.1099E-02
       22750   0.2510E+00   0.3834E-02
       22760   0.2505E+00   0.1877E-02
       22770   0.2501E+00   0.4552E-03
       22780   0.2504E+00   0.1518E-02
       22790   0.2504E+00   0.1548E-02
       22800   0.2505E+00   0.1944E-02
       22810   0.2503E+00   0.1131E-02
       22820   0.2500E+00   0.1562E-04
       22830   0.2496E+00   0.1502E-02
       22840   0.2495E+00   0.2184E-02
       22850   0.2499E+00   0.5256E-03
       22860   0.2496E+00   0.1729E-02
       22870   0.2500E+00   0.6168E-04
       22880   0.2495E+00   0.2019E-02
       22890   0.2502E+00   0.7558E-03
       22900   0.2503E+00   0.1155E-02
       22910   0.2501E+00   0.2508E-03
       22920   0.2496E+00   0.1424E-02
       22930   0.2501E+00   0.5714E-03
       22940   0.2498E+00   0.7759E-03
       22950   0.2504E+00   0.1584E-02
       22960   0.2505E+00   0.2022E-02
       22970   0.2498E+00   0.6867E-03
       22980   0.2498E+00   0.8380E-03
       22990   0.2500E+00   0.1094E-03
       23000   0.2505E+00   0.1978E-02
       23010   0.2501E+00   0.5896E-03
       23020   0.2501E+00   0.5867E-03
       23030   0.2502E+00   0.9158E-03
       23040   0.2500E+00   0.1057E-03
       23050   0.2503E+00   0.1134E-02
       23060   0.2504E+00   0.1722E-02
       23070   0.2498E+00   0.6122E-03
       23080   0.2506E+00   0.2297E-02
       23090   0.2501E+00   0.3436E-03
       23100   0.2495E+00   0.1968E-02
       23110   0.2504E+00   0.1772E-02
       23120   0.2504E+00   0.1769E-02
       23130   0.2499E+00   0.4682E-03
       23140   0.2503E+00   0.1355E-02
       23150   0.2486E+00   0.5435E-02
       23160   0.2495E+00   0.1889E-02
       23170   0.2503E+00   0.1054E-02
       23180   0.2509E+00   0.3626E-02
       23190   0.2499E+00   0.3401E-03
       23200   0.2505E+00   0.2152E-02
       23210   0.2501E+00   0.5836E-03
       23220   0.2505E+00   0.1937E-02
       23230   0.2497E+00   0.1301E-02
       23240   0.2496E+00   0.1604E-02
       23250   0.2502E+00   0.6287E-03
       23260   0.2499E+00   0.4169E-03
       23270   0.2502E+00   0.8103E-03
       23280   0.2499E+00   0.2522E-03
       23290   0.2494E+00   0.2374E-02
       23300   0.2499E+00   0.5932E-03
       23310   0.2494E+00   0.2460E-02
       23320   0.2498E+00   0.8907E-03
       23330   0.2494E+00   0.2354E-02
       23340   0.2502E+00   0.8807E-03
       23350   0.2497E+00   0.1338E-02
       23360   0.2511E+00   0.4397E-02
       23370   0.2492E+00   0.3319E-02
       23380   0.2502E+00   0.8389E-03
       23390   0.2501E+00   0.4735E-03
       23400   0.2505E+00   0.1960E-02
       23410   0.2494E+00   0.2274E-02
       23420   0.2504E+00   0.1704E-02
       23430   0.2506E+00   0.2304E-02
       23440   0.2503E+00   0.1308E-02
       23450   0.2492E+00   0.3170E-02
       23460   0.2505E+00   0.1981E-02
       23470   0.2495E+00   0.1811E-02
       23480   0.2498E+00   0.6333E-03
       23490   0.2501E+00   0.5335E-03
       23500   0.2502E+00   0.6249E-03
       23510   0.2496E+00   0.1619E-02
       23520   0.2503E+00   0.1200E-02
       23530   0.2502E+00   0.6608E-03
       23540   0.2501E+00   0.2370E-03
       23550   0.2495E+00   0.2082E-02
       23560   0.2501E+00   0.5447E-03
       23570   0.2507E+00   0.2640E-02
       23580   0.2500E+00   0.1869E-03
       23590   0.2506E+00   0.2247E-02
       23600   0.2500E+00   0.1357E-03
       23610   0.2500E+00   0.8298E-04
       23620   0.2500E+00   0.1711E-03
       23630   0.2495E+00   0.2032E-02
       23640   0.2490E+00   0.3819E-02
       23650   0.2510E+00   0.4108E-02
       23660   0.2503E+00   0.1055E-02
       23670   0.2505E+00   0.2156E-02
       23680   0.2497E+00   0.1121E-02
       23690   0.2503E+00   0.1273E-02
       23700   0.2501E+00   0.4669E-03
       23710   0.2508E+00   0.3141E-02
       23720   0.2500E+00   0.1015E-04
       23730   0.2504E+00   0.1566E-02
       23740   0.2492E+00   0.3181E-02
       23750   0.2500E+00   0.1905E-03
       23760   0.2492E+00   0.3272E-02
       23770   0.2502E+00   0.7741E-03
       23780   0.2501E+00   0.2879E-03
       23790   0.2505E+00   0.2003E-02
       23800   0.2499E+00   0.4678E-03
       23810   0.2505E+00   0.2179E-02
       23820   0.2502E+00   0.9712E-03
       23830   0.2500E+00   0.7329E-04
       23840   0.2505E+00   0.2027E-02
       23850   0.2487E+00   0.5213E-02
       23860   0.2495E+00   0.1806E-02
       23870   0.2495E+00   0.2022E-02
       23880   0.2505E+00   0.1873E-02
       23890   0.2493E+00   0.2692E-02
       23900   0.2498E+00   0.6867E-03
       23910   0.2497E+00   0.1296E-02
       23920   0.2501E+00   0.3973E-03
       23930   0.2492E+00   0.3352E-02
       23940   0.2502E+00   0.9717E-03
       23950   0.2492E+00   0.3276E-02
       23960   0.2505E+00   0.1951E-02
       23970   0.2498E+00   0.8141E-03
       23980   0.2500E+00   0.6819E-04
       23990   0.2507E+00   0.2673E-02
       24000   0.2495E+00   0.1809E-02
       24010   0.2496E+00   0.1555E-02
       24020   0.2498E+00   0.6027E-03
       24030   0.2490E+00   0.4133E-02
       24040   0.2502E+00   0.8673E-03
       24050   0.2504E+00   0.1448E-02
       24060   0.2509E+00   0.3550E-02
       24070   0.2506E+00   0.2398E-02
       24080   0.2497E+00   0.1080E-02
       24090   0.2502E+00   0.7220E-03
       24100   0.2504E+00   0.1469E-02
       24110   0.2493E+00   0.2860E-02
       24120   0.2491E+00   0.3415E-02
       24130   0.2500E+00   0.1493E-03
       24140   0.2495E+00   0.2031E-02
       24150   0.2514E+00   0.5791E-02
       24160   0.2500E+00   0.6836E-04
       24170   0.2499E+00   0.2657E-03
       24180   0.2492E+00   0.3013E-02
       24190   0.2501E+00   0.5641E-03
       24200   0.2501E+00   0.5729E-03
       24210   0.2499E+00   0.4240E-03
       24220   0.2496E+00   0.1800E-02
       24230   0.2495E+00   0.1942E-02
       24240   0.2506E+00   0.2205E-02
       24250   0.2500E+00   0.4954E-04
       24260   0.2499E+00   0.2431E-03
       24270   0.2499E+00   0.5293E-03
       24280   0.2498E+00   0.9871E-03
       24290   0.2504E+00   0.1585E-02
       24300   0.2505E+00   0.2154E-02
       24310   0.2494E+00   0.2227E-02
       24320   0.2494E+00   0.2589E-02
       24330   0.2498E+00   0.7705E-03
       24340   0.2497E+00   0.1286E-02
       24350   0.2506E+00   0.2542E-02
       24360   0.2506E+00   0.2337E-02
       24370   0.2500E+00   0.1411E-03
       24380   0.2504E+00   0.1467E-02
       24390   0.2499E+00   0.3364E-03
       24400   0.2507E+00   0.2893E-02
       24410   0.2491E+00   0.3721E-02
       24420   0.2505E+00   0.2128E-02
       24430   0.2500E+00   0.1158E-03
       24440   0.2496E+00   0.1783E-02
       24450   0.2504E+00   0.1560E-02
       24460   0.2502E+00   0.8957E-03
       24470   0.2499E+00   0.2699E-03
       24480   0.2498E+00   0.9904E-03
       24490   0.2504E+00   0.1404E-02
       24500   0.2504E+00   0.1448E-02
       24510   0.2503E+00   0.1197E-02
       24520   0.2503E+00   0.1257E-02
       24530   0.2498E+00   0.7254E-03
       24540   0.2495E+00   0.1960E-02
       24550   0.2499E+00   0.4591E-03
       24560   0.2502E+00   0.7090E-03
       24570   0.2509E+00   0.3621E-02
       24580   0.2500E+00   0.1647E-03
       24590   0.2506E+00   0.2385E-02
       24600   0.2507E+00   0.2908E-02
       24610   0.2495E+00   0.2003E-02
       24620   0.2503E+00   0.1220E-02
       24630   0.2494E+00   0.2446E-02
       24640   0.2500E+00   0.8409E-04
       24650   0.2501E+00   0.5870E-03
       24660   0.2501E+00   0.3510E-03
       24670   0.2502E+00   0.9700E-03
       24680   0.2501E+00   0.4150E-03
       24690   0.2502E+00   0.6960E-03
       24700   0.2503E+00   0.1391E-02
       24710   0.2496E+00   0.1529E-02
       24720   0.2507E+00   0.2805E-02
       24730   0.2509E+00   0.3488E-02
       24740   0.2508E+00   0.3215E-02
       24750   0.2510E+00   0.3891E-02
       24760   0.2500E+00   0.1985E-03
       24770   0.2497E+00   0.1360E-02
       24780   0.2493E+00   0.2705E-02
       24790   0.2497E+00   0.1209E-02
       24800   0.2506E+00   0.2243E-02
       24810   0.2503E+00   0.1400E-02
       24820   0.2490E+00   0.3839E-02
       24830   0.2500E+00   0.4313E-04
       24840   0.2507E+00   0.2981E-02
       24850   0.2506E+00   0.2211E-02
       24860   0.2504E+00   0.1793E-02
       24870   0.2501E+00   0.2439E-03
       24880   0.2502E+00   0.9693E-03
       24890   0.2504E+00   0.1427E-02
       24900   0.2499E+00   0.2078E-03
       24910   0.2502E+00   0.9724E-03
       24920   0.2504E+00   0.1530E-02
       24930   0.2499E+00   0.4318E-03
       24940   0.2500E+00   0.1106E-04
       24950   0.2498E+00   0.9983E-03
       24960   0.2499E+00   0.2886E-03
       24970   0.2498E+00   0.9953E-03
       24980   0.2502E+00   0.9425E-03
       24990   0.2502E+00   0.7638E-03
       25000   0.2501E+00   0.3333E-03
       25010   0.2502E+00   0.7702E-03
       25020   0.2495E+00   0.2080E-02
       25030   0.2496E+00   0.1428E-02
       25040   0.2502E+00   0.6948E-03
       25050   0.2506E+00   0.2203E-02
       25060   0.2507E+00   0.2786E-02
       25070   0.2500E+00   0.7548E-04
       25080   0.2497E+00   0.1070E-02
       25090   0.2498E+00   0.7932E-03
       25100   0.2498E+00   0.6663E-03
       25110   0.2500E+00   0.6222E-04
       25120   0.2500E+00   0.6743E-04
       25130   0.2498E+00   0.6476E-03
       25140   0.2495E+00   0.1858E-02
       25150   0.2498E+00   0.6792E-03
       25160   0.2498E+00   0.6495E-03
       25170   0.2498E+00   0.8184E-03
       25180   0.2496E+00   0.1483E-02
       25190   0.2501E+00   0.5987E-03
       25200   0.2497E+00   0.1049E-02
       25210   0.2500E+00   0.1675E-03
       25220   0.2502E+00   0.6119E-03
       25230   0.2500E+00   0.1827E-03
       25240   0.2496E+00   0.1737E-02
       25250   0.2494E+00   0.2428E-02
       25260   0.2504E+00   0.1602E-02
       25270   0.2500E+00   0.4517E-06
       25280   0.2503E+00   0.1083E-02
       25290   0.2504E+00   0.1757E-02
       25300   0.2506E+00   0.2364E-02
       25310   0.2500E+00   0.1560E-03
       25320   0.2503E+00   0.1130E-02
       25330   0.2504E+00   0.1538E-02
       25340   0.2495E+00   0.2097E-02
       25350   0.2499E+00   0.5844E-03
       25360   0.2499E+00   0.2448E-03
       25370   0.2500E+00   0.6380E-04
       25380   0.2504E+00   0.1745E-02
       25390   0.2496E+00   0.1772E-02
       25400   0.2495E+00   0.2148E-02
       25410   0.2506E+00   0.2509E-02
       25420   0.2504E+00   0.1725E-02
       25430   0.2496E+00   0.1700E-02
       25440   0.2505E+00   0.2012E-02
       25450   0.2499E+00   0.3782E-03
       25460   0.2502E+00   0.7048E-03
       25470   0.2502E+00   0.6926E-03
       25480   0.2499E+00   0.3572E-03
       25490   0.2500E+00   0.2518E-04
       25500   0.2501E+00   0.3829E-03
       25510   0.2493E+00   0.2726E-02
       25520   0.2499E+00   0.3668E-03
       25530   0.2500E+00   0.1957E-03
       25540   0.2494E+00   0.2385E-02
       25550   0.2502E+00   0.8532E-03
       25560   0.2497E+00   0.1367E-02
       25570   0.2496E+00   0.1688E-02
       25580   0.2501E+00   0.3354E-03
       25590   0.2502E+00   0.8629E-03
       25600   0.2505E+00   0.1896E-02
       25610   0.2495E+00   0.2030E-02
       25620   0.2503E+00   0.1203E-02
       25630   0.2500E+00   0.2767E-04
       25640   0.2509E+00   0.3419E-02
       25650   0.2497E+00   0.1121E-02
       25660   0.2499E+00   0.5230E-03
       25670   0.2495E+00   0.1858E-02
       25680   0.2498E+00   0.6287E-03
       25690   0.2497E+00   0.1051E-02
       25700   0.2500E+00   0.1281E-03
       25710   0.2499E+00   0.5899E-03
       25720   0.2504E+00   0.1411E-02
       25730   0.2498E+00   0.8599E-03
       25740   0.2503E+00   0.1015E-02
       25750   0.2496E+00   0.1533E-02
       25760   0.2502E+00   0.6782E-03
       25770   0.2498E+00   0.8300E-03
       25780   0.2498E+00   0.7636E-03
       25790   0.2497E+00   0.1196E-02
       25800   0.2501E+00   0.5569E-03
       25810   0.2502E+00   0.6722E-03
       25820   0.2501E+00   0.5698E-03
       25830   0.2499E+00   0.3443E-03
       25840   0.2498E+00   0.6098E-03
       25850   0.2497E+00   0.1390E-02
       25860   0.2493E+00   0.2845E-02
       25870   0.2499E+00   0.3191E-03
       25880   0.2493E+00   0.2786E-02
       25890   0.2500E+00   0.6703E-04
       25900   0.2499E+00   0.3889E-03
       25910   0.2497E+00   0.1055E-02
       25920   0.2507E+00   0.2839E-02
       25930   0.2498E+00   0.8149E-03
       25940   0.2496E+00   0.1501E-02
       25950   0.2503E+00   0.1169E-02
       25960   0.2497E+00   0.1248E-02
       25970   0.2498E+00   0.8104E-03
       25980   0.2501E+00   0.4682E-03
       25990   0.2498E+00   0.9796E-03
       26000   0.2504E+00   0.1768E-02
       26010   0.2503E+00   0.1137E-02
       26020   0.2503E+00   0.1021E-02
       26030   0.2506E+00   0.2342E-02
       26040   0.2501E+00   0.2391E-03
       26050   0.2503E+00   0.1222E-02
       26060   0.2496E+00   0.1437E-02
       26070   0.2497E+00   0.1183E-02
       26080   0.2493E+00   0.2903E-02
       26090   0.2505E+00   0.1960E-02
       26100   0.2504E+00   0.1586E-02
       26110   0.2495E+00   0.1931E-02
       26120   0.2496E+00   0.1465E-02
       26130   0.2501E+00   0.3873E-03
       26140   0.2498E+00   0.9853E-03
       26150   0.2498E+00   0.7979E-03
       26160   0.2499E+00   0.4868E-03
       26170   0.2498E+00   0.6744E-03
       26180   0.2502E+00   0.8617E-03
       26190   0.2498E+00   0.6204E-03
       26200   0.2499E+00   0.4660E-03
       26210   0.2499E+00   0.2223E-03
       26220   0.2509E+00   0.3512E-02
       26230   0.2499E+00   0.3258E-03
       26240   0.2506E+00   0.2561E-02
       26250   0.2496E+00   0.1707E-02
       26260   0.2501E+00   0.2808E-03
       26270   0.2498E+00   0.9116E-03
       26280   0.2499E+00   0.5657E-03
       26290   0.2499E+00   0.5092E-03
       26300   0.2498E+00   0.7799E-03
       26310   0.2503E+00   0.1102E-02
       26320   0.2503E+00   0.1047E-02
       26330   0.2503E+00   0.1113E-02
       26340   0.2501E+00   0.5175E-03
       26350   0.2494E+00   0.2592E-02
       26360   0.2495E+00   0.1951E-02
       26370   0.2499E+00   0.3439E-03
       26380   0.2499E+00   0.3978E-03
       26390   0.2504E+00   0.1711E-02
       26400   0.2498E+00   0.6672E-03
       26410   0.2499E+00   0.2405E-03
       26420   0.2501E+00   0.3043E-03
       26430   0.2497E+00   0.1021E-02
       26440   0.2503E+00   0.1381E-02
       26450   0.2509E+00   0.3415E-02
       26460   0.2501E+00   0.3583E-03
       26470   0.2498E+00   0.8351E-03
       26480   0.2501E+00   0.2922E-03
       26490   0.2504E+00   0.1656E-02
       26500   0.2506E+00   0.2225E-02
       26510   0.2501E+00   0.4869E-03
       26520   0.2498E+00   0.9384E-03
       26530   0.2494E+00   0.2507E-02
       26540   0.2500E+00   0.6973E-04
       26550   0.2497E+00   0.1372E-02
       26560   0.2500E+00   0.1139E-03
       26570   0.2502E+00   0.7978E-03
       26580   0.2503E+00   0.1290E-02
       26590   0.2501E+00   0.4990E-03
       26600   0.2497E+00   0.1102E-02
       26610   0.2499E+00   0.5159E-03
       26620   0.2505E+00   0.2008E-02
       26630   0.2499E+00   0.3863E-03
       26640   0.2492E+00   0.3073E-02
       26650   0.2501E+00   0.3503E-03
       26660   0.2503E+00   0.1090E-02
       26670   0.2503E+00   0.1176E-02
       26680   0.2495E+00   0.2156E-02
       26690   0.2505E+00   0.1924E-02
       26700   0.2505E+00   0.2118E-02
       26710   0.2506E+00   0.2532E-02
       26720   0.2499E+00   0.5189E-03
