     MC_step       U_adim       M_adim
        2329  -0.1420E+04   0.4000E-01
        2330  -0.1400E+04   0.9625E-01
        2331  -0.1380E+04   0.1150E+00
        2332  -0.1336E+04   0.9375E-01
        2333  -0.1316E+04   0.8875E-01
        2334  -0.1168E+04   0.4250E-01
        2335  -0.1364E+04   0.4875E-01
        2336  -0.1260E+04   0.5125E-01
        2337  -0.1264E+04   0.3125E-01
        2338  -0.1400E+04   0.1875E-01
        2339  -0.1224E+04   0.2625E-01
        2340  -0.1220E+04   0.2250E-01
        2341  -0.1200E+04   0.2750E-01
        2342  -0.1032E+04   0.5250E-01
        2343  -0.1156E+04   0.3625E-01
        2344  -0.1204E+04   0.5750E-01
        2345  -0.1224E+04   0.3125E-01
        2346  -0.1252E+04   0.6250E-02
        2347  -0.1320E+04   0.7500E-02
        2348  -0.1284E+04   0.5000E-02
        2349  -0.1212E+04   0.1250E-01
        2350  -0.1296E+04   0.4000E-01
        2351  -0.1296E+04   0.2625E-01
        2352  -0.1292E+04   0.6625E-01
        2353  -0.1344E+04   0.1125E-01
        2354  -0.1316E+04   0.1250E-01
        2355  -0.1224E+04   0.3625E-01
        2356  -0.1300E+04   0.1625E-01
        2357  -0.1340E+04   0.5000E-01
        2358  -0.1300E+04   0.6875E-01
        2359  -0.1340E+04   0.4125E-01
        2360  -0.1312E+04   0.2750E-01
        2361  -0.1244E+04   0.1875E-01
        2362  -0.1300E+04   0.5000E-02
        2363  -0.1348E+04   0.5625E-01
        2364  -0.1280E+04   0.5000E-02
        2365  -0.1184E+04   0.1750E-01
        2366  -0.1272E+04   0.3875E-01
        2367  -0.1324E+04   0.6375E-01
        2368  -0.1212E+04   0.1375E-01
        2369  -0.1252E+04   0.3500E-01
        2370  -0.1156E+04   0.3375E-01
        2371  -0.1100E+04   0.3500E-01
        2372  -0.1128E+04   0.5000E-02
        2373  -0.1184E+04   0.8750E-02
        2374  -0.1220E+04   0.2375E-01
        2375  -0.1260E+04   0.7375E-01
        2376  -0.1260E+04   0.9250E-01
        2377  -0.1236E+04   0.7250E-01
        2378  -0.1192E+04   0.1237E+00
        2379  -0.1292E+04   0.1087E+00
        2380  -0.1200E+04   0.6375E-01
        2381  -0.1256E+04   0.8625E-01
        2382  -0.1352E+04   0.8625E-01
        2383  -0.1316E+04   0.1375E+00
        2384  -0.1336E+04   0.7750E-01
        2385  -0.1128E+04   0.9500E-01
        2386  -0.1256E+04   0.6000E-01
        2387  -0.1276E+04   0.8250E-01
        2388  -0.1208E+04   0.5125E-01
        2389  -0.1248E+04   0.5000E-01
        2390  -0.1240E+04   0.9000E-01
        2391  -0.1200E+04   0.6375E-01
        2392  -0.1228E+04   0.9000E-01
        2393  -0.1328E+04   0.6000E-01
        2394  -0.1380E+04   0.6125E-01
        2395  -0.1348E+04   0.7625E-01
        2396  -0.1204E+04   0.5875E-01
        2397  -0.1156E+04   0.4750E-01
        2398  -0.1180E+04   0.2500E-01
        2399  -0.1352E+04   0.5000E-02
        2400  -0.1184E+04   0.2000E-01
        2401  -0.1156E+04   0.4875E-01
        2402  -0.1152E+04   0.2375E-01
        2403  -0.1216E+04   0.2125E-01
        2404  -0.1276E+04   0.4750E-01
        2405  -0.1300E+04   0.8750E-02
        2406  -0.1296E+04   0.4125E-01
        2407  -0.1248E+04   0.3000E-01
        2408  -0.1324E+04   0.8750E-02
        2409  -0.1312E+04   0.1250E-02
        2410  -0.1392E+04   0.3125E-01
        2411  -0.1320E+04   0.3625E-01
        2412  -0.1360E+04   0.1750E-01
        2413  -0.1328E+04   0.2000E-01
        2414  -0.1436E+04   0.2250E-01
        2415  -0.1440E+04   0.1875E-01
        2416  -0.1236E+04   0.1250E-02
        2417  -0.1200E+04   0.1000E-01
        2418  -0.1448E+04   0.1625E-01
        2419  -0.1488E+04   0.3375E-01
        2420  -0.1436E+04   0.1125E-01
        2421  -0.1252E+04   0.5000E-02
        2422  -0.1236E+04   0.4000E-01
        2423  -0.1324E+04   0.3875E-01
        2424  -0.1316E+04   0.6000E-01
        2425  -0.1196E+04   0.2125E-01
        2426  -0.1332E+04   0.4625E-01
        2427  -0.1288E+04   0.4625E-01
        2428  -0.1196E+04   0.5000E-01
        2429  -0.1280E+04   0.2500E-01
        2430  -0.1260E+04   0.6625E-01
        2431  -0.1284E+04   0.7250E-01
        2432  -0.1268E+04   0.1163E+00
        2433  -0.1224E+04   0.1125E+00
        2434  -0.1292E+04   0.1237E+00
        2435  -0.1236E+04   0.1525E+00
        2436  -0.1220E+04   0.1500E+00
        2437  -0.1396E+04   0.1400E+00
        2438  -0.1264E+04   0.1588E+00
        2439  -0.1348E+04   0.1750E+00
        2440  -0.1180E+04   0.1163E+00
        2441  -0.1244E+04   0.1188E+00
        2442  -0.1320E+04   0.1438E+00
        2443  -0.1252E+04   0.1500E+00
        2444  -0.1312E+04   0.1188E+00
        2445  -0.1184E+04   0.5750E-01
        2446  -0.1280E+04   0.9250E-01
        2447  -0.1316E+04   0.1288E+00
        2448  -0.1236E+04   0.1913E+00
        2449  -0.1260E+04   0.1537E+00
        2450  -0.1236E+04   0.1475E+00
        2451  -0.1200E+04   0.1588E+00
        2452  -0.1168E+04   0.1325E+00
        2453  -0.1200E+04   0.1450E+00
        2454  -0.1220E+04   0.6625E-01
        2455  -0.1180E+04   0.2000E-01
        2456  -0.1212E+04   0.7375E-01
        2457  -0.1212E+04   0.2875E-01
        2458  -0.1168E+04   0.4000E-01
        2459  -0.1156E+04   0.8250E-01
        2460  -0.1116E+04   0.1325E+00
        2461  -0.1216E+04   0.1138E+00
        2462  -0.1204E+04   0.7625E-01
        2463  -0.1360E+04   0.5000E-01
        2464  -0.1276E+04   0.2375E-01
        2465  -0.1300E+04   0.7375E-01
        2466  -0.1272E+04   0.9125E-01
        2467  -0.1332E+04   0.3625E-01
        2468  -0.1380E+04   0.3000E-01
        2469  -0.1352E+04   0.3125E-01
        2470  -0.1276E+04   0.7500E-02
        2471  -0.1280E+04   0.2500E-02
        2472  -0.1264E+04   0.3750E-02
        2473  -0.1256E+04   0.2375E-01
        2474  -0.1248E+04   0.1250E-01
        2475  -0.1252E+04   0.2500E-02
        2476  -0.1352E+04   0.3750E-02
        2477  -0.1260E+04   0.4125E-01
        2478  -0.1312E+04   0.7875E-01
        2479  -0.1204E+04   0.7750E-01
        2480  -0.1196E+04   0.2000E-01
        2481  -0.1148E+04   0.1875E-01
        2482  -0.1180E+04   0.1875E-01
        2483  -0.1112E+04   0.2625E-01
        2484  -0.1160E+04   0.2125E-01
        2485  -0.1076E+04   0.5000E-01
        2486  -0.1136E+04   0.2000E-01
        2487  -0.1220E+04   0.1000E-01
        2488  -0.1240E+04   0.2500E-02
        2489  -0.1268E+04   0.2250E-01
        2490  -0.1248E+04   0.1250E-01
        2491  -0.1212E+04   0.5000E-01
        2492  -0.1260E+04   0.4375E-01
        2493  -0.1200E+04   0.6875E-01
        2494  -0.1240E+04   0.5500E-01
        2495  -0.1196E+04   0.2250E-01
        2496  -0.1220E+04   0.4125E-01
        2497  -0.1264E+04   0.3125E-01
        2498  -0.1188E+04   0.5375E-01
        2499  -0.1224E+04   0.5625E-01
        2500  -0.1220E+04   0.4625E-01
        2501  -0.1296E+04   0.1500E-01
        2502  -0.1220E+04   0.1500E-01
        2503  -0.1252E+04   0.2000E-01
        2504  -0.1336E+04   0.1250E-01
        2505  -0.1296E+04   0.5500E-01
        2506  -0.1308E+04   0.2500E-02
        2507  -0.1284E+04   0.4125E-01
        2508  -0.1260E+04   0.7000E-01
        2509  -0.1340E+04   0.4375E-01
        2510  -0.1288E+04   0.8375E-01
        2511  -0.1204E+04   0.9125E-01
        2512  -0.1196E+04   0.8125E-01
        2513  -0.1276E+04   0.6375E-01
        2514  -0.1272E+04   0.2625E-01
        2515  -0.1144E+04   0.4875E-01
        2516  -0.1220E+04   0.3750E-02
        2517  -0.1208E+04   0.4125E-01
        2518  -0.1248E+04   0.8750E-02
        2519  -0.1248E+04   0.3750E-02
        2520  -0.1140E+04   0.4125E-01
        2521  -0.1212E+04   0.4750E-01
        2522  -0.1332E+04   0.1062E+00
        2523  -0.1372E+04   0.1013E+00
        2524  -0.1248E+04   0.5875E-01
        2525  -0.1268E+04   0.5875E-01
        2526  -0.1268E+04   0.6875E-01
        2527  -0.1276E+04   0.5500E-01
        2528  -0.1260E+04   0.3875E-01
        2529  -0.1268E+04   0.8750E-02
        2530  -0.1120E+04   0.5250E-01
        2531  -0.1076E+04   0.1875E-01
        2532  -0.1148E+04   0.6875E-01
        2533  -0.1168E+04   0.5375E-01
        2534  -0.1108E+04   0.2250E-01
        2535  -0.1200E+04   0.1500E-01
        2536  -0.1140E+04   0.2750E-01
        2537  -0.1268E+04   0.5750E-01
        2538  -0.1196E+04   0.5875E-01
        2539  -0.1124E+04   0.2250E-01
        2540  -0.1160E+04   0.7500E-01
        2541  -0.1260E+04   0.1188E+00
        2542  -0.1212E+04   0.1075E+00
        2543  -0.1200E+04   0.6500E-01
        2544  -0.1284E+04   0.1200E+00
        2545  -0.1192E+04   0.1363E+00
        2546  -0.1232E+04   0.1450E+00
        2547  -0.1236E+04   0.1200E+00
        2548  -0.1196E+04   0.8000E-01
        2549  -0.1148E+04   0.3000E-01
        2550  -0.1192E+04   0.1000E-01
        2551  -0.1128E+04   0.3375E-01
        2552  -0.1120E+04   0.1875E-01
        2553  -0.1288E+04   0.2500E-02
        2554  -0.1312E+04   0.2375E-01
        2555  -0.1160E+04   0.2250E-01
        2556  -0.1280E+04   0.1000E-01
        2557  -0.1276E+04   0.3750E-02
        2558  -0.1176E+04   0.7500E-02
        2559  -0.1220E+04   0.3125E-01
        2560  -0.1316E+04   0.3750E-02
        2561  -0.1296E+04   0.5250E-01
        2562  -0.1292E+04   0.2500E-02
        2563  -0.1312E+04   0.5000E-02
        2564  -0.1208E+04   0.5375E-01
        2565  -0.1196E+04   0.1250E-01
        2566  -0.1256E+04   0.1375E-01
        2567  -0.1296E+04   0.4125E-01
        2568  -0.1216E+04   0.4625E-01
        2569  -0.1228E+04   0.7750E-01
        2570  -0.1260E+04   0.2500E-01
        2571  -0.1208E+04   0.6375E-01
        2572  -0.1256E+04   0.4375E-01
        2573  -0.1256E+04   0.2750E-01
        2574  -0.1284E+04   0.9000E-01
        2575  -0.1208E+04   0.1000E+00
        2576  -0.1292E+04   0.1050E+00
        2577  -0.1260E+04   0.1125E+00
        2578  -0.1160E+04   0.1000E+00
        2579  -0.1072E+04   0.9500E-01
        2580  -0.1132E+04   0.1212E+00
        2581  -0.1164E+04   0.1125E+00
        2582  -0.1152E+04   0.8875E-01
        2583  -0.1176E+04   0.9750E-01
        2584  -0.1204E+04   0.1400E+00
        2585  -0.1168E+04   0.1013E+00
        2586  -0.1216E+04   0.1200E+00
        2587  -0.1284E+04   0.1062E+00
        2588  -0.1156E+04   0.1475E+00
        2589  -0.1232E+04   0.1950E+00
        2590  -0.1224E+04   0.1675E+00
        2591  -0.1180E+04   0.7625E-01
        2592  -0.1228E+04   0.7875E-01
        2593  -0.1212E+04   0.8625E-01
        2594  -0.1232E+04   0.1388E+00
        2595  -0.1228E+04   0.1550E+00
        2596  -0.1192E+04   0.1313E+00
        2597  -0.1312E+04   0.1425E+00
        2598  -0.1260E+04   0.8750E-01
        2599  -0.1092E+04   0.1125E+00
        2600  -0.1304E+04   0.1862E+00
        2601  -0.1336E+04   0.1950E+00
        2602  -0.1352E+04   0.2338E+00
        2603  -0.1344E+04   0.2288E+00
        2604  -0.1252E+04   0.1862E+00
        2605  -0.1400E+04   0.2213E+00
        2606  -0.1316E+04   0.1963E+00
        2607  -0.1260E+04   0.1313E+00
        2608  -0.1248E+04   0.1113E+00
        2609  -0.1212E+04   0.4875E-01
        2610  -0.1252E+04   0.1100E+00
        2611  -0.1216E+04   0.1212E+00
        2612  -0.1324E+04   0.1150E+00
        2613  -0.1356E+04   0.1375E+00
        2614  -0.1256E+04   0.1475E+00
        2615  -0.1228E+04   0.1663E+00
        2616  -0.1256E+04   0.8375E-01
        2617  -0.1340E+04   0.1313E+00
        2618  -0.1332E+04   0.1062E+00
        2619  -0.1220E+04   0.1350E+00
        2620  -0.1280E+04   0.8375E-01
        2621  -0.1260E+04   0.1487E+00
        2622  -0.1276E+04   0.1212E+00
        2623  -0.1272E+04   0.1150E+00
        2624  -0.1264E+04   0.1725E+00
        2625  -0.1324E+04   0.2050E+00
        2626  -0.1276E+04   0.1613E+00
        2627  -0.1340E+04   0.1738E+00
        2628  -0.1300E+04   0.2250E+00
        2629  -0.1216E+04   0.2137E+00
        2630  -0.1216E+04   0.2437E+00
        2631  -0.1072E+04   0.2125E+00
        2632  -0.1288E+04   0.2412E+00
        2633  -0.1372E+04   0.2800E+00
        2634  -0.1308E+04   0.2538E+00
        2635  -0.1264E+04   0.2063E+00
        2636  -0.1384E+04   0.2800E+00
        2637  -0.1480E+04   0.2325E+00
        2638  -0.1356E+04   0.1800E+00
        2639  -0.1376E+04   0.1550E+00
        2640  -0.1300E+04   0.1438E+00
        2641  -0.1300E+04   0.1425E+00
        2642  -0.1232E+04   0.1787E+00
        2643  -0.1288E+04   0.1613E+00
        2644  -0.1276E+04   0.1900E+00
        2645  -0.1204E+04   0.1688E+00
        2646  -0.1248E+04   0.1525E+00
        2647  -0.1220E+04   0.1487E+00
        2648  -0.1244E+04   0.1225E+00
        2649  -0.1244E+04   0.1938E+00
        2650  -0.1152E+04   0.1900E+00
        2651  -0.1160E+04   0.2013E+00
        2652  -0.1344E+04   0.2162E+00
        2653  -0.1348E+04   0.1675E+00
        2654  -0.1200E+04   0.1325E+00
        2655  -0.1136E+04   0.1250E+00
        2656  -0.1240E+04   0.1113E+00
        2657  -0.1336E+04   0.1062E+00
        2658  -0.1236E+04   0.4375E-01
        2659  -0.1252E+04   0.4875E-01
        2660  -0.1184E+04   0.5750E-01
        2661  -0.1252E+04   0.4500E-01
        2662  -0.1216E+04   0.1875E-01
        2663  -0.1176E+04   0.1038E+00
        2664  -0.1192E+04   0.1212E+00
        2665  -0.1060E+04   0.9125E-01
        2666  -0.1192E+04   0.2375E-01
        2667  -0.1256E+04   0.5375E-01
        2668  -0.1292E+04   0.1500E-01
        2669  -0.1292E+04   0.2125E-01
        2670  -0.1132E+04   0.2250E-01
        2671  -0.1152E+04   0.5375E-01
        2672  -0.1220E+04   0.8625E-01
        2673  -0.1228E+04   0.9250E-01
        2674  -0.1300E+04   0.8125E-01
        2675  -0.1264E+04   0.9750E-01
        2676  -0.1172E+04   0.7750E-01
        2677  -0.1296E+04   0.5000E-01
        2678  -0.1268E+04   0.4250E-01
        2679  -0.1300E+04   0.8250E-01
        2680  -0.1272E+04   0.9875E-01
        2681  -0.1236E+04   0.9625E-01
        2682  -0.1256E+04   0.5250E-01
        2683  -0.1300E+04   0.8250E-01
        2684  -0.1256E+04   0.6750E-01
        2685  -0.1212E+04   0.8125E-01
        2686  -0.1112E+04   0.2875E-01
        2687  -0.1284E+04   0.8750E-02
        2688  -0.1164E+04   0.5625E-01
        2689  -0.1216E+04   0.2250E-01
        2690  -0.1212E+04   0.6250E-02
        2691  -0.1364E+04   0.6625E-01
        2692  -0.1236E+04   0.1000E-01
        2693  -0.1244E+04   0.5125E-01
        2694  -0.1360E+04   0.3875E-01
        2695  -0.1184E+04   0.2750E-01
        2696  -0.1092E+04   0.1125E-01
        2697  -0.1168E+04   0.2625E-01
        2698  -0.1232E+04   0.5000E-02
        2699  -0.1240E+04   0.2500E-02
        2700  -0.1168E+04   0.8750E-02
        2701  -0.1192E+04   0.3250E-01
        2702  -0.1224E+04   0.2250E-01
        2703  -0.1328E+04   0.2500E-02
        2704  -0.1356E+04   0.1500E-01
        2705  -0.1268E+04   0.4000E-01
        2706  -0.1260E+04   0.4000E-01
        2707  -0.1240E+04   0.5750E-01
        2708  -0.1212E+04   0.1875E-01
        2709  -0.1336E+04   0.1125E-01
        2710  -0.1256E+04   0.1375E-01
        2711  -0.1204E+04   0.3875E-01
        2712  -0.1284E+04   0.4750E-01
        2713  -0.1252E+04   0.7375E-01
        2714  -0.1308E+04   0.7375E-01
        2715  -0.1280E+04   0.1350E+00
        2716  -0.1200E+04   0.1150E+00
        2717  -0.1224E+04   0.1625E+00
        2718  -0.1264E+04   0.1500E+00
        2719  -0.1376E+04   0.1525E+00
        2720  -0.1268E+04   0.1700E+00
        2721  -0.1192E+04   0.1613E+00
        2722  -0.1248E+04   0.1475E+00
        2723  -0.1312E+04   0.1200E+00
        2724  -0.1332E+04   0.1038E+00
        2725  -0.1304E+04   0.2125E-01
        2726  -0.1196E+04   0.2250E-01
        2727  -0.1232E+04   0.5000E-02
        2728  -0.1340E+04   0.3750E-01
        2729  -0.1252E+04   0.2125E-01
        2730  -0.1196E+04   0.1125E-01
        2731  -0.1132E+04   0.4875E-01
        2732  -0.1292E+04   0.4125E-01
        2733  -0.1360E+04   0.4125E-01
        2734  -0.1252E+04   0.9250E-01
        2735  -0.1184E+04   0.3750E-01
        2736  -0.1184E+04   0.2000E-01
        2737  -0.1180E+04   0.4375E-01
        2738  -0.1288E+04   0.5625E-01
        2739  -0.1272E+04   0.6500E-01
        2740  -0.1280E+04   0.9750E-01
        2741  -0.1236E+04   0.6000E-01
        2742  -0.1240E+04   0.7000E-01
        2743  -0.1364E+04   0.6500E-01
        2744  -0.1368E+04   0.4500E-01
        2745  -0.1404E+04   0.4250E-01
        2746  -0.1476E+04   0.1175E+00
        2747  -0.1344E+04   0.1013E+00
        2748  -0.1388E+04   0.7375E-01
        2749  -0.1372E+04   0.9125E-01
        2750  -0.1448E+04   0.8000E-01
        2751  -0.1252E+04   0.2750E-01
        2752  -0.1272E+04   0.4000E-01
        2753  -0.1196E+04   0.1875E-01
        2754  -0.1368E+04   0.5375E-01
        2755  -0.1348E+04   0.1500E-01
        2756  -0.1136E+04   0.5125E-01
        2757  -0.1156E+04   0.6375E-01
        2758  -0.1260E+04   0.4375E-01
        2759  -0.1192E+04   0.9250E-01
        2760  -0.1156E+04   0.3750E-02
        2761  -0.1096E+04   0.1750E-01
        2762  -0.1204E+04   0.1250E-02
        2763  -0.1308E+04   0.2125E-01
        2764  -0.1404E+04   0.6250E-02
        2765  -0.1280E+04   0.2375E-01
        2766  -0.1188E+04   0.1750E-01
        2767  -0.1188E+04   0.5000E-02
        2768  -0.1236E+04   0.2500E-02
        2769  -0.1248E+04   0.3375E-01
        2770  -0.1432E+04   0.5250E-01
        2771  -0.1312E+04   0.3875E-01
        2772  -0.1336E+04   0.2375E-01
        2773  -0.1336E+04   0.1625E-01
        2774  -0.1328E+04   0.3750E-02
        2775  -0.1256E+04   0.1125E-01
        2776  -0.1212E+04   0.1250E-01
        2777  -0.1308E+04   0.8750E-02
        2778  -0.1372E+04   0.7500E-02
        2779  -0.1312E+04   0.2250E-01
        2780  -0.1360E+04   0.7250E-01
        2781  -0.1248E+04   0.6875E-01
        2782  -0.1324E+04   0.5875E-01
        2783  -0.1384E+04   0.3750E-01
        2784  -0.1420E+04   0.4125E-01
        2785  -0.1228E+04   0.7500E-02
        2786  -0.1284E+04   0.1750E-01
        2787  -0.1240E+04   0.2125E-01
        2788  -0.1204E+04   0.1125E-01
        2789  -0.1224E+04   0.3500E-01
        2790  -0.1284E+04   0.3250E-01
        2791  -0.1340E+04   0.2500E-02
        2792  -0.1216E+04   0.1000E-01
        2793  -0.1312E+04   0.1875E-01
        2794  -0.1216E+04   0.0000E+00
        2795  -0.1288E+04   0.2000E-01
        2796  -0.1288E+04   0.2125E-01
        2797  -0.1156E+04   0.2625E-01
        2798  -0.1104E+04   0.6875E-01
        2799  -0.1140E+04   0.4000E-01
        2800  -0.1304E+04   0.1500E-01
        2801  -0.1168E+04   0.2500E-01
        2802  -0.1092E+04   0.3750E-01
        2803  -0.1216E+04   0.7500E-01
        2804  -0.1224E+04   0.5000E-01
        2805  -0.1208E+04   0.8750E-02
        2806  -0.1164E+04   0.2125E-01
        2807  -0.1252E+04   0.2250E-01
        2808  -0.1192E+04   0.6250E-02
        2809  -0.1272E+04   0.1375E-01
        2810  -0.1236E+04   0.6750E-01
        2811  -0.1280E+04   0.5500E-01
        2812  -0.1208E+04   0.1400E+00
        2813  -0.1160E+04   0.9875E-01
        2814  -0.1236E+04   0.8500E-01
        2815  -0.1264E+04   0.6125E-01
        2816  -0.1328E+04   0.4625E-01
        2817  -0.1200E+04   0.1750E-01
        2818  -0.1168E+04   0.5000E-02
        2819  -0.1204E+04   0.6625E-01
        2820  -0.1168E+04   0.6875E-01
        2821  -0.1236E+04   0.5375E-01
        2822  -0.1044E+04   0.5250E-01
        2823  -0.1208E+04   0.1125E-01
        2824  -0.1136E+04   0.2375E-01
        2825  -0.1164E+04   0.1875E-01
        2826  -0.1212E+04   0.2500E-02
        2827  -0.1196E+04   0.2125E-01
        2828  -0.1232E+04   0.3375E-01
        2829  -0.1220E+04   0.3750E-01
        2830  -0.1248E+04   0.1000E-01
        2831  -0.1260E+04   0.2625E-01
        2832  -0.1196E+04   0.3750E-02
        2833  -0.1128E+04   0.2500E-02
        2834  -0.1152E+04   0.8750E-02
        2835  -0.1228E+04   0.6500E-01
        2836  -0.1248E+04   0.5375E-01
        2837  -0.1160E+04   0.2875E-01
        2838  -0.1180E+04   0.5625E-01
        2839  -0.1180E+04   0.4375E-01
        2840  -0.1244E+04   0.1625E-01
        2841  -0.1248E+04   0.0000E+00
        2842  -0.1168E+04   0.2750E-01
        2843  -0.1112E+04   0.8750E-02
        2844  -0.1056E+04   0.3125E-01
        2845  -0.1140E+04   0.4625E-01
        2846  -0.1260E+04   0.3125E-01
        2847  -0.1384E+04   0.5500E-01
        2848  -0.1204E+04   0.1500E-01
        2849  -0.1264E+04   0.5625E-01
        2850  -0.1412E+04   0.3875E-01
        2851  -0.1332E+04   0.4625E-01
        2852  -0.1236E+04   0.2375E-01
        2853  -0.1224E+04   0.8750E-02
        2854  -0.1108E+04   0.2000E-01
        2855  -0.1180E+04   0.2875E-01
        2856  -0.1124E+04   0.6000E-01
        2857  -0.1232E+04   0.7500E-02
        2858  -0.1156E+04   0.2750E-01
        2859  -0.1184E+04   0.2125E-01
        2860  -0.1240E+04   0.5000E-01
        2861  -0.1236E+04   0.6250E-01
        2862  -0.1196E+04   0.3500E-01
        2863  -0.1232E+04   0.1875E-01
        2864  -0.1148E+04   0.2375E-01
        2865  -0.1288E+04   0.3000E-01
        2866  -0.1296E+04   0.4000E-01
        2867  -0.1304E+04   0.1125E-01
        2868  -0.1252E+04   0.5125E-01
        2869  -0.1364E+04   0.8750E-02
        2870  -0.1364E+04   0.0000E+00
        2871  -0.1400E+04   0.2625E-01
        2872  -0.1376E+04   0.7500E-02
        2873  -0.1308E+04   0.1375E-01
        2874  -0.1284E+04   0.4750E-01
        2875  -0.1204E+04   0.3125E-01
        2876  -0.1200E+04   0.2125E-01
        2877  -0.1260E+04   0.5375E-01
        2878  -0.1300E+04   0.4250E-01
        2879  -0.1372E+04   0.8500E-01
        2880  -0.1300E+04   0.7250E-01
        2881  -0.1228E+04   0.8750E-01
        2882  -0.1336E+04   0.3750E-01
        2883  -0.1184E+04   0.7375E-01
        2884  -0.1160E+04   0.1075E+00
        2885  -0.1252E+04   0.1338E+00
        2886  -0.1204E+04   0.1537E+00
        2887  -0.1264E+04   0.1625E+00
        2888  -0.1272E+04   0.9000E-01
        2889  -0.1184E+04   0.8625E-01
        2890  -0.1208E+04   0.8250E-01
        2891  -0.1256E+04   0.1450E+00
        2892  -0.1224E+04   0.7375E-01
        2893  -0.1168E+04   0.7875E-01
        2894  -0.1160E+04   0.4875E-01
        2895  -0.1140E+04   0.5625E-01
        2896  -0.1228E+04   0.2500E-02
        2897  -0.1156E+04   0.4250E-01
        2898  -0.1296E+04   0.8375E-01
        2899  -0.1220E+04   0.1075E+00
        2900  -0.1236E+04   0.1138E+00
        2901  -0.1208E+04   0.1325E+00
        2902  -0.1232E+04   0.7250E-01
        2903  -0.1196E+04   0.1438E+00
        2904  -0.1112E+04   0.1525E+00
        2905  -0.1156E+04   0.1675E+00
        2906  -0.1252E+04   0.1562E+00
        2907  -0.1180E+04   0.1525E+00
        2908  -0.1400E+04   0.1138E+00
        2909  -0.1216E+04   0.1038E+00
        2910  -0.1220E+04   0.7750E-01
        2911  -0.1212E+04   0.8500E-01
        2912  -0.1256E+04   0.5750E-01
        2913  -0.1300E+04   0.7125E-01
        2914  -0.1204E+04   0.6375E-01
        2915  -0.1224E+04   0.7750E-01
        2916  -0.1360E+04   0.1025E+00
        2917  -0.1192E+04   0.8000E-01
        2918  -0.1276E+04   0.7750E-01
        2919  -0.1360E+04   0.7625E-01
        2920  -0.1288E+04   0.2125E-01
        2921  -0.1272E+04   0.6250E-02
        2922  -0.1236E+04   0.6250E-02
        2923  -0.1312E+04   0.1875E-01
        2924  -0.1308E+04   0.7250E-01
        2925  -0.1156E+04   0.2500E-01
        2926  -0.1140E+04   0.3125E-01
        2927  -0.1196E+04   0.2000E-01
        2928  -0.1276E+04   0.3750E-01
        2929  -0.1180E+04   0.1500E-01
        2930  -0.1268E+04   0.5250E-01
        2931  -0.1272E+04   0.2500E-01
        2932  -0.1292E+04   0.1750E-01
        2933  -0.1340E+04   0.3625E-01
        2934  -0.1268E+04   0.3750E-02
        2935  -0.1096E+04   0.2250E-01
        2936  -0.1204E+04   0.2500E-01
        2937  -0.1140E+04   0.1000E-01
        2938  -0.1192E+04   0.2375E-01
        2939  -0.1164E+04   0.1750E-01
        2940  -0.1116E+04   0.3625E-01
        2941  -0.1276E+04   0.4375E-01
        2942  -0.1200E+04   0.1625E-01
        2943  -0.1260E+04   0.2500E-02
        2944  -0.1272E+04   0.6250E-01
        2945  -0.1256E+04   0.1013E+00
        2946  -0.1272E+04   0.8625E-01
        2947  -0.1304E+04   0.1087E+00
        2948  -0.1304E+04   0.6500E-01
        2949  -0.1200E+04   0.7000E-01
        2950  -0.1212E+04   0.5875E-01
        2951  -0.1192E+04   0.7875E-01
        2952  -0.1212E+04   0.4750E-01
        2953  -0.1268E+04   0.4375E-01
        2954  -0.1304E+04   0.4125E-01
        2955  -0.1168E+04   0.5250E-01
        2956  -0.1132E+04   0.1875E-01
        2957  -0.1212E+04   0.3375E-01
        2958  -0.1176E+04   0.1375E-01
        2959  -0.1064E+04   0.8750E-02
        2960  -0.1116E+04   0.3750E-01
        2961  -0.1140E+04   0.1250E-02
        2962  -0.1220E+04   0.2500E-02
        2963  -0.1240E+04   0.3000E-01
        2964  -0.1220E+04   0.2625E-01
        2965  -0.1260E+04   0.1250E-01
        2966  -0.1196E+04   0.8750E-02
        2967  -0.1188E+04   0.3125E-01
        2968  -0.1216E+04   0.5500E-01
        2969  -0.1164E+04   0.5250E-01
        2970  -0.1224E+04   0.3500E-01
        2971  -0.1276E+04   0.6250E-01
        2972  -0.1232E+04   0.8625E-01
        2973  -0.1280E+04   0.9000E-01
        2974  -0.1244E+04   0.6875E-01
        2975  -0.1292E+04   0.6375E-01
        2976  -0.1256E+04   0.1087E+00
        2977  -0.1164E+04   0.9625E-01
        2978  -0.1188E+04   0.7500E-01
        2979  -0.1260E+04   0.4375E-01
        2980  -0.1256E+04   0.2750E-01
        2981  -0.1096E+04   0.3250E-01
        2982  -0.1164E+04   0.1500E-01
        2983  -0.1220E+04   0.2500E-02
        2984  -0.1192E+04   0.3750E-01
        2985  -0.1204E+04   0.4375E-01
        2986  -0.1108E+04   0.7250E-01
        2987  -0.1164E+04   0.6250E-01
        2988  -0.1192E+04   0.3125E-01
        2989  -0.1124E+04   0.7750E-01
        2990  -0.1180E+04   0.4250E-01
        2991  -0.1056E+04   0.8750E-02
        2992  -0.1120E+04   0.1500E-01
        2993  -0.1152E+04   0.8750E-02
