    tau_corr   autocorr_U   autocorr_M
         695  -0.3117E-02  -0.3622E-02
         696   0.4360E-02  -0.2542E-04
         697  -0.2790E-02  -0.3552E-02
         698  -0.5270E-02  -0.7101E-02
         699  -0.3023E-02  -0.3723E-02
         700   0.4292E-02  -0.7195E-04
         701  -0.3018E-02  -0.3686E-02
         702  -0.4976E-02  -0.6961E-02
         703  -0.2478E-02  -0.3380E-02
         704   0.4639E-02   0.1846E-03
         705  -0.2403E-02  -0.3239E-02
         706  -0.4717E-02  -0.6674E-02
         707  -0.2573E-02  -0.3315E-02
         708   0.4616E-02   0.4839E-04
         709  -0.2863E-02  -0.3601E-02
         710  -0.5211E-02  -0.7063E-02
         711  -0.2774E-02  -0.3616E-02
         712   0.4651E-02  -0.5699E-04
         713  -0.2558E-02  -0.3521E-02
         714  -0.4482E-02  -0.6738E-02
         715  -0.2511E-02  -0.3492E-02
         716   0.4671E-02   0.1318E-03
         717  -0.2599E-02  -0.3519E-02
         718  -0.4995E-02  -0.7024E-02
         719  -0.2966E-02  -0.3779E-02
         720   0.4369E-02  -0.3849E-03
         721  -0.2999E-02  -0.3986E-02
         722  -0.5204E-02  -0.7428E-02
         723  -0.2809E-02  -0.3982E-02
         724   0.4714E-02  -0.2711E-03
         725  -0.2647E-02  -0.3751E-02
         726  -0.4891E-02  -0.7102E-02
         727  -0.2705E-02  -0.3627E-02
         728   0.4837E-02   0.1620E-03
         729  -0.2299E-02  -0.3269E-02
         730  -0.4524E-02  -0.6514E-02
         731  -0.2187E-02  -0.2965E-02
         732   0.5360E-02   0.6999E-03
         733  -0.1984E-02  -0.2872E-02
         734  -0.4192E-02  -0.6160E-02
         735  -0.2005E-02  -0.2652E-02
         736   0.5916E-02   0.1388E-02
         737  -0.1737E-02  -0.2115E-02
         738  -0.3841E-02  -0.5437E-02
         739  -0.1894E-02  -0.2048E-02
         740   0.5600E-02   0.1676E-02
         741  -0.1688E-02  -0.1854E-02
         742  -0.3915E-02  -0.5107E-02
         743  -0.1774E-02  -0.1676E-02
         744   0.5800E-02   0.1991E-02
         745  -0.1563E-02  -0.1489E-02
         746  -0.3616E-02  -0.4722E-02
         747  -0.1410E-02  -0.1214E-02
         748   0.6232E-02   0.2757E-02
         749  -0.1128E-02  -0.6324E-03
         750  -0.3262E-02  -0.3999E-02
         751  -0.1121E-02  -0.4775E-03
         752   0.6559E-02   0.3534E-02
         753  -0.7468E-03   0.1338E-03
         754  -0.2796E-02  -0.3082E-02
         755  -0.7296E-03   0.4355E-03
         756   0.6720E-02   0.4196E-02
         757  -0.6435E-03   0.5486E-03
         758  -0.3213E-02  -0.2976E-02
         759  -0.9957E-03   0.3767E-03
         760   0.6321E-02   0.3907E-02
         761  -0.1133E-02   0.3534E-03
         762  -0.3291E-02  -0.3131E-02
         763  -0.9415E-03   0.4702E-03
         764   0.6493E-02   0.4092E-02
         765  -0.9590E-03   0.5651E-03
         766  -0.3132E-02  -0.2898E-02
         767  -0.9917E-03   0.4492E-03
         768   0.6345E-02   0.3973E-02
         769  -0.1036E-02   0.2642E-03
         770  -0.3446E-02  -0.3311E-02
         771  -0.1504E-02  -0.8197E-04
         772   0.5978E-02   0.3417E-02
         773  -0.1884E-02  -0.5619E-03
         774  -0.4030E-02  -0.4028E-02
         775  -0.2111E-02  -0.7899E-03
         776   0.5266E-02   0.2764E-02
         777  -0.1949E-02  -0.9517E-03
         778  -0.4145E-02  -0.4465E-02
         779  -0.2054E-02  -0.1246E-02
         780   0.5452E-02   0.2322E-02
         781  -0.2114E-02  -0.1574E-02
         782  -0.4375E-02  -0.5126E-02
         783  -0.2290E-02  -0.1808E-02
         784   0.5081E-02   0.1681E-02
         785  -0.2275E-02  -0.1926E-02
         786  -0.4499E-02  -0.5591E-02
         787  -0.2630E-02  -0.2473E-02
         788   0.4561E-02   0.9750E-03
         789  -0.2701E-02  -0.2690E-02
         790  -0.4824E-02  -0.6059E-02
         791  -0.2448E-02  -0.2544E-02
         792   0.4831E-02   0.8839E-03
         793  -0.2534E-02  -0.2776E-02
         794  -0.4745E-02  -0.6337E-02
         795  -0.2680E-02  -0.3117E-02
         796   0.4596E-02   0.4444E-03
         797  -0.2676E-02  -0.3235E-02
         798  -0.4760E-02  -0.6447E-02
         799  -0.2501E-02  -0.2956E-02
         800   0.4678E-02   0.4928E-03
         801  -0.2726E-02  -0.3111E-02
         802  -0.4928E-02  -0.6624E-02
         803  -0.2967E-02  -0.3381E-02
         804   0.4731E-02   0.3586E-03
         805  -0.2829E-02  -0.3284E-02
         806  -0.5042E-02  -0.6697E-02
         807  -0.2753E-02  -0.3355E-02
         808   0.4708E-02   0.3449E-03
         809  -0.2348E-02  -0.2955E-02
         810  -0.4561E-02  -0.6264E-02
         811  -0.2447E-02  -0.2850E-02
         812   0.4970E-02   0.7947E-03
         813  -0.2335E-02  -0.2690E-02
         814  -0.4131E-02  -0.5764E-02
         815  -0.2012E-02  -0.2328E-02
         816   0.5257E-02   0.1249E-02
         817  -0.1938E-02  -0.2148E-02
         818  -0.3879E-02  -0.5226E-02
         819  -0.1805E-02  -0.1719E-02
         820   0.5624E-02   0.2029E-02
         821  -0.1727E-02  -0.1399E-02
         822  -0.4029E-02  -0.4706E-02
         823  -0.1785E-02  -0.1252E-02
         824   0.5623E-02   0.2420E-02
         825  -0.1578E-02  -0.1022E-02
         826  -0.3757E-02  -0.4392E-02
         827  -0.1427E-02  -0.9383E-03
         828   0.5836E-02   0.2654E-02
         829  -0.1581E-02  -0.9446E-03
         830  -0.3422E-02  -0.4017E-02
         831  -0.1218E-02  -0.5035E-03
         832   0.6101E-02   0.3005E-02
         833  -0.1273E-02  -0.6325E-03
         834  -0.3289E-02  -0.3853E-02
         835  -0.7829E-03  -0.2779E-03
         836   0.6373E-02   0.3316E-02
         837  -0.1058E-02  -0.3620E-03
         838  -0.3334E-02  -0.3778E-02
         839  -0.8875E-03  -0.2133E-03
         840   0.6540E-02   0.3301E-02
         841  -0.1141E-02  -0.4323E-03
         842  -0.3059E-02  -0.3702E-02
         843  -0.1056E-02  -0.3608E-03
         844   0.6110E-02   0.3156E-02
         845  -0.1166E-02  -0.1902E-03
         846  -0.3296E-02  -0.3626E-02
         847  -0.1159E-02  -0.1068E-03
         848   0.6235E-02   0.3536E-02
         849  -0.1168E-02   0.3711E-05
         850  -0.3356E-02  -0.3435E-02
         851  -0.1234E-02   0.8319E-04
         852   0.6346E-02   0.3817E-02
         853  -0.8367E-03   0.3155E-03
         854  -0.2698E-02  -0.2835E-02
         855  -0.3871E-03   0.6117E-03
         856   0.7029E-02   0.4144E-02
         857  -0.6193E-03   0.5015E-03
         858  -0.2671E-02  -0.2935E-02
         859  -0.8019E-03   0.4380E-03
         860   0.6794E-02   0.4034E-02
         861  -0.7794E-03   0.6539E-03
         862  -0.2712E-02  -0.2616E-02
         863  -0.4294E-03   0.1028E-02
         864   0.7281E-02   0.4739E-02
         865  -0.3694E-03   0.1003E-02
         866  -0.2066E-02  -0.2455E-02
         867  -0.3852E-03   0.7548E-03
         868   0.7027E-02   0.4150E-02
         869  -0.6762E-03   0.5972E-03
         870  -0.2480E-02  -0.2851E-02
         871  -0.6607E-03   0.3665E-03
         872   0.6863E-02   0.3798E-02
         873  -0.7569E-03   0.5727E-04
         874  -0.2565E-02  -0.3553E-02
         875  -0.7285E-03  -0.1095E-03
         876   0.6787E-02   0.3361E-02
         877  -0.1143E-02  -0.6198E-03
         878  -0.3151E-02  -0.4223E-02
         879  -0.1461E-02  -0.1064E-02
         880   0.6164E-02   0.2481E-02
         881  -0.1545E-02  -0.1312E-02
         882  -0.3397E-02  -0.4791E-02
         883  -0.1684E-02  -0.1497E-02
         884   0.6184E-02   0.2164E-02
         885  -0.1500E-02  -0.1478E-02
         886  -0.3403E-02  -0.4890E-02
         887  -0.1617E-02  -0.1626E-02
         888   0.5872E-02   0.2037E-02
         889  -0.1969E-02  -0.1772E-02
         890  -0.3716E-02  -0.5046E-02
         891  -0.1827E-02  -0.1646E-02
         892   0.6049E-02   0.2122E-02
         893  -0.1617E-02  -0.1321E-02
         894  -0.3282E-02  -0.4561E-02
         895  -0.1287E-02  -0.1137E-02
         896   0.6425E-02   0.2538E-02
         897  -0.1160E-02  -0.1070E-02
         898  -0.2952E-02  -0.4335E-02
         899  -0.1100E-02  -0.1011E-02
         900   0.6742E-02   0.2687E-02
         901  -0.9389E-03  -0.1106E-02
         902  -0.2820E-02  -0.4522E-02
         903  -0.8249E-03  -0.1134E-02
         904   0.6853E-02   0.2527E-02
         905  -0.5619E-03  -0.9362E-03
         906  -0.2509E-02  -0.4200E-02
         907  -0.3872E-03  -0.8224E-03
         908   0.7341E-02   0.3062E-02
         909  -0.3721E-03  -0.5659E-03
         910  -0.2162E-02  -0.3876E-02
         911  -0.2905E-03  -0.5473E-03
         912   0.7412E-02   0.3059E-02
         913  -0.2563E-03  -0.7160E-03
         914  -0.2150E-02  -0.4038E-02
         915  -0.1813E-03  -0.7811E-03
         916   0.7305E-02   0.2710E-02
         917  -0.1693E-03  -0.9591E-03
         918  -0.2251E-02  -0.4226E-02
         919  -0.5210E-03  -0.1041E-02
         920   0.7043E-02   0.2562E-02
         921  -0.4771E-03  -0.1048E-02
         922  -0.2625E-02  -0.4587E-02
         923  -0.9037E-03  -0.1299E-02
         924   0.6668E-02   0.2329E-02
         925  -0.8076E-03  -0.1223E-02
         926  -0.2943E-02  -0.4557E-02
         927  -0.7997E-03  -0.1294E-02
         928   0.6493E-02   0.2011E-02
         929  -0.8305E-03  -0.1453E-02
         930  -0.2952E-02  -0.4781E-02
         931  -0.7287E-03  -0.1436E-02
         932   0.6497E-02   0.2110E-02
         933  -0.1002E-02  -0.1519E-02
         934  -0.3097E-02  -0.4927E-02
         935  -0.1097E-02  -0.1596E-02
         936   0.6259E-02   0.1886E-02
         937  -0.1238E-02  -0.1841E-02
         938  -0.3204E-02  -0.5069E-02
         939  -0.8008E-03  -0.1467E-02
         940   0.6431E-02   0.2007E-02
         941  -0.9201E-03  -0.1566E-02
         942  -0.2927E-02  -0.4875E-02
         943  -0.5723E-03  -0.1341E-02
         944   0.6596E-02   0.2054E-02
         945  -0.7818E-03  -0.1679E-02
         946  -0.2995E-02  -0.5048E-02
         947  -0.9123E-03  -0.1755E-02
         948   0.6507E-02   0.1777E-02
         949  -0.9927E-03  -0.1689E-02
         950  -0.3113E-02  -0.5197E-02
         951  -0.6910E-03  -0.1667E-02
         952   0.6677E-02   0.1850E-02
         953  -0.5941E-03  -0.1629E-02
         954  -0.2678E-02  -0.5250E-02
         955  -0.2793E-03  -0.1799E-02
         956   0.6939E-02   0.1774E-02
         957  -0.2233E-03  -0.1712E-02
         958  -0.2509E-02  -0.5206E-02
         959  -0.2689E-03  -0.1619E-02
         960   0.7151E-02   0.1943E-02
         961  -0.1336E-03  -0.1528E-02
         962  -0.2209E-02  -0.5009E-02
         963   0.2123E-05  -0.1578E-02
         964   0.7154E-02   0.1829E-02
         965  -0.4113E-03  -0.1779E-02
         966  -0.2384E-02  -0.5139E-02
         967  -0.5952E-04  -0.1744E-02
         968   0.7021E-02   0.1628E-02
         969  -0.4264E-03  -0.1949E-02
         970  -0.2579E-02  -0.5407E-02
         971  -0.1005E-03  -0.1873E-02
         972   0.7179E-02   0.1539E-02
         973  -0.3659E-03  -0.2094E-02
         974  -0.2496E-02  -0.5537E-02
         975  -0.2777E-03  -0.2182E-02
         976   0.7146E-02   0.1349E-02
         977  -0.1793E-03  -0.2292E-02
         978  -0.2613E-02  -0.6068E-02
         979  -0.3810E-03  -0.2776E-02
         980   0.6629E-02   0.5817E-03
         981  -0.5921E-03  -0.2890E-02
         982  -0.2583E-02  -0.6229E-02
         983  -0.2546E-03  -0.2737E-02
         984   0.6670E-02   0.4929E-03
         985  -0.8959E-03  -0.3286E-02
         986  -0.3314E-02  -0.6834E-02
         987  -0.1091E-02  -0.3576E-02
         988   0.6000E-02  -0.7302E-04
         989  -0.1498E-02  -0.3801E-02
         990  -0.3633E-02  -0.7158E-02
         991  -0.1395E-02  -0.3710E-02
         992   0.5643E-02  -0.4791E-03
         993  -0.2142E-02  -0.4278E-02
         994  -0.4224E-02  -0.7564E-02
         995  -0.1998E-02  -0.4044E-02
         996   0.5302E-02  -0.5714E-03
         997  -0.2204E-02  -0.4272E-02
         998  -0.4305E-02  -0.7679E-02
         999  -0.2414E-02  -0.4514E-02
        1000   0.5000E-02  -0.8164E-03
