    tau_corr   autocorr_U   autocorr_M
         190   0.6067E-02   0.8289E-02
         191   0.6194E-02   0.8019E-02
         192   0.5977E-02   0.7876E-02
         193   0.6373E-02   0.8028E-02
         194   0.6031E-02   0.7748E-02
         195   0.6330E-02   0.7720E-02
         196   0.6235E-02   0.7638E-02
         197   0.6370E-02   0.7434E-02
         198   0.6106E-02   0.7339E-02
         199   0.6507E-02   0.7374E-02
         200   0.6507E-02   0.7319E-02
         201   0.6675E-02   0.7243E-02
         202   0.6373E-02   0.7123E-02
         203   0.6587E-02   0.7091E-02
         204   0.6538E-02   0.7086E-02
         205   0.6789E-02   0.7169E-02
         206   0.7088E-02   0.7080E-02
         207   0.7278E-02   0.7059E-02
         208   0.7490E-02   0.7191E-02
         209   0.7798E-02   0.7186E-02
         210   0.7587E-02   0.7070E-02
         211   0.8004E-02   0.7302E-02
         212   0.8180E-02   0.7346E-02
         213   0.8542E-02   0.7439E-02
         214   0.8443E-02   0.7379E-02
         215   0.8996E-02   0.7595E-02
         216   0.9267E-02   0.7655E-02
         217   0.9038E-02   0.7424E-02
         218   0.8999E-02   0.7322E-02
         219   0.9040E-02   0.7301E-02
         220   0.8529E-02   0.7073E-02
         221   0.8429E-02   0.6968E-02
         222   0.7720E-02   0.6620E-02
         223   0.7261E-02   0.6333E-02
         224   0.7002E-02   0.6135E-02
         225   0.6840E-02   0.5908E-02
         226   0.6408E-02   0.5680E-02
         227   0.6478E-02   0.5537E-02
         228   0.6277E-02   0.5451E-02
         229   0.6269E-02   0.5467E-02
         230   0.6262E-02   0.5527E-02
         231   0.6158E-02   0.5545E-02
         232   0.6124E-02   0.5588E-02
         233   0.6084E-02   0.5614E-02
         234   0.5932E-02   0.5631E-02
         235   0.6047E-02   0.5590E-02
         236   0.6140E-02   0.5685E-02
         237   0.6189E-02   0.5779E-02
         238   0.5842E-02   0.5673E-02
         239   0.5999E-02   0.5769E-02
         240   0.5888E-02   0.5709E-02
         241   0.5870E-02   0.5732E-02
         242   0.5987E-02   0.5892E-02
         243   0.6122E-02   0.6041E-02
         244   0.6186E-02   0.6150E-02
         245   0.6323E-02   0.6400E-02
         246   0.6325E-02   0.6434E-02
         247   0.6533E-02   0.6655E-02
         248   0.6870E-02   0.6994E-02
         249   0.7105E-02   0.7147E-02
         250   0.6991E-02   0.7215E-02
         251   0.7541E-02   0.7610E-02
         252   0.7567E-02   0.7826E-02
         253   0.7915E-02   0.8088E-02
         254   0.8000E-02   0.8188E-02
         255   0.8145E-02   0.8359E-02
         256   0.7974E-02   0.8220E-02
         257   0.8435E-02   0.8416E-02
         258   0.8311E-02   0.8467E-02
         259   0.8567E-02   0.8661E-02
         260   0.8628E-02   0.8867E-02
         261   0.9036E-02   0.8941E-02
         262   0.8839E-02   0.8837E-02
         263   0.9144E-02   0.9048E-02
         264   0.9294E-02   0.9256E-02
         265   0.9329E-02   0.9156E-02
         266   0.9291E-02   0.9205E-02
         267   0.9134E-02   0.9259E-02
         268   0.9023E-02   0.9231E-02
         269   0.9512E-02   0.9473E-02
         270   0.9128E-02   0.9348E-02
         271   0.9437E-02   0.9377E-02
         272   0.9042E-02   0.9165E-02
         273   0.9210E-02   0.9176E-02
         274   0.8958E-02   0.8991E-02
         275   0.8836E-02   0.8956E-02
         276   0.8488E-02   0.8665E-02
         277   0.8338E-02   0.8580E-02
         278   0.8096E-02   0.8346E-02
         279   0.8032E-02   0.8220E-02
         280   0.7501E-02   0.7989E-02
         281   0.7482E-02   0.7995E-02
         282   0.7349E-02   0.7944E-02
         283   0.7472E-02   0.7953E-02
         284   0.7208E-02   0.7697E-02
         285   0.7288E-02   0.7640E-02
         286   0.6884E-02   0.7224E-02
         287   0.6917E-02   0.7222E-02
         288   0.6819E-02   0.7272E-02
         289   0.7058E-02   0.7286E-02
         290   0.6656E-02   0.6979E-02
         291   0.6814E-02   0.6963E-02
         292   0.6696E-02   0.6902E-02
         293   0.7013E-02   0.7017E-02
         294   0.6992E-02   0.7023E-02
         295   0.7215E-02   0.7135E-02
         296   0.7340E-02   0.7257E-02
         297   0.7480E-02   0.7426E-02
         298   0.7998E-02   0.7775E-02
         299   0.8137E-02   0.7966E-02
         300   0.8087E-02   0.8146E-02
         301   0.8550E-02   0.8477E-02
         302   0.8688E-02   0.8587E-02
         303   0.8666E-02   0.8525E-02
         304   0.9021E-02   0.8709E-02
         305   0.8948E-02   0.8615E-02
         306   0.8900E-02   0.8539E-02
         307   0.9008E-02   0.8491E-02
         308   0.9024E-02   0.8536E-02
         309   0.9168E-02   0.8602E-02
         310   0.9132E-02   0.8479E-02
         311   0.9244E-02   0.8468E-02
         312   0.9066E-02   0.8326E-02
         313   0.9530E-02   0.8483E-02
         314   0.9493E-02   0.8408E-02
         315   0.9524E-02   0.8340E-02
         316   0.9650E-02   0.8333E-02
         317   0.9804E-02   0.8381E-02
         318   0.1003E-01   0.8549E-02
         319   0.1023E-01   0.8826E-02
         320   0.1030E-01   0.8743E-02
         321   0.1045E-01   0.8794E-02
         322   0.1070E-01   0.8834E-02
         323   0.1054E-01   0.8845E-02
         324   0.1089E-01   0.8872E-02
         325   0.1076E-01   0.8879E-02
         326   0.1085E-01   0.8941E-02
         327   0.1064E-01   0.8903E-02
         328   0.1058E-01   0.8872E-02
         329   0.1031E-01   0.8816E-02
         330   0.1008E-01   0.8636E-02
         331   0.9611E-02   0.8322E-02
         332   0.9316E-02   0.7999E-02
         333   0.8539E-02   0.7515E-02
         334   0.8379E-02   0.7411E-02
         335   0.8071E-02   0.7262E-02
         336   0.8176E-02   0.7275E-02
         337   0.7772E-02   0.7020E-02
         338   0.7459E-02   0.6906E-02
         339   0.7265E-02   0.6848E-02
         340   0.7258E-02   0.6675E-02
         341   0.7409E-02   0.6760E-02
         342   0.7319E-02   0.6587E-02
         343   0.7151E-02   0.6418E-02
         344   0.6936E-02   0.6266E-02
         345   0.6422E-02   0.5985E-02
         346   0.6263E-02   0.5826E-02
         347   0.6324E-02   0.5695E-02
         348   0.6288E-02   0.5613E-02
         349   0.6247E-02   0.5609E-02
         350   0.6075E-02   0.5588E-02
         351   0.6195E-02   0.5530E-02
         352   0.5904E-02   0.5520E-02
         353   0.5847E-02   0.5519E-02
         354   0.5701E-02   0.5380E-02
         355   0.5999E-02   0.5341E-02
         356   0.5752E-02   0.5342E-02
         357   0.5940E-02   0.5515E-02
         358   0.5962E-02   0.5524E-02
         359   0.6143E-02   0.5646E-02
         360   0.6175E-02   0.5595E-02
         361   0.6265E-02   0.5673E-02
         362   0.6061E-02   0.5639E-02
         363   0.6101E-02   0.5659E-02
         364   0.6189E-02   0.5750E-02
         365   0.6120E-02   0.5684E-02
         366   0.6237E-02   0.5746E-02
         367   0.6327E-02   0.5798E-02
         368   0.6241E-02   0.5781E-02
         369   0.6367E-02   0.5697E-02
         370   0.6243E-02   0.5535E-02
         371   0.6385E-02   0.5428E-02
         372   0.6345E-02   0.5391E-02
         373   0.6651E-02   0.5564E-02
         374   0.6366E-02   0.5301E-02
         375   0.6725E-02   0.5519E-02
         376   0.6512E-02   0.5452E-02
         377   0.6485E-02   0.5307E-02
         378   0.6325E-02   0.5012E-02
         379   0.6679E-02   0.5192E-02
         380   0.6575E-02   0.5095E-02
         381   0.6696E-02   0.5217E-02
         382   0.6264E-02   0.4918E-02
         383   0.6030E-02   0.4652E-02
         384   0.5628E-02   0.4373E-02
         385   0.5588E-02   0.4303E-02
         386   0.4935E-02   0.4021E-02
         387   0.4980E-02   0.3911E-02
         388   0.4582E-02   0.3648E-02
         389   0.4077E-02   0.3198E-02
         390   0.3719E-02   0.2892E-02
         391   0.3542E-02   0.2666E-02
         392   0.3257E-02   0.2440E-02
         393   0.2923E-02   0.2294E-02
         394   0.2769E-02   0.2177E-02
         395   0.2703E-02   0.2059E-02
         396   0.2278E-02   0.1821E-02
         397   0.2167E-02   0.1647E-02
         398   0.1767E-02   0.1372E-02
         399   0.1563E-02   0.1172E-02
         400   0.1368E-02   0.8806E-03
         401   0.1156E-02   0.6067E-03
         402   0.8334E-03   0.3659E-03
         403   0.6168E-03   0.2450E-03
         404   0.6373E-03   0.3279E-03
         405   0.5525E-03   0.3906E-03
         406   0.5889E-03   0.2642E-03
         407   0.5110E-03   0.1863E-03
         408   0.4598E-03   0.1442E-03
         409   0.3769E-03  -0.8506E-04
         410   0.3870E-03  -0.9977E-04
         411   0.1825E-03  -0.1292E-03
         412   0.2751E-03  -0.1606E-03
         413   0.4405E-03  -0.1870E-03
         414   0.6824E-03  -0.9142E-04
         415   0.9203E-03  -0.6092E-04
         416   0.1162E-02   0.1980E-03
         417   0.1222E-02   0.4107E-03
         418   0.1463E-02   0.5999E-03
         419   0.1641E-02   0.7390E-03
         420   0.1853E-02   0.1069E-02
         421   0.2146E-02   0.1289E-02
         422   0.2855E-02   0.1757E-02
         423   0.2824E-02   0.1907E-02
         424   0.3397E-02   0.2276E-02
         425   0.3569E-02   0.2459E-02
         426   0.3982E-02   0.2666E-02
         427   0.3980E-02   0.2759E-02
         428   0.4542E-02   0.3072E-02
         429   0.4172E-02   0.2887E-02
         430   0.4563E-02   0.3006E-02
         431   0.4524E-02   0.3046E-02
         432   0.4953E-02   0.3262E-02
         433   0.4544E-02   0.3027E-02
         434   0.4432E-02   0.2977E-02
         435   0.4014E-02   0.2828E-02
         436   0.4290E-02   0.2984E-02
         437   0.4165E-02   0.3088E-02
         438   0.4409E-02   0.3254E-02
         439   0.3902E-02   0.2963E-02
         440   0.3859E-02   0.2837E-02
         441   0.3269E-02   0.2512E-02
         442   0.3398E-02   0.2389E-02
         443   0.3132E-02   0.2344E-02
         444   0.3240E-02   0.2352E-02
         445   0.2801E-02   0.2051E-02
         446   0.3069E-02   0.2139E-02
         447   0.2588E-02   0.2026E-02
         448   0.2542E-02   0.2013E-02
         449   0.2031E-02   0.1631E-02
         450   0.2101E-02   0.1587E-02
         451   0.1817E-02   0.1359E-02
         452   0.1794E-02   0.1344E-02
         453   0.1630E-02   0.1303E-02
         454   0.1702E-02   0.1203E-02
         455   0.1498E-02   0.1052E-02
         456   0.1716E-02   0.1155E-02
         457   0.1723E-02   0.1108E-02
         458   0.1873E-02   0.1026E-02
         459   0.1408E-02   0.9072E-03
         460   0.1541E-02   0.9802E-03
         461   0.1656E-02   0.8450E-03
         462   0.1754E-02   0.8018E-03
         463   0.1606E-02   0.7331E-03
         464   0.1681E-02   0.7839E-03
         465   0.1555E-02   0.6977E-03
         466   0.1523E-02   0.6606E-03
         467   0.1787E-02   0.8583E-03
         468   0.2067E-02   0.1117E-02
         469   0.2253E-02   0.1367E-02
         470   0.2603E-02   0.1721E-02
         471   0.2722E-02   0.1993E-02
         472   0.2992E-02   0.2170E-02
         473   0.3443E-02   0.2563E-02
         474   0.3543E-02   0.2734E-02
         475   0.3797E-02   0.2880E-02
         476   0.4101E-02   0.3042E-02
         477   0.4192E-02   0.3083E-02
         478   0.4364E-02   0.3180E-02
         479   0.4188E-02   0.3133E-02
         480   0.4161E-02   0.3209E-02
         481   0.4049E-02   0.3105E-02
         482   0.4111E-02   0.3299E-02
         483   0.4101E-02   0.3261E-02
         484   0.3922E-02   0.3319E-02
         485   0.4003E-02   0.3387E-02
         486   0.4049E-02   0.3400E-02
         487   0.4113E-02   0.3330E-02
         488   0.4127E-02   0.3203E-02
         489   0.3875E-02   0.3092E-02
         490   0.3880E-02   0.3095E-02
         491   0.3787E-02   0.2959E-02
         492   0.3681E-02   0.2932E-02
         493   0.3620E-02   0.2952E-02
         494   0.3414E-02   0.2791E-02
         495   0.3061E-02   0.2452E-02
         496   0.3022E-02   0.2465E-02
         497   0.2721E-02   0.2311E-02
         498   0.2404E-02   0.2161E-02
         499   0.2184E-02   0.1844E-02
         500   0.2103E-02   0.1815E-02
         501   0.1673E-02   0.1475E-02
         502   0.1857E-02   0.1658E-02
         503   0.1958E-02   0.1885E-02
         504   0.2138E-02   0.2048E-02
         505   0.2008E-02   0.2047E-02
         506   0.1898E-02   0.1903E-02
         507   0.1804E-02   0.1801E-02
         508   0.2113E-02   0.1934E-02
         509   0.2035E-02   0.1796E-02
         510   0.2003E-02   0.1750E-02
         511   0.2265E-02   0.1819E-02
         512   0.2273E-02   0.1976E-02
         513   0.2089E-02   0.1813E-02
         514   0.2342E-02   0.1930E-02
         515   0.2321E-02   0.2075E-02
         516   0.2715E-02   0.2366E-02
         517   0.2539E-02   0.2245E-02
         518   0.2738E-02   0.2399E-02
         519   0.2745E-02   0.2348E-02
         520   0.2940E-02   0.2485E-02
         521   0.2670E-02   0.2421E-02
         522   0.2767E-02   0.2311E-02
         523   0.2523E-02   0.2230E-02
         524   0.2740E-02   0.2401E-02
         525   0.2386E-02   0.2244E-02
         526   0.2577E-02   0.2464E-02
         527   0.2424E-02   0.2475E-02
         528   0.2635E-02   0.2623E-02
         529   0.2237E-02   0.2415E-02
         530   0.2309E-02   0.2430E-02
         531   0.2033E-02   0.2387E-02
         532   0.2111E-02   0.2322E-02
         533   0.1840E-02   0.2033E-02
         534   0.1919E-02   0.2046E-02
         535   0.1501E-02   0.1760E-02
         536   0.1491E-02   0.1801E-02
         537   0.1107E-02   0.1570E-02
         538   0.1210E-02   0.1688E-02
         539   0.9836E-03   0.1578E-02
         540   0.9614E-03   0.1587E-02
         541   0.3297E-03   0.1136E-02
         542   0.4714E-03   0.1143E-02
         543  -0.7234E-04   0.7652E-03
         544   0.9466E-04   0.8081E-03
         545  -0.5408E-03   0.3307E-03
         546  -0.6276E-03   0.1643E-03
         547  -0.9519E-03   0.1207E-03
         548  -0.8886E-03   0.2268E-03
         549  -0.1529E-02  -0.1258E-03
         550  -0.1347E-02  -0.1682E-03
         551  -0.1748E-02  -0.4319E-03
         552  -0.1843E-02  -0.5788E-03
         553  -0.2503E-02  -0.1056E-02
         554  -0.2202E-02  -0.1000E-02
         555  -0.2486E-02  -0.1092E-02
         556  -0.2369E-02  -0.1169E-02
         557  -0.2633E-02  -0.1340E-02
         558  -0.2616E-02  -0.1427E-02
         559  -0.2983E-02  -0.1745E-02
         560  -0.2952E-02  -0.1814E-02
         561  -0.3584E-02  -0.2178E-02
         562  -0.3768E-02  -0.2312E-02
         563  -0.4015E-02  -0.2476E-02
         564  -0.4010E-02  -0.2588E-02
         565  -0.4332E-02  -0.2807E-02
         566  -0.3939E-02  -0.2781E-02
         567  -0.4653E-02  -0.3188E-02
         568  -0.4402E-02  -0.3224E-02
         569  -0.4795E-02  -0.3445E-02
         570  -0.4670E-02  -0.3502E-02
         571  -0.4879E-02  -0.3598E-02
         572  -0.4701E-02  -0.3613E-02
         573  -0.4521E-02  -0.3532E-02
         574  -0.4559E-02  -0.3709E-02
         575  -0.4714E-02  -0.3879E-02
         576  -0.4918E-02  -0.4122E-02
         577  -0.5060E-02  -0.4214E-02
         578  -0.4760E-02  -0.4196E-02
         579  -0.4768E-02  -0.4019E-02
         580  -0.4512E-02  -0.3915E-02
         581  -0.4472E-02  -0.3775E-02
         582  -0.4486E-02  -0.3821E-02
         583  -0.4781E-02  -0.3912E-02
         584  -0.4627E-02  -0.4165E-02
         585  -0.4586E-02  -0.4297E-02
         586  -0.4482E-02  -0.4309E-02
         587  -0.4461E-02  -0.4274E-02
         588  -0.4424E-02  -0.4341E-02
         589  -0.4515E-02  -0.4482E-02
         590  -0.4375E-02  -0.4657E-02
         591  -0.4563E-02  -0.4744E-02
         592  -0.4676E-02  -0.4982E-02
         593  -0.4708E-02  -0.5000E-02
         594  -0.4562E-02  -0.5131E-02
         595  -0.4775E-02  -0.5304E-02
         596  -0.4729E-02  -0.5290E-02
         597  -0.4612E-02  -0.5312E-02
         598  -0.4836E-02  -0.5539E-02
         599  -0.5038E-02  -0.5719E-02
         600  -0.4951E-02  -0.6039E-02
         601  -0.5223E-02  -0.6335E-02
         602  -0.5738E-02  -0.6684E-02
         603  -0.5810E-02  -0.6845E-02
         604  -0.6346E-02  -0.7052E-02
         605  -0.6501E-02  -0.7319E-02
         606  -0.6599E-02  -0.7467E-02
         607  -0.6922E-02  -0.7535E-02
         608  -0.7264E-02  -0.7914E-02
         609  -0.7361E-02  -0.8148E-02
         610  -0.7872E-02  -0.8506E-02
         611  -0.8151E-02  -0.8759E-02
         612  -0.8138E-02  -0.8941E-02
         613  -0.8486E-02  -0.9136E-02
         614  -0.8518E-02  -0.9079E-02
         615  -0.8520E-02  -0.9119E-02
         616  -0.8565E-02  -0.9218E-02
         617  -0.8502E-02  -0.9177E-02
         618  -0.8227E-02  -0.9026E-02
         619  -0.8318E-02  -0.8889E-02
         620  -0.8324E-02  -0.8812E-02
         621  -0.8092E-02  -0.8699E-02
         622  -0.8329E-02  -0.8651E-02
         623  -0.7886E-02  -0.8353E-02
         624  -0.7792E-02  -0.8258E-02
         625  -0.7483E-02  -0.8036E-02
         626  -0.7553E-02  -0.7993E-02
         627  -0.7193E-02  -0.7757E-02
         628  -0.7370E-02  -0.7621E-02
         629  -0.7030E-02  -0.7477E-02
         630  -0.6770E-02  -0.7108E-02
         631  -0.6604E-02  -0.7028E-02
         632  -0.6762E-02  -0.6902E-02
         633  -0.6389E-02  -0.6799E-02
         634  -0.6413E-02  -0.6677E-02
         635  -0.5951E-02  -0.6477E-02
         636  -0.5952E-02  -0.6437E-02
         637  -0.5805E-02  -0.6399E-02
         638  -0.5630E-02  -0.6356E-02
         639  -0.5064E-02  -0.6109E-02
         640  -0.5237E-02  -0.6212E-02
         641  -0.4569E-02  -0.5928E-02
         642  -0.4538E-02  -0.5872E-02
         643  -0.4016E-02  -0.5536E-02
         644  -0.4055E-02  -0.5303E-02
         645  -0.3487E-02  -0.4990E-02
         646  -0.3771E-02  -0.5070E-02
         647  -0.3586E-02  -0.4884E-02
         648  -0.3541E-02  -0.4914E-02
         649  -0.3503E-02  -0.4750E-02
         650  -0.3379E-02  -0.4701E-02
         651  -0.3435E-02  -0.4676E-02
         652  -0.3964E-02  -0.4966E-02
         653  -0.3773E-02  -0.4846E-02
         654  -0.3854E-02  -0.4911E-02
         655  -0.3669E-02  -0.4806E-02
         656  -0.4192E-02  -0.5054E-02
         657  -0.4392E-02  -0.5129E-02
         658  -0.4456E-02  -0.5218E-02
         659  -0.4334E-02  -0.5107E-02
         660  -0.4298E-02  -0.5089E-02
         661  -0.4250E-02  -0.5052E-02
         662  -0.4426E-02  -0.5106E-02
         663  -0.4639E-02  -0.5212E-02
         664  -0.4936E-02  -0.5211E-02
         665  -0.4619E-02  -0.4968E-02
         666  -0.4531E-02  -0.4759E-02
         667  -0.4250E-02  -0.4498E-02
         668  -0.4418E-02  -0.4443E-02
         669  -0.4305E-02  -0.4316E-02
         670  -0.4190E-02  -0.4225E-02
         671  -0.4286E-02  -0.4237E-02
         672  -0.4411E-02  -0.4230E-02
         673  -0.4316E-02  -0.4065E-02
         674  -0.4323E-02  -0.4107E-02
         675  -0.4392E-02  -0.4199E-02
         676  -0.4372E-02  -0.4008E-02
         677  -0.4334E-02  -0.3748E-02
         678  -0.4225E-02  -0.3649E-02
         679  -0.4131E-02  -0.3571E-02
         680  -0.3839E-02  -0.3131E-02
         681  -0.3832E-02  -0.3035E-02
         682  -0.3378E-02  -0.2595E-02
         683  -0.3170E-02  -0.2430E-02
         684  -0.2791E-02  -0.2097E-02
         685  -0.2322E-02  -0.1656E-02
         686  -0.2057E-02  -0.1228E-02
         687  -0.1663E-02  -0.9376E-03
         688  -0.1332E-02  -0.3817E-03
         689  -0.1087E-02  -0.1046E-03
         690  -0.7706E-03   0.1888E-03
         691  -0.4949E-03   0.3235E-03
         692  -0.1409E-03   0.6292E-03
         693  -0.9954E-04   0.7247E-03
         694  -0.5933E-04   0.8764E-03
         695   0.2255E-03   0.9576E-03
         696   0.2709E-03   0.1135E-02
         697   0.5741E-03   0.1241E-02
         698   0.6311E-03   0.1337E-02
         699   0.8495E-03   0.1338E-02
         700   0.8606E-03   0.1376E-02
         701   0.7635E-03   0.1340E-02
         702   0.7330E-03   0.1304E-02
         703   0.8193E-03   0.1411E-02
         704   0.6852E-03   0.1448E-02
         705   0.6530E-03   0.1262E-02
         706   0.3787E-03   0.1035E-02
         707   0.1945E-03   0.7924E-03
         708  -0.2896E-03   0.4538E-03
         709  -0.6093E-03   0.2483E-03
         710  -0.6133E-03   0.1436E-03
         711  -0.6330E-03   0.9652E-04
         712  -0.8899E-03  -0.5802E-04
         713  -0.9890E-03  -0.1452E-03
         714  -0.1315E-02  -0.4665E-03
         715  -0.1456E-02  -0.5520E-03
         716  -0.1533E-02  -0.6272E-03
         717  -0.1599E-02  -0.7401E-03
