    tau_corr   autocorr_U   autocorr_M
           1   0.7588E+00   0.8598E+00
           2   0.6663E+00   0.7876E+00
           3   0.6017E+00   0.7325E+00
           4   0.5533E+00   0.6882E+00
           5   0.5118E+00   0.6493E+00
           6   0.4763E+00   0.6151E+00
           7   0.4447E+00   0.5843E+00
           8   0.4157E+00   0.5558E+00
           9   0.3885E+00   0.5292E+00
          10   0.3627E+00   0.5042E+00
          11   0.3386E+00   0.4806E+00
          12   0.3162E+00   0.4584E+00
          13   0.2948E+00   0.4375E+00
          14   0.2747E+00   0.4177E+00
          15   0.2564E+00   0.3993E+00
          16   0.2397E+00   0.3820E+00
          17   0.2229E+00   0.3649E+00
          18   0.2081E+00   0.3490E+00
          19   0.1952E+00   0.3342E+00
          20   0.1818E+00   0.3194E+00
          21   0.1676E+00   0.3048E+00
          22   0.1556E+00   0.2913E+00
          23   0.1452E+00   0.2788E+00
          24   0.1362E+00   0.2674E+00
          25   0.1286E+00   0.2570E+00
          26   0.1216E+00   0.2472E+00
          27   0.1154E+00   0.2380E+00
          28   0.1103E+00   0.2297E+00
          29   0.1061E+00   0.2221E+00
          30   0.1016E+00   0.2144E+00
          31   0.9741E-01   0.2072E+00
          32   0.9307E-01   0.2000E+00
          33   0.8860E-01   0.1931E+00
          34   0.8485E-01   0.1868E+00
          35   0.8263E-01   0.1814E+00
          36   0.8054E-01   0.1762E+00
          37   0.7887E-01   0.1713E+00
          38   0.7750E-01   0.1666E+00
          39   0.7521E-01   0.1615E+00
          40   0.7055E-01   0.1556E+00
          41   0.6541E-01   0.1496E+00
          42   0.6162E-01   0.1445E+00
          43   0.5877E-01   0.1400E+00
          44   0.5583E-01   0.1356E+00
          45   0.5412E-01   0.1317E+00
          46   0.5267E-01   0.1282E+00
          47   0.5115E-01   0.1248E+00
          48   0.4934E-01   0.1212E+00
          49   0.4726E-01   0.1175E+00
          50   0.4549E-01   0.1142E+00
          51   0.4405E-01   0.1110E+00
          52   0.4325E-01   0.1084E+00
          53   0.4268E-01   0.1057E+00
          54   0.4283E-01   0.1036E+00
          55   0.4329E-01   0.1018E+00
          56   0.4407E-01   0.1001E+00
          57   0.4510E-01   0.9892E-01
          58   0.4529E-01   0.9725E-01
          59   0.4442E-01   0.9516E-01
          60   0.4204E-01   0.9213E-01
          61   0.3975E-01   0.8899E-01
          62   0.3769E-01   0.8616E-01
          63   0.3598E-01   0.8356E-01
          64   0.3332E-01   0.8058E-01
          65   0.3152E-01   0.7816E-01
          66   0.3038E-01   0.7601E-01
          67   0.2916E-01   0.7392E-01
          68   0.2856E-01   0.7235E-01
          69   0.2827E-01   0.7095E-01
          70   0.2793E-01   0.6950E-01
          71   0.2792E-01   0.6821E-01
          72   0.2830E-01   0.6716E-01
          73   0.2947E-01   0.6644E-01
          74   0.3058E-01   0.6584E-01
          75   0.3207E-01   0.6537E-01
          76   0.3320E-01   0.6483E-01
          77   0.3399E-01   0.6395E-01
          78   0.3393E-01   0.6280E-01
          79   0.3202E-01   0.6083E-01
          80   0.2904E-01   0.5848E-01
          81   0.2628E-01   0.5608E-01
          82   0.2426E-01   0.5418E-01
          83   0.2254E-01   0.5276E-01
          84   0.2141E-01   0.5135E-01
          85   0.2062E-01   0.5007E-01
          86   0.2037E-01   0.4917E-01
          87   0.2026E-01   0.4841E-01
          88   0.2056E-01   0.4785E-01
          89   0.2126E-01   0.4759E-01
          90   0.2205E-01   0.4745E-01
          91   0.2334E-01   0.4748E-01
          92   0.2418E-01   0.4702E-01
          93   0.2554E-01   0.4694E-01
          94   0.2621E-01   0.4649E-01
          95   0.2692E-01   0.4583E-01
          96   0.2680E-01   0.4516E-01
          97   0.2613E-01   0.4406E-01
          98   0.2487E-01   0.4280E-01
          99   0.2286E-01   0.4118E-01
         100   0.2107E-01   0.3980E-01
         101   0.1950E-01   0.3839E-01
         102   0.1796E-01   0.3725E-01
         103   0.1714E-01   0.3646E-01
         104   0.1644E-01   0.3572E-01
         105   0.1713E-01   0.3557E-01
         106   0.1742E-01   0.3541E-01
         107   0.1813E-01   0.3521E-01
         108   0.1887E-01   0.3534E-01
         109   0.1937E-01   0.3515E-01
         110   0.2027E-01   0.3515E-01
         111   0.2052E-01   0.3493E-01
         112   0.2076E-01   0.3474E-01
         113   0.2119E-01   0.3466E-01
         114   0.2200E-01   0.3462E-01
         115   0.2245E-01   0.3450E-01
         116   0.2277E-01   0.3436E-01
         117   0.2219E-01   0.3389E-01
         118   0.2139E-01   0.3319E-01
         119   0.2038E-01   0.3220E-01
         120   0.1891E-01   0.3097E-01
         121   0.1779E-01   0.2991E-01
         122   0.1698E-01   0.2903E-01
         123   0.1655E-01   0.2838E-01
         124   0.1662E-01   0.2807E-01
         125   0.1608E-01   0.2746E-01
         126   0.1601E-01   0.2702E-01
         127   0.1607E-01   0.2643E-01
         128   0.1568E-01   0.2591E-01
         129   0.1513E-01   0.2535E-01
         130   0.1564E-01   0.2520E-01
         131   0.1654E-01   0.2533E-01
         132   0.1745E-01   0.2529E-01
         133   0.1827E-01   0.2540E-01
         134   0.1922E-01   0.2554E-01
         135   0.1989E-01   0.2561E-01
         136   0.2009E-01   0.2533E-01
         137   0.1987E-01   0.2482E-01
         138   0.1895E-01   0.2426E-01
         139   0.1813E-01   0.2354E-01
