    tau_corr   autocorr_U   autocorr_M
          90   0.1611E+00   0.4293E+00
          91   0.1615E+00   0.4264E+00
          92   0.1619E+00   0.4235E+00
          93   0.1628E+00   0.4206E+00
          94   0.1638E+00   0.4178E+00
          95   0.1643E+00   0.4149E+00
          96   0.1633E+00   0.4119E+00
          97   0.1600E+00   0.4085E+00
          98   0.1557E+00   0.4050E+00
          99   0.1520E+00   0.4016E+00
         100   0.1488E+00   0.3982E+00
         101   0.1460E+00   0.3950E+00
         102   0.1437E+00   0.3919E+00
         103   0.1416E+00   0.3888E+00
         104   0.1400E+00   0.3858E+00
         105   0.1389E+00   0.3830E+00
         106   0.1380E+00   0.3802E+00
         107   0.1374E+00   0.3775E+00
         108   0.1368E+00   0.3749E+00
         109   0.1366E+00   0.3723E+00
         110   0.1366E+00   0.3697E+00
         111   0.1371E+00   0.3673E+00
         112   0.1381E+00   0.3649E+00
         113   0.1394E+00   0.3625E+00
         114   0.1402E+00   0.3601E+00
         115   0.1396E+00   0.3575E+00
         116   0.1370E+00   0.3547E+00
         117   0.1333E+00   0.3517E+00
         118   0.1295E+00   0.3486E+00
         119   0.1264E+00   0.3457E+00
         120   0.1236E+00   0.3428E+00
         121   0.1215E+00   0.3401E+00
         122   0.1198E+00   0.3375E+00
         123   0.1184E+00   0.3348E+00
         124   0.1173E+00   0.3323E+00
         125   0.1164E+00   0.3298E+00
         126   0.1159E+00   0.3275E+00
         127   0.1156E+00   0.3252E+00
         128   0.1155E+00   0.3230E+00
         129   0.1162E+00   0.3209E+00
         130   0.1171E+00   0.3189E+00
         131   0.1180E+00   0.3168E+00
         132   0.1193E+00   0.3148E+00
         133   0.1201E+00   0.3127E+00
         134   0.1200E+00   0.3106E+00
         135   0.1180E+00   0.3081E+00
         136   0.1145E+00   0.3055E+00
         137   0.1110E+00   0.3029E+00
         138   0.1080E+00   0.3002E+00
         139   0.1054E+00   0.2977E+00
         140   0.1032E+00   0.2953E+00
         141   0.1011E+00   0.2929E+00
         142   0.9948E-01   0.2906E+00
         143   0.9854E-01   0.2885E+00
         144   0.9787E-01   0.2864E+00
         145   0.9733E-01   0.2844E+00
         146   0.9740E-01   0.2825E+00
         147   0.9774E-01   0.2806E+00
         148   0.9860E-01   0.2788E+00
         149   0.9933E-01   0.2771E+00
         150   0.1008E+00   0.2754E+00
         151   0.1023E+00   0.2737E+00
         152   0.1033E+00   0.2720E+00
         153   0.1036E+00   0.2702E+00
         154   0.1019E+00   0.2681E+00
         155   0.9904E-01   0.2659E+00
         156   0.9584E-01   0.2636E+00
         157   0.9303E-01   0.2614E+00
         158   0.9103E-01   0.2593E+00
         159   0.8952E-01   0.2573E+00
         160   0.8811E-01   0.2553E+00
         161   0.8717E-01   0.2535E+00
         162   0.8632E-01   0.2517E+00
         163   0.8597E-01   0.2500E+00
         164   0.8582E-01   0.2483E+00
         165   0.8626E-01   0.2468E+00
         166   0.8679E-01   0.2452E+00
         167   0.8782E-01   0.2438E+00
         168   0.8879E-01   0.2424E+00
         169   0.9034E-01   0.2410E+00
         170   0.9182E-01   0.2396E+00
         171   0.9300E-01   0.2383E+00
         172   0.9347E-01   0.2368E+00
         173   0.9226E-01   0.2351E+00
         174   0.8965E-01   0.2332E+00
         175   0.8678E-01   0.2313E+00
         176   0.8413E-01   0.2294E+00
         177   0.8202E-01   0.2276E+00
         178   0.8011E-01   0.2258E+00
         179   0.7896E-01   0.2241E+00
         180   0.7819E-01   0.2225E+00
         181   0.7744E-01   0.2210E+00
         182   0.7717E-01   0.2196E+00
         183   0.7711E-01   0.2182E+00
         184   0.7760E-01   0.2169E+00
         185   0.7813E-01   0.2157E+00
         186   0.7880E-01   0.2144E+00
         187   0.7979E-01   0.2132E+00
         188   0.8128E-01   0.2121E+00
         189   0.8275E-01   0.2110E+00
         190   0.8389E-01   0.2099E+00
         191   0.8432E-01   0.2086E+00
         192   0.8359E-01   0.2072E+00
         193   0.8120E-01   0.2056E+00
         194   0.7837E-01   0.2039E+00
         195   0.7568E-01   0.2023E+00
         196   0.7356E-01   0.2006E+00
         197   0.7180E-01   0.1990E+00
         198   0.7046E-01   0.1976E+00
         199   0.6932E-01   0.1961E+00
         200   0.6839E-01   0.1948E+00
         201   0.6771E-01   0.1935E+00
         202   0.6734E-01   0.1922E+00
         203   0.6712E-01   0.1910E+00
         204   0.6763E-01   0.1899E+00
         205   0.6825E-01   0.1888E+00
         206   0.6923E-01   0.1878E+00
         207   0.7059E-01   0.1869E+00
         208   0.7199E-01   0.1860E+00
         209   0.7324E-01   0.1851E+00
         210   0.7385E-01   0.1841E+00
         211   0.7327E-01   0.1829E+00
         212   0.7130E-01   0.1815E+00
         213   0.6873E-01   0.1800E+00
         214   0.6589E-01   0.1784E+00
         215   0.6372E-01   0.1769E+00
         216   0.6198E-01   0.1755E+00
         217   0.6043E-01   0.1741E+00
         218   0.5941E-01   0.1729E+00
         219   0.5849E-01   0.1717E+00
         220   0.5823E-01   0.1706E+00
         221   0.5806E-01   0.1696E+00
         222   0.5821E-01   0.1686E+00
         223   0.5904E-01   0.1677E+00
         224   0.5990E-01   0.1669E+00
         225   0.6103E-01   0.1661E+00
         226   0.6250E-01   0.1653E+00
         227   0.6399E-01   0.1646E+00
         228   0.6542E-01   0.1638E+00
         229   0.6614E-01   0.1630E+00
         230   0.6592E-01   0.1620E+00
         231   0.6438E-01   0.1609E+00
         232   0.6188E-01   0.1595E+00
         233   0.5946E-01   0.1582E+00
         234   0.5725E-01   0.1568E+00
         235   0.5553E-01   0.1555E+00
         236   0.5421E-01   0.1544E+00
         237   0.5321E-01   0.1532E+00
         238   0.5271E-01   0.1522E+00
         239   0.5259E-01   0.1513E+00
         240   0.5262E-01   0.1504E+00
         241   0.5289E-01   0.1496E+00
         242   0.5332E-01   0.1488E+00
         243   0.5428E-01   0.1480E+00
         244   0.5530E-01   0.1473E+00
         245   0.5673E-01   0.1466E+00
         246   0.5821E-01   0.1459E+00
         247   0.5942E-01   0.1453E+00
         248   0.6033E-01   0.1445E+00
         249   0.5996E-01   0.1436E+00
         250   0.5852E-01   0.1426E+00
         251   0.5618E-01   0.1413E+00
         252   0.5378E-01   0.1401E+00
         253   0.5169E-01   0.1389E+00
         254   0.4984E-01   0.1377E+00
         255   0.4854E-01   0.1367E+00
         256   0.4776E-01   0.1357E+00
         257   0.4742E-01   0.1347E+00
         258   0.4721E-01   0.1339E+00
         259   0.4730E-01   0.1331E+00
         260   0.4750E-01   0.1323E+00
         261   0.4807E-01   0.1317E+00
         262   0.4886E-01   0.1310E+00
         263   0.4984E-01   0.1303E+00
         264   0.5104E-01   0.1297E+00
         265   0.5239E-01   0.1291E+00
         266   0.5386E-01   0.1285E+00
         267   0.5495E-01   0.1278E+00
         268   0.5482E-01   0.1270E+00
         269   0.5389E-01   0.1260E+00
         270   0.5176E-01   0.1249E+00
         271   0.4945E-01   0.1237E+00
         272   0.4730E-01   0.1226E+00
         273   0.4563E-01   0.1216E+00
         274   0.4446E-01   0.1206E+00
         275   0.4359E-01   0.1197E+00
         276   0.4326E-01   0.1189E+00
         277   0.4288E-01   0.1181E+00
         278   0.4288E-01   0.1173E+00
         279   0.4285E-01   0.1166E+00
         280   0.4328E-01   0.1159E+00
         281   0.4384E-01   0.1152E+00
         282   0.4491E-01   0.1147E+00
         283   0.4589E-01   0.1141E+00
         284   0.4688E-01   0.1135E+00
         285   0.4811E-01   0.1129E+00
         286   0.4893E-01   0.1123E+00
         287   0.4905E-01   0.1115E+00
         288   0.4806E-01   0.1106E+00
         289   0.4612E-01   0.1096E+00
         290   0.4370E-01   0.1086E+00
         291   0.4159E-01   0.1075E+00
         292   0.3979E-01   0.1065E+00
         293   0.3861E-01   0.1056E+00
         294   0.3759E-01   0.1047E+00
         295   0.3698E-01   0.1039E+00
         296   0.3659E-01   0.1032E+00
         297   0.3630E-01   0.1025E+00
         298   0.3657E-01   0.1018E+00
         299   0.3710E-01   0.1011E+00
         300   0.3777E-01   0.1006E+00
         301   0.3892E-01   0.1001E+00
         302   0.3996E-01   0.9970E-01
         303   0.4136E-01   0.9931E-01
         304   0.4286E-01   0.9893E-01
         305   0.4391E-01   0.9851E-01
         306   0.4424E-01   0.9800E-01
         307   0.4377E-01   0.9733E-01
         308   0.4192E-01   0.9653E-01
         309   0.3984E-01   0.9561E-01
         310   0.3782E-01   0.9471E-01
         311   0.3604E-01   0.9380E-01
         312   0.3477E-01   0.9295E-01
         313   0.3357E-01   0.9214E-01
         314   0.3314E-01   0.9149E-01
         315   0.3287E-01   0.9088E-01
         316   0.3271E-01   0.9026E-01
         317   0.3293E-01   0.8973E-01
         318   0.3342E-01   0.8923E-01
         319   0.3412E-01   0.8881E-01
         320   0.3507E-01   0.8843E-01
         321   0.3637E-01   0.8809E-01
         322   0.3775E-01   0.8771E-01
         323   0.3879E-01   0.8734E-01
         324   0.3982E-01   0.8695E-01
         325   0.4001E-01   0.8647E-01
         326   0.3963E-01   0.8589E-01
         327   0.3821E-01   0.8515E-01
         328   0.3607E-01   0.8433E-01
         329   0.3375E-01   0.8349E-01
         330   0.3215E-01   0.8270E-01
         331   0.3059E-01   0.8191E-01
         332   0.2949E-01   0.8123E-01
         333   0.2883E-01   0.8062E-01
         334   0.2842E-01   0.8001E-01
         335   0.2821E-01   0.7951E-01
         336   0.2840E-01   0.7906E-01
         337   0.2902E-01   0.7861E-01
         338   0.2950E-01   0.7817E-01
         339   0.3010E-01   0.7777E-01
         340   0.3092E-01   0.7738E-01
         341   0.3168E-01   0.7700E-01
         342   0.3288E-01   0.7663E-01
         343   0.3357E-01   0.7625E-01
         344   0.3404E-01   0.7590E-01
         345   0.3356E-01   0.7538E-01
         346   0.3239E-01   0.7470E-01
         347   0.3046E-01   0.7392E-01
         348   0.2877E-01   0.7310E-01
         349   0.2675E-01   0.7224E-01
         350   0.2527E-01   0.7147E-01
         351   0.2405E-01   0.7071E-01
         352   0.2320E-01   0.7002E-01
         353   0.2261E-01   0.6940E-01
         354   0.2241E-01   0.6886E-01
         355   0.2238E-01   0.6834E-01
         356   0.2269E-01   0.6786E-01
         357   0.2309E-01   0.6749E-01
         358   0.2385E-01   0.6712E-01
         359   0.2488E-01   0.6684E-01
         360   0.2620E-01   0.6656E-01
         361   0.2715E-01   0.6627E-01
         362   0.2823E-01   0.6598E-01
         363   0.2895E-01   0.6563E-01
         364   0.2896E-01   0.6520E-01
         365   0.2820E-01   0.6468E-01
         366   0.2685E-01   0.6405E-01
         367   0.2515E-01   0.6338E-01
         368   0.2372E-01   0.6276E-01
         369   0.2265E-01   0.6219E-01
         370   0.2162E-01   0.6166E-01
         371   0.2110E-01   0.6119E-01
         372   0.2072E-01   0.6070E-01
         373   0.2037E-01   0.6023E-01
         374   0.2054E-01   0.5983E-01
         375   0.2096E-01   0.5948E-01
         376   0.2149E-01   0.5919E-01
         377   0.2228E-01   0.5890E-01
         378   0.2336E-01   0.5863E-01
         379   0.2445E-01   0.5840E-01
         380   0.2532E-01   0.5816E-01
         381   0.2649E-01   0.5792E-01
         382   0.2722E-01   0.5761E-01
         383   0.2718E-01   0.5720E-01
         384   0.2619E-01   0.5671E-01
         385   0.2468E-01   0.5613E-01
         386   0.2273E-01   0.5547E-01
         387   0.2079E-01   0.5477E-01
         388   0.1924E-01   0.5415E-01
         389   0.1826E-01   0.5365E-01
         390   0.1767E-01   0.5321E-01
         391   0.1709E-01   0.5276E-01
         392   0.1706E-01   0.5240E-01
         393   0.1687E-01   0.5204E-01
         394   0.1735E-01   0.5184E-01
         395   0.1797E-01   0.5157E-01
         396   0.1876E-01   0.5139E-01
         397   0.1955E-01   0.5118E-01
         398   0.2054E-01   0.5105E-01
         399   0.2196E-01   0.5090E-01
         400   0.2267E-01   0.5073E-01
         401   0.2308E-01   0.5048E-01
         402   0.2278E-01   0.5015E-01
         403   0.2210E-01   0.4975E-01
         404   0.2039E-01   0.4921E-01
         405   0.1886E-01   0.4865E-01
         406   0.1713E-01   0.4811E-01
         407   0.1577E-01   0.4764E-01
         408   0.1464E-01   0.4716E-01
         409   0.1402E-01   0.4673E-01
         410   0.1368E-01   0.4636E-01
         411   0.1350E-01   0.4603E-01
         412   0.1356E-01   0.4576E-01
         413   0.1382E-01   0.4545E-01
         414   0.1436E-01   0.4519E-01
         415   0.1508E-01   0.4496E-01
         416   0.1598E-01   0.4480E-01
         417   0.1709E-01   0.4466E-01
         418   0.1820E-01   0.4452E-01
         419   0.1930E-01   0.4440E-01
         420   0.2000E-01   0.4421E-01
         421   0.2044E-01   0.4398E-01
         422   0.1988E-01   0.4366E-01
         423   0.1889E-01   0.4326E-01
         424   0.1742E-01   0.4275E-01
         425   0.1585E-01   0.4220E-01
         426   0.1456E-01   0.4172E-01
         427   0.1355E-01   0.4129E-01
         428   0.1288E-01   0.4092E-01
         429   0.1237E-01   0.4054E-01
         430   0.1211E-01   0.4022E-01
         431   0.1210E-01   0.3998E-01
         432   0.1225E-01   0.3977E-01
         433   0.1257E-01   0.3954E-01
         434   0.1312E-01   0.3939E-01
         435   0.1367E-01   0.3923E-01
         436   0.1442E-01   0.3908E-01
         437   0.1533E-01   0.3896E-01
         438   0.1629E-01   0.3881E-01
         439   0.1686E-01   0.3861E-01
         440   0.1735E-01   0.3840E-01
         441   0.1700E-01   0.3806E-01
         442   0.1586E-01   0.3763E-01
         443   0.1453E-01   0.3713E-01
         444   0.1287E-01   0.3658E-01
         445   0.1126E-01   0.3603E-01
         446   0.9933E-02   0.3548E-01
         447   0.8965E-02   0.3500E-01
         448   0.8404E-02   0.3459E-01
         449   0.8021E-02   0.3423E-01
         450   0.7689E-02   0.3391E-01
         451   0.7838E-02   0.3367E-01
         452   0.8274E-02   0.3342E-01
         453   0.8633E-02   0.3326E-01
         454   0.9587E-02   0.3320E-01
         455   0.1049E-01   0.3307E-01
         456   0.1149E-01   0.3297E-01
         457   0.1260E-01   0.3286E-01
         458   0.1337E-01   0.3273E-01
         459   0.1371E-01   0.3252E-01
         460   0.1370E-01   0.3225E-01
         461   0.1283E-01   0.3186E-01
         462   0.1136E-01   0.3144E-01
         463   0.9949E-02   0.3098E-01
         464   0.8667E-02   0.3055E-01
         465   0.7521E-02   0.3011E-01
         466   0.6525E-02   0.2975E-01
         467   0.6015E-02   0.2946E-01
         468   0.5850E-02   0.2923E-01
         469   0.6021E-02   0.2908E-01
         470   0.6414E-02   0.2890E-01
         471   0.6805E-02   0.2874E-01
         472   0.7201E-02   0.2869E-01
         473   0.8085E-02   0.2868E-01
         474   0.9313E-02   0.2873E-01
         475   0.1064E-01   0.2874E-01
         476   0.1183E-01   0.2872E-01
         477   0.1266E-01   0.2866E-01
         478   0.1321E-01   0.2851E-01
         479   0.1310E-01   0.2826E-01
         480   0.1228E-01   0.2795E-01
         481   0.1096E-01   0.2754E-01
         482   0.9540E-02   0.2708E-01
         483   0.7905E-02   0.2661E-01
         484   0.6521E-02   0.2615E-01
         485   0.5839E-02   0.2580E-01
         486   0.5092E-02   0.2548E-01
         487   0.4799E-02   0.2518E-01
         488   0.4943E-02   0.2491E-01
         489   0.5084E-02   0.2468E-01
         490   0.5639E-02   0.2455E-01
         491   0.6243E-02   0.2444E-01
         492   0.6948E-02   0.2431E-01
         493   0.7934E-02   0.2425E-01
         494   0.8763E-02   0.2422E-01
         495   0.9771E-02   0.2424E-01
         496   0.1059E-01   0.2421E-01
         497   0.1121E-01   0.2416E-01
         498   0.1131E-01   0.2402E-01
         499   0.1087E-01   0.2377E-01
         500   0.9682E-02   0.2344E-01
         501   0.8503E-02   0.2306E-01
         502   0.7116E-02   0.2264E-01
         503   0.6036E-02   0.2229E-01
         504   0.5186E-02   0.2197E-01
         505   0.4590E-02   0.2167E-01
         506   0.4501E-02   0.2148E-01
         507   0.4538E-02   0.2138E-01
         508   0.4949E-02   0.2132E-01
         509   0.5496E-02   0.2135E-01
         510   0.6177E-02   0.2140E-01
         511   0.6969E-02   0.2148E-01
         512   0.7989E-02   0.2155E-01
         513   0.9076E-02   0.2164E-01
         514   0.1016E-01   0.2170E-01
         515   0.1089E-01   0.2174E-01
         516   0.1129E-01   0.2175E-01
         517   0.1143E-01   0.2169E-01
         518   0.1103E-01   0.2157E-01
         519   0.1039E-01   0.2134E-01
         520   0.9173E-02   0.2104E-01
         521   0.8019E-02   0.2079E-01
         522   0.6973E-02   0.2052E-01
         523   0.6150E-02   0.2026E-01
         524   0.5308E-02   0.2002E-01
         525   0.5082E-02   0.1986E-01
         526   0.4990E-02   0.1980E-01
         527   0.4990E-02   0.1971E-01
         528   0.5046E-02   0.1965E-01
         529   0.5355E-02   0.1964E-01
         530   0.6262E-02   0.1969E-01
         531   0.7772E-02   0.1981E-01
         532   0.8996E-02   0.1992E-01
         533   0.1009E-01   0.1999E-01
         534   0.1095E-01   0.2006E-01
         535   0.1158E-01   0.2011E-01
         536   0.1179E-01   0.2008E-01
         537   0.1158E-01   0.1997E-01
         538   0.1067E-01   0.1976E-01
         539   0.9408E-02   0.1950E-01
         540   0.8087E-02   0.1923E-01
         541   0.6978E-02   0.1893E-01
         542   0.5949E-02   0.1865E-01
         543   0.5100E-02   0.1838E-01
         544   0.4740E-02   0.1825E-01
         545   0.4637E-02   0.1815E-01
         546   0.4869E-02   0.1809E-01
         547   0.5168E-02   0.1808E-01
         548   0.5754E-02   0.1805E-01
         549   0.6897E-02   0.1806E-01
         550   0.7936E-02   0.1809E-01
         551   0.9004E-02   0.1812E-01
         552   0.9860E-02   0.1812E-01
         553   0.1082E-01   0.1814E-01
         554   0.1146E-01   0.1814E-01
         555   0.1169E-01   0.1809E-01
         556   0.1126E-01   0.1797E-01
         557   0.1047E-01   0.1780E-01
         558   0.9417E-02   0.1756E-01
         559   0.8165E-02   0.1724E-01
         560   0.7048E-02   0.1694E-01
         561   0.6257E-02   0.1671E-01
         562   0.5807E-02   0.1652E-01
         563   0.5494E-02   0.1633E-01
         564   0.5512E-02   0.1619E-01
         565   0.5692E-02   0.1611E-01
         566   0.6143E-02   0.1607E-01
         567   0.6703E-02   0.1604E-01
         568   0.7466E-02   0.1604E-01
         569   0.8090E-02   0.1608E-01
         570   0.9126E-02   0.1614E-01
         571   0.1033E-01   0.1625E-01
         572   0.1143E-01   0.1632E-01
         573   0.1223E-01   0.1634E-01
         574   0.1263E-01   0.1626E-01
         575   0.1242E-01   0.1612E-01
         576   0.1170E-01   0.1592E-01
         577   0.1071E-01   0.1562E-01
         578   0.9481E-02   0.1532E-01
         579   0.8174E-02   0.1500E-01
         580   0.7361E-02   0.1477E-01
         581   0.6786E-02   0.1459E-01
         582   0.6403E-02   0.1443E-01
         583   0.6526E-02   0.1435E-01
         584   0.6486E-02   0.1428E-01
         585   0.6629E-02   0.1424E-01
         586   0.6887E-02   0.1424E-01
         587   0.7299E-02   0.1422E-01
         588   0.7846E-02   0.1420E-01
         589   0.8525E-02   0.1420E-01
         590   0.9508E-02   0.1423E-01
         591   0.1030E-01   0.1422E-01
         592   0.1070E-01   0.1416E-01
         593   0.1087E-01   0.1409E-01
         594   0.1058E-01   0.1396E-01
         595   0.9717E-02   0.1370E-01
         596   0.8795E-02   0.1341E-01
         597   0.7807E-02   0.1309E-01
         598   0.6631E-02   0.1273E-01
         599   0.5272E-02   0.1244E-01
         600   0.4404E-02   0.1220E-01
         601   0.3937E-02   0.1200E-01
         602   0.3699E-02   0.1189E-01
         603   0.3576E-02   0.1177E-01
         604   0.3578E-02   0.1168E-01
         605   0.4029E-02   0.1166E-01
         606   0.4881E-02   0.1173E-01
         607   0.5487E-02   0.1178E-01
         608   0.6516E-02   0.1184E-01
         609   0.7417E-02   0.1190E-01
         610   0.8168E-02   0.1193E-01
         611   0.8959E-02   0.1195E-01
         612   0.9356E-02   0.1197E-01
         613   0.9404E-02   0.1190E-01
         614   0.8824E-02   0.1176E-01
         615   0.7965E-02   0.1152E-01
         616   0.6832E-02   0.1122E-01
         617   0.5850E-02   0.1090E-01
         618   0.4805E-02   0.1064E-01
         619   0.4323E-02   0.1043E-01
         620   0.3798E-02   0.1024E-01
         621   0.3546E-02   0.1010E-01
         622   0.3384E-02   0.9957E-02
         623   0.3568E-02   0.9879E-02
         624   0.4158E-02   0.9900E-02
         625   0.4992E-02   0.9886E-02
         626   0.5908E-02   0.9906E-02
         627   0.6832E-02   0.9973E-02
         628   0.7583E-02   0.9992E-02
         629   0.8122E-02   0.9979E-02
         630   0.8732E-02   0.9924E-02
         631   0.8883E-02   0.9811E-02
         632   0.8628E-02   0.9658E-02
         633   0.8134E-02   0.9450E-02
         634   0.7279E-02   0.9129E-02
         635   0.5995E-02   0.8799E-02
         636   0.4843E-02   0.8462E-02
         637   0.3617E-02   0.8138E-02
         638   0.2711E-02   0.7852E-02
         639   0.2034E-02   0.7609E-02
         640   0.1576E-02   0.7419E-02
         641   0.1495E-02   0.7283E-02
         642   0.1624E-02   0.7170E-02
         643   0.1990E-02   0.7110E-02
         644   0.2413E-02   0.7136E-02
         645   0.2988E-02   0.7163E-02
         646   0.3776E-02   0.7239E-02
         647   0.4668E-02   0.7344E-02
         648   0.5660E-02   0.7500E-02
         649   0.6282E-02   0.7563E-02
         650   0.6496E-02   0.7599E-02
         651   0.6444E-02   0.7590E-02
         652   0.6052E-02   0.7514E-02
         653   0.5561E-02   0.7391E-02
         654   0.4685E-02   0.7221E-02
         655   0.3532E-02   0.7034E-02
         656   0.2522E-02   0.6835E-02
         657   0.1770E-02   0.6648E-02
         658   0.1174E-02   0.6461E-02
         659   0.7783E-03   0.6329E-02
         660   0.5675E-03   0.6246E-02
         661   0.5652E-03   0.6218E-02
         662   0.1005E-02   0.6217E-02
         663   0.1287E-02   0.6250E-02
         664   0.1840E-02   0.6390E-02
         665   0.2626E-02   0.6551E-02
         666   0.3063E-02   0.6715E-02
         667   0.3905E-02   0.6880E-02
         668   0.4846E-02   0.7082E-02
         669   0.5324E-02   0.7228E-02
         670   0.5579E-02   0.7329E-02
         671   0.5435E-02   0.7355E-02
         672   0.5076E-02   0.7339E-02
         673   0.4270E-02   0.7268E-02
         674   0.3258E-02   0.7131E-02
         675   0.2493E-02   0.7036E-02
         676   0.1812E-02   0.7012E-02
         677   0.1366E-02   0.6950E-02
         678   0.1066E-02   0.6918E-02
         679   0.1060E-02   0.6931E-02
         680   0.1195E-02   0.6955E-02
         681   0.1588E-02   0.7021E-02
         682   0.2161E-02   0.7074E-02
         683   0.2870E-02   0.7176E-02
         684   0.3841E-02   0.7304E-02
         685   0.4799E-02   0.7453E-02
         686   0.5816E-02   0.7621E-02
         687   0.6744E-02   0.7748E-02
         688   0.7223E-02   0.7829E-02
         689   0.7507E-02   0.7873E-02
         690   0.7267E-02   0.7840E-02
         691   0.6587E-02   0.7790E-02
         692   0.5712E-02   0.7668E-02
         693   0.4797E-02   0.7522E-02
         694   0.3749E-02   0.7321E-02
         695   0.2831E-02   0.7183E-02
         696   0.2443E-02   0.7121E-02
         697   0.1960E-02   0.7066E-02
         698   0.1875E-02   0.7144E-02
         699   0.2164E-02   0.7261E-02
         700   0.2657E-02   0.7442E-02
         701   0.3326E-02   0.7635E-02
         702   0.4053E-02   0.7822E-02
         703   0.4986E-02   0.8002E-02
         704   0.6051E-02   0.8189E-02
         705   0.6876E-02   0.8388E-02
         706   0.7601E-02   0.8536E-02
         707   0.8183E-02   0.8675E-02
         708   0.8553E-02   0.8756E-02
         709   0.8329E-02   0.8773E-02
         710   0.8039E-02   0.8759E-02
         711   0.7476E-02   0.8682E-02
         712   0.6436E-02   0.8551E-02
         713   0.5307E-02   0.8369E-02
         714   0.4413E-02   0.8227E-02
         715   0.3815E-02   0.8124E-02
         716   0.3244E-02   0.8029E-02
         717   0.3037E-02   0.7967E-02
         718   0.2975E-02   0.7928E-02
         719   0.3307E-02   0.7917E-02
         720   0.3803E-02   0.7996E-02
         721   0.4224E-02   0.8014E-02
         722   0.4819E-02   0.8107E-02
         723   0.5737E-02   0.8264E-02
         724   0.6817E-02   0.8444E-02
         725   0.7361E-02   0.8588E-02
         726   0.7721E-02   0.8673E-02
         727   0.7806E-02   0.8706E-02
         728   0.7831E-02   0.8720E-02
         729   0.7422E-02   0.8639E-02
         730   0.6593E-02   0.8493E-02
         731   0.5656E-02   0.8310E-02
         732   0.4648E-02   0.8192E-02
         733   0.3773E-02   0.8028E-02
         734   0.3366E-02   0.7951E-02
