     MC_step       U_adim      U_error       M_adim      M_error
        6494  -0.9400E+02   0.1334E-01   0.9000E-01   0.4442E-04
        6495  -0.9400E+02   0.1334E-01  -0.9000E-01   0.4441E-04
        6496  -0.9400E+02   0.1334E-01  -0.7000E-01   0.4440E-04
        6497  -0.1180E+03   0.1334E-01  -0.2100E+00   0.4440E-04
        6498  -0.8200E+02   0.1334E-01  -0.7000E-01   0.4439E-04
        6499  -0.9800E+02   0.1334E-01  -0.2500E+00   0.4439E-04
        6500  -0.9000E+02   0.1334E-01  -0.1300E+00   0.4438E-04
        6501  -0.9400E+02   0.1334E-01  -0.3000E-01   0.4437E-04
        6502  -0.1020E+03   0.1333E-01  -0.1300E+00   0.4437E-04
        6503  -0.9000E+02   0.1333E-01  -0.1000E-01   0.4436E-04
        6504  -0.8200E+02   0.1333E-01   0.1000E-01   0.4435E-04
        6505  -0.7800E+02   0.1333E-01  -0.7000E-01   0.4435E-04
        6506  -0.9000E+02   0.1333E-01  -0.1300E+00   0.4434E-04
        6507  -0.9000E+02   0.1333E-01  -0.5000E-01   0.4433E-04
        6508  -0.9800E+02   0.1333E-01   0.3000E-01   0.4433E-04
        6509  -0.9800E+02   0.1332E-01   0.5000E-01   0.4432E-04
        6510  -0.9800E+02   0.1332E-01   0.1900E+00   0.4431E-04
        6511  -0.9400E+02   0.1332E-01   0.1300E+00   0.4431E-04
        6512  -0.7000E+02   0.1332E-01   0.1900E+00   0.4430E-04
        6513  -0.7000E+02   0.1332E-01   0.2900E+00   0.4430E-04
        6514  -0.8200E+02   0.1332E-01   0.2900E+00   0.4429E-04
        6515  -0.1140E+03   0.1332E-01   0.3100E+00   0.4429E-04
        6516  -0.1220E+03   0.1332E-01   0.4700E+00   0.4429E-04
        6517  -0.1340E+03   0.1332E-01   0.6100E+00   0.4429E-04
        6518  -0.1300E+03   0.1331E-01   0.6300E+00   0.4429E-04
        6519  -0.1100E+03   0.1331E-01   0.5500E+00   0.4430E-04
        6520  -0.9800E+02   0.1331E-01   0.5500E+00   0.4430E-04
        6521  -0.1140E+03   0.1331E-01   0.5500E+00   0.4430E-04
        6522  -0.1180E+03   0.1331E-01   0.6300E+00   0.4430E-04
        6523  -0.1100E+03   0.1331E-01   0.5500E+00   0.4430E-04
        6524  -0.9800E+02   0.1331E-01   0.4900E+00   0.4430E-04
        6525  -0.9000E+02   0.1331E-01   0.4300E+00   0.4430E-04
        6526  -0.9800E+02   0.1331E-01   0.2500E+00   0.4429E-04
        6527  -0.9800E+02   0.1330E-01   0.3100E+00   0.4429E-04
        6528  -0.9400E+02   0.1330E-01   0.3500E+00   0.4429E-04
        6529  -0.1020E+03   0.1330E-01   0.3100E+00   0.4428E-04
        6530  -0.1100E+03   0.1330E-01   0.4300E+00   0.4428E-04
        6531  -0.1180E+03   0.1330E-01   0.5500E+00   0.4428E-04
        6532  -0.1180E+03   0.1330E-01   0.5900E+00   0.4428E-04
        6533  -0.1020E+03   0.1330E-01   0.5100E+00   0.4428E-04
        6534  -0.8600E+02   0.1330E-01   0.3100E+00   0.4428E-04
        6535  -0.8600E+02   0.1330E-01   0.3500E+00   0.4428E-04
        6536  -0.1180E+03   0.1330E-01   0.2500E+00   0.4427E-04
        6537  -0.1060E+03   0.1329E-01   0.3300E+00   0.4427E-04
        6538  -0.1020E+03   0.1329E-01   0.3100E+00   0.4426E-04
        6539  -0.1100E+03   0.1329E-01   0.2500E+00   0.4426E-04
        6540  -0.1100E+03   0.1329E-01   0.2700E+00   0.4425E-04
        6541  -0.1220E+03   0.1329E-01   0.2700E+00   0.4425E-04
        6542  -0.1100E+03   0.1329E-01   0.2700E+00   0.4424E-04
        6543  -0.1340E+03   0.1329E-01   0.3100E+00   0.4424E-04
        6544  -0.1020E+03   0.1329E-01   0.3100E+00   0.4424E-04
        6545  -0.9000E+02   0.1329E-01   0.1500E+00   0.4423E-04
        6546  -0.1220E+03   0.1329E-01   0.9000E-01   0.4422E-04
        6547  -0.1020E+03   0.1328E-01   0.7000E-01   0.4422E-04
        6548  -0.1180E+03   0.1328E-01   0.1700E+00   0.4421E-04
        6549  -0.9000E+02   0.1328E-01   0.9000E-01   0.4420E-04
        6550  -0.1060E+03   0.1328E-01   0.1700E+00   0.4420E-04
        6551  -0.1260E+03   0.1328E-01   0.2300E+00   0.4419E-04
        6552  -0.1180E+03   0.1328E-01   0.2900E+00   0.4419E-04
        6553  -0.1300E+03   0.1328E-01   0.2500E+00   0.4418E-04
        6554  -0.1300E+03   0.1328E-01   0.2900E+00   0.4418E-04
        6555  -0.8600E+02   0.1328E-01   0.1100E+00   0.4417E-04
        6556  -0.9000E+02   0.1328E-01   0.1100E+00   0.4417E-04
        6557  -0.1100E+03   0.1328E-01   0.1500E+00   0.4416E-04
        6558  -0.1300E+03   0.1327E-01   0.1500E+00   0.4415E-04
        6559  -0.1020E+03   0.1327E-01  -0.3000E-01   0.4415E-04
        6560  -0.1060E+03   0.1327E-01   0.1000E-01   0.4414E-04
        6561  -0.1020E+03   0.1327E-01  -0.1000E-01   0.4413E-04
        6562  -0.9000E+02   0.1327E-01   0.7000E-01   0.4413E-04
        6563  -0.9400E+02   0.1327E-01   0.1500E+00   0.4412E-04
        6564  -0.9000E+02   0.1327E-01   0.3500E+00   0.4412E-04
        6565  -0.9000E+02   0.1327E-01   0.5300E+00   0.4412E-04
        6566  -0.9800E+02   0.1326E-01   0.5900E+00   0.4412E-04
        6567  -0.9000E+02   0.1326E-01   0.4900E+00   0.4412E-04
        6568  -0.7400E+02   0.1326E-01   0.4700E+00   0.4412E-04
        6569  -0.7400E+02   0.1326E-01   0.3900E+00   0.4412E-04
        6570  -0.5800E+02   0.1326E-01   0.2300E+00   0.4411E-04
        6571  -0.5400E+02   0.1326E-01   0.3300E+00   0.4411E-04
        6572  -0.6600E+02   0.1326E-01   0.3300E+00   0.4410E-04
        6573  -0.7000E+02   0.1325E-01   0.4500E+00   0.4410E-04
        6574  -0.8600E+02   0.1325E-01   0.4100E+00   0.4410E-04
        6575  -0.1220E+03   0.1325E-01   0.4500E+00   0.4410E-04
        6576  -0.1100E+03   0.1325E-01   0.5500E+00   0.4410E-04
        6577  -0.1060E+03   0.1325E-01   0.4900E+00   0.4410E-04
        6578  -0.1140E+03   0.1325E-01   0.5100E+00   0.4410E-04
        6579  -0.1220E+03   0.1325E-01   0.6100E+00   0.4410E-04
        6580  -0.1260E+03   0.1325E-01   0.5100E+00   0.4410E-04
        6581  -0.1340E+03   0.1325E-01   0.5100E+00   0.4410E-04
        6582  -0.1340E+03   0.1325E-01   0.5700E+00   0.4410E-04
        6583  -0.1300E+03   0.1325E-01   0.5100E+00   0.4410E-04
        6584  -0.1140E+03   0.1324E-01   0.3700E+00   0.4410E-04
        6585  -0.1100E+03   0.1324E-01   0.4500E+00   0.4410E-04
        6586  -0.9000E+02   0.1324E-01   0.3700E+00   0.4410E-04
        6587  -0.9400E+02   0.1324E-01   0.4100E+00   0.4409E-04
        6588  -0.1380E+03   0.1324E-01   0.4300E+00   0.4409E-04
        6589  -0.1220E+03   0.1324E-01   0.4700E+00   0.4409E-04
        6590  -0.1100E+03   0.1324E-01   0.4100E+00   0.4409E-04
        6591  -0.1100E+03   0.1324E-01   0.4500E+00   0.4409E-04
        6592  -0.1060E+03   0.1324E-01   0.4500E+00   0.4409E-04
        6593  -0.1020E+03   0.1324E-01   0.4500E+00   0.4408E-04
        6594  -0.1300E+03   0.1324E-01   0.4700E+00   0.4408E-04
        6595  -0.7800E+02   0.1323E-01   0.3900E+00   0.4408E-04
        6596  -0.7400E+02   0.1323E-01   0.3300E+00   0.4408E-04
        6597  -0.7400E+02   0.1323E-01   0.3100E+00   0.4407E-04
        6598  -0.8600E+02   0.1323E-01   0.3700E+00   0.4407E-04
        6599  -0.7400E+02   0.1323E-01   0.3300E+00   0.4407E-04
        6600  -0.7800E+02   0.1323E-01   0.2900E+00   0.4406E-04
        6601  -0.9800E+02   0.1323E-01   0.4100E+00   0.4406E-04
        6602  -0.1020E+03   0.1322E-01   0.4500E+00   0.4406E-04
        6603  -0.1140E+03   0.1322E-01   0.4300E+00   0.4406E-04
        6604  -0.1300E+03   0.1322E-01   0.4900E+00   0.4405E-04
        6605  -0.1300E+03   0.1322E-01   0.4900E+00   0.4405E-04
        6606  -0.1180E+03   0.1322E-01   0.3700E+00   0.4405E-04
        6607  -0.1020E+03   0.1322E-01   0.2900E+00   0.4405E-04
        6608  -0.8600E+02   0.1322E-01   0.2700E+00   0.4404E-04
        6609  -0.1060E+03   0.1322E-01   0.4100E+00   0.4404E-04
        6610  -0.8200E+02   0.1322E-01   0.3300E+00   0.4404E-04
        6611  -0.1100E+03   0.1322E-01   0.4500E+00   0.4403E-04
        6612  -0.9400E+02   0.1321E-01   0.3700E+00   0.4403E-04
        6613  -0.9800E+02   0.1321E-01   0.4500E+00   0.4403E-04
        6614  -0.9400E+02   0.1321E-01   0.4500E+00   0.4403E-04
        6615  -0.9800E+02   0.1321E-01   0.4100E+00   0.4403E-04
        6616  -0.9800E+02   0.1321E-01   0.4700E+00   0.4403E-04
        6617  -0.1060E+03   0.1321E-01   0.4300E+00   0.4402E-04
        6618  -0.1140E+03   0.1321E-01   0.4500E+00   0.4402E-04
        6619  -0.1020E+03   0.1321E-01   0.5300E+00   0.4402E-04
        6620  -0.9800E+02   0.1321E-01   0.4500E+00   0.4402E-04
        6621  -0.1020E+03   0.1320E-01   0.4100E+00   0.4402E-04
        6622  -0.8600E+02   0.1320E-01   0.3300E+00   0.4402E-04
        6623  -0.1140E+03   0.1320E-01   0.3300E+00   0.4401E-04
        6624  -0.1100E+03   0.1320E-01   0.2700E+00   0.4401E-04
        6625  -0.1060E+03   0.1320E-01   0.2500E+00   0.4400E-04
        6626  -0.9000E+02   0.1320E-01   0.7000E-01   0.4400E-04
        6627  -0.1260E+03   0.1320E-01  -0.3000E-01   0.4399E-04
        6628  -0.1260E+03   0.1320E-01  -0.7000E-01   0.4398E-04
        6629  -0.1340E+03   0.1320E-01  -0.9000E-01   0.4398E-04
        6630  -0.1300E+03   0.1320E-01  -0.1100E+00   0.4397E-04
        6631  -0.1180E+03   0.1320E-01  -0.3000E-01   0.4396E-04
        6632  -0.1140E+03   0.1319E-01  -0.7000E-01   0.4396E-04
        6633  -0.8600E+02   0.1319E-01  -0.3000E-01   0.4395E-04
        6634  -0.1140E+03   0.1319E-01   0.1000E-01   0.4394E-04
        6635  -0.1220E+03   0.1319E-01   0.1100E+00   0.4394E-04
        6636  -0.1100E+03   0.1319E-01   0.7000E-01   0.4393E-04
        6637  -0.1020E+03   0.1319E-01  -0.3000E-01   0.4392E-04
        6638  -0.8600E+02   0.1319E-01  -0.7000E-01   0.4392E-04
        6639  -0.9000E+02   0.1319E-01   0.3000E-01   0.4391E-04
        6640  -0.6600E+02   0.1319E-01  -0.7000E-01   0.4390E-04
        6641  -0.7400E+02   0.1318E-01  -0.1100E+00   0.4390E-04
        6642  -0.9800E+02   0.1318E-01   0.7000E-01   0.4389E-04
        6643  -0.1140E+03   0.1318E-01   0.2100E+00   0.4389E-04
        6644  -0.7400E+02   0.1318E-01   0.1700E+00   0.4388E-04
        6645  -0.7400E+02   0.1318E-01   0.9000E-01   0.4387E-04
        6646  -0.6200E+02   0.1318E-01   0.1100E+00   0.4387E-04
        6647  -0.7400E+02   0.1318E-01   0.1500E+00   0.4386E-04
        6648  -0.8200E+02   0.1317E-01   0.1900E+00   0.4386E-04
        6649  -0.9400E+02   0.1317E-01   0.3100E+00   0.4385E-04
        6650  -0.9800E+02   0.1317E-01   0.2700E+00   0.4385E-04
        6651  -0.8200E+02   0.1317E-01   0.3100E+00   0.4384E-04
        6652  -0.9000E+02   0.1317E-01   0.4700E+00   0.4384E-04
        6653  -0.7400E+02   0.1317E-01   0.3100E+00   0.4384E-04
        6654  -0.9000E+02   0.1317E-01   0.2100E+00   0.4383E-04
        6655  -0.8200E+02   0.1317E-01   0.1500E+00   0.4383E-04
        6656  -0.1180E+03   0.1316E-01   0.1500E+00   0.4382E-04
        6657  -0.1100E+03   0.1316E-01   0.2700E+00   0.4382E-04
        6658  -0.1020E+03   0.1316E-01   0.3700E+00   0.4381E-04
        6659  -0.8200E+02   0.1316E-01   0.2700E+00   0.4381E-04
        6660  -0.8600E+02   0.1316E-01   0.3300E+00   0.4380E-04
        6661  -0.9400E+02   0.1316E-01   0.2300E+00   0.4380E-04
        6662  -0.1020E+03   0.1316E-01   0.1700E+00   0.4379E-04
        6663  -0.1100E+03   0.1316E-01   0.2300E+00   0.4379E-04
        6664  -0.8200E+02   0.1315E-01   0.2100E+00   0.4378E-04
        6665  -0.9800E+02   0.1315E-01   0.2300E+00   0.4378E-04
        6666  -0.9400E+02   0.1315E-01   0.3700E+00   0.4377E-04
        6667  -0.1140E+03   0.1315E-01   0.3700E+00   0.4377E-04
        6668  -0.9800E+02   0.1315E-01   0.2100E+00   0.4377E-04
        6669  -0.8200E+02   0.1315E-01   0.1100E+00   0.4376E-04
        6670  -0.9000E+02   0.1315E-01   0.9000E-01   0.4375E-04
        6671  -0.9400E+02   0.1315E-01   0.1300E+00   0.4375E-04
        6672  -0.9000E+02   0.1315E-01   0.3000E-01   0.4374E-04
        6673  -0.1020E+03   0.1314E-01   0.2500E+00   0.4373E-04
        6674  -0.1020E+03   0.1314E-01   0.3300E+00   0.4373E-04
        6675  -0.1020E+03   0.1314E-01   0.2700E+00   0.4373E-04
        6676  -0.1180E+03   0.1314E-01   0.4700E+00   0.4373E-04
        6677  -0.1260E+03   0.1314E-01   0.5700E+00   0.4373E-04
        6678  -0.1140E+03   0.1314E-01   0.4900E+00   0.4373E-04
        6679  -0.1060E+03   0.1314E-01   0.4900E+00   0.4373E-04
        6680  -0.1140E+03   0.1314E-01   0.4300E+00   0.4372E-04
        6681  -0.1340E+03   0.1314E-01   0.4900E+00   0.4372E-04
        6682  -0.1060E+03   0.1314E-01   0.4100E+00   0.4372E-04
        6683  -0.1180E+03   0.1314E-01   0.5100E+00   0.4372E-04
        6684  -0.1260E+03   0.1313E-01   0.5500E+00   0.4372E-04
        6685  -0.1020E+03   0.1313E-01   0.3900E+00   0.4372E-04
        6686  -0.1100E+03   0.1313E-01   0.5300E+00   0.4372E-04
        6687  -0.1140E+03   0.1313E-01   0.5500E+00   0.4372E-04
        6688  -0.1140E+03   0.1313E-01   0.5100E+00   0.4372E-04
        6689  -0.1260E+03   0.1313E-01   0.5900E+00   0.4372E-04
        6690  -0.1020E+03   0.1313E-01   0.5700E+00   0.4373E-04
        6691  -0.1100E+03   0.1313E-01   0.4700E+00   0.4373E-04
        6692  -0.1140E+03   0.1313E-01   0.4500E+00   0.4372E-04
        6693  -0.1300E+03   0.1313E-01   0.5100E+00   0.4372E-04
        6694  -0.1300E+03   0.1313E-01   0.5900E+00   0.4373E-04
        6695  -0.1260E+03   0.1313E-01   0.6300E+00   0.4373E-04
        6696  -0.9000E+02   0.1312E-01   0.4700E+00   0.4373E-04
        6697  -0.8600E+02   0.1312E-01   0.3500E+00   0.4373E-04
        6698  -0.1020E+03   0.1312E-01   0.3300E+00   0.4372E-04
        6699  -0.9400E+02   0.1312E-01   0.2900E+00   0.4372E-04
        6700  -0.1020E+03   0.1312E-01   0.2100E+00   0.4371E-04
        6701  -0.9400E+02   0.1312E-01   0.1900E+00   0.4371E-04
        6702  -0.1260E+03   0.1312E-01   0.2100E+00   0.4370E-04
        6703  -0.1020E+03   0.1312E-01   0.2100E+00   0.4370E-04
        6704  -0.1020E+03   0.1312E-01   0.7000E-01   0.4369E-04
        6705  -0.1100E+03   0.1312E-01   0.3000E-01   0.4368E-04
        6706  -0.1100E+03   0.1311E-01   0.1000E-01   0.4368E-04
        6707  -0.9800E+02   0.1311E-01   0.1000E-01   0.4367E-04
        6708  -0.7800E+02   0.1311E-01  -0.1000E-01   0.4366E-04
        6709  -0.9400E+02   0.1311E-01  -0.1300E+00   0.4366E-04
        6710  -0.1020E+03   0.1311E-01  -0.9000E-01   0.4365E-04
        6711  -0.1020E+03   0.1311E-01  -0.7000E-01   0.4364E-04
        6712  -0.1020E+03   0.1311E-01  -0.7000E-01   0.4364E-04
        6713  -0.1020E+03   0.1311E-01   0.3000E-01   0.4363E-04
        6714  -0.1140E+03   0.1311E-01  -0.3000E-01   0.4363E-04
        6715  -0.1140E+03   0.1310E-01  -0.9000E-01   0.4362E-04
        6716  -0.1180E+03   0.1310E-01   0.5000E-01   0.4361E-04
        6717  -0.1020E+03   0.1310E-01   0.3000E-01   0.4361E-04
        6718  -0.7400E+02   0.1310E-01   0.3000E-01   0.4360E-04
        6719  -0.1020E+03   0.1310E-01   0.1300E+00   0.4359E-04
        6720  -0.1060E+03   0.1310E-01   0.9000E-01   0.4359E-04
        6721  -0.9800E+02   0.1310E-01  -0.3000E-01   0.4358E-04
        6722  -0.8600E+02   0.1310E-01  -0.1100E+00   0.4358E-04
        6723  -0.9400E+02   0.1310E-01  -0.9000E-01   0.4357E-04
        6724  -0.1100E+03   0.1309E-01  -0.2300E+00   0.4356E-04
        6725  -0.1060E+03   0.1309E-01  -0.1700E+00   0.4356E-04
        6726  -0.9800E+02   0.1309E-01  -0.2500E+00   0.4355E-04
        6727  -0.1100E+03   0.1309E-01  -0.1700E+00   0.4355E-04
        6728  -0.1220E+03   0.1309E-01  -0.7000E-01   0.4354E-04
        6729  -0.1260E+03   0.1309E-01  -0.2100E+00   0.4354E-04
        6730  -0.1340E+03   0.1309E-01  -0.3700E+00   0.4353E-04
        6731  -0.1380E+03   0.1309E-01  -0.3500E+00   0.4353E-04
        6732  -0.1340E+03   0.1309E-01  -0.3900E+00   0.4353E-04
        6733  -0.1260E+03   0.1309E-01  -0.3100E+00   0.4352E-04
        6734  -0.1140E+03   0.1309E-01  -0.3500E+00   0.4352E-04
        6735  -0.1260E+03   0.1309E-01  -0.3700E+00   0.4352E-04
        6736  -0.1220E+03   0.1309E-01  -0.4500E+00   0.4351E-04
        6737  -0.1220E+03   0.1309E-01  -0.4700E+00   0.4351E-04
        6738  -0.1180E+03   0.1308E-01  -0.4500E+00   0.4351E-04
        6739  -0.1500E+03   0.1308E-01  -0.5500E+00   0.4351E-04
        6740  -0.1420E+03   0.1308E-01  -0.5500E+00   0.4352E-04
        6741  -0.1340E+03   0.1308E-01  -0.4700E+00   0.4351E-04
        6742  -0.1140E+03   0.1308E-01  -0.3900E+00   0.4351E-04
        6743  -0.1220E+03   0.1308E-01  -0.2700E+00   0.4351E-04
        6744  -0.1180E+03   0.1308E-01  -0.2700E+00   0.4350E-04
        6745  -0.1140E+03   0.1308E-01  -0.4500E+00   0.4350E-04
        6746  -0.9000E+02   0.1308E-01  -0.5100E+00   0.4350E-04
        6747  -0.9400E+02   0.1308E-01  -0.5100E+00   0.4350E-04
        6748  -0.9400E+02   0.1308E-01  -0.4700E+00   0.4350E-04
        6749  -0.1380E+03   0.1308E-01  -0.5700E+00   0.4350E-04
        6750  -0.1500E+03   0.1308E-01  -0.5700E+00   0.4350E-04
        6751  -0.1540E+03   0.1308E-01  -0.6100E+00   0.4351E-04
        6752  -0.1460E+03   0.1308E-01  -0.5700E+00   0.4351E-04
        6753  -0.1300E+03   0.1308E-01  -0.4900E+00   0.4351E-04
        6754  -0.1100E+03   0.1307E-01  -0.4700E+00   0.4351E-04
        6755  -0.1220E+03   0.1307E-01  -0.4900E+00   0.4351E-04
        6756  -0.1140E+03   0.1307E-01  -0.4300E+00   0.4351E-04
        6757  -0.1140E+03   0.1307E-01  -0.4300E+00   0.4350E-04
        6758  -0.1300E+03   0.1307E-01  -0.4300E+00   0.4350E-04
        6759  -0.1260E+03   0.1307E-01  -0.3700E+00   0.4350E-04
        6760  -0.1180E+03   0.1307E-01  -0.2500E+00   0.4349E-04
        6761  -0.1380E+03   0.1307E-01  -0.3300E+00   0.4349E-04
        6762  -0.1140E+03   0.1307E-01  -0.3700E+00   0.4349E-04
        6763  -0.1220E+03   0.1307E-01  -0.4300E+00   0.4349E-04
        6764  -0.1220E+03   0.1307E-01  -0.4100E+00   0.4348E-04
        6765  -0.1220E+03   0.1307E-01  -0.3300E+00   0.4348E-04
        6766  -0.9800E+02   0.1307E-01  -0.2900E+00   0.4348E-04
        6767  -0.1060E+03   0.1306E-01  -0.3900E+00   0.4347E-04
        6768  -0.1140E+03   0.1306E-01  -0.3500E+00   0.4347E-04
        6769  -0.9400E+02   0.1306E-01  -0.2900E+00   0.4347E-04
        6770  -0.1020E+03   0.1306E-01  -0.3100E+00   0.4346E-04
        6771  -0.1020E+03   0.1306E-01  -0.3700E+00   0.4346E-04
        6772  -0.1020E+03   0.1306E-01  -0.3300E+00   0.4345E-04
        6773  -0.9400E+02   0.1306E-01  -0.1700E+00   0.4345E-04
        6774  -0.1140E+03   0.1306E-01  -0.2100E+00   0.4344E-04
        6775  -0.1180E+03   0.1306E-01  -0.9000E-01   0.4344E-04
        6776  -0.9800E+02   0.1306E-01  -0.1900E+00   0.4343E-04
        6777  -0.1180E+03   0.1305E-01  -0.2700E+00   0.4343E-04
        6778  -0.1260E+03   0.1305E-01  -0.1900E+00   0.4342E-04
        6779  -0.1020E+03   0.1305E-01  -0.1700E+00   0.4342E-04
        6780  -0.1140E+03   0.1305E-01  -0.9000E-01   0.4341E-04
        6781  -0.1220E+03   0.1305E-01  -0.1900E+00   0.4340E-04
        6782  -0.1380E+03   0.1305E-01  -0.1000E-01   0.4340E-04
        6783  -0.1140E+03   0.1305E-01   0.1700E+00   0.4339E-04
        6784  -0.1100E+03   0.1305E-01   0.2300E+00   0.4339E-04
        6785  -0.9000E+02   0.1305E-01   0.2300E+00   0.4338E-04
        6786  -0.7400E+02   0.1305E-01   0.9000E-01   0.4338E-04
        6787  -0.9400E+02   0.1305E-01   0.1000E-01   0.4337E-04
        6788  -0.8600E+02   0.1304E-01  -0.3000E-01   0.4336E-04
        6789  -0.9000E+02   0.1304E-01  -0.1000E-01   0.4336E-04
        6790  -0.1140E+03   0.1304E-01   0.1000E-01   0.4335E-04
        6791  -0.1140E+03   0.1304E-01  -0.2100E+00   0.4335E-04
        6792  -0.9800E+02   0.1304E-01  -0.1500E+00   0.4334E-04
        6793  -0.1140E+03   0.1304E-01  -0.7000E-01   0.4333E-04
        6794  -0.1300E+03   0.1304E-01  -0.5000E-01   0.4333E-04
        6795  -0.1220E+03   0.1304E-01  -0.1100E+00   0.4332E-04
        6796  -0.9800E+02   0.1304E-01   0.3000E-01   0.4331E-04
        6797  -0.9800E+02   0.1304E-01   0.1000E-01   0.4331E-04
        6798  -0.9000E+02   0.1303E-01   0.1100E+00   0.4330E-04
        6799  -0.1020E+03   0.1303E-01   0.1100E+00   0.4330E-04
        6800  -0.1220E+03   0.1303E-01   0.1100E+00   0.4329E-04
        6801  -0.1340E+03   0.1303E-01  -0.3000E-01   0.4328E-04
        6802  -0.1220E+03   0.1303E-01   0.1300E+00   0.4328E-04
        6803  -0.1220E+03   0.1303E-01   0.9000E-01   0.4327E-04
        6804  -0.1180E+03   0.1303E-01   0.9000E-01   0.4327E-04
        6805  -0.9800E+02   0.1303E-01  -0.7000E-01   0.4326E-04
        6806  -0.1100E+03   0.1303E-01   0.1000E-01   0.4325E-04
        6807  -0.9800E+02   0.1303E-01   0.5000E-01   0.4325E-04
        6808  -0.9000E+02   0.1303E-01   0.5000E-01   0.4324E-04
        6809  -0.1100E+03   0.1302E-01  -0.3000E-01   0.4323E-04
        6810  -0.1180E+03   0.1302E-01   0.3000E-01   0.4323E-04
        6811  -0.1340E+03   0.1302E-01  -0.7000E-01   0.4322E-04
        6812  -0.1260E+03   0.1302E-01  -0.1100E+00   0.4322E-04
