        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc       Binder
  0.3875E+01  -0.9744E+02   0.1323E+00   0.5285E-01   0.1301E-03   0.0000E+00   0.2947E+07   0.9631E-07   0.2734E-02
  0.3935E+01  -0.9554E+02   0.1147E+00   0.5267E-01   0.1646E-03   0.0000E+00   0.2799E+07   0.1518E-06   0.6209E-02
  0.3994E+01  -0.9406E+02   0.6819E-01   0.5218E-01   0.7696E-04   0.0000E+00   0.2679E+07   0.3269E-07   0.2612E-02
  0.4054E+01  -0.9254E+02   0.7324E-01   0.5174E-01   0.1274E-03   0.0000E+00   0.2562E+07   0.8835E-07   0.4689E-02
  0.4113E+01  -0.9129E+02   0.1051E+00   0.5185E-01   0.1175E-03   0.0000E+00   0.2462E+07   0.7403E-07  -0.1484E-02
  0.4172E+01  -0.8974E+02   0.7344E-01   0.5149E-01   0.9483E-04   0.0000E+00   0.2353E+07   0.4752E-07  -0.1588E-02
  0.4232E+01  -0.8850E+02   0.7423E-01   0.5127E-01   0.8609E-04   0.0000E+00   0.2262E+07   0.3862E-07   0.1718E-02
  0.4291E+01  -0.8731E+02   0.1146E+00   0.5092E-01   0.9785E-04   0.0000E+00   0.2176E+07   0.4920E-07   0.1703E-02
  0.4351E+01  -0.8587E+02   0.7391E-01   0.5065E-01   0.9509E-04   0.0000E+00   0.2083E+07   0.4583E-07  -0.2749E-02
  0.4410E+01  -0.8443E+02   0.5827E-01   0.5074E-01   0.7822E-04   0.0000E+00   0.1994E+07   0.3059E-07   0.1205E-02
