    tau_corr   autocorr_U   autocorr_M
         156   0.5680E-01   0.2045E+00
         157   0.5648E-01   0.2036E+00
         158   0.5657E-01   0.2027E+00
         159   0.5628E-01   0.2019E+00
         160   0.5598E-01   0.2010E+00
         161   0.5603E-01   0.2002E+00
         162   0.5589E-01   0.1993E+00
         163   0.5548E-01   0.1983E+00
         164   0.5512E-01   0.1973E+00
         165   0.5500E-01   0.1964E+00
         166   0.5483E-01   0.1954E+00
         167   0.5453E-01   0.1944E+00
         168   0.5426E-01   0.1934E+00
         169   0.5365E-01   0.1924E+00
         170   0.5345E-01   0.1914E+00
         171   0.5311E-01   0.1904E+00
         172   0.5259E-01   0.1895E+00
         173   0.5229E-01   0.1886E+00
         174   0.5213E-01   0.1878E+00
         175   0.5178E-01   0.1869E+00
         176   0.5137E-01   0.1860E+00
         177   0.5105E-01   0.1851E+00
         178   0.5108E-01   0.1844E+00
         179   0.5092E-01   0.1836E+00
         180   0.5076E-01   0.1829E+00
         181   0.5080E-01   0.1822E+00
         182   0.5105E-01   0.1816E+00
         183   0.5070E-01   0.1808E+00
         184   0.5059E-01   0.1802E+00
         185   0.5077E-01   0.1795E+00
         186   0.5059E-01   0.1788E+00
         187   0.5042E-01   0.1781E+00
         188   0.5025E-01   0.1774E+00
         189   0.5023E-01   0.1768E+00
         190   0.5005E-01   0.1761E+00
         191   0.5033E-01   0.1755E+00
         192   0.4996E-01   0.1747E+00
         193   0.4950E-01   0.1739E+00
         194   0.4929E-01   0.1732E+00
         195   0.4916E-01   0.1725E+00
         196   0.4899E-01   0.1718E+00
         197   0.4904E-01   0.1712E+00
         198   0.4939E-01   0.1706E+00
         199   0.4923E-01   0.1700E+00
         200   0.4957E-01   0.1694E+00
         201   0.4928E-01   0.1688E+00
         202   0.4954E-01   0.1683E+00
         203   0.4940E-01   0.1676E+00
         204   0.4930E-01   0.1670E+00
         205   0.4961E-01   0.1665E+00
         206   0.4925E-01   0.1659E+00
         207   0.4959E-01   0.1654E+00
         208   0.4985E-01   0.1648E+00
         209   0.4944E-01   0.1642E+00
         210   0.4934E-01   0.1636E+00
         211   0.4930E-01   0.1630E+00
         212   0.4944E-01   0.1625E+00
         213   0.4928E-01   0.1619E+00
         214   0.4911E-01   0.1613E+00
         215   0.4909E-01   0.1608E+00
         216   0.4938E-01   0.1603E+00
         217   0.4947E-01   0.1598E+00
         218   0.4954E-01   0.1592E+00
         219   0.4948E-01   0.1587E+00
         220   0.4927E-01   0.1581E+00
         221   0.4890E-01   0.1574E+00
         222   0.4903E-01   0.1568E+00
         223   0.4901E-01   0.1562E+00
         224   0.4877E-01   0.1555E+00
         225   0.4836E-01   0.1548E+00
         226   0.4803E-01   0.1542E+00
         227   0.4819E-01   0.1536E+00
         228   0.4765E-01   0.1528E+00
         229   0.4725E-01   0.1521E+00
         230   0.4751E-01   0.1516E+00
         231   0.4720E-01   0.1510E+00
         232   0.4658E-01   0.1504E+00
         233   0.4627E-01   0.1498E+00
         234   0.4589E-01   0.1493E+00
         235   0.4578E-01   0.1488E+00
         236   0.4611E-01   0.1484E+00
         237   0.4642E-01   0.1480E+00
         238   0.4625E-01   0.1475E+00
         239   0.4617E-01   0.1469E+00
         240   0.4592E-01   0.1464E+00
         241   0.4621E-01   0.1458E+00
         242   0.4589E-01   0.1453E+00
         243   0.4598E-01   0.1449E+00
         244   0.4619E-01   0.1444E+00
         245   0.4597E-01   0.1438E+00
         246   0.4508E-01   0.1433E+00
         247   0.4519E-01   0.1428E+00
         248   0.4512E-01   0.1423E+00
         249   0.4468E-01   0.1417E+00
         250   0.4428E-01   0.1412E+00
         251   0.4370E-01   0.1406E+00
         252   0.4351E-01   0.1401E+00
         253   0.4276E-01   0.1395E+00
         254   0.4248E-01   0.1388E+00
         255   0.4253E-01   0.1383E+00
         256   0.4272E-01   0.1378E+00
         257   0.4227E-01   0.1372E+00
         258   0.4200E-01   0.1367E+00
         259   0.4152E-01   0.1361E+00
         260   0.4153E-01   0.1356E+00
         261   0.4148E-01   0.1351E+00
         262   0.4150E-01   0.1346E+00
         263   0.4115E-01   0.1341E+00
         264   0.4090E-01   0.1336E+00
         265   0.4087E-01   0.1332E+00
         266   0.4066E-01   0.1327E+00
         267   0.4052E-01   0.1323E+00
         268   0.4034E-01   0.1318E+00
         269   0.3986E-01   0.1312E+00
         270   0.3931E-01   0.1306E+00
         271   0.3957E-01   0.1301E+00
         272   0.3959E-01   0.1297E+00
         273   0.3951E-01   0.1293E+00
         274   0.3986E-01   0.1290E+00
         275   0.3977E-01   0.1287E+00
         276   0.3936E-01   0.1284E+00
         277   0.3926E-01   0.1280E+00
         278   0.3906E-01   0.1276E+00
         279   0.3920E-01   0.1273E+00
         280   0.3929E-01   0.1269E+00
         281   0.3882E-01   0.1265E+00
         282   0.3887E-01   0.1262E+00
         283   0.3888E-01   0.1260E+00
         284   0.3868E-01   0.1256E+00
         285   0.3869E-01   0.1251E+00
         286   0.3878E-01   0.1248E+00
         287   0.3882E-01   0.1245E+00
         288   0.3877E-01   0.1240E+00
         289   0.3902E-01   0.1237E+00
         290   0.3947E-01   0.1233E+00
         291   0.3937E-01   0.1229E+00
         292   0.3949E-01   0.1225E+00
         293   0.3947E-01   0.1222E+00
         294   0.3914E-01   0.1217E+00
         295   0.3897E-01   0.1213E+00
         296   0.3837E-01   0.1209E+00
         297   0.3820E-01   0.1205E+00
         298   0.3811E-01   0.1202E+00
         299   0.3797E-01   0.1200E+00
         300   0.3786E-01   0.1196E+00
         301   0.3809E-01   0.1193E+00
         302   0.3833E-01   0.1190E+00
         303   0.3835E-01   0.1187E+00
         304   0.3825E-01   0.1183E+00
         305   0.3827E-01   0.1180E+00
         306   0.3811E-01   0.1176E+00
         307   0.3806E-01   0.1173E+00
         308   0.3774E-01   0.1170E+00
         309   0.3760E-01   0.1167E+00
         310   0.3735E-01   0.1163E+00
         311   0.3710E-01   0.1160E+00
         312   0.3704E-01   0.1157E+00
         313   0.3685E-01   0.1153E+00
         314   0.3699E-01   0.1150E+00
         315   0.3673E-01   0.1146E+00
         316   0.3667E-01   0.1143E+00
         317   0.3613E-01   0.1139E+00
         318   0.3597E-01   0.1135E+00
         319   0.3614E-01   0.1133E+00
         320   0.3570E-01   0.1129E+00
         321   0.3590E-01   0.1126E+00
         322   0.3616E-01   0.1123E+00
         323   0.3616E-01   0.1120E+00
         324   0.3602E-01   0.1116E+00
         325   0.3589E-01   0.1112E+00
         326   0.3564E-01   0.1108E+00
         327   0.3567E-01   0.1104E+00
         328   0.3569E-01   0.1102E+00
         329   0.3536E-01   0.1098E+00
         330   0.3534E-01   0.1094E+00
         331   0.3533E-01   0.1091E+00
         332   0.3512E-01   0.1088E+00
         333   0.3508E-01   0.1085E+00
         334   0.3503E-01   0.1082E+00
         335   0.3498E-01   0.1079E+00
         336   0.3503E-01   0.1076E+00
         337   0.3436E-01   0.1072E+00
         338   0.3412E-01   0.1068E+00
         339   0.3399E-01   0.1064E+00
         340   0.3363E-01   0.1061E+00
         341   0.3376E-01   0.1058E+00
         342   0.3408E-01   0.1056E+00
         343   0.3402E-01   0.1054E+00
         344   0.3394E-01   0.1052E+00
         345   0.3428E-01   0.1050E+00
         346   0.3429E-01   0.1049E+00
         347   0.3449E-01   0.1047E+00
         348   0.3452E-01   0.1044E+00
         349   0.3400E-01   0.1041E+00
         350   0.3353E-01   0.1038E+00
         351   0.3336E-01   0.1035E+00
         352   0.3352E-01   0.1033E+00
         353   0.3316E-01   0.1030E+00
         354   0.3297E-01   0.1026E+00
         355   0.3303E-01   0.1023E+00
         356   0.3266E-01   0.1019E+00
         357   0.3269E-01   0.1017E+00
         358   0.3308E-01   0.1014E+00
         359   0.3325E-01   0.1012E+00
         360   0.3323E-01   0.1009E+00
         361   0.3362E-01   0.1008E+00
         362   0.3344E-01   0.1005E+00
         363   0.3373E-01   0.1005E+00
         364   0.3382E-01   0.1003E+00
         365   0.3359E-01   0.1002E+00
         366   0.3369E-01   0.9996E-01
         367   0.3398E-01   0.9987E-01
         368   0.3358E-01   0.9959E-01
         369   0.3357E-01   0.9934E-01
         370   0.3366E-01   0.9912E-01
         371   0.3369E-01   0.9900E-01
         372   0.3325E-01   0.9864E-01
         373   0.3255E-01   0.9828E-01
         374   0.3219E-01   0.9794E-01
         375   0.3206E-01   0.9764E-01
         376   0.3210E-01   0.9738E-01
         377   0.3203E-01   0.9714E-01
         378   0.3210E-01   0.9690E-01
         379   0.3184E-01   0.9660E-01
         380   0.3181E-01   0.9640E-01
         381   0.3188E-01   0.9610E-01
         382   0.3140E-01   0.9577E-01
         383   0.3116E-01   0.9542E-01
         384   0.3109E-01   0.9514E-01
         385   0.3082E-01   0.9487E-01
         386   0.3076E-01   0.9461E-01
         387   0.3060E-01   0.9433E-01
         388   0.3050E-01   0.9412E-01
         389   0.3070E-01   0.9396E-01
         390   0.3054E-01   0.9380E-01
         391   0.3073E-01   0.9359E-01
         392   0.3110E-01   0.9349E-01
         393   0.3123E-01   0.9346E-01
         394   0.3127E-01   0.9333E-01
         395   0.3150E-01   0.9317E-01
         396   0.3168E-01   0.9301E-01
         397   0.3156E-01   0.9276E-01
         398   0.3160E-01   0.9258E-01
         399   0.3168E-01   0.9239E-01
         400   0.3167E-01   0.9224E-01
         401   0.3179E-01   0.9209E-01
         402   0.3193E-01   0.9197E-01
         403   0.3207E-01   0.9179E-01
         404   0.3206E-01   0.9161E-01
         405   0.3229E-01   0.9134E-01
         406   0.3201E-01   0.9108E-01
         407   0.3181E-01   0.9077E-01
         408   0.3151E-01   0.9045E-01
         409   0.3137E-01   0.9014E-01
         410   0.3097E-01   0.8985E-01
         411   0.3093E-01   0.8969E-01
         412   0.3135E-01   0.8960E-01
         413   0.3134E-01   0.8947E-01
         414   0.3143E-01   0.8934E-01
         415   0.3119E-01   0.8917E-01
         416   0.3111E-01   0.8894E-01
         417   0.3093E-01   0.8871E-01
         418   0.3048E-01   0.8845E-01
         419   0.3051E-01   0.8819E-01
         420   0.2987E-01   0.8783E-01
         421   0.2966E-01   0.8762E-01
         422   0.2954E-01   0.8740E-01
         423   0.2915E-01   0.8713E-01
         424   0.2925E-01   0.8700E-01
         425   0.2949E-01   0.8683E-01
         426   0.2971E-01   0.8662E-01
         427   0.2945E-01   0.8637E-01
         428   0.2972E-01   0.8618E-01
         429   0.2969E-01   0.8591E-01
         430   0.2960E-01   0.8557E-01
         431   0.2938E-01   0.8538E-01
         432   0.2935E-01   0.8516E-01
         433   0.2930E-01   0.8495E-01
         434   0.2948E-01   0.8486E-01
         435   0.2951E-01   0.8471E-01
         436   0.2948E-01   0.8458E-01
         437   0.2970E-01   0.8451E-01
         438   0.2937E-01   0.8441E-01
         439   0.2957E-01   0.8434E-01
         440   0.2988E-01   0.8426E-01
         441   0.2977E-01   0.8410E-01
         442   0.2968E-01   0.8390E-01
         443   0.2960E-01   0.8380E-01
         444   0.2941E-01   0.8361E-01
         445   0.2960E-01   0.8350E-01
         446   0.2975E-01   0.8336E-01
         447   0.2955E-01   0.8325E-01
         448   0.2960E-01   0.8315E-01
         449   0.2958E-01   0.8308E-01
         450   0.2981E-01   0.8310E-01
         451   0.2984E-01   0.8310E-01
         452   0.3013E-01   0.8312E-01
         453   0.3013E-01   0.8313E-01
         454   0.3051E-01   0.8322E-01
         455   0.3053E-01   0.8316E-01
         456   0.3041E-01   0.8316E-01
         457   0.3023E-01   0.8302E-01
         458   0.3036E-01   0.8297E-01
         459   0.3061E-01   0.8296E-01
         460   0.3132E-01   0.8292E-01
         461   0.3140E-01   0.8272E-01
         462   0.3161E-01   0.8271E-01
         463   0.3182E-01   0.8262E-01
         464   0.3208E-01   0.8258E-01
         465   0.3228E-01   0.8253E-01
         466   0.3186E-01   0.8242E-01
         467   0.3174E-01   0.8238E-01
         468   0.3184E-01   0.8239E-01
         469   0.3208E-01   0.8241E-01
         470   0.3202E-01   0.8231E-01
         471   0.3195E-01   0.8229E-01
         472   0.3158E-01   0.8211E-01
         473   0.3097E-01   0.8186E-01
         474   0.3110E-01   0.8173E-01
         475   0.3095E-01   0.8157E-01
         476   0.3077E-01   0.8146E-01
         477   0.3077E-01   0.8138E-01
         478   0.3007E-01   0.8115E-01
         479   0.2990E-01   0.8100E-01
         480   0.3015E-01   0.8092E-01
         481   0.2981E-01   0.8082E-01
         482   0.3005E-01   0.8087E-01
         483   0.3035E-01   0.8092E-01
         484   0.3046E-01   0.8090E-01
         485   0.3044E-01   0.8088E-01
         486   0.3035E-01   0.8073E-01
         487   0.3001E-01   0.8052E-01
         488   0.2985E-01   0.8037E-01
         489   0.2958E-01   0.8016E-01
         490   0.2914E-01   0.8003E-01
         491   0.2919E-01   0.7990E-01
         492   0.2933E-01   0.7984E-01
         493   0.2918E-01   0.7974E-01
         494   0.2943E-01   0.7976E-01
         495   0.3005E-01   0.7977E-01
         496   0.3007E-01   0.7975E-01
         497   0.3034E-01   0.7974E-01
         498   0.3017E-01   0.7958E-01
         499   0.3026E-01   0.7946E-01
         500   0.3021E-01   0.7929E-01
         501   0.2983E-01   0.7901E-01
         502   0.2975E-01   0.7888E-01
         503   0.3035E-01   0.7880E-01
         504   0.3039E-01   0.7860E-01
         505   0.3055E-01   0.7847E-01
         506   0.3036E-01   0.7831E-01
         507   0.3010E-01   0.7805E-01
         508   0.3018E-01   0.7801E-01
         509   0.3001E-01   0.7779E-01
         510   0.2967E-01   0.7761E-01
         511   0.2953E-01   0.7750E-01
         512   0.2948E-01   0.7729E-01
         513   0.2928E-01   0.7714E-01
         514   0.2951E-01   0.7703E-01
         515   0.2955E-01   0.7694E-01
         516   0.2951E-01   0.7680E-01
         517   0.2928E-01   0.7662E-01
         518   0.2887E-01   0.7636E-01
         519   0.2890E-01   0.7623E-01
         520   0.2924E-01   0.7614E-01
         521   0.2903E-01   0.7595E-01
         522   0.2908E-01   0.7574E-01
         523   0.2949E-01   0.7563E-01
         524   0.2930E-01   0.7544E-01
         525   0.2927E-01   0.7524E-01
         526   0.2944E-01   0.7516E-01
         527   0.2934E-01   0.7506E-01
         528   0.2948E-01   0.7493E-01
         529   0.2936E-01   0.7481E-01
         530   0.2909E-01   0.7465E-01
         531   0.2872E-01   0.7430E-01
         532   0.2852E-01   0.7403E-01
         533   0.2783E-01   0.7361E-01
         534   0.2740E-01   0.7330E-01
         535   0.2748E-01   0.7306E-01
         536   0.2758E-01   0.7281E-01
         537   0.2745E-01   0.7252E-01
         538   0.2770E-01   0.7229E-01
         539   0.2781E-01   0.7214E-01
         540   0.2780E-01   0.7188E-01
         541   0.2758E-01   0.7168E-01
         542   0.2750E-01   0.7149E-01
         543   0.2778E-01   0.7139E-01
         544   0.2825E-01   0.7128E-01
         545   0.2803E-01   0.7112E-01
         546   0.2779E-01   0.7096E-01
         547   0.2784E-01   0.7081E-01
         548   0.2767E-01   0.7062E-01
         549   0.2775E-01   0.7053E-01
         550   0.2808E-01   0.7043E-01
         551   0.2811E-01   0.7025E-01
         552   0.2816E-01   0.7010E-01
         553   0.2812E-01   0.6993E-01
         554   0.2813E-01   0.6984E-01
         555   0.2808E-01   0.6968E-01
         556   0.2812E-01   0.6966E-01
         557   0.2772E-01   0.6951E-01
         558   0.2773E-01   0.6942E-01
         559   0.2787E-01   0.6932E-01
         560   0.2782E-01   0.6924E-01
         561   0.2795E-01   0.6920E-01
         562   0.2838E-01   0.6918E-01
         563   0.2855E-01   0.6912E-01
         564   0.2874E-01   0.6902E-01
         565   0.2836E-01   0.6881E-01
         566   0.2790E-01   0.6861E-01
         567   0.2812E-01   0.6850E-01
         568   0.2824E-01   0.6844E-01
         569   0.2809E-01   0.6832E-01
         570   0.2805E-01   0.6816E-01
         571   0.2758E-01   0.6798E-01
         572   0.2736E-01   0.6782E-01
         573   0.2734E-01   0.6766E-01
         574   0.2673E-01   0.6742E-01
         575   0.2638E-01   0.6724E-01
         576   0.2616E-01   0.6707E-01
         577   0.2536E-01   0.6686E-01
         578   0.2503E-01   0.6673E-01
         579   0.2516E-01   0.6668E-01
         580   0.2504E-01   0.6664E-01
         581   0.2518E-01   0.6661E-01
         582   0.2511E-01   0.6663E-01
         583   0.2483E-01   0.6655E-01
         584   0.2483E-01   0.6654E-01
         585   0.2483E-01   0.6658E-01
         586   0.2497E-01   0.6669E-01
         587   0.2530E-01   0.6671E-01
         588   0.2531E-01   0.6668E-01
         589   0.2510E-01   0.6658E-01
         590   0.2506E-01   0.6647E-01
         591   0.2450E-01   0.6629E-01
         592   0.2436E-01   0.6616E-01
         593   0.2451E-01   0.6608E-01
         594   0.2429E-01   0.6599E-01
         595   0.2394E-01   0.6589E-01
         596   0.2383E-01   0.6575E-01
         597   0.2393E-01   0.6574E-01
         598   0.2419E-01   0.6571E-01
         599   0.2447E-01   0.6578E-01
         600   0.2424E-01   0.6574E-01
         601   0.2463E-01   0.6577E-01
         602   0.2461E-01   0.6575E-01
         603   0.2432E-01   0.6568E-01
         604   0.2443E-01   0.6572E-01
         605   0.2435E-01   0.6572E-01
         606   0.2460E-01   0.6586E-01
         607   0.2509E-01   0.6597E-01
         608   0.2485E-01   0.6594E-01
         609   0.2505E-01   0.6588E-01
         610   0.2525E-01   0.6595E-01
         611   0.2518E-01   0.6596E-01
         612   0.2511E-01   0.6595E-01
         613   0.2483E-01   0.6589E-01
         614   0.2489E-01   0.6587E-01
         615   0.2526E-01   0.6590E-01
         616   0.2475E-01   0.6572E-01
         617   0.2457E-01   0.6557E-01
         618   0.2460E-01   0.6554E-01
         619   0.2417E-01   0.6543E-01
         620   0.2423E-01   0.6541E-01
         621   0.2463E-01   0.6540E-01
         622   0.2452E-01   0.6535E-01
         623   0.2461E-01   0.6531E-01
         624   0.2432E-01   0.6527E-01
         625   0.2487E-01   0.6525E-01
         626   0.2476E-01   0.6514E-01
         627   0.2437E-01   0.6498E-01
         628   0.2420E-01   0.6486E-01
         629   0.2404E-01   0.6477E-01
         630   0.2386E-01   0.6470E-01
         631   0.2410E-01   0.6454E-01
         632   0.2378E-01   0.6440E-01
         633   0.2353E-01   0.6420E-01
         634   0.2363E-01   0.6411E-01
         635   0.2391E-01   0.6398E-01
         636   0.2371E-01   0.6376E-01
         637   0.2355E-01   0.6355E-01
         638   0.2336E-01   0.6338E-01
         639   0.2306E-01   0.6317E-01
         640   0.2315E-01   0.6307E-01
         641   0.2346E-01   0.6296E-01
         642   0.2364E-01   0.6288E-01
         643   0.2362E-01   0.6272E-01
         644   0.2346E-01   0.6258E-01
         645   0.2314E-01   0.6240E-01
         646   0.2314E-01   0.6224E-01
         647   0.2310E-01   0.6205E-01
         648   0.2287E-01   0.6180E-01
         649   0.2303E-01   0.6166E-01
         650   0.2329E-01   0.6156E-01
         651   0.2334E-01   0.6147E-01
         652   0.2311E-01   0.6128E-01
         653   0.2316E-01   0.6112E-01
         654   0.2302E-01   0.6085E-01
         655   0.2271E-01   0.6063E-01
         656   0.2280E-01   0.6038E-01
         657   0.2248E-01   0.6012E-01
         658   0.2193E-01   0.5976E-01
         659   0.2194E-01   0.5954E-01
         660   0.2167E-01   0.5936E-01
         661   0.2139E-01   0.5917E-01
         662   0.2118E-01   0.5897E-01
         663   0.2111E-01   0.5880E-01
         664   0.2072E-01   0.5860E-01
         665   0.2058E-01   0.5847E-01
         666   0.2054E-01   0.5832E-01
         667   0.2056E-01   0.5822E-01
         668   0.2074E-01   0.5818E-01
         669   0.2087E-01   0.5802E-01
         670   0.2087E-01   0.5793E-01
         671   0.2132E-01   0.5801E-01
         672   0.2143E-01   0.5798E-01
         673   0.2171E-01   0.5800E-01
         674   0.2184E-01   0.5795E-01
         675   0.2153E-01   0.5786E-01
         676   0.2152E-01   0.5786E-01
         677   0.2165E-01   0.5783E-01
         678   0.2130E-01   0.5779E-01
         679   0.2123E-01   0.5782E-01
         680   0.2112E-01   0.5777E-01
         681   0.2127E-01   0.5778E-01
         682   0.2129E-01   0.5777E-01
         683   0.2136E-01   0.5776E-01
         684   0.2146E-01   0.5779E-01
         685   0.2174E-01   0.5787E-01
         686   0.2212E-01   0.5792E-01
         687   0.2251E-01   0.5796E-01
         688   0.2291E-01   0.5800E-01
         689   0.2309E-01   0.5807E-01
         690   0.2308E-01   0.5807E-01
         691   0.2302E-01   0.5804E-01
         692   0.2309E-01   0.5803E-01
         693   0.2303E-01   0.5797E-01
         694   0.2277E-01   0.5786E-01
         695   0.2304E-01   0.5780E-01
         696   0.2279E-01   0.5769E-01
         697   0.2237E-01   0.5755E-01
         698   0.2228E-01   0.5741E-01
         699   0.2199E-01   0.5728E-01
         700   0.2187E-01   0.5722E-01
         701   0.2136E-01   0.5719E-01
         702   0.2132E-01   0.5714E-01
         703   0.2148E-01   0.5707E-01
         704   0.2143E-01   0.5697E-01
         705   0.2133E-01   0.5692E-01
         706   0.2155E-01   0.5695E-01
         707   0.2183E-01   0.5695E-01
         708   0.2149E-01   0.5696E-01
         709   0.2192E-01   0.5701E-01
         710   0.2194E-01   0.5700E-01
         711   0.2192E-01   0.5690E-01
         712   0.2196E-01   0.5689E-01
         713   0.2187E-01   0.5691E-01
         714   0.2195E-01   0.5684E-01
         715   0.2223E-01   0.5684E-01
         716   0.2245E-01   0.5691E-01
         717   0.2264E-01   0.5694E-01
         718   0.2271E-01   0.5690E-01
         719   0.2266E-01   0.5687E-01
         720   0.2298E-01   0.5686E-01
         721   0.2305E-01   0.5680E-01
         722   0.2272E-01   0.5668E-01
         723   0.2278E-01   0.5655E-01
         724   0.2263E-01   0.5640E-01
         725   0.2243E-01   0.5622E-01
         726   0.2235E-01   0.5608E-01
         727   0.2213E-01   0.5592E-01
         728   0.2181E-01   0.5578E-01
         729   0.2169E-01   0.5566E-01
         730   0.2134E-01   0.5554E-01
         731   0.2114E-01   0.5541E-01
         732   0.2117E-01   0.5531E-01
         733   0.2128E-01   0.5525E-01
         734   0.2143E-01   0.5523E-01
