        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc
  0.5000E+00  -0.3192E+04   0.5055E-01  -0.9987E+00   0.8280E-05   0.9980E+00   0.6760E+02   0.1814E-05
  0.5000E+00  -0.3191E+04   0.5122E-01  -0.9986E+00   0.8373E-05   0.9980E+00   0.6941E+02   0.1855E-05
  0.5204E+00  -0.3188E+04   0.5988E-01  -0.9981E+00   0.9932E-05   0.9974E+00   0.9116E+02   0.2508E-05
  0.5408E+00  -0.3184E+04   0.7019E-01  -0.9974E+00   0.1183E-04   0.9965E+00   0.1205E+03   0.3425E-05
  0.5612E+00  -0.3179E+04   0.8048E-01   0.9966E+00   0.1365E-04   0.9955E+00   0.1527E+03   0.4393E-05
  0.5816E+00  -0.3173E+04   0.9148E-01  -0.9955E+00   0.1574E-04   0.9942E+00   0.1904E+03   0.5633E-05
  0.6020E+00  -0.3165E+04   0.1037E+00   0.9942E+00   0.1817E-04   0.9927E+00   0.2362E+03   0.7252E-05
  0.6224E+00  -0.3157E+04   0.1156E+00  -0.9927E+00   0.2062E-04   0.9909E+00   0.2843E+03   0.9033E-05
  0.6429E+00  -0.3147E+04   0.1297E+00   0.9910E+00   0.2340E-04   0.9888E+00   0.3462E+03   0.1127E-04
  0.6633E+00  -0.3136E+04   0.1426E+00   0.9890E+00   0.2641E-04   0.9863E+00   0.4058E+03   0.1391E-04
  0.6837E+00  -0.3124E+04   0.1559E+00   0.9868E+00   0.2926E-04   0.9833E+00   0.4703E+03   0.1657E-04
  0.7041E+00  -0.3108E+04   0.1720E+00  -0.9838E+00   0.3330E-04   0.9799E+00   0.5559E+03   0.2084E-04
  0.7245E+00  -0.3090E+04   0.1893E+00  -0.9805E+00   0.3748E-04   0.9759E+00   0.6546E+03   0.2566E-04
  0.7449E+00  -0.3075E+04   0.2039E+00  -0.9776E+00   0.4117E-04   0.9713E+00   0.7384E+03   0.3010E-04
  0.7653E+00  -0.3053E+04   0.2208E+00   0.9732E+00   0.4600E-04   0.9659E+00   0.8425E+03   0.3658E-04
  0.7857E+00  -0.3027E+04   0.2469E+00  -0.9679E+00   0.5350E-04   0.9596E+00   0.1026E+04   0.4819E-04
  0.8061E+00  -0.3004E+04   0.2646E+00  -0.9629E+00   0.6009E-04   0.9523E+00   0.1149E+04   0.5925E-04
  0.8265E+00  -0.2973E+04   0.2876E+00  -0.9564E+00   0.6734E-04   0.9437E+00   0.1324E+04   0.7259E-04
  0.8469E+00  -0.2945E+04   0.3094E+00  -0.9499E+00   0.7925E-04   0.9336E+00   0.1495E+04   0.9810E-04
  0.8673E+00  -0.2906E+04   0.3256E+00  -0.9411E+00   0.8205E-04   0.9215E+00   0.1617E+04   0.1027E-03
  0.8878E+00  -0.2872E+04   0.3538E+00   0.9326E+00   0.9581E-04   0.9069E+00   0.1866E+04   0.1368E-03
  0.9082E+00  -0.2822E+04   0.3977E+00  -0.9197E+00   0.1160E-03   0.8888E+00   0.2304E+04   0.1960E-03
  0.9286E+00  -0.2777E+04   0.4165E+00  -0.9077E+00   0.1283E-03   0.8656E+00   0.2471E+04   0.2344E-03
  0.9490E+00  -0.2723E+04   0.4462E+00  -0.8923E+00   0.1455E-03   0.8342E+00   0.2775E+04   0.2953E-03
  0.9694E+00  -0.2663E+04   0.4933E+00   0.8720E+00   0.1912E-03   0.7872E+00   0.3321E+04   0.4991E-03
  0.9898E+00  -0.2594E+04   0.5440E+00  -0.8464E+00   0.2563E-03   0.6931E+00   0.3955E+04   0.8780E-03
  0.1010E+01  -0.2540E+04   0.5640E+00   0.8264E+00   0.2763E-03   0.0000E+00   0.4166E+04   0.9995E-03
  0.1031E+01  -0.2459E+04   0.5995E+00  -0.7900E+00   0.3515E-03   0.0000E+00   0.4614E+04   0.1586E-02
  0.1051E+01  -0.2301E+04   0.7509E+00   0.6699E+00   0.8164E-03   0.0000E+00   0.7098E+04   0.8390E-02
  0.1071E+01  -0.2173E+04   0.7592E+00   0.2366E+00   0.3006E-02   0.0000E+00   0.7116E+04   0.1116E+00
  0.1092E+01  -0.2038E+04   0.7538E+00  -0.1274E+00   0.2498E-02   0.0000E+00   0.6885E+04   0.7559E-01
  0.1112E+01  -0.1944E+04   0.6823E+00  -0.1212E+00   0.1953E-02   0.0000E+00   0.5538E+04   0.4538E-01
  0.1133E+01  -0.1874E+04   0.6239E+00   0.3363E-01   0.1657E-02   0.0000E+00   0.4547E+04   0.3206E-01
  0.1153E+01  -0.1801E+04   0.5869E+00  -0.1384E-01   0.1277E-02   0.0000E+00   0.3952E+04   0.1872E-01
  0.1173E+01  -0.1742E+04   0.5692E+00   0.4545E-02   0.1114E-02   0.0000E+00   0.3653E+04   0.1400E-01
  0.1194E+01  -0.1682E+04   0.5593E+00  -0.4510E-02   0.1009E-02   0.0000E+00   0.3467E+04   0.1129E-01
  0.1214E+01  -0.1640E+04   0.5402E+00  -0.1106E-01   0.8988E-03   0.0000E+00   0.3179E+04   0.8802E-02
  0.1235E+01  -0.1576E+04   0.5291E+00  -0.1103E-01   0.8197E-03   0.0000E+00   0.2999E+04   0.7200E-02
  0.1255E+01  -0.1532E+04   0.5171E+00  -0.2424E-02   0.7220E-03   0.0000E+00   0.2818E+04   0.5494E-02
  0.1276E+01  -0.1496E+04   0.5089E+00   0.6259E-02   0.6989E-03   0.0000E+00   0.2687E+04   0.5067E-02
  0.1296E+01  -0.1455E+04   0.4920E+00   0.2289E-02   0.6541E-03   0.0000E+00   0.2471E+04   0.4368E-02
  0.1316E+01  -0.1428E+04   0.5150E+00   0.5518E-02   0.6182E-03   0.0000E+00   0.2665E+04   0.3841E-02
  0.1337E+01  -0.1392E+04   0.4837E+00   0.1437E-02   0.5810E-03   0.0000E+00   0.2316E+04   0.3341E-02
  0.1357E+01  -0.1352E+04   0.4786E+00   0.1359E-03   0.5368E-03   0.0000E+00   0.2233E+04   0.2809E-02
  0.1378E+01  -0.1326E+04   0.4701E+00   0.1601E-02   0.5303E-03   0.0000E+00   0.2123E+04   0.2701E-02
  0.1398E+01  -0.1293E+04   0.4639E+00  -0.3187E-02   0.5105E-03   0.0000E+00   0.2036E+04   0.2466E-02
  0.1418E+01  -0.1281E+04   0.5604E+00  -0.1201E-01   0.4918E-03   0.0000E+00   0.2929E+04   0.2256E-02
  0.1439E+01  -0.1240E+04   0.4542E+00   0.1281E-02   0.4622E-03   0.0000E+00   0.1897E+04   0.1965E-02
  0.1459E+01  -0.1213E+04   0.4502E+00   0.1056E-02   0.4461E-03   0.0000E+00   0.1838E+04   0.1804E-02
  0.1480E+01  -0.1187E+04   0.4449E+00  -0.3024E-02   0.4295E-03   0.0000E+00   0.1770E+04   0.1650E-02
  0.1500E+01  -0.1170E+04   0.4419E+00   0.2875E-03   0.4323E-03   0.0000E+00   0.1723E+04   0.1649E-02
  0.1500E+01  -0.1172E+04   0.4443E+00  -0.1803E-02   0.4158E-03   0.0000E+00   0.1741E+04   0.1525E-02
  0.1621E+01  -0.1055E+04   0.4198E+00   0.5908E-03   0.3695E-03   0.0000E+00   0.1438E+04   0.1114E-02
  0.1742E+01  -0.9514E+03   0.4062E+00   0.2224E-02   0.3230E-03   0.0000E+00   0.1252E+04   0.7919E-03
  0.1864E+01  -0.8793E+03   0.3974E+00  -0.4792E-02   0.3022E-03   0.0000E+00   0.1121E+04   0.6485E-03
  0.1985E+01  -0.8064E+03   0.3883E+00  -0.4677E-03   0.2772E-03   0.0000E+00   0.1005E+04   0.5123E-03
  0.2106E+01  -0.7525E+03   0.3829E+00  -0.5368E-03   0.2632E-03   0.0000E+00   0.9210E+03   0.4351E-03
  0.2227E+01  -0.7395E+03   0.3510E+00   0.1745E-01   0.2354E-03   0.0000E+00   0.7318E+03   0.3292E-03
  0.2349E+01  -0.6809E+03   0.3470E+00  -0.1681E-03   0.2259E-03   0.0000E+00   0.6782E+03   0.2875E-03
  0.2470E+01  -0.6267E+03   0.3578E+00   0.2118E-03   0.2276E-03   0.0000E+00   0.6858E+03   0.2775E-03
  0.2591E+01  -0.5927E+03   0.3608E+00  -0.4842E-03   0.2270E-03   0.0000E+00   0.6646E+03   0.2631E-03
  0.2712E+01  -0.5612E+03   0.3570E+00   0.9654E-04   0.2202E-03   0.0000E+00   0.6216E+03   0.2365E-03
  0.2834E+01  -0.5339E+03   0.3543E+00  -0.5535E-03   0.2159E-03   0.0000E+00   0.5859E+03   0.2177E-03
  0.2955E+01  -0.5102E+03   0.3514E+00   0.3478E-03   0.2092E-03   0.0000E+00   0.5528E+03   0.1959E-03
  0.3076E+01  -0.4907E+03   0.3480E+00  -0.3543E-02   0.2103E-03   0.0000E+00   0.5207E+03   0.1903E-03
  0.3197E+01  -0.4677E+03   0.3467E+00  -0.5929E-03   0.2049E-03   0.0000E+00   0.4973E+03   0.1737E-03
  0.3319E+01  -0.4494E+03   0.3444E+00   0.1325E-04   0.1993E-03   0.0000E+00   0.4729E+03   0.1584E-03
  0.3440E+01  -0.4327E+03   0.3447E+00  -0.6266E-04   0.1971E-03   0.0000E+00   0.4570E+03   0.1494E-03
  0.3561E+01  -0.4166E+03   0.3437E+00  -0.1123E-02   0.1935E-03   0.0000E+00   0.4389E+03   0.1391E-03
  0.3682E+01  -0.4027E+03   0.3402E+00  -0.1840E-02   0.1944E-03   0.0000E+00   0.4158E+03   0.1358E-03
  0.3804E+01  -0.3899E+03   0.3425E+00   0.7508E-04   0.1907E-03   0.0000E+00   0.4081E+03   0.1264E-03
  0.3925E+01  -0.3760E+03   0.3380E+00  -0.6283E-04   0.1868E-03   0.0000E+00   0.3851E+03   0.1176E-03
  0.4046E+01  -0.3644E+03   0.3383E+00   0.3787E-04   0.1856E-03   0.0000E+00   0.3743E+03   0.1126E-03
  0.4167E+01  -0.3520E+03   0.3366E+00   0.1376E-03   0.1834E-03   0.0000E+00   0.3597E+03   0.1068E-03
  0.4289E+01  -0.3438E+03   0.3353E+00   0.1058E-03   0.1824E-03   0.0000E+00   0.3468E+03   0.1026E-03
  0.4410E+01  -0.3334E+03   0.3384E+00  -0.1525E-04   0.1817E-03   0.0000E+00   0.3435E+03   0.9908E-04
