        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc       Binder
  0.6212E+00  -0.3158E+04   0.8657E-01   0.9931E+00   0.1550E-04   0.9910E+00   0.1769E+11   0.8523E-08   0.6667E+00
  0.6313E+00  -0.3154E+04   0.1198E+00   0.9923E+00   0.2278E-04   0.9900E+00   0.1736E+11   0.1813E-07   0.6667E+00
  0.6414E+00  -0.3149E+04   0.2482E+00   0.9914E+00   0.3989E-04   0.9889E+00   0.1704E+11   0.5469E-07   0.6667E+00
  0.6515E+00  -0.3144E+04   0.2172E+00   0.9905E+00   0.4268E-04   0.9878E+00   0.1672E+11   0.6164E-07   0.6667E+00
  0.6616E+00  -0.3138E+04   0.1649E+00   0.9895E+00   0.3416E-04   0.9865E+00   0.1640E+11   0.3888E-07   0.6667E+00
  0.6717E+00  -0.3132E+04   0.1241E+00   0.9883E+00   0.2417E-04   0.9851E+00   0.1609E+11   0.1918E-07   0.6667E+00
  0.6818E+00  -0.3125E+04   0.9658E-01   0.9872E+00   0.1808E-04   0.9836E+00   0.1579E+11   0.1057E-07   0.6667E+00
  0.6919E+00  -0.3119E+04   0.2997E+00   0.9860E+00   0.5568E-04   0.9820E+00   0.1549E+11   0.9881E-07   0.6667E+00
  0.7020E+00  -0.3112E+04   0.2156E+00   0.9846E+00   0.4711E-04   0.9803E+00   0.1520E+11   0.6970E-07   0.6667E+00
  0.7121E+00  -0.3104E+04   0.2984E+00   0.9831E+00   0.6532E-04   0.9784E+00   0.1491E+11   0.1321E-06   0.6667E+00
  0.7222E+00  -0.3095E+04   0.1457E+00   0.9815E+00   0.2834E-04   0.9764E+00   0.1462E+11   0.2452E-07   0.6667E+00
  0.7323E+00  -0.3087E+04   0.2304E+00   0.9799E+00   0.4716E-04   0.9742E+00   0.1434E+11   0.6697E-07   0.6667E+00
  0.7424E+00  -0.3083E+04   0.1457E+01   0.9794E+00   0.3283E-03   0.9719E+00   0.1411E+11   0.3200E-05   0.6666E+00
  0.7525E+00  -0.3075E+04   0.1743E+01   0.9777E+00   0.3874E-03   0.9694E+00   0.1385E+11   0.4397E-05   0.6666E+00
  0.7626E+00  -0.3058E+04   0.4731E+00   0.9742E+00   0.1104E-03   0.9666E+00   0.1351E+11   0.3524E-06   0.6666E+00
  0.7727E+00  -0.3048E+04   0.6240E+00   0.9722E+00   0.1336E-03   0.9637E+00   0.1325E+11   0.5092E-06   0.6666E+00
  0.7828E+00  -0.3037E+04   0.7113E+00   0.9699E+00   0.1544E-03   0.9606E+00   0.1298E+11   0.6712E-06   0.6666E+00
  0.7929E+00  -0.3024E+04   0.5063E+00   0.9674E+00   0.1132E-03   0.9572E+00   0.1271E+11   0.3565E-06   0.6666E+00
  0.8030E+00  -0.3011E+04   0.2602E+00   0.9647E+00   0.6048E-04   0.9535E+00   0.1245E+11   0.1004E-06   0.6666E+00
  0.8131E+00  -0.2999E+04   0.9024E+00   0.9619E+00   0.2024E-03   0.9495E+00   0.1219E+11   0.1111E-05   0.6666E+00
  0.8232E+00  -0.2986E+04   0.6977E+00   0.9592E+00   0.1788E-03   0.9452E+00   0.1193E+11   0.8562E-06   0.6665E+00
  0.8333E+00  -0.2970E+04   0.5773E+00   0.9559E+00   0.1356E-03   0.9405E+00   0.1167E+11   0.4867E-06   0.6665E+00
  0.8434E+00  -0.2955E+04   0.4482E+00   0.9524E+00   0.1170E-03   0.9355E+00   0.1141E+11   0.3577E-06   0.6665E+00
  0.8535E+00  -0.2939E+04   0.8058E+00   0.9488E+00   0.2097E-03   0.9299E+00   0.1116E+11   0.1136E-05   0.6665E+00
  0.8636E+00  -0.2923E+04   0.1060E+01   0.9451E+00   0.2804E-03   0.9239E+00   0.1090E+11   0.2008E-05   0.6664E+00
  0.8737E+00  -0.2904E+04   0.8000E+00   0.9407E+00   0.2263E-03   0.9172E+00   0.1064E+11   0.1292E-05   0.6664E+00
  0.8838E+00  -0.2887E+04   0.7813E+00   0.9364E+00   0.2043E-03   0.9099E+00   0.1040E+11   0.1041E-05   0.6663E+00
  0.8939E+00  -0.2868E+04   0.7733E+00   0.9317E+00   0.1976E-03   0.9018E+00   0.1014E+11   0.9633E-06   0.6663E+00
  0.9040E+00  -0.2846E+04   0.4931E+00   0.9263E+00   0.1525E-03   0.8928E+00   0.9877E+10   0.5671E-06   0.6662E+00
  0.9141E+00  -0.2825E+04   0.3314E+00   0.9206E+00   0.1087E-03   0.8826E+00   0.9622E+10   0.2851E-06   0.6662E+00
  0.9242E+00  -0.2803E+04   0.4859E+00   0.9149E+00   0.1633E-03   0.8710E+00   0.9372E+10   0.6364E-06   0.6661E+00
  0.9343E+00  -0.2781E+04   0.1686E+01   0.9088E+00   0.4870E-03   0.8577E+00   0.9125E+10   0.5598E-05   0.6659E+00
  0.9444E+00  -0.2756E+04   0.1446E+01   0.9018E+00   0.4460E-03   0.8422E+00   0.8870E+10   0.4645E-05   0.6658E+00
  0.9545E+00  -0.2730E+04   0.1451E+01   0.8937E+00   0.4816E-03   0.8235E+00   0.8611E+10   0.5357E-05   0.6656E+00
  0.9646E+00  -0.2702E+04   0.9382E+00   0.8849E+00   0.3597E-03   0.8003E+00   0.8345E+10   0.2958E-05   0.6654E+00
  0.9747E+00  -0.2674E+04   0.7094E+00   0.8767E+00   0.4146E-03   0.7698E+00   0.8092E+10   0.3889E-05   0.6652E+00
  0.9848E+00  -0.2644E+04   0.1576E+01   0.8658E+00   0.6340E-03   0.7255E+00   0.7829E+10   0.8999E-05   0.6646E+00
  0.9949E+00  -0.2614E+04   0.2852E+01   0.8557E+00   0.1116E-02   0.6406E+00   0.7579E+10   0.2758E-04   0.6642E+00
  0.1005E+01  -0.2579E+04   0.1982E+01   0.8422E+00   0.8438E-03   0.0000E+00   0.7300E+10   0.1562E-04   0.6636E+00
  0.1015E+01  -0.2609E+04   0.1117E+02   0.8478E+00   0.3400E-02   0.0000E+00   0.7404E+10   0.2511E-03   0.6634E+00
  0.1025E+01  -0.2487E+04   0.3029E+01   0.8013E+00   0.2168E-02   0.0000E+00   0.6657E+10   0.1011E-03   0.6596E+00
  0.1035E+01  -0.2467E+04   0.4614E+01   0.7904E+00   0.2964E-02   0.0000E+00   0.6489E+10   0.1870E-03   0.6576E+00
  0.1045E+01  -0.2414E+04   0.2884E+01   0.7572E+00   0.5006E-02   0.0000E+00   0.6155E+10   0.5285E-03   0.6516E+00
  0.1056E+01  -0.2365E+04   0.4196E+01   0.7254E+00   0.4887E-02   0.0000E+00   0.5856E+10   0.4990E-03   0.6437E+00
  0.1066E+01  -0.2312E+04   0.4372E+01   0.6809E+00   0.6671E-02   0.0000E+00   0.5542E+10   0.9209E-03   0.6296E+00
  0.1076E+01  -0.2250E+04   0.3128E+01   0.6279E+00   0.5775E-02   0.0000E+00   0.5202E+10   0.6837E-03   0.6127E+00
  0.1086E+01  -0.2193E+04   0.3822E+01   0.5689E+00   0.9091E-02   0.0000E+00   0.4897E+10   0.1678E-02   0.5836E+00
  0.1096E+01  -0.2125E+04   0.3400E+01   0.4819E+00   0.8735E-02   0.0000E+00   0.4558E+10   0.1535E-02   0.5251E+00
  0.1106E+01  -0.2069E+04   0.3862E+01   0.4186E+00   0.9498E-02   0.0000E+00   0.4279E+10   0.1798E-02   0.4665E+00
  0.1116E+01  -0.2019E+04   0.3943E+01   0.3732E+00   0.7611E-02   0.0000E+00   0.4038E+10   0.1144E-02   0.4326E+00
  0.1126E+01  -0.1970E+04   0.5079E+01   0.3201E+00   0.7750E-02   0.0000E+00   0.3812E+10   0.1176E-02   0.3649E+00
  0.1136E+01  -0.1913E+04   0.2356E+01   0.2640E+00   0.5361E-02   0.0000E+00   0.3561E+10   0.5577E-03   0.2740E+00
  0.1146E+01  -0.1879E+04   0.2993E+01   0.2318E+00   0.5065E-02   0.0000E+00   0.3404E+10   0.4934E-03   0.2246E+00
  0.1157E+01  -0.1842E+04   0.1346E+01   0.2111E+00   0.4132E-02   0.0000E+00   0.3241E+10   0.3255E-03   0.1905E+00
  0.1167E+01  -0.1812E+04   0.1939E+01   0.1974E+00   0.4091E-02   0.0000E+00   0.3112E+10   0.3163E-03   0.1691E+00
  0.1177E+01  -0.1776E+04   0.1193E+01   0.1769E+00   0.2503E-02   0.0000E+00   0.2964E+10   0.1174E-03   0.1169E+00
  0.1187E+01  -0.1750E+04   0.2365E+01   0.1665E+00   0.2856E-02   0.0000E+00   0.2852E+10   0.1515E-03   0.1354E+00
  0.1197E+01  -0.1726E+04   0.3927E+01   0.1561E+00   0.2740E-02   0.0000E+00   0.2751E+10   0.1383E-03   0.1245E+00
  0.1207E+01  -0.1696E+04   0.2245E+01   0.1463E+00   0.1768E-02   0.0000E+00   0.2636E+10   0.5708E-04   0.8927E-01
  0.1217E+01  -0.1668E+04   0.2251E+01   0.1392E+00   0.2684E-02   0.0000E+00   0.2526E+10   0.1305E-03   0.5739E-01
  0.1227E+01  -0.1644E+04   0.3257E+01   0.1319E+00   0.2865E-02   0.0000E+00   0.2435E+10   0.1475E-03   0.6777E-01
  0.1237E+01  -0.1622E+04   0.3049E+01   0.1235E+00   0.1595E-02   0.0000E+00   0.2352E+10   0.4535E-04   0.5916E-01
  0.1247E+01  -0.1597E+04   0.3075E+01   0.1187E+00   0.1868E-02   0.0000E+00   0.2262E+10   0.6170E-04   0.6862E-02
  0.1258E+01  -0.1574E+04   0.2491E+01   0.1129E+00   0.1593E-02   0.0000E+00   0.2178E+10   0.4449E-04   0.3789E-01
  0.1268E+01  -0.1564E+04   0.3053E+01   0.9632E-01   0.2896E-02   0.0000E+00   0.2133E+10   0.1459E-03  -0.1059E+00
  0.1278E+01  -0.1527E+04   0.9915E+00   0.1009E+00   0.9150E-03   0.0000E+00   0.2019E+10   0.1445E-04   0.2647E-01
  0.1288E+01  -0.1509E+04   0.8184E+00   0.9716E-01   0.8861E-03   0.0000E+00   0.1954E+10   0.1344E-04   0.2093E-01
  0.1298E+01  -0.1488E+04   0.1264E+01   0.9623E-01   0.7512E-03   0.0000E+00   0.1886E+10   0.9585E-05   0.3221E-01
  0.1308E+01  -0.1469E+04   0.1422E+01   0.9318E-01   0.7399E-03   0.0000E+00   0.1826E+10   0.9229E-05   0.3366E-01
  0.1318E+01  -0.1450E+04   0.1182E+01   0.9088E-01   0.1023E-02   0.0000E+00   0.1765E+10   0.1752E-04   0.5118E-01
  0.1328E+01  -0.1434E+04   0.8181E+00   0.8598E-01   0.8012E-03   0.0000E+00   0.1711E+10   0.1066E-04   0.2349E-01
  0.1338E+01  -0.1417E+04   0.1037E+01   0.8503E-01   0.8617E-03   0.0000E+00   0.1658E+10   0.1223E-04   0.2856E-01
  0.1348E+01  -0.1398E+04   0.9810E+00   0.8302E-01   0.7819E-03   0.0000E+00   0.1603E+10   0.9997E-05   0.3873E-01
  0.1359E+01  -0.1383E+04   0.5972E+00   0.8080E-01   0.1226E-02   0.0000E+00   0.1557E+10   0.2439E-04   0.2087E-01
  0.1369E+01  -0.1368E+04   0.1417E+01   0.7913E-01   0.1004E-02   0.0000E+00   0.1513E+10   0.1622E-04   0.2251E-01
  0.1379E+01  -0.1354E+04   0.1629E+01   0.7657E-01   0.4657E-03   0.0000E+00   0.1471E+10   0.3468E-05   0.2328E-01
  0.1389E+01  -0.1335E+04   0.6564E+00   0.7429E-01   0.4933E-03   0.0000E+00   0.1419E+10   0.3863E-05   0.1999E-01
  0.1399E+01  -0.1322E+04   0.1348E+01   0.7294E-01   0.9952E-03   0.0000E+00   0.1382E+10   0.1561E-04   0.1760E-01
  0.1409E+01  -0.1307E+04   0.5310E+00   0.7126E-01   0.4978E-03   0.0000E+00   0.1341E+10   0.3877E-05   0.8107E-02
  0.1419E+01  -0.1293E+04   0.5322E+00   0.6910E-01   0.6033E-03   0.0000E+00   0.1303E+10   0.5655E-05  -0.5931E-02
  0.1429E+01  -0.1278E+04   0.5979E+00   0.6797E-01   0.3712E-03   0.0000E+00   0.1265E+10   0.2125E-05   0.3912E-02
  0.1439E+01  -0.1264E+04   0.6232E+00   0.6719E-01   0.4095E-03   0.0000E+00   0.1229E+10   0.2569E-05   0.4437E-02
  0.1449E+01  -0.1253E+04   0.6367E+00   0.6580E-01   0.2932E-03   0.0000E+00   0.1198E+10   0.1307E-05   0.2786E-02
  0.1460E+01  -0.1240E+04   0.6026E+00   0.6494E-01   0.3695E-03   0.0000E+00   0.1165E+10   0.2062E-05   0.5663E-02
  0.1470E+01  -0.1227E+04   0.5209E+00   0.6360E-01   0.2857E-03   0.0000E+00   0.1133E+10   0.1224E-05   0.1306E-01
  0.1480E+01  -0.1215E+04   0.4804E+00   0.6376E-01   0.8328E-03   0.0000E+00   0.1104E+10   0.1033E-04   0.4809E-01
  0.1490E+01  -0.1202E+04   0.4288E+00   0.6170E-01   0.2802E-03   0.0000E+00   0.1073E+10   0.1162E-05   0.2797E-02
  0.1500E+01  -0.1191E+04   0.5447E+00   0.6114E-01   0.4931E-03   0.0000E+00   0.1046E+10   0.3575E-05   0.1999E-01
  0.1500E+01  -0.1212E+04   0.4974E+01   0.7257E-01   0.2843E-02   0.0000E+00   0.1083E+10   0.1188E-03   0.1246E+00
  0.1559E+01  -0.1136E+04   0.2948E+01   0.5933E-01   0.1327E-02   0.0000E+00   0.9166E+09   0.2491E-04   0.4275E-01
  0.1619E+01  -0.1071E+04   0.1298E+01   0.5170E-01   0.2853E-03   0.0000E+00   0.7850E+09   0.1109E-05   0.3963E-02
  0.1678E+01  -0.1019E+04   0.5801E+00   0.4891E-01   0.1797E-03   0.0000E+00   0.6852E+09   0.4243E-06   0.1361E-01
  0.1738E+01  -0.9722E+03   0.4742E+00   0.4613E-01   0.1490E-03   0.0000E+00   0.6027E+09   0.2818E-06   0.1689E-02
  0.1797E+01  -0.9308E+03   0.8737E+00   0.4403E-01   0.1555E-03   0.0000E+00   0.5344E+09   0.2967E-06   0.1034E-01
  0.1856E+01  -0.8923E+03   0.2209E+00   0.4216E-01   0.1036E-03   0.0000E+00   0.4755E+09   0.1276E-06   0.3503E-02
  0.1916E+01  -0.8576E+03   0.5448E+00   0.4068E-01   0.1390E-03   0.0000E+00   0.4258E+09   0.2225E-06  -0.1510E-03
  0.1975E+01  -0.8248E+03   0.2354E+00   0.3946E-01   0.1435E-03   0.0000E+00   0.3821E+09   0.2298E-06   0.4946E-02
  0.2034E+01  -0.7968E+03   0.8710E+00   0.3843E-01   0.8897E-04   0.0000E+00   0.3464E+09   0.8579E-07   0.1079E-02
  0.2094E+01  -0.7682E+03   0.2467E+00   0.3714E-01   0.8305E-04   0.0000E+00   0.3129E+09   0.7264E-07   0.7146E-02
  0.2153E+01  -0.7437E+03   0.7851E+00   0.3620E-01   0.1086E-03   0.0000E+00   0.2852E+09   0.1207E-06   0.1551E-03
  0.2213E+01  -0.7186E+03   0.3299E+00   0.3538E-01   0.7114E-04   0.0000E+00   0.2593E+09   0.5043E-07  -0.5886E-04
  0.2272E+01  -0.6971E+03   0.8368E+00   0.3474E-01   0.2263E-03   0.0000E+00   0.2377E+09   0.4971E-06   0.1890E-02
  0.2331E+01  -0.6759E+03   0.3304E+00   0.3388E-01   0.7441E-04   0.0000E+00   0.2179E+09   0.5237E-07  -0.4218E-04
  0.2391E+01  -0.6563E+03   0.4026E+00   0.3342E-01   0.1566E-03   0.0000E+00   0.2004E+09   0.2262E-06   0.6524E-03
  0.2450E+01  -0.6382E+03   0.4249E+00   0.3276E-01   0.5295E-04   0.0000E+00   0.1850E+09   0.2523E-07   0.4493E-02
  0.2510E+01  -0.6201E+03   0.5120E+00   0.3242E-01   0.1641E-03   0.0000E+00   0.1706E+09   0.2366E-06   0.2077E-02
  0.2569E+01  -0.6045E+03   0.7169E+00   0.3183E-01   0.1108E-03   0.0000E+00   0.1584E+09   0.1053E-06   0.5114E-02
  0.2628E+01  -0.5887E+03   0.4045E+00   0.3138E-01   0.1767E-03   0.0000E+00   0.1470E+09   0.2620E-06  -0.1211E-02
  0.2688E+01  -0.5737E+03   0.5228E+00   0.3068E-01   0.6762E-04   0.0000E+00   0.1365E+09   0.3752E-07  -0.1915E-02
  0.2747E+01  -0.5599E+03   0.1826E+00   0.3044E-01   0.7044E-04   0.0000E+00   0.1273E+09   0.3983E-07  -0.5595E-03
  0.2807E+01  -0.5468E+03   0.4515E+00   0.3009E-01   0.6210E-04   0.0000E+00   0.1189E+09   0.3030E-07  -0.2444E-02
  0.2866E+01  -0.5334E+03   0.1288E+00   0.2973E-01   0.5458E-04   0.0000E+00   0.1108E+09   0.2292E-07   0.6748E-02
  0.2925E+01  -0.5281E+03   0.1168E+01   0.3002E-01   0.1623E-03   0.0000E+00   0.1064E+09   0.1986E-06   0.2216E-01
  0.2985E+01  -0.5104E+03   0.3810E+00   0.2920E-01   0.8227E-04   0.0000E+00   0.9755E+08   0.5000E-07   0.3252E-02
  0.3044E+01  -0.4994E+03   0.3471E+00   0.2887E-01   0.5177E-04   0.0000E+00   0.9162E+08   0.1942E-07  -0.9372E-03
  0.3103E+01  -0.4886E+03   0.1686E+00   0.2867E-01   0.6760E-04   0.0000E+00   0.8607E+08   0.3247E-07   0.3590E-02
  0.3163E+01  -0.4787E+03   0.2593E+00   0.2830E-01   0.5223E-04   0.0000E+00   0.8112E+08   0.1902E-07   0.6801E-02
  0.3222E+01  -0.4688E+03   0.1890E+00   0.2812E-01   0.7970E-04   0.0000E+00   0.7640E+08   0.4347E-07   0.3362E-03
  0.3282E+01  -0.4599E+03   0.3214E+00   0.2785E-01   0.5890E-04   0.0000E+00   0.7225E+08   0.2331E-07   0.9285E-03
  0.3341E+01  -0.4510E+03   0.3000E+00   0.2772E-01   0.5159E-04   0.0000E+00   0.6828E+08   0.1757E-07   0.4019E-02
  0.3400E+01  -0.4426E+03   0.1803E+00   0.2751E-01   0.4391E-04   0.0000E+00   0.6466E+08   0.1250E-07   0.3730E-03
  0.3460E+01  -0.4344E+03   0.4304E+00   0.2724E-01   0.5747E-04   0.0000E+00   0.6123E+08   0.2105E-07   0.1080E-02
  0.3519E+01  -0.4260E+03   0.1700E+00   0.2711E-01   0.5011E-04   0.0000E+00   0.5795E+08   0.1573E-07  -0.3292E-03
  0.3579E+01  -0.4188E+03   0.2481E+00   0.2692E-01   0.5305E-04   0.0000E+00   0.5509E+08   0.1734E-07   0.1896E-02
  0.3638E+01  -0.4114E+03   0.2778E+00   0.2680E-01   0.5460E-04   0.0000E+00   0.5234E+08   0.1807E-07   0.7607E-02
  0.3697E+01  -0.4043E+03   0.1897E+00   0.2660E-01   0.5786E-04   0.0000E+00   0.4976E+08   0.1996E-07   0.3693E-02
