        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc
  0.0000E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.5051E-02  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1010E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1515E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2020E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2525E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.3030E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.3535E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.4040E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.4545E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.5051E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.5556E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.6061E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.6566E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.7071E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.7576E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.8081E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.8586E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.9091E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.9596E-01  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1010E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1061E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1111E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1162E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1212E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1263E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1313E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1364E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1414E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1465E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1515E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1566E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1616E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1667E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1717E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1768E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1818E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1869E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1919E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1970E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2020E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2071E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2121E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2172E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2222E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2273E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2323E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2374E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2424E+00  -0.3200E+04   0.1979E-02   0.1000E+01   0.3092E-06   0.1000E+01   0.4987E-01   0.1218E-08
  0.2475E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2525E+00  -0.3200E+04   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2576E+00  -0.3200E+04   0.1979E-02   0.1000E+01   0.3092E-06   0.1000E+01   0.4694E-01   0.1146E-08
  0.2626E+00  -0.3200E+04   0.4422E-02   0.1000E+01   0.6909E-06   0.1000E+01   0.2298E+00   0.5610E-08
  0.2677E+00  -0.3200E+04   0.4842E-02   0.1000E+01   0.7566E-06   0.1000E+01   0.2704E+00   0.6602E-08
  0.2727E+00  -0.3200E+04   0.5229E-02   0.1000E+01   0.8171E-06   0.1000E+01   0.3095E+00   0.7557E-08
  0.2778E+00  -0.3200E+04   0.4422E-02   0.1000E+01   0.6909E-06   0.1000E+01   0.2173E+00   0.5304E-08
  0.2828E+00  -0.3200E+04   0.3426E-02   0.1000E+01   0.5354E-06   0.1000E+01   0.1281E+00   0.3128E-08
  0.2879E+00  -0.3200E+04   0.7026E-02   0.1000E+01   0.1098E-05   0.1000E+01   0.5293E+00   0.1292E-07
  0.2929E+00  -0.3200E+04   0.4422E-02   0.1000E+01   0.6909E-06   0.1000E+01   0.2060E+00   0.5030E-08
  0.2980E+00  -0.3200E+04   0.8815E-02   0.1000E+01   0.1377E-05   0.1000E+01   0.8049E+00   0.1965E-07
  0.3030E+00  -0.3200E+04   0.9241E-02   0.1000E+01   0.1444E-05   0.1000E+01   0.8699E+00   0.2124E-07
  0.3081E+00  -0.3200E+04   0.1004E-01   0.1000E+01   0.1568E-05   0.1000E+01   0.1009E+01   0.2464E-07
  0.3131E+00  -0.3200E+04   0.8518E-02   0.1000E+01   0.1331E-05   0.1000E+01   0.7153E+00   0.1746E-07
  0.3182E+00  -0.3200E+04   0.1215E-01   0.1000E+01   0.1899E-05   0.1000E+01   0.1433E+01   0.3499E-07
  0.3232E+00  -0.3200E+04   0.1059E-01   0.1000E+01   0.1655E-05   0.1000E+01   0.1072E+01   0.2617E-07
  0.3283E+00  -0.3200E+04   0.1358E-01   0.1000E+01   0.2162E-05   0.1000E+01   0.1734E+01   0.4397E-07
  0.3333E+00  -0.3200E+04   0.1400E-01   0.1000E+01   0.2233E-05   0.9999E+00   0.1816E+01   0.4616E-07
  0.3384E+00  -0.3200E+04   0.1203E-01   0.1000E+01   0.1902E-05   0.9999E+00   0.1320E+01   0.3301E-07
  0.3434E+00  -0.3200E+04   0.1516E-01   0.1000E+01   0.2392E-05   0.9999E+00   0.2067E+01   0.5144E-07
  0.3485E+00  -0.3200E+04   0.1533E-01   0.1000E+01   0.2396E-05   0.9999E+00   0.2082E+01   0.5084E-07
  0.3535E+00  -0.3200E+04   0.1771E-01   0.1000E+01   0.2853E-05   0.9999E+00   0.2737E+01   0.7109E-07
  0.3586E+00  -0.3200E+04   0.1789E-01   0.1000E+01   0.2851E-05   0.9999E+00   0.2756E+01   0.6999E-07
