    tau_corr   autocorr_U   autocorr_M
          66   0.4303E-01   0.7599E-01
          67   0.4254E-01   0.7373E-01
          68   0.4082E-01   0.7154E-01
          69   0.4001E-01   0.6943E-01
          70   0.3866E-01   0.6742E-01
          71   0.3771E-01   0.6560E-01
          72   0.3651E-01   0.6355E-01
          73   0.3550E-01   0.6163E-01
          74   0.3410E-01   0.5991E-01
          75   0.3302E-01   0.5803E-01
          76   0.3212E-01   0.5628E-01
          77   0.3095E-01   0.5460E-01
          78   0.2979E-01   0.5319E-01
          79   0.2885E-01   0.5180E-01
          80   0.2808E-01   0.5023E-01
          81   0.2735E-01   0.4910E-01
          82   0.2633E-01   0.4771E-01
          83   0.2477E-01   0.4637E-01
          84   0.2347E-01   0.4505E-01
          85   0.2312E-01   0.4380E-01
          86   0.2216E-01   0.4255E-01
          87   0.2130E-01   0.4143E-01
          88   0.2038E-01   0.4025E-01
          89   0.1971E-01   0.3909E-01
          90   0.1931E-01   0.3815E-01
          91   0.1873E-01   0.3707E-01
          92   0.1841E-01   0.3607E-01
          93   0.1854E-01   0.3493E-01
          94   0.1809E-01   0.3391E-01
          95   0.1777E-01   0.3281E-01
          96   0.1725E-01   0.3183E-01
          97   0.1661E-01   0.3097E-01
          98   0.1581E-01   0.2999E-01
          99   0.1516E-01   0.2907E-01
         100   0.1531E-01   0.2840E-01
         101   0.1534E-01   0.2815E-01
         102   0.1464E-01   0.2736E-01
         103   0.1427E-01   0.2647E-01
         104   0.1377E-01   0.2558E-01
         105   0.1334E-01   0.2466E-01
         106   0.1284E-01   0.2423E-01
         107   0.1246E-01   0.2385E-01
         108   0.1189E-01   0.2320E-01
         109   0.1158E-01   0.2268E-01
         110   0.1192E-01   0.2202E-01
         111   0.1097E-01   0.2144E-01
         112   0.1119E-01   0.2098E-01
         113   0.1156E-01   0.2045E-01
         114   0.1127E-01   0.1994E-01
         115   0.1111E-01   0.1925E-01
         116   0.1106E-01   0.1891E-01
         117   0.1056E-01   0.1844E-01
         118   0.1096E-01   0.1787E-01
         119   0.1047E-01   0.1742E-01
         120   0.1048E-01   0.1703E-01
         121   0.9947E-02   0.1669E-01
         122   0.1016E-01   0.1643E-01
         123   0.9520E-02   0.1596E-01
         124   0.9333E-02   0.1574E-01
         125   0.8947E-02   0.1555E-01
         126   0.8825E-02   0.1528E-01
         127   0.9067E-02   0.1517E-01
         128   0.8837E-02   0.1473E-01
         129   0.8396E-02   0.1423E-01
         130   0.8427E-02   0.1410E-01
         131   0.8258E-02   0.1379E-01
         132   0.8511E-02   0.1360E-01
         133   0.8544E-02   0.1353E-01
         134   0.8307E-02   0.1312E-01
         135   0.7777E-02   0.1273E-01
         136   0.7323E-02   0.1251E-01
         137   0.7330E-02   0.1224E-01
         138   0.7352E-02   0.1207E-01
         139   0.7207E-02   0.1158E-01
         140   0.7113E-02   0.1148E-01
         141   0.6798E-02   0.1123E-01
         142   0.6457E-02   0.1118E-01
         143   0.6549E-02   0.1097E-01
         144   0.6883E-02   0.1070E-01
         145   0.7092E-02   0.1033E-01
         146   0.6747E-02   0.9921E-02
         147   0.6969E-02   0.9650E-02
         148   0.6684E-02   0.9598E-02
         149   0.6685E-02   0.9436E-02
         150   0.7050E-02   0.9558E-02
         151   0.6453E-02   0.9829E-02
         152   0.6528E-02   0.9498E-02
         153   0.6407E-02   0.9480E-02
         154   0.6782E-02   0.9202E-02
         155   0.6511E-02   0.8765E-02
         156   0.6304E-02   0.8512E-02
         157   0.6287E-02   0.8283E-02
         158   0.6084E-02   0.7973E-02
         159   0.6048E-02   0.7556E-02
         160   0.5590E-02   0.7224E-02
         161   0.4957E-02   0.6792E-02
         162   0.4641E-02   0.6245E-02
         163   0.4459E-02   0.5918E-02
         164   0.4146E-02   0.5424E-02
         165   0.3624E-02   0.4967E-02
         166   0.3345E-02   0.4612E-02
         167   0.2691E-02   0.4420E-02
         168   0.2700E-02   0.4129E-02
         169   0.2092E-02   0.3794E-02
         170   0.1945E-02   0.3451E-02
         171   0.1754E-02   0.3339E-02
         172   0.1677E-02   0.3302E-02
         173   0.1472E-02   0.3255E-02
         174   0.1655E-02   0.3035E-02
         175   0.1356E-02   0.2744E-02
         176   0.1498E-02   0.2689E-02
         177   0.1658E-02   0.2492E-02
         178   0.1298E-02   0.2580E-02
         179   0.1280E-02   0.2728E-02
         180   0.1488E-02   0.2826E-02
         181   0.1424E-02   0.2502E-02
         182   0.1292E-02   0.2562E-02
         183   0.1229E-02   0.2480E-02
         184   0.1357E-02   0.2763E-02
         185   0.1073E-02   0.3023E-02
         186   0.1508E-02   0.3333E-02
         187   0.1798E-02   0.3562E-02
         188   0.2013E-02   0.3862E-02
         189   0.2091E-02   0.3782E-02
         190   0.1893E-02   0.3720E-02
         191   0.2180E-02   0.3801E-02
         192   0.2199E-02   0.3716E-02
         193   0.2078E-02   0.3404E-02
         194   0.1801E-02   0.3528E-02
         195   0.1635E-02   0.3402E-02
         196   0.1431E-02   0.3226E-02
         197   0.9742E-03   0.3065E-02
         198   0.1350E-02   0.3173E-02
         199   0.1296E-02   0.3150E-02
         200   0.8775E-03   0.3153E-02
         201   0.4251E-03   0.3133E-02
         202   0.4900E-03   0.3078E-02
         203   0.4108E-03   0.3356E-02
         204  -0.8562E-04   0.3294E-02
         205  -0.1487E-03   0.3377E-02
         206  -0.5360E-05   0.3301E-02
         207  -0.4161E-03   0.3131E-02
         208  -0.8607E-03   0.3071E-02
         209  -0.6848E-03   0.3077E-02
         210  -0.8706E-03   0.2928E-02
         211  -0.7896E-03   0.2977E-02
         212  -0.2622E-03   0.2948E-02
         213  -0.1036E-03   0.3332E-02
         214  -0.3460E-03   0.3456E-02
         215  -0.3478E-03   0.3736E-02
         216  -0.2888E-03   0.3668E-02
         217   0.1306E-03   0.3745E-02
         218   0.5812E-03   0.3837E-02
         219   0.6685E-03   0.3989E-02
         220   0.6251E-03   0.3932E-02
         221  -0.1805E-03   0.3616E-02
         222  -0.3071E-03   0.3565E-02
         223  -0.3297E-03   0.3508E-02
         224  -0.1113E-03   0.3589E-02
         225   0.3439E-03   0.4029E-02
         226   0.6496E-03   0.4203E-02
         227   0.9854E-03   0.4386E-02
         228   0.5500E-03   0.4522E-02
         229   0.5546E-03   0.4661E-02
         230   0.1055E-02   0.4722E-02
         231   0.8066E-03   0.4871E-02
         232   0.7567E-03   0.4959E-02
         233   0.1166E-02   0.5082E-02
         234   0.1692E-02   0.5327E-02
         235   0.1235E-02   0.5213E-02
         236   0.1570E-02   0.5513E-02
         237   0.1652E-02   0.5652E-02
         238   0.1960E-02   0.5755E-02
         239   0.1593E-02   0.5997E-02
         240   0.2080E-02   0.6113E-02
         241   0.2032E-02   0.6351E-02
         242   0.2162E-02   0.6404E-02
         243   0.1987E-02   0.6593E-02
         244   0.2275E-02   0.6690E-02
         245   0.2092E-02   0.6801E-02
         246   0.1904E-02   0.6849E-02
         247   0.1830E-02   0.6644E-02
         248   0.1546E-02   0.6698E-02
         249   0.1420E-02   0.6966E-02
         250   0.1736E-02   0.7134E-02
         251   0.1320E-02   0.6724E-02
         252   0.1101E-02   0.6344E-02
         253   0.9875E-03   0.6053E-02
         254   0.6926E-03   0.5680E-02
         255   0.5871E-03   0.5251E-02
         256   0.6120E-03   0.5023E-02
         257   0.9749E-03   0.5038E-02
         258   0.4639E-03   0.4739E-02
         259   0.1921E-03   0.4541E-02
         260   0.3592E-04   0.4237E-02
         261   0.6079E-04   0.4268E-02
         262  -0.3423E-03   0.4070E-02
         263  -0.1003E-03   0.3784E-02
         264  -0.6183E-03   0.3613E-02
         265  -0.8464E-03   0.3798E-02
         266  -0.1088E-02   0.3625E-02
         267  -0.1450E-02   0.3458E-02
         268  -0.1091E-02   0.3414E-02
         269  -0.9776E-03   0.3318E-02
         270  -0.1299E-02   0.3275E-02
         271  -0.1275E-02   0.3359E-02
         272  -0.1665E-02   0.3580E-02
         273  -0.1383E-02   0.3806E-02
         274  -0.1030E-02   0.4057E-02
         275  -0.6313E-03   0.4152E-02
         276  -0.2392E-03   0.4258E-02
         277   0.1203E-04   0.4268E-02
         278  -0.3713E-03   0.4372E-02
         279  -0.8228E-03   0.4344E-02
         280  -0.9957E-03   0.4342E-02
         281  -0.1695E-02   0.4299E-02
         282  -0.1575E-02   0.4468E-02
         283  -0.1847E-02   0.4467E-02
         284  -0.1564E-02   0.4567E-02
         285  -0.1573E-02   0.4420E-02
         286  -0.1385E-02   0.4246E-02
         287  -0.1214E-02   0.4154E-02
         288  -0.1451E-02   0.4046E-02
         289  -0.1695E-02   0.4006E-02
         290  -0.1368E-02   0.4018E-02
         291  -0.1282E-02   0.4004E-02
         292  -0.1099E-02   0.4240E-02
         293  -0.7490E-03   0.4306E-02
         294  -0.1031E-02   0.4304E-02
         295  -0.7363E-03   0.4268E-02
         296  -0.7187E-03   0.4111E-02
         297  -0.5038E-03   0.3788E-02
         298  -0.9071E-03   0.3517E-02
         299  -0.8387E-03   0.3426E-02
         300  -0.3150E-03   0.3076E-02
         301  -0.3878E-03   0.3031E-02
         302  -0.4194E-03   0.2524E-02
         303  -0.7782E-03   0.2277E-02
         304  -0.6858E-03   0.2287E-02
         305  -0.4387E-04   0.2284E-02
         306  -0.3367E-03   0.2296E-02
         307  -0.1048E-03   0.2052E-02
         308   0.1962E-03   0.2054E-02
         309   0.1816E-03   0.1924E-02
         310  -0.2762E-03   0.2077E-02
         311  -0.4370E-03   0.1948E-02
         312  -0.3980E-03   0.1756E-02
         313  -0.2403E-03   0.1742E-02
         314   0.7903E-04   0.1673E-02
         315   0.2915E-03   0.1450E-02
         316  -0.4148E-04   0.1464E-02
         317  -0.2504E-03   0.1440E-02
         318  -0.3738E-03   0.1374E-02
         319  -0.1507E-03   0.1224E-02
         320  -0.2014E-03   0.1174E-02
         321  -0.4580E-03   0.1207E-02
         322  -0.4195E-03   0.1391E-02
         323  -0.7501E-03   0.1244E-02
         324  -0.3069E-03   0.1146E-02
         325  -0.2654E-03   0.1177E-02
         326  -0.3044E-03   0.8584E-03
         327  -0.2599E-03   0.9911E-03
         328  -0.2036E-03   0.6446E-03
         329  -0.5284E-03   0.6047E-03
         330  -0.8217E-03   0.5520E-03
         331  -0.1179E-02   0.6659E-03
         332  -0.1022E-02   0.6903E-03
         333  -0.1046E-02   0.9831E-03
         334  -0.1231E-02   0.7500E-03
         335  -0.9273E-03   0.8498E-03
         336  -0.6894E-03   0.1099E-02
         337  -0.8510E-03   0.9380E-03
         338  -0.7859E-03   0.9374E-03
         339  -0.6417E-03   0.1048E-02
         340  -0.5144E-03   0.1343E-02
         341  -0.4503E-03   0.1505E-02
         342  -0.4389E-03   0.1559E-02
         343  -0.5755E-03   0.1724E-02
         344  -0.3206E-03   0.1804E-02
         345   0.3972E-04   0.1773E-02
         346  -0.2087E-03   0.1857E-02
         347  -0.5487E-03   0.1752E-02
         348  -0.2582E-03   0.1558E-02
         349  -0.4324E-03   0.1606E-02
         350  -0.2359E-03   0.1284E-02
         351  -0.1121E-03   0.1005E-02
         352  -0.5154E-03   0.9104E-03
         353  -0.6597E-03   0.6528E-03
         354  -0.1144E-02   0.4891E-03
         355  -0.1422E-02   0.2785E-03
         356  -0.1789E-02  -0.3407E-03
         357  -0.1960E-02  -0.7115E-03
         358  -0.2475E-02  -0.8423E-03
         359  -0.2291E-02  -0.9461E-03
         360  -0.2548E-02  -0.8457E-03
         361  -0.2528E-02  -0.1017E-02
         362  -0.2871E-02  -0.1208E-02
         363  -0.3163E-02  -0.1081E-02
         364  -0.3046E-02  -0.1237E-02
         365  -0.3023E-02  -0.1528E-02
         366  -0.2784E-02  -0.1637E-02
         367  -0.2620E-02  -0.1880E-02
         368  -0.2343E-02  -0.1813E-02
         369  -0.2690E-02  -0.1762E-02
         370  -0.2294E-02  -0.1589E-02
         371  -0.2125E-02  -0.1547E-02
         372  -0.2643E-02  -0.1514E-02
         373  -0.3050E-02  -0.1310E-02
         374  -0.2581E-02  -0.1309E-02
         375  -0.2781E-02  -0.1573E-02
         376  -0.2617E-02  -0.2060E-02
         377  -0.2669E-02  -0.2078E-02
         378  -0.2664E-02  -0.2170E-02
         379  -0.2716E-02  -0.2125E-02
         380  -0.2421E-02  -0.2141E-02
         381  -0.2146E-02  -0.1792E-02
         382  -0.2022E-02  -0.1605E-02
         383  -0.1564E-02  -0.1402E-02
         384  -0.1711E-02  -0.1536E-02
         385  -0.1848E-02  -0.1295E-02
         386  -0.1948E-02  -0.1291E-02
         387  -0.2037E-02  -0.1524E-02
         388  -0.2127E-02  -0.1636E-02
         389  -0.1627E-02  -0.1626E-02
         390  -0.1815E-02  -0.1646E-02
         391  -0.1977E-02  -0.1592E-02
         392  -0.1354E-02  -0.1444E-02
         393  -0.1256E-02  -0.1277E-02
         394  -0.1331E-02  -0.1260E-02
         395  -0.1118E-02  -0.1074E-02
         396  -0.9543E-03  -0.8674E-03
         397  -0.1131E-02  -0.9674E-03
         398  -0.1222E-02  -0.9024E-03
         399  -0.1408E-02  -0.9604E-03
         400  -0.1446E-02  -0.6615E-03
         401  -0.1578E-02  -0.5600E-03
         402  -0.1707E-02  -0.7144E-03
         403  -0.1977E-02  -0.1020E-02
         404  -0.2118E-02  -0.1091E-02
         405  -0.2241E-02  -0.1073E-02
         406  -0.2933E-02  -0.1193E-02
         407  -0.2819E-02  -0.1546E-02
         408  -0.2553E-02  -0.1694E-02
         409  -0.2560E-02  -0.1823E-02
         410  -0.2594E-02  -0.1909E-02
         411  -0.2408E-02  -0.2134E-02
         412  -0.2200E-02  -0.2304E-02
         413  -0.2174E-02  -0.2390E-02
         414  -0.2143E-02  -0.2372E-02
         415  -0.2455E-02  -0.2319E-02
         416  -0.2894E-02  -0.2441E-02
         417  -0.2659E-02  -0.2310E-02
         418  -0.2470E-02  -0.2293E-02
         419  -0.2506E-02  -0.2290E-02
         420  -0.2773E-02  -0.2094E-02
         421  -0.1978E-02  -0.2156E-02
         422  -0.1987E-02  -0.2104E-02
         423  -0.1966E-02  -0.2222E-02
         424  -0.2563E-02  -0.2541E-02
         425  -0.2065E-02  -0.2435E-02
         426  -0.1657E-02  -0.2356E-02
         427  -0.1604E-02  -0.2156E-02
         428  -0.1610E-02  -0.1868E-02
         429  -0.1846E-02  -0.1738E-02
         430  -0.1892E-02  -0.1513E-02
         431  -0.1487E-02  -0.1259E-02
         432  -0.1163E-02  -0.1202E-02
         433  -0.1390E-02  -0.1161E-02
         434  -0.1331E-02  -0.8863E-03
         435  -0.1343E-02  -0.8684E-03
         436  -0.9977E-03  -0.9327E-03
         437  -0.9394E-03  -0.9757E-03
         438  -0.6087E-03  -0.9494E-03
         439  -0.4941E-03  -0.8016E-03
         440  -0.2681E-03  -0.7845E-03
         441   0.7910E-04  -0.7089E-03
         442  -0.5395E-04  -0.6763E-03
         443  -0.8584E-04  -0.3400E-03
         444  -0.4634E-03  -0.3121E-03
         445  -0.3233E-03  -0.1566E-03
         446  -0.9225E-04  -0.1856E-03
         447   0.4677E-03  -0.1544E-03
         448   0.9146E-05  -0.1190E-03
         449  -0.2963E-03  -0.8358E-07
         450  -0.8130E-04   0.2478E-03
         451  -0.1617E-04  -0.2521E-04
         452   0.4754E-03  -0.1349E-03
         453   0.8557E-04  -0.4172E-04
         454   0.2290E-03   0.2173E-03
         455   0.1468E-04   0.2077E-03
         456  -0.8016E-05   0.2381E-03
         457  -0.2955E-03   0.1101E-03
         458  -0.1852E-03  -0.3139E-04
         459  -0.1988E-03  -0.2895E-03
         460   0.1601E-03  -0.2156E-03
         461   0.4217E-03  -0.1341E-03
         462   0.3042E-03  -0.2248E-03
         463   0.3560E-03  -0.1027E-03
         464   0.4926E-03  -0.3524E-03
         465   0.6960E-03  -0.2825E-03
         466   0.5798E-03  -0.5285E-03
         467   0.3449E-03  -0.5447E-03
         468   0.3534E-03  -0.1653E-03
         469  -0.4498E-04  -0.1032E-04
         470  -0.1026E-04   0.1265E-04
         471   0.1624E-03   0.2123E-03
         472   0.4242E-03   0.3454E-03
         473   0.6479E-03   0.3068E-03
         474   0.4987E-03   0.3344E-03
         475   0.4451E-03   0.3016E-03
         476   0.1630E-03   0.5054E-04
         477  -0.1124E-03  -0.3264E-04
         478  -0.9103E-05  -0.2574E-04
         479   0.3771E-04   0.1016E-03
         480  -0.2315E-04   0.3919E-03
         481   0.6922E-03   0.6608E-03
         482   0.1164E-02   0.8405E-03
         483   0.1103E-02   0.8809E-03
         484   0.1617E-02   0.8120E-03
         485   0.1380E-02   0.5978E-03
         486   0.1187E-02   0.5376E-03
         487   0.6984E-03   0.4570E-03
         488   0.6674E-03   0.2832E-03
         489   0.7781E-03   0.8571E-04
         490   0.6482E-03   0.1931E-03
         491   0.1709E-03   0.1746E-03
         492  -0.3330E-03   0.1858E-04
         493  -0.1278E-03   0.5753E-04
         494  -0.4187E-03  -0.2636E-04
         495  -0.3531E-03  -0.9936E-04
         496  -0.4969E-03  -0.2035E-04
         497  -0.6649E-03   0.1438E-04
         498  -0.5686E-03  -0.1111E-03
         499  -0.4646E-03  -0.3648E-03
         500  -0.2099E-03  -0.4888E-03
         501  -0.6056E-03  -0.4950E-03
         502  -0.6188E-03  -0.5029E-03
         503  -0.2165E-03  -0.4174E-03
         504  -0.5436E-03  -0.3980E-03
         505  -0.2009E-03  -0.3183E-03
         506  -0.4312E-03  -0.4459E-03
         507  -0.4464E-03  -0.3864E-03
         508  -0.7762E-04  -0.5513E-03
         509   0.3407E-03  -0.9390E-04
         510   0.4182E-03  -0.4392E-05
         511   0.3765E-03  -0.6426E-04
         512   0.3810E-03  -0.6682E-06
         513   0.2474E-03   0.1555E-03
         514   0.1355E-03   0.3248E-03
         515   0.3888E-03   0.4274E-03
         516   0.3930E-03   0.5314E-03
         517   0.7115E-03   0.9534E-03
         518   0.6384E-03   0.1004E-02
         519   0.3644E-03   0.1157E-02
         520   0.3302E-03   0.1131E-02
         521   0.3452E-03   0.1381E-02
         522   0.1049E-02   0.1800E-02
         523   0.1005E-02   0.2029E-02
         524   0.7385E-03   0.2080E-02
         525   0.5166E-03   0.1994E-02
         526   0.2837E-03   0.2040E-02
         527   0.5586E-03   0.2009E-02
         528   0.5086E-03   0.2352E-02
         529   0.5233E-03   0.2431E-02
         530   0.3860E-03   0.2586E-02
         531   0.4720E-03   0.2785E-02
         532   0.4106E-03   0.2903E-02
         533   0.6205E-03   0.2998E-02
         534   0.6984E-03   0.3293E-02
         535   0.6341E-03   0.3192E-02
         536   0.7215E-03   0.3236E-02
         537   0.4620E-03   0.3088E-02
         538  -0.1390E-04   0.2831E-02
         539  -0.2954E-03   0.2776E-02
         540  -0.2506E-03   0.2587E-02
         541  -0.5976E-03   0.2404E-02
         542  -0.2235E-03   0.2423E-02
         543  -0.1975E-03   0.2257E-02
         544  -0.1830E-03   0.2109E-02
         545  -0.2299E-03   0.1951E-02
         546  -0.5085E-03   0.1775E-02
         547  -0.7781E-03   0.1840E-02
         548  -0.7783E-03   0.1754E-02
         549  -0.9445E-03   0.1685E-02
         550  -0.1183E-02   0.1486E-02
         551  -0.1644E-02   0.1300E-02
         552  -0.1771E-02   0.1136E-02
         553  -0.1763E-02   0.1109E-02
         554  -0.1707E-02   0.9238E-03
         555  -0.1473E-02   0.1059E-02
         556  -0.1317E-02   0.1090E-02
         557  -0.1202E-02   0.1302E-02
         558  -0.1274E-02   0.1419E-02
         559  -0.1038E-02   0.1441E-02
         560  -0.1105E-02   0.1760E-02
         561  -0.1286E-02   0.1907E-02
         562  -0.1445E-02   0.1680E-02
         563  -0.1066E-02   0.1813E-02
         564  -0.8792E-03   0.1817E-02
         565  -0.6643E-03   0.1707E-02
         566  -0.9324E-03   0.1545E-02
         567  -0.9153E-03   0.1367E-02
         568  -0.8096E-03   0.1454E-02
         569  -0.1044E-02   0.1640E-02
         570  -0.7507E-03   0.1611E-02
         571  -0.7629E-03   0.1603E-02
         572  -0.1075E-02   0.1565E-02
         573  -0.8452E-03   0.1410E-02
         574  -0.7592E-03   0.1406E-02
         575  -0.4576E-03   0.1371E-02
         576  -0.7739E-03   0.1177E-02
         577  -0.8329E-03   0.1027E-02
         578  -0.1642E-02   0.7833E-03
         579  -0.1424E-02   0.5632E-03
         580  -0.1568E-02   0.3464E-03
         581  -0.1974E-02   0.2138E-03
         582  -0.2329E-02  -0.3678E-04
         583  -0.2536E-02  -0.1214E-03
         584  -0.2653E-02  -0.4758E-03
         585  -0.2803E-02  -0.6873E-03
         586  -0.2630E-02  -0.1022E-02
         587  -0.2655E-02  -0.1069E-02
         588  -0.2650E-02  -0.1289E-02
         589  -0.2230E-02  -0.1596E-02
         590  -0.2590E-02  -0.1730E-02
         591  -0.2350E-02  -0.1799E-02
         592  -0.2565E-02  -0.1971E-02
         593  -0.2615E-02  -0.1972E-02
         594  -0.2888E-02  -0.1958E-02
         595  -0.2704E-02  -0.2305E-02
         596  -0.2496E-02  -0.2470E-02
         597  -0.2345E-02  -0.2541E-02
         598  -0.2506E-02  -0.2398E-02
         599  -0.2448E-02  -0.2224E-02
         600  -0.2418E-02  -0.2190E-02
         601  -0.2396E-02  -0.2213E-02
         602  -0.2213E-02  -0.2079E-02
         603  -0.2236E-02  -0.2020E-02
         604  -0.2660E-02  -0.1909E-02
         605  -0.2583E-02  -0.1906E-02
         606  -0.2242E-02  -0.1585E-02
         607  -0.2376E-02  -0.1446E-02
         608  -0.2358E-02  -0.9497E-03
         609  -0.1987E-02  -0.6222E-03
         610  -0.1718E-02  -0.5592E-03
         611  -0.2038E-02  -0.5960E-03
         612  -0.1646E-02  -0.4260E-03
         613  -0.1543E-02  -0.2657E-03
         614  -0.1639E-02  -0.2108E-03
         615  -0.1577E-02   0.7154E-04
         616  -0.1075E-02   0.1999E-04
         617  -0.9505E-03   0.1027E-03
         618  -0.5100E-03   0.3038E-03
         619  -0.3614E-03   0.3922E-03
         620  -0.5175E-03   0.6190E-03
         621  -0.4496E-03   0.6778E-03
         622  -0.5530E-04   0.6844E-03
         623  -0.5773E-04   0.7223E-03
         624   0.2517E-05   0.5957E-03
         625  -0.8009E-04   0.4568E-03
         626  -0.2776E-03   0.5223E-03
         627   0.1644E-03   0.6099E-03
         628   0.1202E-04   0.7081E-03
         629   0.4006E-03   0.7518E-03
         630   0.2251E-03   0.5340E-03
         631   0.7230E-03   0.2470E-03
         632   0.7333E-03   0.1325E-03
         633   0.4899E-03   0.1513E-03
         634   0.3184E-03   0.2855E-03
         635   0.5155E-04   0.2975E-03
         636   0.3978E-03   0.4451E-03
         637   0.7105E-03   0.8755E-03
         638   0.6144E-03   0.9802E-03
         639   0.5915E-03   0.1259E-02
         640   0.5836E-03   0.1470E-02
         641   0.9049E-04   0.1419E-02
         642   0.1051E-03   0.1229E-02
         643  -0.4327E-03   0.1091E-02
         644  -0.7195E-04   0.1048E-02
         645   0.4420E-04   0.1221E-02
         646   0.1717E-03   0.1178E-02
         647   0.2698E-03   0.1166E-02
         648   0.1109E-03   0.1293E-02
         649  -0.1617E-03   0.1345E-02
         650  -0.3966E-03   0.1405E-02
         651   0.3584E-04   0.1121E-02
         652  -0.1390E-03   0.1121E-02
         653  -0.1032E-03   0.9257E-03
         654  -0.2244E-03   0.9972E-03
         655   0.1860E-04   0.1001E-02
         656  -0.1027E-04   0.1041E-02
         657   0.3238E-03   0.8454E-03
         658   0.4604E-03   0.8440E-03
         659  -0.1286E-03   0.5806E-03
         660  -0.3033E-03   0.4184E-03
         661  -0.4405E-03   0.1165E-03
         662  -0.4926E-03   0.1987E-03
         663  -0.8191E-03   0.2563E-03
         664  -0.4202E-03   0.2716E-03
         665  -0.9438E-03   0.2263E-03
         666  -0.1038E-02   0.1714E-03
         667  -0.5622E-03   0.3248E-03
         668   0.9480E-04   0.1322E-03
         669  -0.9912E-05   0.1699E-03
         670  -0.1019E-03   0.2559E-03
         671  -0.1513E-03   0.2171E-03
         672  -0.2560E-03   0.2740E-03
         673  -0.6384E-03   0.4615E-03
         674  -0.1201E-03   0.6286E-03
         675  -0.1392E-03   0.4771E-03
         676  -0.2779E-03   0.5325E-03
         677  -0.1836E-03   0.8316E-03
         678  -0.1499E-03   0.8363E-03
         679  -0.3438E-03   0.9284E-03
         680   0.2948E-03   0.1131E-02
         681   0.8709E-03   0.1151E-02
         682   0.1062E-02   0.1201E-02
         683   0.8905E-03   0.1129E-02
         684   0.1327E-02   0.9057E-03
         685   0.9642E-03   0.8563E-03
         686   0.1106E-02   0.6163E-03
         687   0.1254E-02   0.3906E-03
         688   0.1726E-02   0.2154E-03
         689   0.1689E-02   0.2635E-03
         690   0.2091E-02   0.3119E-03
         691   0.1921E-02   0.1692E-03
         692   0.1154E-02  -0.1442E-03
         693   0.1399E-02  -0.3636E-03
         694   0.1333E-02  -0.4782E-03
         695   0.1371E-02  -0.7189E-03
         696   0.1119E-02  -0.8613E-03
         697   0.4975E-03  -0.9110E-03
         698   0.3148E-03  -0.9794E-03
         699  -0.4300E-04  -0.9360E-03
         700  -0.1905E-03  -0.9483E-03
         701  -0.3042E-04  -0.7546E-03
         702   0.9909E-04  -0.6514E-03
         703   0.2872E-03  -0.6011E-03
         704   0.7576E-04  -0.6184E-03
         705   0.8576E-04  -0.5946E-03
         706  -0.3355E-03  -0.6477E-03
         707  -0.6100E-03  -0.6656E-03
