     MC_step       U_adim       M_adim
        2447  -0.4368E+04   0.9250E-01
        2448  -0.4352E+04   0.7625E-01
        2449  -0.4512E+04   0.2500E-01
        2450  -0.4440E+04   0.7500E-01
        2451  -0.4452E+04   0.1675E+00
        2452  -0.4432E+04   0.1638E+00
        2453  -0.4468E+04   0.2300E+00
        2454  -0.4484E+04   0.2162E+00
        2455  -0.4408E+04   0.2587E+00
        2456  -0.4384E+04   0.2200E+00
        2457  -0.4372E+04   0.1000E+00
        2458  -0.4300E+04   0.7625E-01
        2459  -0.4260E+04   0.4375E-01
        2460  -0.4284E+04   0.8500E-01
        2461  -0.4312E+04   0.1125E+00
        2462  -0.4284E+04   0.7750E-01
        2463  -0.4372E+04   0.8750E-02
        2464  -0.4380E+04   0.2137E+00
        2465  -0.4308E+04   0.7750E-01
        2466  -0.4372E+04   0.1413E+00
        2467  -0.4252E+04   0.2000E-01
        2468  -0.4252E+04   0.1250E-01
        2469  -0.4312E+04   0.5375E-01
        2470  -0.4420E+04   0.9125E-01
        2471  -0.4320E+04   0.9250E-01
        2472  -0.4308E+04   0.1363E+00
        2473  -0.4292E+04   0.1275E+00
        2474  -0.4324E+04   0.1100E+00
        2475  -0.4260E+04   0.8000E-01
        2476  -0.4312E+04   0.1038E+00
        2477  -0.4456E+04   0.8000E-01
        2478  -0.4364E+04   0.9875E-01
        2479  -0.4324E+04   0.6875E-01
        2480  -0.4444E+04   0.1625E-01
        2481  -0.4468E+04   0.3750E-02
        2482  -0.4416E+04   0.4500E-01
        2483  -0.4316E+04   0.3750E-01
        2484  -0.4412E+04   0.1188E+00
        2485  -0.4484E+04   0.1375E-01
        2486  -0.4388E+04   0.6500E-01
        2487  -0.4488E+04   0.1188E+00
        2488  -0.4532E+04   0.1825E+00
        2489  -0.4488E+04   0.2762E+00
        2490  -0.4340E+04   0.1475E+00
        2491  -0.4232E+04   0.9625E-01
        2492  -0.4276E+04   0.3500E-01
        2493  -0.4196E+04   0.2250E-01
        2494  -0.4272E+04   0.7125E-01
        2495  -0.4344E+04   0.5125E-01
        2496  -0.4392E+04   0.1000E+00
        2497  -0.4432E+04   0.1125E-01
        2498  -0.4300E+04   0.1625E-01
        2499  -0.4344E+04   0.1288E+00
        2500  -0.4432E+04   0.8500E-01
        2501  -0.4420E+04   0.1700E+00
        2502  -0.4408E+04   0.9375E-01
        2503  -0.4424E+04   0.1150E+00
        2504  -0.4332E+04   0.1250E-01
        2505  -0.4368E+04   0.4250E-01
        2506  -0.4284E+04   0.7625E-01
        2507  -0.4380E+04   0.1125E-01
        2508  -0.4372E+04   0.5875E-01
        2509  -0.4476E+04   0.2250E-01
        2510  -0.4336E+04   0.1150E+00
        2511  -0.4308E+04   0.8750E-01
        2512  -0.4264E+04   0.9750E-01
        2513  -0.4352E+04   0.1750E-01
        2514  -0.4356E+04   0.1000E-01
        2515  -0.4392E+04   0.4750E-01
        2516  -0.4372E+04   0.9250E-01
        2517  -0.4396E+04   0.9000E-01
        2518  -0.4316E+04   0.1038E+00
        2519  -0.4344E+04   0.1762E+00
        2520  -0.4276E+04   0.8000E-01
        2521  -0.4268E+04   0.1000E+00
        2522  -0.4376E+04   0.1087E+00
        2523  -0.4412E+04   0.1250E+00
        2524  -0.4404E+04   0.2112E+00
        2525  -0.4452E+04   0.1025E+00
        2526  -0.4428E+04   0.1375E-01
        2527  -0.4528E+04   0.1113E+00
        2528  -0.4460E+04   0.1787E+00
        2529  -0.4396E+04   0.1738E+00
        2530  -0.4392E+04   0.1575E+00
        2531  -0.4424E+04   0.1025E+00
        2532  -0.4392E+04   0.1688E+00
        2533  -0.4484E+04   0.1500E+00
        2534  -0.4348E+04   0.1363E+00
        2535  -0.4424E+04   0.1625E+00
        2536  -0.4276E+04   0.1325E+00
        2537  -0.4368E+04   0.1700E+00
        2538  -0.4384E+04   0.1562E+00
        2539  -0.4328E+04   0.1550E+00
        2540  -0.4308E+04   0.1638E+00
        2541  -0.4200E+04   0.1250E-02
        2542  -0.4224E+04   0.4500E-01
        2543  -0.4280E+04   0.8125E-01
        2544  -0.4268E+04   0.1200E+00
        2545  -0.4144E+04   0.8750E-01
        2546  -0.4404E+04   0.1525E+00
        2547  -0.4324E+04   0.1163E+00
        2548  -0.4344E+04   0.1725E+00
        2549  -0.4336E+04   0.1512E+00
        2550  -0.4380E+04   0.2013E+00
        2551  -0.4444E+04   0.2412E+00
        2552  -0.4344E+04   0.1125E+00
        2553  -0.4304E+04   0.1512E+00
        2554  -0.4316E+04   0.1212E+00
        2555  -0.4228E+04   0.1300E+00
        2556  -0.4212E+04   0.3375E-01
        2557  -0.4248E+04   0.7250E-01
        2558  -0.4256E+04   0.1400E+00
        2559  -0.4296E+04   0.9875E-01
        2560  -0.4276E+04   0.1537E+00
        2561  -0.4276E+04   0.1175E+00
        2562  -0.4248E+04   0.1588E+00
        2563  -0.4172E+04   0.6000E-01
        2564  -0.4212E+04   0.6250E-01
        2565  -0.4256E+04   0.7000E-01
        2566  -0.4304E+04   0.1487E+00
        2567  -0.4204E+04   0.9125E-01
        2568  -0.4184E+04   0.6875E-01
        2569  -0.4136E+04   0.1425E+00
        2570  -0.4132E+04   0.1675E+00
        2571  -0.4172E+04   0.1013E+00
        2572  -0.4312E+04   0.1775E+00
        2573  -0.4248E+04   0.1562E+00
        2574  -0.4208E+04   0.1188E+00
        2575  -0.4232E+04   0.9500E-01
        2576  -0.4240E+04   0.1150E+00
        2577  -0.4272E+04   0.6500E-01
        2578  -0.4280E+04   0.5875E-01
        2579  -0.4280E+04   0.1313E+00
        2580  -0.4184E+04   0.8000E-01
        2581  -0.4332E+04   0.1275E+00
        2582  -0.4296E+04   0.1950E+00
        2583  -0.4292E+04   0.2350E+00
        2584  -0.4284E+04   0.2437E+00
        2585  -0.4400E+04   0.2838E+00
        2586  -0.4312E+04   0.9625E-01
        2587  -0.4288E+04   0.5375E-01
        2588  -0.4292E+04   0.2625E-01
        2589  -0.4312E+04   0.5250E-01
        2590  -0.4356E+04   0.1875E-01
        2591  -0.4212E+04   0.8875E-01
        2592  -0.4244E+04   0.9125E-01
        2593  -0.4332E+04   0.1163E+00
        2594  -0.4212E+04   0.8250E-01
        2595  -0.4256E+04   0.8250E-01
        2596  -0.4328E+04   0.9750E-01
        2597  -0.4280E+04   0.1313E+00
        2598  -0.4364E+04   0.7375E-01
        2599  -0.4372E+04   0.5625E-01
        2600  -0.4420E+04   0.1087E+00
        2601  -0.4416E+04   0.1875E-01
        2602  -0.4428E+04   0.2750E-01
        2603  -0.4408E+04   0.1500E-01
        2604  -0.4384E+04   0.1750E-01
        2605  -0.4364E+04   0.3500E-01
        2606  -0.4380E+04   0.5000E-02
        2607  -0.4444E+04   0.4625E-01
        2608  -0.4412E+04   0.1275E+00
        2609  -0.4404E+04   0.4125E-01
        2610  -0.4288E+04   0.1163E+00
        2611  -0.4440E+04   0.2412E+00
        2612  -0.4456E+04   0.1000E+00
        2613  -0.4428E+04   0.1625E+00
        2614  -0.4512E+04   0.1075E+00
        2615  -0.4528E+04   0.1700E+00
        2616  -0.4412E+04   0.1913E+00
        2617  -0.4412E+04   0.2462E+00
        2618  -0.4488E+04   0.1562E+00
        2619  -0.4332E+04   0.2137E+00
        2620  -0.4356E+04   0.8875E-01
        2621  -0.4328E+04   0.1963E+00
        2622  -0.4280E+04   0.6750E-01
        2623  -0.4484E+04   0.1075E+00
        2624  -0.4428E+04   0.1013E+00
        2625  -0.4444E+04   0.1787E+00
        2626  -0.4456E+04   0.2050E+00
        2627  -0.4472E+04   0.1825E+00
        2628  -0.4464E+04   0.2013E+00
        2629  -0.4424E+04   0.1450E+00
        2630  -0.4452E+04   0.1800E+00
        2631  -0.4440E+04   0.1762E+00
        2632  -0.4380E+04   0.1338E+00
        2633  -0.4384E+04   0.1512E+00
        2634  -0.4468E+04   0.1525E+00
        2635  -0.4408E+04   0.1812E+00
        2636  -0.4244E+04   0.1237E+00
        2637  -0.4356E+04   0.1663E+00
        2638  -0.4240E+04   0.5250E-01
        2639  -0.4304E+04   0.6125E-01
        2640  -0.4304E+04   0.1113E+00
        2641  -0.4260E+04   0.5250E-01
        2642  -0.4272E+04   0.1175E+00
        2643  -0.4376E+04   0.1475E+00
        2644  -0.4372E+04   0.2250E+00
        2645  -0.4360E+04   0.2150E+00
        2646  -0.4336E+04   0.1338E+00
        2647  -0.4264E+04   0.1125E+00
        2648  -0.4376E+04   0.3625E-01
        2649  -0.4384E+04   0.3500E-01
        2650  -0.4356E+04   0.8250E-01
        2651  -0.4452E+04   0.7750E-01
        2652  -0.4372E+04   0.1075E+00
        2653  -0.4324E+04   0.5125E-01
        2654  -0.4344E+04   0.7375E-01
        2655  -0.4360E+04   0.1350E+00
        2656  -0.4360E+04   0.2075E+00
        2657  -0.4364E+04   0.1625E+00
        2658  -0.4324E+04   0.5625E-01
        2659  -0.4396E+04   0.1537E+00
        2660  -0.4288E+04   0.1200E+00
        2661  -0.4284E+04   0.7625E-01
        2662  -0.4296E+04   0.6000E-01
        2663  -0.4284E+04   0.2000E-01
        2664  -0.4256E+04   0.1200E+00
        2665  -0.4212E+04   0.3500E-01
        2666  -0.4260E+04   0.1138E+00
        2667  -0.4296E+04   0.1913E+00
        2668  -0.4428E+04   0.1825E+00
        2669  -0.4248E+04   0.1263E+00
        2670  -0.4296E+04   0.1825E+00
        2671  -0.4280E+04   0.6750E-01
        2672  -0.4268E+04   0.1400E+00
        2673  -0.4416E+04   0.1800E+00
        2674  -0.4508E+04   0.1113E+00
        2675  -0.4268E+04   0.4000E-01
        2676  -0.4264E+04   0.4875E-01
        2677  -0.4272E+04   0.8875E-01
        2678  -0.4196E+04   0.1025E+00
        2679  -0.4248E+04   0.1812E+00
        2680  -0.4340E+04   0.6000E-01
        2681  -0.4284E+04   0.1775E+00
        2682  -0.4224E+04   0.1388E+00
        2683  -0.4212E+04   0.8500E-01
        2684  -0.4200E+04   0.1775E+00
        2685  -0.4248E+04   0.1725E+00
        2686  -0.4316E+04   0.1050E+00
        2687  -0.4268E+04   0.3875E-01
        2688  -0.4288E+04   0.1087E+00
        2689  -0.4248E+04   0.2075E+00
        2690  -0.4324E+04   0.1413E+00
        2691  -0.4444E+04   0.1300E+00
        2692  -0.4444E+04   0.1050E+00
        2693  -0.4432E+04   0.5750E-01
        2694  -0.4412E+04   0.2125E-01
        2695  -0.4420E+04   0.7000E-01
        2696  -0.4472E+04   0.7750E-01
        2697  -0.4516E+04   0.1512E+00
        2698  -0.4512E+04   0.1787E+00
        2699  -0.4428E+04   0.1688E+00
        2700  -0.4356E+04   0.1800E+00
        2701  -0.4300E+04   0.1725E+00
        2702  -0.4332E+04   0.2150E+00
        2703  -0.4356E+04   0.1625E+00
        2704  -0.4332E+04   0.1050E+00
        2705  -0.4268E+04   0.1875E-01
        2706  -0.4340E+04   0.1350E+00
        2707  -0.4400E+04   0.8625E-01
        2708  -0.4320E+04   0.6500E-01
        2709  -0.4372E+04   0.1925E+00
        2710  -0.4344E+04   0.1900E+00
        2711  -0.4448E+04   0.1875E+00
        2712  -0.4412E+04   0.1762E+00
        2713  -0.4276E+04   0.1675E+00
        2714  -0.4324E+04   0.1525E+00
        2715  -0.4284E+04   0.1038E+00
        2716  -0.4256E+04   0.6125E-01
        2717  -0.4388E+04   0.1462E+00
        2718  -0.4336E+04   0.1150E+00
        2719  -0.4300E+04   0.1550E+00
        2720  -0.4380E+04   0.1450E+00
        2721  -0.4432E+04   0.1675E+00
        2722  -0.4264E+04   0.1738E+00
        2723  -0.4252E+04   0.1625E+00
        2724  -0.4300E+04   0.9250E-01
        2725  -0.4400E+04   0.7500E-01
        2726  -0.4392E+04   0.5250E-01
        2727  -0.4356E+04   0.1013E+00
        2728  -0.4416E+04   0.1200E+00
        2729  -0.4308E+04   0.5750E-01
        2730  -0.4316E+04   0.7375E-01
        2731  -0.4312E+04   0.1050E+00
        2732  -0.4252E+04   0.4500E-01
        2733  -0.4336E+04   0.8750E-01
        2734  -0.4296E+04   0.1913E+00
        2735  -0.4260E+04   0.2188E+00
        2736  -0.4332E+04   0.2075E+00
        2737  -0.4292E+04   0.1762E+00
        2738  -0.4304E+04   0.1450E+00
        2739  -0.4260E+04   0.1725E+00
        2740  -0.4316E+04   0.1487E+00
        2741  -0.4308E+04   0.1913E+00
        2742  -0.4364E+04   0.1263E+00
        2743  -0.4308E+04   0.6625E-01
        2744  -0.4320E+04   0.1875E-01
        2745  -0.4348E+04   0.8875E-01
        2746  -0.4464E+04   0.1650E+00
        2747  -0.4320E+04   0.7250E-01
        2748  -0.4444E+04   0.1013E+00
        2749  -0.4456E+04   0.1338E+00
        2750  -0.4520E+04   0.1525E+00
        2751  -0.4540E+04   0.1438E+00
        2752  -0.4524E+04   0.1175E+00
        2753  -0.4552E+04   0.1537E+00
        2754  -0.4492E+04   0.1050E+00
        2755  -0.4540E+04   0.2525E+00
        2756  -0.4556E+04   0.1638E+00
        2757  -0.4536E+04   0.1675E+00
        2758  -0.4384E+04   0.1913E+00
        2759  -0.4332E+04   0.1475E+00
        2760  -0.4300E+04   0.1250E+00
        2761  -0.4352E+04   0.2625E-01
        2762  -0.4300E+04   0.1075E+00
        2763  -0.4336E+04   0.7875E-01
        2764  -0.4424E+04   0.1062E+00
        2765  -0.4340E+04   0.5250E-01
        2766  -0.4384E+04   0.2625E-01
        2767  -0.4392E+04   0.4125E-01
        2768  -0.4456E+04   0.1663E+00
        2769  -0.4428E+04   0.1613E+00
        2770  -0.4332E+04   0.8000E-01
        2771  -0.4424E+04   0.9750E-01
        2772  -0.4376E+04   0.8875E-01
        2773  -0.4384E+04   0.2137E+00
        2774  -0.4340E+04   0.1625E+00
        2775  -0.4404E+04   0.1038E+00
        2776  -0.4420E+04   0.1738E+00
        2777  -0.4456E+04   0.2313E+00
        2778  -0.4504E+04   0.1862E+00
        2779  -0.4508E+04   0.1188E+00
        2780  -0.4368E+04   0.1100E+00
        2781  -0.4520E+04   0.1575E+00
        2782  -0.4456E+04   0.1363E+00
        2783  -0.4532E+04   0.2863E+00
        2784  -0.4568E+04   0.2637E+00
        2785  -0.4540E+04   0.1825E+00
        2786  -0.4488E+04   0.2313E+00
        2787  -0.4252E+04   0.9750E-01
        2788  -0.4324E+04   0.8750E-01
        2789  -0.4412E+04   0.1625E+00
        2790  -0.4352E+04   0.1138E+00
        2791  -0.4304E+04   0.2875E-01
        2792  -0.4280E+04   0.1713E+00
        2793  -0.4432E+04   0.6625E-01
        2794  -0.4320E+04   0.6000E-01
        2795  -0.4328E+04   0.2000E-01
        2796  -0.4276E+04   0.1475E+00
        2797  -0.4380E+04   0.1663E+00
        2798  -0.4332E+04   0.1613E+00
        2799  -0.4308E+04   0.1650E+00
        2800  -0.4328E+04   0.8750E-01
        2801  -0.4268E+04   0.1250E-01
        2802  -0.4276E+04   0.1250E-01
        2803  -0.4336E+04   0.6625E-01
        2804  -0.4376E+04   0.1438E+00
        2805  -0.4312E+04   0.1212E+00
        2806  -0.4384E+04   0.1613E+00
        2807  -0.4408E+04   0.2375E+00
        2808  -0.4340E+04   0.1812E+00
        2809  -0.4360E+04   0.1738E+00
        2810  -0.4388E+04   0.7375E-01
        2811  -0.4312E+04   0.1125E-01
        2812  -0.4384E+04   0.8500E-01
        2813  -0.4352E+04   0.2500E-01
        2814  -0.4336E+04   0.7250E-01
        2815  -0.4384E+04   0.9625E-01
        2816  -0.4424E+04   0.1450E+00
        2817  -0.4448E+04   0.1512E+00
        2818  -0.4416E+04   0.6125E-01
        2819  -0.4304E+04   0.1688E+00
        2820  -0.4380E+04   0.1812E+00
        2821  -0.4380E+04   0.1600E+00
        2822  -0.4364E+04   0.2662E+00
        2823  -0.4424E+04   0.1913E+00
        2824  -0.4392E+04   0.1875E+00
        2825  -0.4512E+04   0.2087E+00
        2826  -0.4336E+04   0.1413E+00
        2827  -0.4328E+04   0.1562E+00
        2828  -0.4296E+04   0.1500E+00
        2829  -0.4372E+04   0.7125E-01
        2830  -0.4396E+04   0.6625E-01
        2831  -0.4352E+04   0.1625E+00
        2832  -0.4396E+04   0.1525E+00
        2833  -0.4284E+04   0.9250E-01
        2834  -0.4304E+04   0.8125E-01
        2835  -0.4356E+04   0.5125E-01
        2836  -0.4316E+04   0.4250E-01
        2837  -0.4284E+04   0.5625E-01
        2838  -0.4240E+04   0.1837E+00
        2839  -0.4208E+04   0.1462E+00
        2840  -0.4304E+04   0.1638E+00
        2841  -0.4308E+04   0.1350E+00
        2842  -0.4192E+04   0.1913E+00
        2843  -0.4244E+04   0.2325E+00
        2844  -0.4280E+04   0.1688E+00
        2845  -0.4324E+04   0.1313E+00
        2846  -0.4168E+04   0.1150E+00
        2847  -0.4312E+04   0.2162E+00
        2848  -0.4284E+04   0.1438E+00
        2849  -0.4396E+04   0.2013E+00
        2850  -0.4408E+04   0.1738E+00
        2851  -0.4444E+04   0.2562E+00
        2852  -0.4432E+04   0.1663E+00
        2853  -0.4344E+04   0.5750E-01
        2854  -0.4312E+04   0.4500E-01
        2855  -0.4424E+04   0.7000E-01
        2856  -0.4416E+04   0.1588E+00
        2857  -0.4336E+04   0.1425E+00
        2858  -0.4332E+04   0.2263E+00
        2859  -0.4416E+04   0.1750E+00
        2860  -0.4448E+04   0.1363E+00
        2861  -0.4416E+04   0.1525E+00
        2862  -0.4440E+04   0.3250E-01
        2863  -0.4492E+04   0.4750E-01
        2864  -0.4316E+04   0.2500E-02
        2865  -0.4340E+04   0.6125E-01
        2866  -0.4316E+04   0.1212E+00
        2867  -0.4240E+04   0.1812E+00
        2868  -0.4184E+04   0.1325E+00
        2869  -0.4276E+04   0.1175E+00
        2870  -0.4180E+04   0.1650E+00
        2871  -0.4332E+04   0.1400E+00
        2872  -0.4300E+04   0.1013E+00
        2873  -0.4316E+04   0.4375E-01
        2874  -0.4292E+04   0.1237E+00
        2875  -0.4304E+04   0.6125E-01
        2876  -0.4352E+04   0.1762E+00
        2877  -0.4324E+04   0.2250E+00
        2878  -0.4236E+04   0.1288E+00
        2879  -0.4264E+04   0.1650E+00
        2880  -0.4184E+04   0.6125E-01
        2881  -0.4316E+04   0.7875E-01
        2882  -0.4380E+04   0.1600E+00
        2883  -0.4260E+04   0.8500E-01
        2884  -0.4176E+04   0.1038E+00
        2885  -0.4364E+04   0.1487E+00
        2886  -0.4224E+04   0.1225E+00
        2887  -0.4176E+04   0.8750E-01
        2888  -0.4384E+04   0.1588E+00
        2889  -0.4288E+04   0.1562E+00
        2890  -0.4228E+04   0.3750E-01
        2891  -0.4316E+04   0.6875E-01
        2892  -0.4388E+04   0.4375E-01
        2893  -0.4380E+04   0.1000E+00
        2894  -0.4408E+04   0.1413E+00
        2895  -0.4268E+04   0.4875E-01
        2896  -0.4300E+04   0.1487E+00
        2897  -0.4448E+04   0.1475E+00
        2898  -0.4328E+04   0.5000E-01
        2899  -0.4448E+04   0.7875E-01
        2900  -0.4388E+04   0.4875E-01
        2901  -0.4412E+04   0.6625E-01
        2902  -0.4276E+04   0.9875E-01
        2903  -0.4352E+04   0.3375E-01
        2904  -0.4288E+04   0.1188E+00
        2905  -0.4284E+04   0.1762E+00
        2906  -0.4368E+04   0.1675E+00
        2907  -0.4428E+04   0.1000E+00
        2908  -0.4388E+04   0.9125E-01
        2909  -0.4356E+04   0.1087E+00
        2910  -0.4328E+04   0.1512E+00
        2911  -0.4384E+04   0.1138E+00
        2912  -0.4380E+04   0.1338E+00
        2913  -0.4436E+04   0.2450E+00
        2914  -0.4388E+04   0.1787E+00
        2915  -0.4344E+04   0.2162E+00
        2916  -0.4352E+04   0.2313E+00
        2917  -0.4380E+04   0.2063E+00
        2918  -0.4480E+04   0.1450E+00
        2919  -0.4604E+04   0.1950E+00
        2920  -0.4516E+04   0.2587E+00
        2921  -0.4360E+04   0.1875E+00
        2922  -0.4424E+04   0.1250E+00
        2923  -0.4480E+04   0.1462E+00
        2924  -0.4500E+04   0.1938E+00
        2925  -0.4316E+04   0.6500E-01
        2926  -0.4436E+04   0.3125E-01
        2927  -0.4352E+04   0.1113E+00
        2928  -0.4384E+04   0.1625E+00
        2929  -0.4416E+04   0.1663E+00
        2930  -0.4356E+04   0.5500E-01
        2931  -0.4416E+04   0.1988E+00
        2932  -0.4484E+04   0.7500E-01
        2933  -0.4428E+04   0.1288E+00
        2934  -0.4440E+04   0.1663E+00
        2935  -0.4248E+04   0.1263E+00
        2936  -0.4400E+04   0.1275E+00
        2937  -0.4372E+04   0.1500E+00
        2938  -0.4316E+04   0.1388E+00
        2939  -0.4196E+04   0.5125E-01
        2940  -0.4384E+04   0.1188E+00
        2941  -0.4308E+04   0.9125E-01
        2942  -0.4332E+04   0.5125E-01
        2943  -0.4276E+04   0.1250E+00
        2944  -0.4432E+04   0.1300E+00
        2945  -0.4392E+04   0.1100E+00
        2946  -0.4380E+04   0.1350E+00
        2947  -0.4352E+04   0.7500E-01
        2948  -0.4444E+04   0.7375E-01
        2949  -0.4424E+04   0.9500E-01
        2950  -0.4456E+04   0.1575E+00
        2951  -0.4364E+04   0.1850E+00
        2952  -0.4296E+04   0.1325E+00
        2953  -0.4440E+04   0.1125E+00
        2954  -0.4276E+04   0.1263E+00
        2955  -0.4328E+04   0.1713E+00
        2956  -0.4360E+04   0.2250E+00
        2957  -0.4340E+04   0.1663E+00
        2958  -0.4372E+04   0.1138E+00
        2959  -0.4236E+04   0.8625E-01
        2960  -0.4364E+04   0.3500E-01
        2961  -0.4320E+04   0.3500E-01
        2962  -0.4388E+04   0.1138E+00
        2963  -0.4420E+04   0.1350E+00
        2964  -0.4344E+04   0.7000E-01
        2965  -0.4372E+04   0.1450E+00
        2966  -0.4308E+04   0.9125E-01
        2967  -0.4292E+04   0.1300E+00
        2968  -0.4260E+04   0.2025E+00
        2969  -0.4404E+04   0.1512E+00
        2970  -0.4416E+04   0.1738E+00
        2971  -0.4340E+04   0.1625E+00
        2972  -0.4300E+04   0.1613E+00
        2973  -0.4392E+04   0.1038E+00
        2974  -0.4448E+04   0.1013E+00
        2975  -0.4348E+04   0.1175E+00
        2976  -0.4316E+04   0.1738E+00
        2977  -0.4516E+04   0.2275E+00
        2978  -0.4552E+04   0.2388E+00
        2979  -0.4516E+04   0.2112E+00
        2980  -0.4452E+04   0.1500E+00
        2981  -0.4476E+04   0.1138E+00
        2982  -0.4504E+04   0.3625E-01
        2983  -0.4464E+04   0.1288E+00
        2984  -0.4472E+04   0.9125E-01
        2985  -0.4492E+04   0.1188E+00
        2986  -0.4456E+04   0.1350E+00
        2987  -0.4516E+04   0.2313E+00
        2988  -0.4452E+04   0.1025E+00
        2989  -0.4496E+04   0.4500E-01
        2990  -0.4516E+04   0.1350E+00
        2991  -0.4496E+04   0.2787E+00
        2992  -0.4548E+04   0.2250E+00
        2993  -0.4560E+04   0.2487E+00
        2994  -0.4576E+04   0.1925E+00
        2995  -0.4504E+04   0.2425E+00
        2996  -0.4508E+04   0.1125E+00
        2997  -0.4380E+04   0.2112E+00
        2998  -0.4452E+04   0.7375E-01
        2999  -0.4424E+04   0.1775E+00
        3000  -0.4324E+04   0.1575E+00
        3001  -0.4368E+04   0.2000E+00
        3002  -0.4408E+04   0.1638E+00
        3003  -0.4388E+04   0.1888E+00
        3004  -0.4428E+04   0.1825E+00
        3005  -0.4332E+04   0.1537E+00
        3006  -0.4240E+04   0.8750E-01
        3007  -0.4408E+04   0.1062E+00
        3008  -0.4340E+04   0.1375E-01
        3009  -0.4216E+04   0.8000E-01
        3010  -0.4340E+04   0.7125E-01
        3011  -0.4300E+04   0.2875E-01
        3012  -0.4340E+04   0.1713E+00
        3013  -0.4332E+04   0.2188E+00
        3014  -0.4396E+04   0.1812E+00
        3015  -0.4348E+04   0.1750E+00
        3016  -0.4332E+04   0.1450E+00
        3017  -0.4384E+04   0.1050E+00
        3018  -0.4344E+04   0.2000E+00
        3019  -0.4368E+04   0.2825E+00
        3020  -0.4356E+04   0.1888E+00
        3021  -0.4324E+04   0.1537E+00
        3022  -0.4336E+04   0.9875E-01
        3023  -0.4372E+04   0.1100E+00
        3024  -0.4364E+04   0.1487E+00
        3025  -0.4396E+04   0.1925E+00
        3026  -0.4396E+04   0.1462E+00
        3027  -0.4416E+04   0.2013E+00
        3028  -0.4240E+04   0.1688E+00
        3029  -0.4212E+04   0.9375E-01
        3030  -0.4216E+04   0.1588E+00
        3031  -0.4296E+04   0.1438E+00
        3032  -0.4236E+04   0.1963E+00
        3033  -0.4256E+04   0.1713E+00
        3034  -0.4244E+04   0.9500E-01
        3035  -0.4164E+04   0.5500E-01
        3036  -0.4248E+04   0.9500E-01
        3037  -0.4148E+04   0.9500E-01
        3038  -0.4220E+04   0.7500E-01
        3039  -0.4360E+04   0.8750E-02
        3040  -0.4416E+04   0.3750E-02
        3041  -0.4328E+04   0.1750E-01
        3042  -0.4404E+04   0.1100E+00
        3043  -0.4312E+04   0.4750E-01
        3044  -0.4372E+04   0.5250E-01
        3045  -0.4404E+04   0.1588E+00
        3046  -0.4296E+04   0.7750E-01
        3047  -0.4348E+04   0.1562E+00
        3048  -0.4328E+04   0.2200E+00
        3049  -0.4244E+04   0.1338E+00
        3050  -0.4344E+04   0.1650E+00
        3051  -0.4188E+04   0.1913E+00
        3052  -0.4192E+04   0.2338E+00
        3053  -0.4244E+04   0.1062E+00
        3054  -0.4212E+04   0.1275E+00
        3055  -0.4144E+04   0.8125E-01
        3056  -0.4352E+04   0.1138E+00
        3057  -0.4472E+04   0.2250E+00
        3058  -0.4440E+04   0.2000E+00
        3059  -0.4624E+04   0.2838E+00
        3060  -0.4640E+04   0.2662E+00
        3061  -0.4548E+04   0.2250E+00
        3062  -0.4620E+04   0.2087E+00
        3063  -0.4604E+04   0.2400E+00
        3064  -0.4504E+04   0.2125E+00
        3065  -0.4556E+04   0.1325E+00
        3066  -0.4476E+04   0.8750E-01
        3067  -0.4460E+04   0.1688E+00
        3068  -0.4500E+04   0.1263E+00
        3069  -0.4448E+04   0.1325E+00
        3070  -0.4288E+04   0.1625E+00
        3071  -0.4244E+04   0.1762E+00
        3072  -0.4208E+04   0.2200E+00
        3073  -0.4264E+04   0.1775E+00
        3074  -0.4224E+04   0.1125E+00
        3075  -0.4336E+04   0.2063E+00
        3076  -0.4328E+04   0.1325E+00
        3077  -0.4252E+04   0.6250E-01
        3078  -0.4260E+04   0.5125E-01
        3079  -0.4312E+04   0.6125E-01
        3080  -0.4384E+04   0.1100E+00
        3081  -0.4300E+04   0.1375E+00
        3082  -0.4356E+04   0.2263E+00
        3083  -0.4380E+04   0.1663E+00
        3084  -0.4360E+04   0.1413E+00
        3085  -0.4352E+04   0.1762E+00
        3086  -0.4340E+04   0.1125E-01
        3087  -0.4368E+04   0.5250E-01
        3088  -0.4448E+04   0.8750E-01
        3089  -0.4360E+04   0.5875E-01
        3090  -0.4352E+04   0.1525E+00
        3091  -0.4300E+04   0.1750E+00
        3092  -0.4312E+04   0.2013E+00
        3093  -0.4396E+04   0.2213E+00
        3094  -0.4416E+04   0.1800E+00
        3095  -0.4416E+04   0.2375E+00
        3096  -0.4452E+04   0.2213E+00
        3097  -0.4280E+04   0.1413E+00
        3098  -0.4292E+04   0.2250E+00
        3099  -0.4388E+04   0.2000E+00
        3100  -0.4292E+04   0.1438E+00
        3101  -0.4324E+04   0.1512E+00
        3102  -0.4396E+04   0.7250E-01
        3103  -0.4232E+04   0.3250E-01
        3104  -0.4324E+04   0.5125E-01
        3105  -0.4340E+04   0.1450E+00
        3106  -0.4280E+04   0.1025E+00
        3107  -0.4368E+04   0.1375E+00
        3108  -0.4284E+04   0.1688E+00
        3109  -0.4296E+04   0.2288E+00
        3110  -0.4280E+04   0.2075E+00
        3111  -0.4352E+04   0.1625E+00
