        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc
  0.0000E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.5051E-02  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1010E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1515E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2020E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2525E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.3030E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.3535E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.4040E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.4545E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.5051E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.5556E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.6061E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.6566E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.7071E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.7576E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.8081E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.8586E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.9091E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.9596E-01  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1010E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1061E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1111E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1162E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1212E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1263E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1313E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1364E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1414E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1465E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1515E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1566E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1616E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1667E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1717E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1768E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1818E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1869E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1919E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1970E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2020E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2071E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2121E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2172E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2222E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2273E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2323E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2374E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2424E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2475E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2525E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2576E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2626E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2677E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2727E+00  -0.8000E+03   0.3426E-02  -0.1000E+01   0.2141E-05   0.1000E+01   0.1329E+00   0.5191E-07
  0.2778E+00  -0.7999E+03   0.7726E-02  -0.1000E+01   0.4829E-05   0.1000E+01   0.6633E+00   0.2591E-06
  0.2828E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2879E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2929E+00  -0.8000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
