        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc
  0.0000E+00  -0.1120E+03   0.0000E+00   0.1600E+00   0.8983E-09   0.1000E+01   0.0000E+00   0.0000E+00
  0.1020E-01  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2041E-01  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.3061E-01  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.4082E-01  -0.1600E+03   0.0000E+00   0.2000E+00          NaN   0.1000E+01   0.0000E+00          NaN
  0.5102E-01  -0.1600E+03   0.0000E+00   0.2000E+00          NaN   0.1000E+01   0.0000E+00          NaN
  0.6122E-01  -0.1600E+03   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.7143E-01  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.8163E-01  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.9184E-01  -0.1600E+03   0.0000E+00  -0.2000E+00          NaN   0.1000E+01   0.0000E+00          NaN
  0.1020E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1122E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1224E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1327E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1429E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1531E+00  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1633E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1735E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1837E+00  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.1939E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2041E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2143E+00  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2245E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2347E+00  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2449E+00  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2551E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2653E+00  -0.2000E+03   0.0000E+00  -0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2755E+00  -0.2000E+03   0.0000E+00   0.1000E+01   0.0000E+00   0.1000E+01   0.0000E+00   0.0000E+00
  0.2857E+00  -0.2000E+03   0.4233E-03  -0.1000E+01   0.1058E-05   0.1000E+01   0.1383E-01   0.8642E-07
  0.2959E+00  -0.2000E+03   0.6399E-03   0.1000E+01   0.1600E-05   0.1000E+01   0.3051E-01   0.1907E-06
  0.3061E+00  -0.2000E+03   0.7331E-03  -0.1000E+01   0.1833E-05   0.1000E+01   0.3871E-01   0.2419E-06
  0.3163E+00  -0.2000E+03   0.1036E-02   0.1000E+01   0.2591E-05   0.1000E+01   0.7488E-01   0.4680E-06
  0.3265E+00  -0.2000E+03   0.1012E-02   0.1000E+01   0.2529E-05   0.1000E+01   0.6909E-01   0.4318E-06
  0.3367E+00  -0.2000E+03   0.1119E-02  -0.1000E+01   0.2799E-05   0.9999E+00   0.8206E-01   0.5129E-06
  0.3469E+00  -0.2000E+03   0.1259E-02   0.1000E+01   0.3148E-05   0.9999E+00   0.1007E+00   0.6297E-06
  0.3571E+00  -0.2000E+03   0.1743E-02   0.1000E+01   0.4358E-05   0.9999E+00   0.1876E+00   0.1173E-05
  0.3673E+00  -0.2000E+03   0.1924E-02  -0.9999E+00   0.4810E-05   0.9999E+00   0.2222E+00   0.1389E-05
  0.3776E+00  -0.2000E+03   0.2792E-02   0.9999E+00   0.7137E-05   0.9998E+00   0.4551E+00   0.2975E-05
  0.3878E+00  -0.2000E+03   0.2818E-02  -0.9999E+00   0.7123E-05   0.9998E+00   0.4514E+00   0.2885E-05
  0.3980E+00  -0.1999E+03   0.2967E-02  -0.9999E+00   0.7586E-05   0.9997E+00   0.4879E+00   0.3188E-05
  0.4082E+00  -0.1999E+03   0.3646E-02  -0.9998E+00   0.9371E-05   0.9996E+00   0.7181E+00   0.4744E-05
  0.4184E+00  -0.1999E+03   0.4621E-02   0.9997E+00   0.1173E-04   0.9995E+00   0.1125E+01   0.7254E-05
  0.4286E+00  -0.1999E+03   0.4926E-02  -0.9996E+00   0.1284E-04   0.9994E+00   0.1249E+01   0.8488E-05
  0.4388E+00  -0.1998E+03   0.5485E-02  -0.9995E+00   0.1408E-04   0.9993E+00   0.1512E+01   0.9963E-05
  0.4490E+00  -0.1998E+03   0.6254E-02   0.9994E+00   0.1602E-04   0.9992E+00   0.1921E+01   0.1260E-04
  0.4592E+00  -0.1997E+03   0.7032E-02  -0.9993E+00   0.1815E-04   0.9990E+00   0.2374E+01   0.1583E-04
  0.4694E+00  -0.1997E+03   0.7756E-02  -0.9991E+00   0.2020E-04   0.9988E+00   0.2826E+01   0.1917E-04
  0.4796E+00  -0.1996E+03   0.7916E-02   0.9991E+00   0.2027E-04   0.9986E+00   0.2881E+01   0.1888E-04
  0.4898E+00  -0.1996E+03   0.8174E-02   0.9990E+00   0.2162E-04   0.9983E+00   0.3008E+01   0.2104E-04
