        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc
  0.0000E+00  -0.3226E+05   0.1164E-01   0.3169E-01   0.2169E-04   0.1000E+01   0.0000E+00   0.0000E+00
  0.5051E-02  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1010E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1515E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.2020E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.2525E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.3030E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.3535E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.4040E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.4545E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.5051E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.5556E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.6061E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.6566E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.7071E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.7576E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.8081E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.8586E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.9091E-01  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.9596E-01  -0.3226E+05   0.4620E-02   0.3124E-01   0.1381E-05   0.1000E+01   0.6867E+00   0.6136E-07
  0.1010E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1061E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1111E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1162E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1212E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1263E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1313E+00  -0.3226E+05          NaN   0.3125E-01   0.0000E+00   0.1000E+01          NaN   0.0000E+00
  0.1364E+00  -0.3226E+05   0.1615E-02   0.3125E-01   0.1339E-06   0.1000E+01   0.5907E-01   0.4059E-09
  0.1414E+00  -0.3226E+05   0.1072E-01   0.3118E-01   0.5983E-05   0.1000E+01   0.2511E+01   0.7815E-06
  0.1465E+00  -0.3226E+05   0.5050E-02   0.3124E-01   0.1965E-05   0.1000E+01   0.5376E+00   0.8136E-07
  0.1515E+00  -0.3226E+05   0.1292E-01   0.3125E-01   0.4670E-05   0.1000E+01   0.3400E+01   0.4443E-06
  0.1566E+00  -0.3226E+05   0.2019E-01   0.4595E-01   0.3098E-04   0.1000E+01   0.8038E+01   0.1892E-04
