           i     pot_ergy     kin_ergy
  0.0000E+00   0.5879E+64   0.9895E+01
  0.5000E-02   0.2621E+57   0.1213E+04
  0.1000E-01   0.7277E+69   0.5531E+03
  0.1500E-01   0.2464E+55   0.1265E+03
  0.2000E-01   0.5892E+52   0.1450E+02
  0.2500E-01   0.1843E+60   0.8080E+00
