           i     pot_ergy     kin_ergy
  0.0000E+00   0.2558+190   0.9849E+01
  0.5000E-02   0.2340E+64   0.1239E+04
  0.1000E-01   0.1838E+55   0.5555E+03
  0.1500E-01   0.1197E+59   0.1273E+03
  0.2000E-01   0.6152E+68   0.1461E+02
  0.2500E-01   0.7514E+56   0.8196E+00
