           i     pot_ergy     kin_ergy
  0.2765E+01   0.0000E+00   0.6353E-02
  0.2770E+01   0.0000E+00   0.6353E-02
  0.2775E+01   0.0000E+00   0.6353E-02
  0.2780E+01   0.0000E+00   0.6353E-02
  0.2785E+01   0.0000E+00   0.6353E-02
  0.2790E+01   0.0000E+00   0.6353E-02
  0.2795E+01   0.0000E+00   0.6353E-02
  0.2800E+01   0.0000E+00   0.6353E-02
  0.2805E+01   0.0000E+00   0.6353E-02
  0.2810E+01   0.0000E+00   0.6353E-02
  0.2815E+01   0.0000E+00   0.6353E-02
  0.2820E+01   0.0000E+00   0.6353E-02
  0.2825E+01   0.0000E+00   0.6353E-02
  0.2830E+01   0.0000E+00   0.6353E-02
  0.2835E+01   0.0000E+00   0.6353E-02
  0.2840E+01   0.0000E+00   0.6353E-02
  0.2845E+01  -0.6576E-04   0.6352E-02
  0.2850E+01  -0.7082E-04   0.6352E-02
  0.2855E+01  -0.2094E-03   0.6351E-02
  0.2860E+01  -0.2230E-03   0.6350E-02
  0.2865E+01  -0.2376E-03   0.6348E-02
  0.2870E+01  -0.2532E-03   0.6347E-02
  0.2875E+01   0.0000E+00   0.6346E-02
  0.2880E+01   0.0000E+00   0.6346E-02
  0.2885E+01   0.0000E+00   0.6346E-02
  0.2890E+01   0.0000E+00   0.6346E-02
  0.2895E+01  -0.6499E-04   0.6345E-02
  0.2900E+01  -0.6647E-04   0.6345E-02
  0.2905E+01  -0.6798E-04   0.6345E-02
  0.2910E+01  -0.6952E-04   0.6344E-02
  0.2915E+01  -0.7108E-04   0.6344E-02
  0.2920E+01  -0.7267E-04   0.6343E-02
  0.2925E+01  -0.7429E-04   0.6343E-02
  0.2930E+01  -0.7593E-04   0.6342E-02
  0.2935E+01  -0.7759E-04   0.6342E-02
  0.2940E+01  -0.7928E-04   0.6342E-02
  0.2945E+01  -0.8100E-04   0.6341E-02
  0.2950E+01  -0.8274E-04   0.6341E-02
  0.2955E+01  -0.8450E-04   0.6340E-02
  0.2960E+01  -0.8629E-04   0.6340E-02
  0.2965E+01  -0.8810E-04   0.6339E-02
  0.2970E+01  -0.8993E-04   0.6339E-02
  0.2975E+01  -0.9178E-04   0.6338E-02
  0.2980E+01  -0.9366E-04   0.6338E-02
  0.2985E+01  -0.9555E-04   0.6337E-02
  0.2990E+01  -0.9747E-04   0.6337E-02
  0.2995E+01  -0.3093E-03   0.6336E-02
  0.3000E+01  -0.3166E-03   0.6334E-02
  0.3005E+01  -0.3240E-03   0.6333E-02
  0.3010E+01  -0.3315E-03   0.6331E-02
  0.3015E+01  -0.2318E-03   0.6329E-02
  0.3020E+01  -0.2374E-03   0.6328E-02
  0.3025E+01  -0.2431E-03   0.6326E-02
  0.3030E+01  -0.3146E-03   0.6325E-02
  0.3035E+01  -0.3225E-03   0.6323E-02
  0.3040E+01  -0.3305E-03   0.6321E-02
  0.3045E+01  -0.3386E-03   0.6319E-02
  0.3050E+01  -0.3469E-03   0.6318E-02
  0.3055E+01  -0.3552E-03   0.6316E-02
  0.3060E+01  -0.3636E-03   0.6314E-02
  0.3065E+01  -0.3720E-03   0.6313E-02
  0.3070E+01  -0.3806E-03   0.6311E-02
  0.3075E+01  -0.3892E-03   0.6310E-02
  0.3080E+01  -0.3978E-03   0.6308E-02
  0.3085E+01  -0.4065E-03   0.6307E-02
  0.3090E+01  -0.4152E-03   0.6305E-02
  0.3095E+01  -0.4885E-03   0.6303E-02
  0.3100E+01  -0.4995E-03   0.6301E-02
  0.3105E+01  -0.5105E-03   0.6299E-02
  0.3110E+01  -0.5216E-03   0.6297E-02
  0.3115E+01  -0.5328E-03   0.6296E-02
  0.3120E+01  -0.4677E-03   0.6294E-02
  0.3125E+01  -0.4763E-03   0.6292E-02
  0.3130E+01  -0.4849E-03   0.6290E-02
  0.3135E+01  -0.5580E-03   0.6288E-02
  0.3140E+01  -0.5673E-03   0.6286E-02
  0.3145E+01  -0.5765E-03   0.6284E-02
  0.3150E+01  -0.5855E-03   0.6282E-02
  0.3155E+01  -0.5944E-03   0.6280E-02
  0.3160E+01  -0.6032E-03   0.6277E-02
  0.3165E+01  -0.6118E-03   0.6275E-02
  0.3170E+01  -0.6202E-03   0.6273E-02
  0.3175E+01  -0.6284E-03   0.6271E-02
  0.3180E+01  -0.6364E-03   0.6269E-02
  0.3185E+01  -0.4803E-03   0.6267E-02
  0.3190E+01  -0.4837E-03   0.6266E-02
  0.3195E+01  -0.4867E-03   0.6264E-02
  0.3200E+01  -0.5537E-03   0.6263E-02
  0.3205E+01  -0.5589E-03   0.6262E-02
  0.3210E+01  -0.5639E-03   0.6261E-02
  0.3215E+01  -0.5687E-03   0.6260E-02
  0.3220E+01  -0.5732E-03   0.6259E-02
  0.3225E+01  -0.5776E-03   0.6258E-02
  0.3230E+01  -0.5818E-03   0.6257E-02
  0.3235E+01  -0.5858E-03   0.6257E-02
  0.3240E+01  -0.5896E-03   0.6256E-02
  0.3245E+01  -0.5932E-03   0.6255E-02
  0.3250E+01  -0.5966E-03   0.6255E-02
  0.3255E+01  -0.5998E-03   0.6254E-02
  0.3260E+01  -0.6029E-03   0.6254E-02
  0.3265E+01  -0.6058E-03   0.6253E-02
  0.3270E+01  -0.6085E-03   0.6252E-02
  0.3275E+01  -0.6111E-03   0.6252E-02
  0.3280E+01  -0.6135E-03   0.6251E-02
  0.3285E+01  -0.6158E-03   0.6250E-02
  0.3290E+01  -0.6180E-03   0.6249E-02
  0.3295E+01  -0.6200E-03   0.6249E-02
  0.3300E+01  -0.6219E-03   0.6248E-02
  0.3305E+01  -0.7021E-03   0.6247E-02
  0.3310E+01  -0.7043E-03   0.6247E-02
  0.3315E+01  -0.7064E-03   0.6247E-02
  0.3320E+01  -0.7084E-03   0.6247E-02
  0.3325E+01  -0.7104E-03   0.6247E-02
  0.3330E+01  -0.7123E-03   0.6246E-02
  0.3335E+01  -0.7141E-03   0.6246E-02
  0.3340E+01  -0.7160E-03   0.6247E-02
  0.3345E+01  -0.7178E-03   0.6247E-02
  0.3350E+01  -0.7196E-03   0.6247E-02
  0.3355E+01  -0.3746E-03   0.6248E-02
  0.3360E+01  -0.3821E-03   0.6248E-02
  0.3365E+01  -0.3897E-03   0.6249E-02
  0.3370E+01  -0.3974E-03   0.6249E-02
  0.3375E+01  -0.4054E-03   0.6249E-02
  0.3380E+01  -0.4135E-03   0.6250E-02
  0.3385E+01  -0.4217E-03   0.6250E-02
  0.3390E+01  -0.4301E-03   0.6250E-02
  0.3395E+01  -0.4386E-03   0.6251E-02
  0.3400E+01  -0.4473E-03   0.6252E-02
  0.3405E+01  -0.4561E-03   0.6252E-02
  0.3410E+01  -0.4650E-03   0.6253E-02
  0.3415E+01  -0.4740E-03   0.6254E-02
  0.3420E+01  -0.4832E-03   0.6254E-02
  0.3425E+01  -0.4924E-03   0.6255E-02
  0.3430E+01  -0.5017E-03   0.6256E-02
  0.3435E+01  -0.5111E-03   0.6256E-02
  0.3440E+01  -0.5205E-03   0.6257E-02
  0.3445E+01  -0.5300E-03   0.6258E-02
  0.3450E+01  -0.7751E-03   0.6259E-02
  0.3455E+01  -0.7720E-03   0.6261E-02
  0.3460E+01  -0.7688E-03   0.6262E-02
  0.3465E+01  -0.7655E-03   0.6264E-02
  0.3470E+01  -0.7621E-03   0.6266E-02
  0.3475E+01  -0.7586E-03   0.6268E-02
  0.3480E+01  -0.7351E-03   0.6270E-02
  0.3485E+01  -0.7322E-03   0.6271E-02
  0.3490E+01  -0.7292E-03   0.6273E-02
  0.3495E+01  -0.7261E-03   0.6275E-02
  0.3500E+01  -0.7230E-03   0.6277E-02
  0.3505E+01  -0.7198E-03   0.6278E-02
  0.3510E+01  -0.7166E-03   0.6280E-02
  0.3515E+01  -0.7133E-03   0.6282E-02
  0.3520E+01  -0.7100E-03   0.6283E-02
  0.3525E+01  -0.7713E-03   0.6285E-02
  0.3530E+01  -0.7688E-03   0.6287E-02
  0.3535E+01  -0.8301E-03   0.6289E-02
  0.3540E+01  -0.8276E-03   0.6291E-02
  0.3545E+01  -0.8251E-03   0.6292E-02
  0.3550E+01  -0.8225E-03   0.6294E-02
  0.3555E+01  -0.8199E-03   0.6296E-02
  0.3560E+01  -0.7549E-03   0.6298E-02
  0.3565E+01  -0.7538E-03   0.6300E-02
  0.3570E+01  -0.7525E-03   0.6302E-02
  0.3575E+01  -0.7512E-03   0.6303E-02
  0.3580E+01  -0.7499E-03   0.6305E-02
  0.3585E+01  -0.8188E-03   0.6307E-02
  0.3590E+01  -0.7541E-03   0.6309E-02
  0.3595E+01  -0.6485E-03   0.6311E-02
  0.3600E+01  -0.6389E-03   0.6313E-02
  0.3605E+01  -0.6294E-03   0.6315E-02
  0.3610E+01  -0.6202E-03   0.6317E-02
  0.3615E+01  -0.6112E-03   0.6319E-02
  0.3620E+01  -0.3400E-03   0.6319E-02
  0.3625E+01  -0.3364E-03   0.6320E-02
  0.3630E+01  -0.3329E-03   0.6321E-02
  0.3635E+01  -0.3297E-03   0.6322E-02
  0.3640E+01  -0.3266E-03   0.6323E-02
  0.3645E+01  -0.3237E-03   0.6324E-02
  0.3650E+01  -0.3209E-03   0.6325E-02
  0.3655E+01  -0.3183E-03   0.6326E-02
  0.3660E+01  -0.3158E-03   0.6327E-02
  0.3665E+01  -0.2509E-03   0.6327E-02
  0.3670E+01  -0.1877E-03   0.6328E-02
  0.3675E+01  -0.1895E-03   0.6329E-02
  0.3680E+01  -0.1913E-03   0.6329E-02
  0.3685E+01  -0.1931E-03   0.6330E-02
  0.3690E+01  -0.1950E-03   0.6330E-02
  0.3695E+01  -0.1968E-03   0.6331E-02
  0.3700E+01  -0.1987E-03   0.6331E-02
  0.3705E+01  -0.2006E-03   0.6332E-02
  0.3710E+01  -0.2024E-03   0.6332E-02
  0.3715E+01  -0.2043E-03   0.6333E-02
  0.3720E+01  -0.2062E-03   0.6334E-02
  0.3725E+01  -0.2081E-03   0.6334E-02
  0.3730E+01  -0.2101E-03   0.6335E-02
  0.3735E+01  -0.2120E-03   0.6335E-02
  0.3740E+01  -0.2139E-03   0.6336E-02
  0.3745E+01  -0.2159E-03   0.6336E-02
  0.3750E+01  -0.2178E-03   0.6337E-02
  0.3755E+01  -0.2198E-03   0.6337E-02
  0.3760E+01  -0.2218E-03   0.6338E-02
  0.3765E+01  -0.2238E-03   0.6339E-02
  0.3770E+01  -0.2258E-03   0.6339E-02
  0.3775E+01  -0.2278E-03   0.6340E-02
  0.3780E+01  -0.2298E-03   0.6340E-02
  0.3785E+01  -0.2319E-03   0.6341E-02
  0.3790E+01  -0.2339E-03   0.6341E-02
  0.3795E+01  -0.2359E-03   0.6342E-02
  0.3800E+01  -0.2380E-03   0.6342E-02
  0.3805E+01  -0.2401E-03   0.6343E-02
  0.3810E+01  -0.2421E-03   0.6343E-02
  0.3815E+01  -0.2442E-03   0.6343E-02
  0.3820E+01  -0.2463E-03   0.6344E-02
  0.3825E+01  -0.2484E-03   0.6344E-02
  0.3830E+01  -0.2505E-03   0.6345E-02
  0.3835E+01  -0.2526E-03   0.6345E-02
  0.3840E+01  -0.2547E-03   0.6345E-02
  0.3845E+01  -0.2568E-03   0.6346E-02
  0.3850E+01  -0.2589E-03   0.6346E-02
  0.3855E+01  -0.2611E-03   0.6347E-02
  0.3860E+01  -0.2632E-03   0.6347E-02
  0.3865E+01  -0.2654E-03   0.6347E-02
  0.3870E+01  -0.2675E-03   0.6348E-02
  0.3875E+01  -0.2696E-03   0.6348E-02
  0.3880E+01  -0.3476E-03   0.6349E-02
  0.3885E+01  -0.3472E-03   0.6350E-02
  0.3890E+01  -0.3469E-03   0.6350E-02
  0.3895E+01  -0.3467E-03   0.6351E-02
  0.3900E+01  -0.3465E-03   0.6352E-02
  0.3905E+01  -0.3465E-03   0.6352E-02
  0.3910E+01  -0.2847E-03   0.6353E-02
  0.3915E+01  -0.2869E-03   0.6353E-02
  0.3920E+01  -0.2890E-03   0.6354E-02
  0.3925E+01  -0.2912E-03   0.6354E-02
  0.3930E+01  -0.2933E-03   0.6355E-02
  0.3935E+01  -0.2955E-03   0.6355E-02
  0.3940E+01  -0.2976E-03   0.6356E-02
  0.3945E+01  -0.2998E-03   0.6356E-02
  0.3950E+01  -0.3019E-03   0.6357E-02
  0.3955E+01  -0.3041E-03   0.6357E-02
  0.3960E+01  -0.3062E-03   0.6358E-02
  0.3965E+01  -0.3084E-03   0.6358E-02
  0.3970E+01  -0.3105E-03   0.6359E-02
  0.3975E+01  -0.3127E-03   0.6359E-02
  0.3980E+01  -0.3148E-03   0.6360E-02
  0.3985E+01  -0.3169E-03   0.6360E-02
  0.3990E+01  -0.3191E-03   0.6361E-02
  0.3995E+01  -0.3212E-03   0.6361E-02
  0.4000E+01  -0.3233E-03   0.6362E-02
  0.4005E+01  -0.3254E-03   0.6362E-02
  0.4010E+01  -0.3275E-03   0.6363E-02
  0.4015E+01  -0.3296E-03   0.6364E-02
  0.4020E+01  -0.3317E-03   0.6364E-02
  0.4025E+01  -0.3338E-03   0.6365E-02
  0.4030E+01  -0.3358E-03   0.6365E-02
  0.4035E+01  -0.3379E-03   0.6366E-02
  0.4040E+01  -0.3399E-03   0.6366E-02
  0.4045E+01  -0.3420E-03   0.6367E-02
  0.4050E+01  -0.3440E-03   0.6367E-02
  0.4055E+01  -0.3460E-03   0.6368E-02
  0.4060E+01  -0.3480E-03   0.6368E-02
  0.4065E+01  -0.3500E-03   0.6369E-02
  0.4070E+01  -0.3520E-03   0.6369E-02
  0.4075E+01  -0.3540E-03   0.6369E-02
  0.4080E+01  -0.3559E-03   0.6370E-02
  0.4085E+01  -0.3579E-03   0.6370E-02
  0.4090E+01  -0.3598E-03   0.6370E-02
  0.4095E+01  -0.3617E-03   0.6371E-02
  0.4100E+01  -0.3636E-03   0.6371E-02
  0.4105E+01  -0.3655E-03   0.6371E-02
  0.4110E+01  -0.3673E-03   0.6371E-02
  0.4115E+01  -0.3691E-03   0.6371E-02
  0.4120E+01  -0.3710E-03   0.6372E-02
  0.4125E+01  -0.3728E-03   0.6372E-02
  0.4130E+01  -0.3746E-03   0.6372E-02
  0.4135E+01  -0.3763E-03   0.6372E-02
  0.4140E+01  -0.3781E-03   0.6372E-02
  0.4145E+01  -0.3798E-03   0.6372E-02
  0.4150E+01  -0.3815E-03   0.6372E-02
  0.4155E+01  -0.3832E-03   0.6372E-02
  0.4160E+01  -0.3848E-03   0.6372E-02
  0.4165E+01  -0.3864E-03   0.6372E-02
  0.4170E+01  -0.3880E-03   0.6372E-02
  0.4175E+01  -0.3896E-03   0.6372E-02
  0.4180E+01  -0.3912E-03   0.6372E-02
  0.4185E+01  -0.3927E-03   0.6372E-02
  0.4190E+01  -0.3942E-03   0.6372E-02
  0.4195E+01  -0.3957E-03   0.6372E-02
  0.4200E+01  -0.3972E-03   0.6373E-02
  0.4205E+01  -0.3986E-03   0.6373E-02
  0.4210E+01  -0.4000E-03   0.6373E-02
  0.4215E+01  -0.4013E-03   0.6373E-02
  0.4220E+01  -0.4027E-03   0.6373E-02
  0.4225E+01  -0.4040E-03   0.6373E-02
  0.4230E+01  -0.4053E-03   0.6373E-02
  0.4235E+01  -0.4065E-03   0.6373E-02
  0.4240E+01  -0.4077E-03   0.6373E-02
  0.4245E+01  -0.4089E-03   0.6373E-02
  0.4250E+01  -0.4101E-03   0.6373E-02
  0.4255E+01  -0.4112E-03   0.6373E-02
  0.4260E+01  -0.4123E-03   0.6373E-02
  0.4265E+01  -0.4133E-03   0.6373E-02
  0.4270E+01  -0.4143E-03   0.6373E-02
  0.4275E+01  -0.4792E-03   0.6373E-02
  0.4280E+01  -0.4804E-03   0.6373E-02
  0.4285E+01  -0.4815E-03   0.6373E-02
  0.4290E+01  -0.4826E-03   0.6373E-02
  0.4295E+01  -0.4836E-03   0.6373E-02
  0.4300E+01  -0.4846E-03   0.6373E-02
  0.4305E+01  -0.4855E-03   0.6373E-02
  0.4310E+01  -0.4864E-03   0.6373E-02
  0.4315E+01  -0.4873E-03   0.6372E-02
  0.4320E+01  -0.4881E-03   0.6372E-02
  0.4325E+01  -0.4888E-03   0.6373E-02
  0.4330E+01  -0.4895E-03   0.6373E-02
  0.4335E+01  -0.4902E-03   0.6373E-02
  0.4340E+01  -0.4908E-03   0.6373E-02
  0.4345E+01  -0.4913E-03   0.6373E-02
  0.4350E+01  -0.4918E-03   0.6372E-02
  0.4355E+01  -0.4923E-03   0.6372E-02
  0.4360E+01  -0.4927E-03   0.6372E-02
  0.4365E+01  -0.4931E-03   0.6372E-02
  0.4370E+01  -0.4934E-03   0.6372E-02
  0.4375E+01  -0.4936E-03   0.6372E-02
  0.4380E+01  -0.4939E-03   0.6372E-02
  0.4385E+01  -0.4940E-03   0.6372E-02
  0.4390E+01  -0.4941E-03   0.6371E-02
  0.4395E+01  -0.4942E-03   0.6371E-02
  0.4400E+01  -0.4942E-03   0.6371E-02
  0.4405E+01  -0.4941E-03   0.6371E-02
  0.4410E+01  -0.4940E-03   0.6370E-02
  0.4415E+01  -0.4939E-03   0.6370E-02
  0.4420E+01  -0.4937E-03   0.6370E-02
  0.4425E+01  -0.4935E-03   0.6369E-02
  0.4430E+01  -0.4932E-03   0.6369E-02
  0.4435E+01  -0.4928E-03   0.6369E-02
  0.4440E+01  -0.4924E-03   0.6368E-02
  0.4445E+01  -0.4920E-03   0.6368E-02
  0.4450E+01  -0.4915E-03   0.6368E-02
  0.4455E+01  -0.4909E-03   0.6368E-02
  0.4460E+01  -0.4903E-03   0.6367E-02
  0.4465E+01  -0.4897E-03   0.6367E-02
  0.4470E+01  -0.4890E-03   0.6367E-02
  0.4475E+01  -0.4883E-03   0.6367E-02
  0.4480E+01  -0.4875E-03   0.6367E-02
  0.4485E+01  -0.5522E-03   0.6367E-02
  0.4490E+01  -0.5514E-03   0.6367E-02
  0.4495E+01  -0.5505E-03   0.6368E-02
  0.4500E+01  -0.5496E-03   0.6368E-02
  0.4505E+01  -0.5486E-03   0.6368E-02
  0.4510E+01  -0.5476E-03   0.6368E-02
  0.4515E+01  -0.5465E-03   0.6369E-02
  0.4520E+01  -0.5453E-03   0.6369E-02
  0.4525E+01  -0.5440E-03   0.6369E-02
  0.4530E+01  -0.5427E-03   0.6369E-02
  0.4535E+01  -0.5413E-03   0.6370E-02
  0.4540E+01  -0.5399E-03   0.6370E-02
  0.4545E+01  -0.5384E-03   0.6370E-02
  0.4550E+01  -0.5369E-03   0.6370E-02
  0.4555E+01  -0.5352E-03   0.6371E-02
  0.4560E+01  -0.5336E-03   0.6371E-02
  0.4565E+01  -0.5318E-03   0.6371E-02
  0.4570E+01  -0.5300E-03   0.6372E-02
  0.4575E+01  -0.5282E-03   0.6372E-02
  0.4580E+01  -0.5262E-03   0.6373E-02
  0.4585E+01  -0.5243E-03   0.6373E-02
  0.4590E+01  -0.5223E-03   0.6374E-02
  0.4595E+01  -0.5202E-03   0.6375E-02
  0.4600E+01  -0.5181E-03   0.6376E-02
  0.4605E+01  -0.4522E-03   0.6376E-02
  0.4610E+01  -0.4503E-03   0.6377E-02
  0.4615E+01  -0.4483E-03   0.6378E-02
  0.4620E+01  -0.4463E-03   0.6379E-02
  0.4625E+01  -0.3809E-03   0.6380E-02
  0.4630E+01  -0.3795E-03   0.6381E-02
  0.4635E+01  -0.3781E-03   0.6382E-02
  0.4640E+01  -0.3766E-03   0.6383E-02
  0.4645E+01  -0.3115E-03   0.6384E-02
  0.4650E+01  -0.3102E-03   0.6385E-02
  0.4655E+01  -0.3089E-03   0.6386E-02
  0.4660E+01  -0.3076E-03   0.6387E-02
  0.4665E+01  -0.3062E-03   0.6388E-02
  0.4670E+01  -0.3049E-03   0.6388E-02
  0.4675E+01  -0.3035E-03   0.6389E-02
  0.4680E+01  -0.3021E-03   0.6390E-02
  0.4685E+01  -0.3007E-03   0.6391E-02
  0.4690E+01  -0.2993E-03   0.6392E-02
  0.4695E+01  -0.2978E-03   0.6393E-02
  0.4700E+01  -0.2964E-03   0.6393E-02
  0.4705E+01  -0.2949E-03   0.6394E-02
  0.4710E+01  -0.2934E-03   0.6395E-02
  0.4715E+01  -0.2919E-03   0.6395E-02
  0.4720E+01  -0.2904E-03   0.6396E-02
  0.4725E+01  -0.2888E-03   0.6397E-02
  0.4730E+01  -0.2873E-03   0.6397E-02
  0.4735E+01  -0.2857E-03   0.6398E-02
  0.4740E+01  -0.2842E-03   0.6398E-02
  0.4745E+01  -0.2826E-03   0.6399E-02
  0.4750E+01  -0.2810E-03   0.6400E-02
  0.4755E+01  -0.2794E-03   0.6400E-02
  0.4760E+01  -0.2778E-03   0.6401E-02
  0.4765E+01  -0.2762E-03   0.6401E-02
  0.4770E+01  -0.2746E-03   0.6402E-02
  0.4775E+01  -0.2729E-03   0.6403E-02
  0.4780E+01  -0.2713E-03   0.6403E-02
  0.4785E+01  -0.2696E-03   0.6404E-02
  0.4790E+01  -0.2680E-03   0.6404E-02
  0.4795E+01  -0.2663E-03   0.6405E-02
  0.4800E+01  -0.2646E-03   0.6406E-02
  0.4805E+01  -0.2629E-03   0.6406E-02
  0.4810E+01  -0.2613E-03   0.6406E-02
  0.4815E+01  -0.2596E-03   0.6407E-02
  0.4820E+01  -0.2579E-03   0.6407E-02
  0.4825E+01  -0.2562E-03   0.6408E-02
  0.4830E+01  -0.2545E-03   0.6408E-02
  0.4835E+01  -0.2528E-03   0.6408E-02
  0.4840E+01  -0.2511E-03   0.6409E-02
  0.4845E+01  -0.2494E-03   0.6409E-02
  0.4850E+01  -0.2476E-03   0.6410E-02
  0.4855E+01  -0.2459E-03   0.6410E-02
  0.4860E+01  -0.2442E-03   0.6410E-02
  0.4865E+01  -0.2425E-03   0.6411E-02
  0.4870E+01  -0.2408E-03   0.6411E-02
  0.4875E+01  -0.2391E-03   0.6411E-02
  0.4880E+01  -0.2373E-03   0.6411E-02
  0.4885E+01  -0.2356E-03   0.6412E-02
  0.4890E+01  -0.2339E-03   0.6412E-02
  0.4895E+01  -0.2322E-03   0.6412E-02
  0.4900E+01  -0.2305E-03   0.6412E-02
  0.4905E+01  -0.2288E-03   0.6412E-02
  0.4910E+01  -0.2271E-03   0.6412E-02
  0.4915E+01  -0.2253E-03   0.6412E-02
  0.4920E+01  -0.2236E-03   0.6413E-02
  0.4925E+01  -0.2219E-03   0.6413E-02
  0.4930E+01  -0.2202E-03   0.6413E-02
  0.4935E+01  -0.2185E-03   0.6413E-02
  0.4940E+01  -0.2168E-03   0.6413E-02
  0.4945E+01  -0.2152E-03   0.6413E-02
  0.4950E+01  -0.2135E-03   0.6414E-02
  0.4955E+01  -0.2118E-03   0.6414E-02
  0.4960E+01  -0.2101E-03   0.6414E-02
  0.4965E+01  -0.2084E-03   0.6414E-02
  0.4970E+01  -0.2068E-03   0.6414E-02
  0.4975E+01  -0.2051E-03   0.6415E-02
  0.4980E+01  -0.2034E-03   0.6415E-02
  0.4985E+01  -0.2018E-03   0.6415E-02
  0.4990E+01  -0.2002E-03   0.6415E-02
  0.4995E+01  -0.1985E-03   0.6415E-02
  0.5000E+01  -0.1969E-03   0.6416E-02
