           i     pot_ergy     kin_ergy
  0.2035E+01   0.0000E+00   0.6353E-02
  0.2040E+01   0.0000E+00   0.6353E-02
  0.2045E+01   0.0000E+00   0.6353E-02
  0.2050E+01   0.0000E+00   0.6353E-02
  0.2055E+01   0.0000E+00   0.6353E-02
  0.2060E+01   0.0000E+00   0.6353E-02
  0.2065E+01   0.0000E+00   0.6353E-02
  0.2070E+01   0.0000E+00   0.6353E-02
  0.2075E+01   0.0000E+00   0.6353E-02
  0.2080E+01   0.0000E+00   0.6353E-02
  0.2085E+01   0.0000E+00   0.6353E-02
  0.2090E+01   0.0000E+00   0.6353E-02
  0.2095E+01   0.0000E+00   0.6353E-02
  0.2100E+01   0.0000E+00   0.6353E-02
  0.2105E+01   0.0000E+00   0.6353E-02
  0.2110E+01   0.0000E+00   0.6353E-02
  0.2115E+01   0.0000E+00   0.6353E-02
  0.2120E+01   0.0000E+00   0.6353E-02
  0.2125E+01   0.0000E+00   0.6353E-02
  0.2130E+01   0.0000E+00   0.6353E-02
  0.2135E+01   0.0000E+00   0.6353E-02
  0.2140E+01   0.0000E+00   0.6353E-02
  0.2145E+01   0.0000E+00   0.6353E-02
  0.2150E+01   0.0000E+00   0.6353E-02
  0.2155E+01   0.0000E+00   0.6353E-02
  0.2160E+01   0.0000E+00   0.6353E-02
  0.2165E+01   0.0000E+00   0.6353E-02
  0.2170E+01   0.0000E+00   0.6353E-02
  0.2175E+01   0.0000E+00   0.6353E-02
  0.2180E+01   0.0000E+00   0.6353E-02
  0.2185E+01   0.0000E+00   0.6353E-02
  0.2190E+01   0.0000E+00   0.6353E-02
  0.2195E+01   0.0000E+00   0.6353E-02
  0.2200E+01   0.0000E+00   0.6353E-02
  0.2205E+01   0.0000E+00   0.6353E-02
  0.2210E+01   0.0000E+00   0.6353E-02
  0.2215E+01   0.0000E+00   0.6353E-02
  0.2220E+01   0.0000E+00   0.6353E-02
  0.2225E+01   0.0000E+00   0.6353E-02
  0.2230E+01   0.0000E+00   0.6353E-02
  0.2235E+01   0.0000E+00   0.6353E-02
  0.2240E+01   0.0000E+00   0.6353E-02
  0.2245E+01   0.0000E+00   0.6353E-02
  0.2250E+01   0.0000E+00   0.6353E-02
  0.2255E+01   0.0000E+00   0.6353E-02
  0.2260E+01   0.0000E+00   0.6353E-02
  0.2265E+01   0.0000E+00   0.6353E-02
  0.2270E+01   0.0000E+00   0.6353E-02
  0.2275E+01   0.0000E+00   0.6353E-02
  0.2280E+01   0.0000E+00   0.6353E-02
  0.2285E+01   0.0000E+00   0.6353E-02
  0.2290E+01   0.0000E+00   0.6353E-02
  0.2295E+01   0.0000E+00   0.6353E-02
  0.2300E+01   0.0000E+00   0.6353E-02
  0.2305E+01   0.0000E+00   0.6353E-02
  0.2310E+01   0.0000E+00   0.6353E-02
  0.2315E+01   0.0000E+00   0.6353E-02
  0.2320E+01   0.0000E+00   0.6353E-02
  0.2325E+01   0.0000E+00   0.6353E-02
  0.2330E+01   0.0000E+00   0.6353E-02
  0.2335E+01   0.0000E+00   0.6353E-02
  0.2340E+01   0.0000E+00   0.6353E-02
  0.2345E+01   0.0000E+00   0.6353E-02
  0.2350E+01   0.0000E+00   0.6353E-02
  0.2355E+01   0.0000E+00   0.6353E-02
  0.2360E+01   0.0000E+00   0.6353E-02
  0.2365E+01   0.0000E+00   0.6353E-02
  0.2370E+01   0.0000E+00   0.6353E-02
  0.2375E+01   0.0000E+00   0.6353E-02
  0.2380E+01   0.0000E+00   0.6353E-02
  0.2385E+01   0.0000E+00   0.6353E-02
  0.2390E+01   0.0000E+00   0.6353E-02
  0.2395E+01   0.0000E+00   0.6353E-02
  0.2400E+01   0.0000E+00   0.6353E-02
  0.2405E+01   0.0000E+00   0.6353E-02
  0.2410E+01   0.0000E+00   0.6353E-02
  0.2415E+01   0.0000E+00   0.6353E-02
  0.2420E+01   0.0000E+00   0.6353E-02
  0.2425E+01   0.0000E+00   0.6353E-02
  0.2430E+01   0.0000E+00   0.6353E-02
  0.2435E+01   0.0000E+00   0.6353E-02
  0.2440E+01   0.0000E+00   0.6353E-02
  0.2445E+01   0.0000E+00   0.6353E-02
  0.2450E+01   0.0000E+00   0.6353E-02
  0.2455E+01   0.0000E+00   0.6353E-02
  0.2460E+01   0.0000E+00   0.6353E-02
  0.2465E+01   0.0000E+00   0.6353E-02
  0.2470E+01   0.0000E+00   0.6353E-02
  0.2475E+01   0.0000E+00   0.6353E-02
  0.2480E+01   0.0000E+00   0.6353E-02
  0.2485E+01   0.0000E+00   0.6353E-02
  0.2490E+01   0.0000E+00   0.6353E-02
  0.2495E+01   0.0000E+00   0.6353E-02
  0.2500E+01   0.0000E+00   0.6353E-02
  0.2505E+01   0.0000E+00   0.6353E-02
  0.2510E+01   0.0000E+00   0.6353E-02
  0.2515E+01   0.0000E+00   0.6353E-02
  0.2520E+01   0.0000E+00   0.6353E-02
  0.2525E+01   0.0000E+00   0.6353E-02
  0.2530E+01   0.0000E+00   0.6353E-02
  0.2535E+01   0.0000E+00   0.6353E-02
  0.2540E+01   0.0000E+00   0.6353E-02
  0.2545E+01   0.0000E+00   0.6353E-02
  0.2550E+01   0.0000E+00   0.6353E-02
  0.2555E+01   0.0000E+00   0.6353E-02
  0.2560E+01   0.0000E+00   0.6353E-02
  0.2565E+01   0.0000E+00   0.6353E-02
  0.2570E+01   0.0000E+00   0.6353E-02
  0.2575E+01   0.0000E+00   0.6353E-02
  0.2580E+01   0.0000E+00   0.6353E-02
  0.2585E+01   0.0000E+00   0.6353E-02
  0.2590E+01   0.0000E+00   0.6353E-02
  0.2595E+01   0.0000E+00   0.6353E-02
  0.2600E+01   0.0000E+00   0.6353E-02
  0.2605E+01   0.0000E+00   0.6353E-02
  0.2610E+01   0.0000E+00   0.6353E-02
  0.2615E+01   0.0000E+00   0.6353E-02
  0.2620E+01   0.0000E+00   0.6353E-02
  0.2625E+01   0.0000E+00   0.6353E-02
  0.2630E+01   0.0000E+00   0.6353E-02
  0.2635E+01   0.0000E+00   0.6353E-02
  0.2640E+01   0.0000E+00   0.6353E-02
  0.2645E+01   0.0000E+00   0.6353E-02
  0.2650E+01   0.0000E+00   0.6353E-02
  0.2655E+01   0.0000E+00   0.6353E-02
  0.2660E+01   0.0000E+00   0.6353E-02
  0.2665E+01   0.0000E+00   0.6353E-02
  0.2670E+01   0.0000E+00   0.6353E-02
  0.2675E+01   0.0000E+00   0.6353E-02
  0.2680E+01   0.0000E+00   0.6353E-02
  0.2685E+01   0.0000E+00   0.6353E-02
  0.2690E+01   0.0000E+00   0.6353E-02
  0.2695E+01   0.0000E+00   0.6353E-02
  0.2700E+01   0.0000E+00   0.6353E-02
  0.2705E+01   0.0000E+00   0.6353E-02
  0.2710E+01   0.0000E+00   0.6353E-02
  0.2715E+01   0.0000E+00   0.6353E-02
  0.2720E+01   0.0000E+00   0.6353E-02
  0.2725E+01   0.0000E+00   0.6353E-02
  0.2730E+01   0.0000E+00   0.6353E-02
  0.2735E+01   0.0000E+00   0.6353E-02
  0.2740E+01   0.0000E+00   0.6353E-02
  0.2745E+01   0.0000E+00   0.6353E-02
  0.2750E+01   0.0000E+00   0.6353E-02
  0.2755E+01   0.0000E+00   0.6353E-02
  0.2760E+01   0.0000E+00   0.6353E-02
