      rx_fcc       ry_fcc       rz_fcc
  0.2790E-29  -0.1298E+00  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29  -0.9206E-05  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3775E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2789E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.9161E-05  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.4420E-07  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9972E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.1298E+00  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
  0.2790E-29   0.3777E-18  -0.9967E-19
