        time     pot_ergy     kin_ergy         v_mc        press       T_adim
  0.2745E+01  -0.4999E+01   0.1726E+01   0.3365E-16   0.2368E+01   0.1151E+01
  0.2750E+01  -0.4977E+01   0.1706E+01   0.4180E-16   0.2451E+01   0.1137E+01
  0.2755E+01  -0.4958E+01   0.1686E+01   0.4338E-16   0.2528E+01   0.1124E+01
  0.2760E+01  -0.4942E+01   0.1670E+01   0.1951E-16   0.2595E+01   0.1113E+01
  0.2765E+01  -0.4930E+01   0.1657E+01   0.1926E-16   0.2649E+01   0.1105E+01
  0.2770E+01  -0.4920E+01   0.1647E+01   0.3368E-16   0.2692E+01   0.1098E+01
  0.2775E+01  -0.4916E+01   0.1643E+01   0.2303E-16   0.2715E+01   0.1095E+01
  0.2780E+01  -0.4917E+01   0.1645E+01   0.2184E-16   0.2717E+01   0.1096E+01
  0.2785E+01  -0.4925E+01   0.1653E+01   0.3076E-16   0.2694E+01   0.1102E+01
  0.2790E+01  -0.4939E+01   0.1667E+01   0.3836E-16   0.2650E+01   0.1111E+01
  0.2795E+01  -0.4958E+01   0.1684E+01   0.1390E-16   0.2591E+01   0.1123E+01
  0.2800E+01  -0.4975E+01   0.1701E+01   0.1477E-16   0.2530E+01   0.1134E+01
  0.2805E+01  -0.4990E+01   0.1716E+01   0.2631E-16   0.2478E+01   0.1144E+01
  0.2810E+01  -0.5000E+01   0.1727E+01   0.3144E-16   0.2438E+01   0.1151E+01
  0.2815E+01  -0.5006E+01   0.1733E+01   0.1684E-16   0.2412E+01   0.1155E+01
  0.2820E+01  -0.5008E+01   0.1735E+01   0.3979E-16   0.2399E+01   0.1156E+01
  0.2825E+01  -0.5007E+01   0.1733E+01   0.1840E-16   0.2396E+01   0.1155E+01
  0.2830E+01  -0.5002E+01   0.1728E+01   0.9668E-17   0.2405E+01   0.1152E+01
  0.2835E+01  -0.4994E+01   0.1720E+01   0.4988E-16   0.2424E+01   0.1147E+01
  0.2840E+01  -0.4982E+01   0.1710E+01   0.2277E-16   0.2451E+01   0.1140E+01
  0.2845E+01  -0.4972E+01   0.1700E+01   0.1536E-16   0.2474E+01   0.1133E+01
  0.2850E+01  -0.4967E+01   0.1695E+01   0.3008E-16   0.2483E+01   0.1130E+01
  0.2855E+01  -0.4969E+01   0.1698E+01   0.4200E-16   0.2466E+01   0.1132E+01
  0.2860E+01  -0.4982E+01   0.1710E+01   0.1634E-16   0.2418E+01   0.1140E+01
  0.2865E+01  -0.5001E+01   0.1730E+01   0.3143E-16   0.2348E+01   0.1153E+01
  0.2870E+01  -0.5023E+01   0.1752E+01   0.5069E-16   0.2271E+01   0.1168E+01
  0.2875E+01  -0.5041E+01   0.1770E+01   0.2901E-16   0.2207E+01   0.1180E+01
  0.2880E+01  -0.5051E+01   0.1779E+01   0.8283E-16   0.2171E+01   0.1186E+01
  0.2885E+01  -0.5050E+01   0.1779E+01   0.5324E-16   0.2166E+01   0.1186E+01
  0.2890E+01  -0.5042E+01   0.1771E+01   0.3708E-16   0.2188E+01   0.1180E+01
  0.2895E+01  -0.5028E+01   0.1757E+01   0.2572E-16   0.2229E+01   0.1171E+01
  0.2900E+01  -0.5012E+01   0.1740E+01   0.5035E-16   0.2277E+01   0.1160E+01
  0.2905E+01  -0.4996E+01   0.1725E+01   0.5198E-16   0.2324E+01   0.1150E+01
  0.2910E+01  -0.4983E+01   0.1713E+01   0.2254E-16   0.2361E+01   0.1142E+01
  0.2915E+01  -0.4976E+01   0.1705E+01   0.8980E-17   0.2380E+01   0.1137E+01
  0.2920E+01  -0.4975E+01   0.1704E+01   0.4174E-16   0.2379E+01   0.1136E+01
  0.2925E+01  -0.4980E+01   0.1710E+01   0.3616E-16   0.2357E+01   0.1140E+01
  0.2930E+01  -0.4991E+01   0.1720E+01   0.3085E-16   0.2317E+01   0.1147E+01
  0.2935E+01  -0.5004E+01   0.1733E+01   0.5663E-16   0.2269E+01   0.1155E+01
  0.2940E+01  -0.5017E+01   0.1746E+01   0.1783E-16   0.2220E+01   0.1164E+01
  0.2945E+01  -0.5028E+01   0.1756E+01   0.2595E-16   0.2181E+01   0.1170E+01
  0.2950E+01  -0.5034E+01   0.1762E+01   0.2484E-16   0.2154E+01   0.1175E+01
  0.2955E+01  -0.5037E+01   0.1765E+01   0.3435E-16   0.2138E+01   0.1177E+01
  0.2960E+01  -0.5040E+01   0.1769E+01   0.6372E-16   0.2123E+01   0.1179E+01
  0.2965E+01  -0.5045E+01   0.1775E+01   0.7615E-17   0.2103E+01   0.1183E+01
  0.2970E+01  -0.5054E+01   0.1784E+01   0.3761E-16   0.2072E+01   0.1190E+01
  0.2975E+01  -0.5067E+01   0.1797E+01   0.2361E-16   0.2033E+01   0.1198E+01
  0.2980E+01  -0.5079E+01   0.1810E+01   0.1915E-16   0.1998E+01   0.1207E+01
  0.2985E+01  -0.5089E+01   0.1820E+01   0.2971E-16   0.1973E+01   0.1213E+01
  0.2990E+01  -0.5093E+01   0.1824E+01   0.3238E-16   0.1970E+01   0.1216E+01
  0.2995E+01  -0.5090E+01   0.1821E+01   0.1427E-16   0.1991E+01   0.1214E+01
  0.3000E+01  -0.5080E+01   0.1810E+01   0.3450E-16   0.2038E+01   0.1207E+01
  0.3005E+01  -0.5062E+01   0.1793E+01   0.3038E-16   0.2108E+01   0.1195E+01
  0.3010E+01  -0.5042E+01   0.1772E+01   0.3630E-16   0.2188E+01   0.1181E+01
  0.3015E+01  -0.5020E+01   0.1751E+01   0.2827E-16   0.2272E+01   0.1167E+01
  0.3020E+01  -0.5000E+01   0.1731E+01   0.4526E-16   0.2352E+01   0.1154E+01
  0.3025E+01  -0.4982E+01   0.1712E+01   0.3099E-16   0.2425E+01   0.1141E+01
  0.3030E+01  -0.4965E+01   0.1695E+01   0.3190E-16   0.2492E+01   0.1130E+01
  0.3035E+01  -0.4950E+01   0.1681E+01   0.5113E-16   0.2548E+01   0.1121E+01
  0.3040E+01  -0.4941E+01   0.1672E+01   0.2149E-16   0.2586E+01   0.1115E+01
  0.3045E+01  -0.4938E+01   0.1669E+01   0.2058E-16   0.2602E+01   0.1113E+01
  0.3050E+01  -0.4939E+01   0.1671E+01   0.2728E-16   0.2601E+01   0.1114E+01
  0.3055E+01  -0.4945E+01   0.1676E+01   0.2182E-16   0.2585E+01   0.1117E+01
  0.3060E+01  -0.4953E+01   0.1683E+01   0.2184E-16   0.2560E+01   0.1122E+01
  0.3065E+01  -0.4961E+01   0.1692E+01   0.4704E-16   0.2532E+01   0.1128E+01
  0.3070E+01  -0.4970E+01   0.1701E+01   0.7950E-17   0.2498E+01   0.1134E+01
  0.3075E+01  -0.4980E+01   0.1711E+01   0.3350E-16   0.2460E+01   0.1141E+01
  0.3080E+01  -0.4991E+01   0.1722E+01   0.2909E-16   0.2419E+01   0.1148E+01
  0.3085E+01  -0.5004E+01   0.1735E+01   0.4094E-16   0.2374E+01   0.1157E+01
  0.3090E+01  -0.5017E+01   0.1748E+01   0.2946E-16   0.2328E+01   0.1165E+01
  0.3095E+01  -0.5030E+01   0.1760E+01   0.3338E-16   0.2287E+01   0.1173E+01
  0.3100E+01  -0.5040E+01   0.1769E+01   0.5129E-16   0.2258E+01   0.1180E+01
  0.3105E+01  -0.5045E+01   0.1775E+01   0.3698E-16   0.2244E+01   0.1183E+01
  0.3110E+01  -0.5046E+01   0.1777E+01   0.2020E-16   0.2246E+01   0.1185E+01
  0.3115E+01  -0.5045E+01   0.1775E+01   0.3963E-16   0.2258E+01   0.1183E+01
  0.3120E+01  -0.5040E+01   0.1770E+01   0.3747E-16   0.2284E+01   0.1180E+01
  0.3125E+01  -0.5032E+01   0.1762E+01   0.4040E-16   0.2322E+01   0.1175E+01
  0.3130E+01  -0.5021E+01   0.1751E+01   0.5608E-16   0.2370E+01   0.1167E+01
  0.3135E+01  -0.5008E+01   0.1738E+01   0.5282E-16   0.2425E+01   0.1159E+01
  0.3140E+01  -0.4995E+01   0.1725E+01   0.4986E-16   0.2479E+01   0.1150E+01
  0.3145E+01  -0.4982E+01   0.1713E+01   0.5820E-16   0.2530E+01   0.1142E+01
  0.3150E+01  -0.4972E+01   0.1702E+01   0.2987E-16   0.2573E+01   0.1135E+01
  0.3155E+01  -0.4964E+01   0.1693E+01   0.5450E-16   0.2607E+01   0.1129E+01
  0.3160E+01  -0.4958E+01   0.1687E+01   0.2999E-16   0.2631E+01   0.1125E+01
  0.3165E+01  -0.4954E+01   0.1684E+01   0.3016E-16   0.2642E+01   0.1123E+01
  0.3170E+01  -0.4957E+01   0.1687E+01   0.4872E-16   0.2631E+01   0.1125E+01
  0.3175E+01  -0.4968E+01   0.1698E+01   0.2882E-16   0.2594E+01   0.1132E+01
  0.3180E+01  -0.4987E+01   0.1717E+01   0.3762E-16   0.2532E+01   0.1144E+01
  0.3185E+01  -0.5009E+01   0.1739E+01   0.1164E-16   0.2456E+01   0.1159E+01
  0.3190E+01  -0.5031E+01   0.1760E+01   0.2354E-16   0.2385E+01   0.1173E+01
  0.3195E+01  -0.5047E+01   0.1775E+01   0.3422E-16   0.2333E+01   0.1183E+01
  0.3200E+01  -0.5053E+01   0.1781E+01   0.1876E-16   0.2311E+01   0.1187E+01
  0.3205E+01  -0.5051E+01   0.1778E+01   0.6627E-16   0.2319E+01   0.1185E+01
  0.3210E+01  -0.5039E+01   0.1766E+01   0.4923E-16   0.2355E+01   0.1178E+01
  0.3215E+01  -0.5022E+01   0.1750E+01   0.1999E-16   0.2409E+01   0.1166E+01
  0.3220E+01  -0.5003E+01   0.1731E+01   0.3533E-16   0.2469E+01   0.1154E+01
  0.3225E+01  -0.4986E+01   0.1715E+01   0.2845E-16   0.2523E+01   0.1143E+01
  0.3230E+01  -0.4974E+01   0.1704E+01   0.4703E-16   0.2560E+01   0.1136E+01
  0.3235E+01  -0.4970E+01   0.1699E+01   0.4053E-16   0.2574E+01   0.1133E+01
  0.3240E+01  -0.4971E+01   0.1701E+01   0.2303E-16   0.2571E+01   0.1134E+01
  0.3245E+01  -0.4976E+01   0.1706E+01   0.2503E-16   0.2555E+01   0.1137E+01
  0.3250E+01  -0.4981E+01   0.1710E+01   0.4385E-16   0.2539E+01   0.1140E+01
  0.3255E+01  -0.4983E+01   0.1712E+01   0.2552E-16   0.2532E+01   0.1142E+01
  0.3260E+01  -0.4981E+01   0.1710E+01   0.1943E-16   0.2536E+01   0.1140E+01
  0.3265E+01  -0.4976E+01   0.1706E+01   0.1663E-16   0.2549E+01   0.1137E+01
  0.3270E+01  -0.4970E+01   0.1701E+01   0.1943E-16   0.2563E+01   0.1134E+01
  0.3275E+01  -0.4968E+01   0.1700E+01   0.1311E-16   0.2566E+01   0.1133E+01
  0.3280E+01  -0.4972E+01   0.1703E+01   0.1953E-16   0.2552E+01   0.1136E+01
  0.3285E+01  -0.4980E+01   0.1710E+01   0.1739E-16   0.2527E+01   0.1140E+01
  0.3290E+01  -0.4988E+01   0.1718E+01   0.2156E-16   0.2500E+01   0.1145E+01
  0.3295E+01  -0.4994E+01   0.1724E+01   0.1082E-16   0.2479E+01   0.1149E+01
  0.3300E+01  -0.4998E+01   0.1727E+01   0.2562E-16   0.2466E+01   0.1152E+01
  0.3305E+01  -0.4999E+01   0.1729E+01   0.4904E-16   0.2460E+01   0.1153E+01
  0.3310E+01  -0.4999E+01   0.1729E+01   0.2631E-16   0.2461E+01   0.1152E+01
  0.3315E+01  -0.4997E+01   0.1727E+01   0.1024E-16   0.2467E+01   0.1151E+01
  0.3320E+01  -0.4995E+01   0.1724E+01   0.2728E-16   0.2477E+01   0.1149E+01
  0.3325E+01  -0.4992E+01   0.1721E+01   0.3324E-16   0.2489E+01   0.1147E+01
  0.3330E+01  -0.4990E+01   0.1719E+01   0.2586E-16   0.2497E+01   0.1146E+01
  0.3335E+01  -0.4990E+01   0.1720E+01   0.3101E-16   0.2500E+01   0.1146E+01
  0.3340E+01  -0.4991E+01   0.1720E+01   0.3007E-16   0.2501E+01   0.1147E+01
  0.3345E+01  -0.4992E+01   0.1720E+01   0.5885E-16   0.2504E+01   0.1147E+01
  0.3350E+01  -0.4991E+01   0.1719E+01   0.4582E-16   0.2512E+01   0.1146E+01
  0.3355E+01  -0.4988E+01   0.1716E+01   0.6608E-16   0.2524E+01   0.1144E+01
  0.3360E+01  -0.4986E+01   0.1713E+01   0.9320E-16   0.2534E+01   0.1142E+01
  0.3365E+01  -0.4985E+01   0.1712E+01   0.3652E-16   0.2538E+01   0.1142E+01
  0.3370E+01  -0.4986E+01   0.1713E+01   0.4733E-16   0.2537E+01   0.1142E+01
  0.3375E+01  -0.4989E+01   0.1716E+01   0.4396E-16   0.2530E+01   0.1144E+01
  0.3380E+01  -0.4991E+01   0.1718E+01   0.7636E-16   0.2524E+01   0.1145E+01
  0.3385E+01  -0.4992E+01   0.1720E+01   0.5574E-16   0.2519E+01   0.1146E+01
  0.3390E+01  -0.4993E+01   0.1721E+01   0.5283E-16   0.2516E+01   0.1147E+01
  0.3395E+01  -0.4994E+01   0.1721E+01   0.7135E-16   0.2513E+01   0.1148E+01
  0.3400E+01  -0.4995E+01   0.1723E+01   0.7228E-16   0.2510E+01   0.1149E+01
  0.3405E+01  -0.4998E+01   0.1725E+01   0.5850E-16   0.2504E+01   0.1150E+01
  0.3410E+01  -0.4999E+01   0.1727E+01   0.2262E-16   0.2500E+01   0.1151E+01
  0.3415E+01  -0.5000E+01   0.1728E+01   0.5188E-16   0.2498E+01   0.1152E+01
  0.3420E+01  -0.5001E+01   0.1728E+01   0.2315E-16   0.2497E+01   0.1152E+01
  0.3425E+01  -0.5000E+01   0.1728E+01   0.2155E-16   0.2500E+01   0.1152E+01
  0.3430E+01  -0.4999E+01   0.1727E+01   0.7126E-16   0.2504E+01   0.1151E+01
  0.3435E+01  -0.4998E+01   0.1726E+01   0.3158E-16   0.2509E+01   0.1151E+01
  0.3440E+01  -0.4997E+01   0.1725E+01   0.3470E-16   0.2512E+01   0.1150E+01
  0.3445E+01  -0.4997E+01   0.1725E+01   0.6567E-16   0.2511E+01   0.1150E+01
  0.3450E+01  -0.4998E+01   0.1726E+01   0.4092E-16   0.2509E+01   0.1151E+01
  0.3455E+01  -0.4998E+01   0.1727E+01   0.1455E-16   0.2506E+01   0.1151E+01
  0.3460E+01  -0.5000E+01   0.1729E+01   0.4092E-16   0.2500E+01   0.1152E+01
  0.3465E+01  -0.5002E+01   0.1731E+01   0.3861E-16   0.2492E+01   0.1154E+01
  0.3470E+01  -0.5005E+01   0.1734E+01   0.5151E-16   0.2482E+01   0.1156E+01
  0.3475E+01  -0.5009E+01   0.1738E+01   0.2852E-16   0.2471E+01   0.1158E+01
  0.3480E+01  -0.5013E+01   0.1742E+01   0.1727E-16   0.2458E+01   0.1161E+01
  0.3485E+01  -0.5016E+01   0.1745E+01   0.5058E-16   0.2449E+01   0.1163E+01
  0.3490E+01  -0.5017E+01   0.1746E+01   0.4524E-16   0.2448E+01   0.1164E+01
  0.3495E+01  -0.5016E+01   0.1745E+01   0.4695E-16   0.2453E+01   0.1164E+01
  0.3500E+01  -0.5014E+01   0.1743E+01   0.2981E-16   0.2463E+01   0.1162E+01
  0.3505E+01  -0.5012E+01   0.1741E+01   0.2253E-16   0.2474E+01   0.1161E+01
  0.3510E+01  -0.5010E+01   0.1740E+01   0.1758E-16   0.2484E+01   0.1160E+01
  0.3515E+01  -0.5010E+01   0.1739E+01   0.2310E-16   0.2491E+01   0.1159E+01
  0.3520E+01  -0.5011E+01   0.1740E+01   0.4029E-16   0.2492E+01   0.1160E+01
  0.3525E+01  -0.5012E+01   0.1742E+01   0.2072E-16   0.2488E+01   0.1162E+01
  0.3530E+01  -0.5016E+01   0.1747E+01   0.5162E-16   0.2476E+01   0.1165E+01
  0.3535E+01  -0.5023E+01   0.1754E+01   0.3589E-16   0.2453E+01   0.1169E+01
  0.3540E+01  -0.5033E+01   0.1764E+01   0.2194E-16   0.2420E+01   0.1176E+01
  0.3545E+01  -0.5045E+01   0.1776E+01   0.6052E-16   0.2378E+01   0.1184E+01
  0.3550E+01  -0.5057E+01   0.1789E+01   0.8589E-16   0.2332E+01   0.1192E+01
  0.3555E+01  -0.5069E+01   0.1800E+01   0.3443E-16   0.2286E+01   0.1200E+01
  0.3560E+01  -0.5078E+01   0.1808E+01   0.5635E-16   0.2250E+01   0.1205E+01
  0.3565E+01  -0.5083E+01   0.1812E+01   0.2115E-16   0.2224E+01   0.1208E+01
  0.3570E+01  -0.5082E+01   0.1811E+01   0.7625E-16   0.2212E+01   0.1208E+01
  0.3575E+01  -0.5080E+01   0.1809E+01   0.1542E-15   0.2205E+01   0.1206E+01
  0.3580E+01  -0.5076E+01   0.1805E+01   0.7715E-16   0.2201E+01   0.1203E+01
  0.3585E+01  -0.5074E+01   0.1802E+01   0.8135E-16   0.2192E+01   0.1202E+01
  0.3590E+01  -0.5074E+01   0.1803E+01   0.9001E-16   0.2173E+01   0.1202E+01
  0.3595E+01  -0.5078E+01   0.1805E+01   0.1972E-16   0.2146E+01   0.1204E+01
  0.3600E+01  -0.5082E+01   0.1810E+01   0.7862E-16   0.2113E+01   0.1207E+01
  0.3605E+01  -0.5087E+01   0.1816E+01   0.1366E-16   0.2079E+01   0.1210E+01
  0.3610E+01  -0.5092E+01   0.1820E+01   0.1813E-16   0.2049E+01   0.1213E+01
  0.3615E+01  -0.5094E+01   0.1821E+01   0.8751E-16   0.2028E+01   0.1214E+01
  0.3620E+01  -0.5091E+01   0.1819E+01   0.1193E-15   0.2022E+01   0.1213E+01
  0.3625E+01  -0.5086E+01   0.1814E+01   0.2126E-15   0.2029E+01   0.1209E+01
  0.3630E+01  -0.5078E+01   0.1806E+01   0.8903E-16   0.2044E+01   0.1204E+01
  0.3635E+01  -0.5070E+01   0.1797E+01   0.4622E-16   0.2062E+01   0.1198E+01
  0.3640E+01  -0.5063E+01   0.1791E+01   0.3770E-16   0.2076E+01   0.1194E+01
  0.3645E+01  -0.5061E+01   0.1789E+01   0.7230E-16   0.2082E+01   0.1192E+01
  0.3650E+01  -0.5061E+01   0.1790E+01   0.6052E-16   0.2079E+01   0.1193E+01
  0.3655E+01  -0.5064E+01   0.1793E+01   0.5796E-16   0.2069E+01   0.1195E+01
  0.3660E+01  -0.5069E+01   0.1797E+01   0.7111E-16   0.2057E+01   0.1198E+01
  0.3665E+01  -0.5072E+01   0.1800E+01   0.7086E-16   0.2052E+01   0.1200E+01
  0.3670E+01  -0.5071E+01   0.1799E+01   0.5571E-16   0.2060E+01   0.1200E+01
  0.3675E+01  -0.5065E+01   0.1794E+01   0.4391E-16   0.2084E+01   0.1196E+01
  0.3680E+01  -0.5054E+01   0.1782E+01   0.9471E-16   0.2126E+01   0.1188E+01
  0.3685E+01  -0.5039E+01   0.1768E+01   0.5401E-16   0.2180E+01   0.1179E+01
  0.3690E+01  -0.5027E+01   0.1757E+01   0.3002E-16   0.2226E+01   0.1171E+01
  0.3695E+01  -0.5025E+01   0.1755E+01   0.7113E-16   0.2243E+01   0.1170E+01
  0.3700E+01  -0.5033E+01   0.1762E+01   0.2712E-16   0.2234E+01   0.1175E+01
  0.3705E+01  -0.5042E+01   0.1771E+01   0.4907E-17   0.2218E+01   0.1181E+01
  0.3710E+01  -0.5048E+01   0.1776E+01   0.1206E-15   0.2214E+01   0.1184E+01
  0.3715E+01  -0.5048E+01   0.1776E+01   0.1845E-15   0.2230E+01   0.1184E+01
  0.3720E+01  -0.5041E+01   0.1771E+01   0.1855E-16   0.2262E+01   0.1181E+01
  0.3725E+01  -0.5034E+01   0.1763E+01   0.1079E-15   0.2299E+01   0.1176E+01
  0.3730E+01  -0.5026E+01   0.1756E+01   0.3627E-16   0.2335E+01   0.1170E+01
  0.3735E+01  -0.5019E+01   0.1749E+01   0.7525E-16   0.2368E+01   0.1166E+01
  0.3740E+01  -0.5014E+01   0.1743E+01   0.1372E-16   0.2397E+01   0.1162E+01
  0.3745E+01  -0.5008E+01   0.1736E+01   0.1080E-15   0.2424E+01   0.1157E+01
  0.3750E+01  -0.5000E+01   0.1728E+01   0.6665E-16   0.2455E+01   0.1152E+01
  0.3755E+01  -0.4989E+01   0.1717E+01   0.3373E-16   0.2492E+01   0.1145E+01
  0.3760E+01  -0.4976E+01   0.1705E+01   0.9523E-16   0.2531E+01   0.1137E+01
  0.3765E+01  -0.4964E+01   0.1693E+01   0.6857E-16   0.2566E+01   0.1129E+01
  0.3770E+01  -0.4955E+01   0.1684E+01   0.3677E-16   0.2588E+01   0.1123E+01
  0.3775E+01  -0.4953E+01   0.1682E+01   0.2212E-16   0.2587E+01   0.1121E+01
  0.3780E+01  -0.4958E+01   0.1687E+01   0.4200E-16   0.2559E+01   0.1125E+01
  0.3785E+01  -0.4971E+01   0.1701E+01   0.5525E-16   0.2502E+01   0.1134E+01
  0.3790E+01  -0.4992E+01   0.1721E+01   0.5395E-16   0.2422E+01   0.1148E+01
  0.3795E+01  -0.5016E+01   0.1746E+01   0.6610E-16   0.2328E+01   0.1164E+01
  0.3800E+01  -0.5042E+01   0.1772E+01   0.6867E-16   0.2228E+01   0.1181E+01
  0.3805E+01  -0.5067E+01   0.1796E+01   0.4479E-16   0.2136E+01   0.1198E+01
  0.3810E+01  -0.5086E+01   0.1817E+01   0.8577E-16   0.2057E+01   0.1211E+01
  0.3815E+01  -0.5101E+01   0.1832E+01   0.9637E-16   0.1995E+01   0.1222E+01
  0.3820E+01  -0.5112E+01   0.1843E+01   0.7449E-16   0.1951E+01   0.1229E+01
  0.3825E+01  -0.5117E+01   0.1848E+01   0.4219E-16   0.1926E+01   0.1232E+01
  0.3830E+01  -0.5116E+01   0.1848E+01   0.6704E-16   0.1920E+01   0.1232E+01
  0.3835E+01  -0.5112E+01   0.1844E+01   0.8342E-16   0.1932E+01   0.1229E+01
  0.3840E+01  -0.5103E+01   0.1835E+01   0.8553E-16   0.1959E+01   0.1223E+01
  0.3845E+01  -0.5093E+01   0.1824E+01   0.9515E-16   0.1994E+01   0.1216E+01
  0.3850E+01  -0.5082E+01   0.1815E+01   0.3065E-16   0.2029E+01   0.1210E+01
  0.3855E+01  -0.5075E+01   0.1807E+01   0.8278E-17   0.2058E+01   0.1205E+01
  0.3860E+01  -0.5067E+01   0.1799E+01   0.3443E-16   0.2091E+01   0.1199E+01
  0.3865E+01  -0.5057E+01   0.1789E+01   0.6605E-16   0.2132E+01   0.1192E+01
  0.3870E+01  -0.5043E+01   0.1774E+01   0.2588E-16   0.2186E+01   0.1183E+01
  0.3875E+01  -0.5025E+01   0.1756E+01   0.6796E-16   0.2252E+01   0.1170E+01
  0.3880E+01  -0.5003E+01   0.1734E+01   0.7512E-16   0.2330E+01   0.1156E+01
  0.3885E+01  -0.4980E+01   0.1711E+01   0.2725E-16   0.2410E+01   0.1141E+01
  0.3890E+01  -0.4959E+01   0.1691E+01   0.3336E-16   0.2481E+01   0.1128E+01
  0.3895E+01  -0.4946E+01   0.1678E+01   0.2595E-16   0.2528E+01   0.1119E+01
  0.3900E+01  -0.4943E+01   0.1676E+01   0.3234E-16   0.2541E+01   0.1117E+01
  0.3905E+01  -0.4953E+01   0.1685E+01   0.6568E-16   0.2515E+01   0.1123E+01
  0.3910E+01  -0.4971E+01   0.1703E+01   0.3659E-16   0.2460E+01   0.1135E+01
  0.3915E+01  -0.4994E+01   0.1725E+01   0.8721E-16   0.2391E+01   0.1150E+01
  0.3920E+01  -0.5016E+01   0.1747E+01   0.4589E-16   0.2325E+01   0.1164E+01
  0.3925E+01  -0.5033E+01   0.1764E+01   0.4460E-16   0.2272E+01   0.1176E+01
  0.3930E+01  -0.5044E+01   0.1774E+01   0.2138E-16   0.2239E+01   0.1183E+01
  0.3935E+01  -0.5048E+01   0.1779E+01   0.6199E-16   0.2229E+01   0.1186E+01
  0.3940E+01  -0.5046E+01   0.1777E+01   0.9770E-17   0.2238E+01   0.1185E+01
  0.3945E+01  -0.5041E+01   0.1772E+01   0.6647E-16   0.2261E+01   0.1181E+01
  0.3950E+01  -0.5033E+01   0.1764E+01   0.5993E-16   0.2291E+01   0.1176E+01
  0.3955E+01  -0.5025E+01   0.1756E+01   0.1328E-16   0.2325E+01   0.1171E+01
  0.3960E+01  -0.5018E+01   0.1748E+01   0.4209E-16   0.2359E+01   0.1166E+01
  0.3965E+01  -0.5009E+01   0.1740E+01   0.3937E-16   0.2396E+01   0.1160E+01
  0.3970E+01  -0.4999E+01   0.1730E+01   0.6053E-16   0.2437E+01   0.1153E+01
  0.3975E+01  -0.4989E+01   0.1720E+01   0.4506E-16   0.2477E+01   0.1146E+01
  0.3980E+01  -0.4979E+01   0.1710E+01   0.8002E-16   0.2515E+01   0.1140E+01
  0.3985E+01  -0.4971E+01   0.1703E+01   0.6721E-16   0.2543E+01   0.1135E+01
  0.3990E+01  -0.4968E+01   0.1700E+01   0.1273E-15   0.2555E+01   0.1133E+01
  0.3995E+01  -0.4969E+01   0.1700E+01   0.5148E-16   0.2554E+01   0.1134E+01
  0.4000E+01  -0.4972E+01   0.1704E+01   0.2830E-16   0.2542E+01   0.1136E+01
  0.4005E+01  -0.4976E+01   0.1708E+01   0.3337E-16   0.2525E+01   0.1139E+01
  0.4010E+01  -0.4980E+01   0.1712E+01   0.3508E-16   0.2508E+01   0.1141E+01
  0.4015E+01  -0.4982E+01   0.1714E+01   0.4566E-16   0.2493E+01   0.1143E+01
  0.4020E+01  -0.4983E+01   0.1714E+01   0.1855E-16   0.2481E+01   0.1143E+01
  0.4025E+01  -0.4983E+01   0.1714E+01   0.3478E-16   0.2472E+01   0.1143E+01
  0.4030E+01  -0.4982E+01   0.1714E+01   0.5462E-16   0.2460E+01   0.1143E+01
  0.4035E+01  -0.4984E+01   0.1716E+01   0.3464E-16   0.2442E+01   0.1144E+01
  0.4040E+01  -0.4990E+01   0.1721E+01   0.4527E-16   0.2413E+01   0.1147E+01
  0.4045E+01  -0.4997E+01   0.1728E+01   0.2706E-16   0.2379E+01   0.1152E+01
  0.4050E+01  -0.5005E+01   0.1736E+01   0.2947E-16   0.2343E+01   0.1157E+01
  0.4055E+01  -0.5011E+01   0.1742E+01   0.6018E-16   0.2312E+01   0.1161E+01
  0.4060E+01  -0.5014E+01   0.1745E+01   0.8714E-16   0.2294E+01   0.1163E+01
  0.4065E+01  -0.5013E+01   0.1744E+01   0.2708E-16   0.2288E+01   0.1162E+01
  0.4070E+01  -0.5009E+01   0.1739E+01   0.7073E-16   0.2296E+01   0.1159E+01
  0.4075E+01  -0.5000E+01   0.1731E+01   0.5914E-16   0.2317E+01   0.1154E+01
  0.4080E+01  -0.4989E+01   0.1720E+01   0.3495E-16   0.2347E+01   0.1147E+01
  0.4085E+01  -0.4976E+01   0.1708E+01   0.7439E-16   0.2383E+01   0.1138E+01
  0.4090E+01  -0.4963E+01   0.1694E+01   0.8024E-16   0.2422E+01   0.1130E+01
  0.4095E+01  -0.4951E+01   0.1683E+01   0.4559E-16   0.2458E+01   0.1122E+01
  0.4100E+01  -0.4942E+01   0.1674E+01   0.3379E-16   0.2481E+01   0.1116E+01
  0.4105E+01  -0.4939E+01   0.1670E+01   0.1148E-16   0.2490E+01   0.1114E+01
  0.4110E+01  -0.4939E+01   0.1672E+01   0.2707E-16   0.2485E+01   0.1114E+01
  0.4115E+01  -0.4944E+01   0.1677E+01   0.2791E-16   0.2467E+01   0.1118E+01
  0.4120E+01  -0.4953E+01   0.1686E+01   0.2196E-16   0.2437E+01   0.1124E+01
  0.4125E+01  -0.4965E+01   0.1697E+01   0.7412E-16   0.2398E+01   0.1132E+01
  0.4130E+01  -0.4978E+01   0.1710E+01   0.4816E-16   0.2358E+01   0.1140E+01
  0.4135E+01  -0.4990E+01   0.1722E+01   0.3842E-16   0.2324E+01   0.1148E+01
