        time     pot_ergy     kin_ergy         v_mc        press       T_adim
  0.2295E+01  -0.4707E+01   0.1670E+01   0.7365E-16   0.9292E+00   0.1114E+01
  0.2300E+01  -0.4698E+01   0.1662E+01   0.2319E-16   0.9593E+00   0.1108E+01
  0.2305E+01  -0.4684E+01   0.1648E+01   0.6854E-16   0.1012E+01   0.1098E+01
  0.2310E+01  -0.4664E+01   0.1629E+01   0.4858E-16   0.1083E+01   0.1086E+01
  0.2315E+01  -0.4644E+01   0.1608E+01   0.2284E-16   0.1159E+01   0.1072E+01
  0.2320E+01  -0.4624E+01   0.1589E+01   0.2969E-16   0.1229E+01   0.1059E+01
  0.2325E+01  -0.4611E+01   0.1575E+01   0.4699E-16   0.1278E+01   0.1050E+01
  0.2330E+01  -0.4605E+01   0.1570E+01   0.2186E-16   0.1297E+01   0.1047E+01
  0.2335E+01  -0.4608E+01   0.1572E+01   0.2023E-16   0.1284E+01   0.1048E+01
  0.2340E+01  -0.4617E+01   0.1581E+01   0.4413E-16   0.1249E+01   0.1054E+01
  0.2345E+01  -0.4628E+01   0.1592E+01   0.1322E-16   0.1205E+01   0.1061E+01
  0.2350E+01  -0.4638E+01   0.1602E+01   0.2437E-16   0.1163E+01   0.1068E+01
  0.2355E+01  -0.4647E+01   0.1611E+01   0.4469E-16   0.1129E+01   0.1074E+01
  0.2360E+01  -0.4652E+01   0.1617E+01   0.3260E-16   0.1105E+01   0.1078E+01
  0.2365E+01  -0.4656E+01   0.1620E+01   0.3744E-16   0.1089E+01   0.1080E+01
  0.2370E+01  -0.4658E+01   0.1622E+01   0.3099E-16   0.1081E+01   0.1081E+01
  0.2375E+01  -0.4658E+01   0.1622E+01   0.4436E-16   0.1084E+01   0.1081E+01
  0.2380E+01  -0.4655E+01   0.1619E+01   0.3059E-16   0.1097E+01   0.1079E+01
  0.2385E+01  -0.4649E+01   0.1613E+01   0.4816E-16   0.1123E+01   0.1075E+01
  0.2390E+01  -0.4640E+01   0.1604E+01   0.2724E-16   0.1163E+01   0.1069E+01
  0.2395E+01  -0.4627E+01   0.1591E+01   0.3429E-16   0.1216E+01   0.1061E+01
  0.2400E+01  -0.4613E+01   0.1577E+01   0.2034E-16   0.1277E+01   0.1051E+01
  0.2405E+01  -0.4598E+01   0.1562E+01   0.4634E-16   0.1338E+01   0.1041E+01
  0.2410E+01  -0.4586E+01   0.1550E+01   0.2808E-16   0.1390E+01   0.1034E+01
  0.2415E+01  -0.4579E+01   0.1543E+01   0.1818E-16   0.1424E+01   0.1029E+01
  0.2420E+01  -0.4577E+01   0.1541E+01   0.3016E-16   0.1438E+01   0.1028E+01
  0.2425E+01  -0.4580E+01   0.1544E+01   0.2095E-16   0.1434E+01   0.1029E+01
  0.2430E+01  -0.4585E+01   0.1549E+01   0.5692E-16   0.1422E+01   0.1033E+01
  0.2435E+01  -0.4590E+01   0.1554E+01   0.8962E-16   0.1407E+01   0.1036E+01
  0.2440E+01  -0.4594E+01   0.1558E+01   0.3177E-16   0.1400E+01   0.1038E+01
  0.2445E+01  -0.4594E+01   0.1558E+01   0.2986E-16   0.1401E+01   0.1039E+01
  0.2450E+01  -0.4592E+01   0.1556E+01   0.3623E-16   0.1414E+01   0.1037E+01
  0.2455E+01  -0.4587E+01   0.1551E+01   0.7512E-17   0.1433E+01   0.1034E+01
  0.2460E+01  -0.4583E+01   0.1547E+01   0.3388E-16   0.1450E+01   0.1031E+01
  0.2465E+01  -0.4581E+01   0.1546E+01   0.6777E-16   0.1456E+01   0.1030E+01
  0.2470E+01  -0.4585E+01   0.1549E+01   0.3464E-16   0.1443E+01   0.1033E+01
  0.2475E+01  -0.4594E+01   0.1559E+01   0.2450E-16   0.1410E+01   0.1039E+01
  0.2480E+01  -0.4607E+01   0.1572E+01   0.2335E-16   0.1364E+01   0.1048E+01
  0.2485E+01  -0.4621E+01   0.1585E+01   0.4198E-16   0.1318E+01   0.1056E+01
  0.2490E+01  -0.4631E+01   0.1595E+01   0.9392E-17   0.1282E+01   0.1063E+01
  0.2495E+01  -0.4636E+01   0.1600E+01   0.1513E-16   0.1268E+01   0.1066E+01
  0.2500E+01  -0.4634E+01   0.1598E+01   0.4426E-16   0.1277E+01   0.1065E+01
  0.2505E+01  -0.4626E+01   0.1590E+01   0.2196E-16   0.1312E+01   0.1060E+01
  0.2510E+01  -0.4611E+01   0.1575E+01   0.3854E-16   0.1373E+01   0.1050E+01
  0.2515E+01  -0.4590E+01   0.1554E+01   0.3430E-16   0.1457E+01   0.1036E+01
  0.2520E+01  -0.4563E+01   0.1527E+01   0.4353E-16   0.1559E+01   0.1018E+01
  0.2525E+01  -0.4535E+01   0.1499E+01   0.4220E-16   0.1666E+01   0.9994E+00
  0.2530E+01  -0.4509E+01   0.1473E+01   0.1027E-16   0.1763E+01   0.9822E+00
  0.2535E+01  -0.4490E+01   0.1455E+01   0.4137E-16   0.1829E+01   0.9701E+00
  0.2540E+01  -0.4484E+01   0.1449E+01   0.1364E-16   0.1846E+01   0.9660E+00
  0.2545E+01  -0.4492E+01   0.1457E+01   0.7034E-17   0.1807E+01   0.9714E+00
  0.2550E+01  -0.4513E+01   0.1478E+01   0.2521E-16   0.1719E+01   0.9852E+00
  0.2555E+01  -0.4543E+01   0.1508E+01   0.5682E-16   0.1594E+01   0.1005E+01
  0.2560E+01  -0.4578E+01   0.1542E+01   0.2667E-16   0.1452E+01   0.1028E+01
  0.2565E+01  -0.4612E+01   0.1576E+01   0.2035E-16   0.1307E+01   0.1051E+01
  0.2570E+01  -0.4644E+01   0.1608E+01   0.1552E-16   0.1172E+01   0.1072E+01
  0.2575E+01  -0.4670E+01   0.1634E+01   0.1386E-16   0.1057E+01   0.1089E+01
  0.2580E+01  -0.4690E+01   0.1654E+01   0.2543E-16   0.9678E+00   0.1102E+01
  0.2585E+01  -0.4702E+01   0.1666E+01   0.2380E-16   0.9080E+00   0.1111E+01
  0.2590E+01  -0.4707E+01   0.1671E+01   0.2902E-16   0.8790E+00   0.1114E+01
  0.2595E+01  -0.4705E+01   0.1669E+01   0.2798E-16   0.8771E+00   0.1113E+01
  0.2600E+01  -0.4698E+01   0.1663E+01   0.3629E-16   0.8941E+00   0.1108E+01
  0.2605E+01  -0.4689E+01   0.1654E+01   0.2410E-16   0.9218E+00   0.1102E+01
  0.2610E+01  -0.4681E+01   0.1645E+01   0.1915E-16   0.9490E+00   0.1097E+01
  0.2615E+01  -0.4675E+01   0.1640E+01   0.5373E-16   0.9696E+00   0.1093E+01
  0.2620E+01  -0.4673E+01   0.1637E+01   0.4058E-16   0.9774E+00   0.1092E+01
  0.2625E+01  -0.4674E+01   0.1638E+01   0.4677E-16   0.9746E+00   0.1092E+01
  0.2630E+01  -0.4676E+01   0.1640E+01   0.3298E-16   0.9698E+00   0.1093E+01
  0.2635E+01  -0.4676E+01   0.1640E+01   0.3707E-16   0.9687E+00   0.1094E+01
  0.2640E+01  -0.4675E+01   0.1639E+01   0.2864E-16   0.9766E+00   0.1093E+01
  0.2645E+01  -0.4671E+01   0.1635E+01   0.1769E-16   0.9951E+00   0.1090E+01
  0.2650E+01  -0.4665E+01   0.1629E+01   0.2623E-16   0.1019E+01   0.1086E+01
  0.2655E+01  -0.4660E+01   0.1624E+01   0.1379E-16   0.1044E+01   0.1083E+01
  0.2660E+01  -0.4655E+01   0.1619E+01   0.2401E-16   0.1069E+01   0.1079E+01
  0.2665E+01  -0.4650E+01   0.1615E+01   0.3223E-16   0.1091E+01   0.1076E+01
  0.2670E+01  -0.4646E+01   0.1610E+01   0.3431E-16   0.1116E+01   0.1073E+01
  0.2675E+01  -0.4639E+01   0.1603E+01   0.2398E-16   0.1148E+01   0.1069E+01
  0.2680E+01  -0.4631E+01   0.1595E+01   0.1915E-16   0.1188E+01   0.1063E+01
  0.2685E+01  -0.4620E+01   0.1584E+01   0.3183E-16   0.1234E+01   0.1056E+01
  0.2690E+01  -0.4609E+01   0.1573E+01   0.2864E-16   0.1283E+01   0.1049E+01
  0.2695E+01  -0.4598E+01   0.1562E+01   0.1889E-16   0.1332E+01   0.1042E+01
  0.2700E+01  -0.4588E+01   0.1552E+01   0.4355E-16   0.1377E+01   0.1035E+01
  0.2705E+01  -0.4579E+01   0.1544E+01   0.3210E-16   0.1415E+01   0.1029E+01
  0.2710E+01  -0.4573E+01   0.1538E+01   0.2617E-16   0.1440E+01   0.1025E+01
  0.2715E+01  -0.4571E+01   0.1536E+01   0.2453E-16   0.1450E+01   0.1024E+01
  0.2720E+01  -0.4573E+01   0.1538E+01   0.4273E-16   0.1442E+01   0.1025E+01
  0.2725E+01  -0.4580E+01   0.1544E+01   0.2125E-16   0.1417E+01   0.1029E+01
  0.2730E+01  -0.4588E+01   0.1552E+01   0.2933E-16   0.1380E+01   0.1035E+01
  0.2735E+01  -0.4597E+01   0.1562E+01   0.2180E-16   0.1340E+01   0.1041E+01
  0.2740E+01  -0.4607E+01   0.1571E+01   0.4210E-16   0.1297E+01   0.1047E+01
  0.2745E+01  -0.4615E+01   0.1579E+01   0.3483E-16   0.1258E+01   0.1053E+01
  0.2750E+01  -0.4622E+01   0.1586E+01   0.3553E-16   0.1224E+01   0.1057E+01
  0.2755E+01  -0.4627E+01   0.1591E+01   0.4962E-16   0.1197E+01   0.1060E+01
  0.2760E+01  -0.4630E+01   0.1594E+01   0.5301E-16   0.1174E+01   0.1063E+01
  0.2765E+01  -0.4633E+01   0.1597E+01   0.4794E-16   0.1157E+01   0.1065E+01
  0.2770E+01  -0.4636E+01   0.1600E+01   0.2727E-16   0.1139E+01   0.1067E+01
  0.2775E+01  -0.4640E+01   0.1604E+01   0.1245E-16   0.1121E+01   0.1069E+01
  0.2780E+01  -0.4643E+01   0.1607E+01   0.4356E-16   0.1106E+01   0.1071E+01
  0.2785E+01  -0.4644E+01   0.1608E+01   0.1900E-16   0.1101E+01   0.1072E+01
  0.2790E+01  -0.4641E+01   0.1605E+01   0.1324E-16   0.1110E+01   0.1070E+01
  0.2795E+01  -0.4636E+01   0.1600E+01   0.3823E-16   0.1129E+01   0.1067E+01
  0.2800E+01  -0.4630E+01   0.1594E+01   0.3067E-16   0.1154E+01   0.1062E+01
  0.2805E+01  -0.4623E+01   0.1587E+01   0.6634E-17   0.1180E+01   0.1058E+01
  0.2810E+01  -0.4618E+01   0.1583E+01   0.4248E-16   0.1196E+01   0.1055E+01
  0.2815E+01  -0.4617E+01   0.1581E+01   0.4525E-16   0.1199E+01   0.1054E+01
  0.2820E+01  -0.4619E+01   0.1583E+01   0.5247E-16   0.1188E+01   0.1056E+01
  0.2825E+01  -0.4624E+01   0.1588E+01   0.4895E-16   0.1163E+01   0.1059E+01
  0.2830E+01  -0.4631E+01   0.1595E+01   0.1068E-16   0.1130E+01   0.1064E+01
  0.2835E+01  -0.4638E+01   0.1602E+01   0.3351E-16   0.1093E+01   0.1068E+01
  0.2840E+01  -0.4644E+01   0.1609E+01   0.3595E-16   0.1062E+01   0.1072E+01
  0.2845E+01  -0.4649E+01   0.1613E+01   0.3334E-16   0.1034E+01   0.1075E+01
  0.2850E+01  -0.4652E+01   0.1616E+01   0.3394E-16   0.1012E+01   0.1077E+01
  0.2855E+01  -0.4654E+01   0.1618E+01   0.1676E-16   0.9920E+00   0.1079E+01
  0.2860E+01  -0.4656E+01   0.1621E+01   0.3213E-16   0.9704E+00   0.1080E+01
  0.2865E+01  -0.4660E+01   0.1624E+01   0.3851E-16   0.9452E+00   0.1083E+01
  0.2870E+01  -0.4665E+01   0.1630E+01   0.5449E-16   0.9146E+00   0.1086E+01
  0.2875E+01  -0.4672E+01   0.1636E+01   0.2803E-16   0.8803E+00   0.1091E+01
  0.2880E+01  -0.4678E+01   0.1643E+01   0.5284E-16   0.8459E+00   0.1095E+01
  0.2885E+01  -0.4684E+01   0.1648E+01   0.4026E-16   0.8192E+00   0.1099E+01
  0.2890E+01  -0.4687E+01   0.1651E+01   0.1144E-16   0.8016E+00   0.1100E+01
  0.2895E+01  -0.4686E+01   0.1650E+01   0.2226E-16   0.7995E+00   0.1100E+01
  0.2900E+01  -0.4681E+01   0.1645E+01   0.3028E-16   0.8146E+00   0.1097E+01
  0.2905E+01  -0.4673E+01   0.1637E+01   0.4393E-16   0.8419E+00   0.1092E+01
  0.2910E+01  -0.4665E+01   0.1629E+01   0.1264E-16   0.8751E+00   0.1086E+01
  0.2915E+01  -0.4657E+01   0.1621E+01   0.1954E-16   0.9058E+00   0.1081E+01
  0.2920E+01  -0.4651E+01   0.1615E+01   0.5850E-16   0.9288E+00   0.1077E+01
  0.2925E+01  -0.4647E+01   0.1611E+01   0.4039E-16   0.9479E+00   0.1074E+01
  0.2930E+01  -0.4643E+01   0.1607E+01   0.6672E-16   0.9679E+00   0.1071E+01
  0.2935E+01  -0.4638E+01   0.1602E+01   0.3744E-16   0.9920E+00   0.1068E+01
  0.2940E+01  -0.4631E+01   0.1596E+01   0.4240E-16   0.1020E+01   0.1064E+01
  0.2945E+01  -0.4624E+01   0.1588E+01   0.1938E-16   0.1054E+01   0.1058E+01
  0.2950E+01  -0.4615E+01   0.1579E+01   0.2044E-16   0.1089E+01   0.1053E+01
  0.2955E+01  -0.4605E+01   0.1569E+01   0.3771E-16   0.1128E+01   0.1046E+01
  0.2960E+01  -0.4595E+01   0.1560E+01   0.3337E-16   0.1168E+01   0.1040E+01
  0.2965E+01  -0.4586E+01   0.1550E+01   0.4834E-16   0.1205E+01   0.1034E+01
  0.2970E+01  -0.4578E+01   0.1542E+01   0.3353E-16   0.1239E+01   0.1028E+01
  0.2975E+01  -0.4571E+01   0.1535E+01   0.2279E-16   0.1264E+01   0.1024E+01
  0.2980E+01  -0.4567E+01   0.1531E+01   0.1948E-16   0.1278E+01   0.1021E+01
  0.2985E+01  -0.4568E+01   0.1532E+01   0.2233E-16   0.1275E+01   0.1021E+01
  0.2990E+01  -0.4574E+01   0.1538E+01   0.3582E-16   0.1250E+01   0.1025E+01
  0.2995E+01  -0.4586E+01   0.1550E+01   0.1211E-16   0.1204E+01   0.1033E+01
  0.3000E+01  -0.4603E+01   0.1567E+01   0.2230E-16   0.1136E+01   0.1045E+01
  0.3005E+01  -0.4623E+01   0.1588E+01   0.3542E-16   0.1058E+01   0.1058E+01
  0.3010E+01  -0.4646E+01   0.1610E+01   0.5121E-16   0.9764E+00   0.1073E+01
  0.3015E+01  -0.4667E+01   0.1630E+01   0.1758E-16   0.9004E+00   0.1087E+01
  0.3020E+01  -0.4684E+01   0.1647E+01   0.4377E-16   0.8410E+00   0.1098E+01
  0.3025E+01  -0.4695E+01   0.1659E+01   0.2307E-16   0.8031E+00   0.1106E+01
  0.3030E+01  -0.4700E+01   0.1663E+01   0.2363E-16   0.7920E+00   0.1109E+01
  0.3035E+01  -0.4698E+01   0.1662E+01   0.4160E-16   0.8055E+00   0.1108E+01
  0.3040E+01  -0.4692E+01   0.1656E+01   0.1241E-16   0.8407E+00   0.1104E+01
  0.3045E+01  -0.4681E+01   0.1645E+01   0.3147E-16   0.8933E+00   0.1097E+01
  0.3050E+01  -0.4668E+01   0.1632E+01   0.5103E-16   0.9570E+00   0.1088E+01
  0.3055E+01  -0.4653E+01   0.1617E+01   0.1258E-16   0.1026E+01   0.1078E+01
  0.3060E+01  -0.4637E+01   0.1602E+01   0.1317E-16   0.1099E+01   0.1068E+01
  0.3065E+01  -0.4622E+01   0.1586E+01   0.3281E-16   0.1173E+01   0.1057E+01
  0.3070E+01  -0.4605E+01   0.1569E+01   0.2421E-16   0.1251E+01   0.1046E+01
  0.3075E+01  -0.4586E+01   0.1550E+01   0.4430E-16   0.1332E+01   0.1033E+01
  0.3080E+01  -0.4566E+01   0.1530E+01   0.4543E-16   0.1417E+01   0.1020E+01
  0.3085E+01  -0.4548E+01   0.1513E+01   0.3132E-16   0.1492E+01   0.1008E+01
  0.3090E+01  -0.4535E+01   0.1500E+01   0.4398E-16   0.1549E+01   0.9997E+00
  0.3095E+01  -0.4529E+01   0.1494E+01   0.2341E-16   0.1575E+01   0.9958E+00
  0.3100E+01  -0.4531E+01   0.1496E+01   0.3565E-16   0.1573E+01   0.9971E+00
  0.3105E+01  -0.4539E+01   0.1504E+01   0.3079E-16   0.1545E+01   0.1002E+01
  0.3110E+01  -0.4551E+01   0.1516E+01   0.2750E-16   0.1503E+01   0.1010E+01
  0.3115E+01  -0.4565E+01   0.1530E+01   0.4232E-16   0.1451E+01   0.1020E+01
  0.3120E+01  -0.4580E+01   0.1545E+01   0.4060E-16   0.1396E+01   0.1030E+01
  0.3125E+01  -0.4596E+01   0.1560E+01   0.3697E-16   0.1338E+01   0.1040E+01
  0.3130E+01  -0.4612E+01   0.1576E+01   0.3772E-16   0.1276E+01   0.1051E+01
  0.3135E+01  -0.4628E+01   0.1592E+01   0.7633E-16   0.1215E+01   0.1062E+01
  0.3140E+01  -0.4643E+01   0.1607E+01   0.1112E-15   0.1161E+01   0.1071E+01
  0.3145E+01  -0.4654E+01   0.1618E+01   0.5224E-16   0.1118E+01   0.1078E+01
  0.3150E+01  -0.4660E+01   0.1624E+01   0.4531E-16   0.1093E+01   0.1082E+01
  0.3155E+01  -0.4661E+01   0.1625E+01   0.2572E-16   0.1084E+01   0.1083E+01
  0.3160E+01  -0.4659E+01   0.1623E+01   0.6782E-16   0.1088E+01   0.1082E+01
  0.3165E+01  -0.4657E+01   0.1621E+01   0.3458E-16   0.1091E+01   0.1081E+01
  0.3170E+01  -0.4657E+01   0.1621E+01   0.3020E-16   0.1086E+01   0.1081E+01
  0.3175E+01  -0.4659E+01   0.1623E+01   0.3190E-16   0.1072E+01   0.1082E+01
  0.3180E+01  -0.4663E+01   0.1627E+01   0.4032E-16   0.1050E+01   0.1085E+01
  0.3185E+01  -0.4668E+01   0.1633E+01   0.2259E-16   0.1023E+01   0.1088E+01
  0.3190E+01  -0.4674E+01   0.1638E+01   0.4286E-16   0.9939E+00   0.1092E+01
  0.3195E+01  -0.4680E+01   0.1645E+01   0.6597E-16   0.9614E+00   0.1096E+01
  0.3200E+01  -0.4687E+01   0.1651E+01   0.4391E-16   0.9285E+00   0.1101E+01
  0.3205E+01  -0.4693E+01   0.1657E+01   0.5948E-16   0.8998E+00   0.1105E+01
  0.3210E+01  -0.4696E+01   0.1660E+01   0.2448E-16   0.8799E+00   0.1107E+01
  0.3215E+01  -0.4697E+01   0.1661E+01   0.4312E-16   0.8734E+00   0.1107E+01
  0.3220E+01  -0.4694E+01   0.1658E+01   0.3152E-16   0.8808E+00   0.1105E+01
  0.3225E+01  -0.4687E+01   0.1652E+01   0.3829E-16   0.8992E+00   0.1101E+01
  0.3230E+01  -0.4680E+01   0.1644E+01   0.4478E-16   0.9264E+00   0.1096E+01
  0.3235E+01  -0.4672E+01   0.1636E+01   0.1780E-16   0.9540E+00   0.1091E+01
  0.3240E+01  -0.4665E+01   0.1629E+01   0.3712E-17   0.9808E+00   0.1086E+01
  0.3245E+01  -0.4658E+01   0.1622E+01   0.3643E-16   0.1007E+01   0.1082E+01
  0.3250E+01  -0.4652E+01   0.1616E+01   0.1787E-16   0.1031E+01   0.1077E+01
  0.3255E+01  -0.4646E+01   0.1610E+01   0.2671E-16   0.1055E+01   0.1073E+01
  0.3260E+01  -0.4640E+01   0.1604E+01   0.6035E-16   0.1076E+01   0.1070E+01
  0.3265E+01  -0.4636E+01   0.1601E+01   0.6799E-16   0.1091E+01   0.1067E+01
  0.3270E+01  -0.4634E+01   0.1599E+01   0.6802E-16   0.1098E+01   0.1066E+01
  0.3275E+01  -0.4633E+01   0.1597E+01   0.1915E-16   0.1106E+01   0.1065E+01
  0.3280E+01  -0.4630E+01   0.1594E+01   0.2685E-16   0.1117E+01   0.1063E+01
  0.3285E+01  -0.4624E+01   0.1588E+01   0.1768E-16   0.1139E+01   0.1059E+01
  0.3290E+01  -0.4617E+01   0.1581E+01   0.4126E-16   0.1166E+01   0.1054E+01
  0.3295E+01  -0.4609E+01   0.1574E+01   0.6633E-16   0.1190E+01   0.1049E+01
  0.3300E+01  -0.4605E+01   0.1569E+01   0.1078E-15   0.1205E+01   0.1046E+01
  0.3305E+01  -0.4604E+01   0.1568E+01   0.6690E-16   0.1207E+01   0.1045E+01
  0.3310E+01  -0.4605E+01   0.1569E+01   0.8399E-16   0.1199E+01   0.1046E+01
  0.3315E+01  -0.4607E+01   0.1571E+01   0.4219E-16   0.1189E+01   0.1047E+01
  0.3320E+01  -0.4610E+01   0.1574E+01   0.2835E-16   0.1175E+01   0.1049E+01
  0.3325E+01  -0.4613E+01   0.1577E+01   0.1910E-16   0.1162E+01   0.1051E+01
  0.3330E+01  -0.4616E+01   0.1581E+01   0.1588E-16   0.1143E+01   0.1054E+01
  0.3335E+01  -0.4622E+01   0.1586E+01   0.5430E-16   0.1121E+01   0.1057E+01
  0.3340E+01  -0.4628E+01   0.1592E+01   0.7764E-16   0.1095E+01   0.1061E+01
  0.3345E+01  -0.4634E+01   0.1598E+01   0.1073E-16   0.1071E+01   0.1065E+01
  0.3350E+01  -0.4637E+01   0.1601E+01   0.7764E-16   0.1059E+01   0.1067E+01
  0.3355E+01  -0.4636E+01   0.1599E+01   0.4070E-16   0.1064E+01   0.1066E+01
  0.3360E+01  -0.4630E+01   0.1594E+01   0.2879E-16   0.1085E+01   0.1063E+01
  0.3365E+01  -0.4622E+01   0.1586E+01   0.1122E-16   0.1113E+01   0.1057E+01
  0.3370E+01  -0.4615E+01   0.1579E+01   0.5726E-16   0.1140E+01   0.1053E+01
  0.3375E+01  -0.4610E+01   0.1574E+01   0.6411E-16   0.1157E+01   0.1049E+01
  0.3380E+01  -0.4608E+01   0.1573E+01   0.4513E-16   0.1161E+01   0.1048E+01
  0.3385E+01  -0.4610E+01   0.1574E+01   0.6037E-16   0.1154E+01   0.1049E+01
  0.3390E+01  -0.4614E+01   0.1578E+01   0.3315E-16   0.1138E+01   0.1052E+01
  0.3395E+01  -0.4620E+01   0.1584E+01   0.5656E-16   0.1110E+01   0.1056E+01
  0.3400E+01  -0.4630E+01   0.1594E+01   0.2257E-16   0.1070E+01   0.1063E+01
  0.3405E+01  -0.4644E+01   0.1608E+01   0.3828E-16   0.1016E+01   0.1072E+01
  0.3410E+01  -0.4661E+01   0.1625E+01   0.4388E-16   0.9507E+00   0.1083E+01
  0.3415E+01  -0.4679E+01   0.1643E+01   0.2194E-16   0.8828E+00   0.1095E+01
  0.3420E+01  -0.4695E+01   0.1659E+01   0.9395E-17   0.8237E+00   0.1106E+01
  0.3425E+01  -0.4707E+01   0.1670E+01   0.1172E-16   0.7843E+00   0.1114E+01
  0.3430E+01  -0.4712E+01   0.1676E+01   0.4215E-16   0.7672E+00   0.1117E+01
  0.3435E+01  -0.4712E+01   0.1676E+01   0.5712E-16   0.7726E+00   0.1117E+01
  0.3440E+01  -0.4708E+01   0.1672E+01   0.3435E-16   0.7952E+00   0.1115E+01
  0.3445E+01  -0.4700E+01   0.1664E+01   0.3737E-16   0.8315E+00   0.1109E+01
  0.3450E+01  -0.4689E+01   0.1653E+01   0.2534E-16   0.8809E+00   0.1102E+01
  0.3455E+01  -0.4675E+01   0.1639E+01   0.5459E-16   0.9387E+00   0.1093E+01
  0.3460E+01  -0.4661E+01   0.1626E+01   0.3223E-16   0.9968E+00   0.1084E+01
  0.3465E+01  -0.4649E+01   0.1614E+01   0.3950E-16   0.1048E+01   0.1076E+01
  0.3470E+01  -0.4640E+01   0.1604E+01   0.3568E-16   0.1087E+01   0.1070E+01
  0.3475E+01  -0.4634E+01   0.1599E+01   0.3058E-16   0.1114E+01   0.1066E+01
  0.3480E+01  -0.4630E+01   0.1594E+01   0.2267E-16   0.1133E+01   0.1063E+01
  0.3485E+01  -0.4627E+01   0.1591E+01   0.5441E-16   0.1147E+01   0.1060E+01
  0.3490E+01  -0.4622E+01   0.1586E+01   0.7041E-16   0.1165E+01   0.1057E+01
  0.3495E+01  -0.4616E+01   0.1580E+01   0.9322E-16   0.1185E+01   0.1053E+01
  0.3500E+01  -0.4610E+01   0.1575E+01   0.5178E-16   0.1201E+01   0.1050E+01
  0.3505E+01  -0.4608E+01   0.1572E+01   0.5927E-16   0.1204E+01   0.1048E+01
  0.3510E+01  -0.4611E+01   0.1576E+01   0.5763E-16   0.1187E+01   0.1050E+01
  0.3515E+01  -0.4620E+01   0.1585E+01   0.5739E-16   0.1145E+01   0.1057E+01
  0.3520E+01  -0.4635E+01   0.1600E+01   0.3596E-16   0.1082E+01   0.1067E+01
  0.3525E+01  -0.4653E+01   0.1617E+01   0.3862E-16   0.1008E+01   0.1078E+01
  0.3530E+01  -0.4670E+01   0.1634E+01   0.1982E-16   0.9381E+00   0.1090E+01
  0.3535E+01  -0.4684E+01   0.1648E+01   0.3053E-16   0.8815E+00   0.1098E+01
  0.3540E+01  -0.4691E+01   0.1655E+01   0.1128E-16   0.8463E+00   0.1103E+01
  0.3545E+01  -0.4692E+01   0.1655E+01   0.3402E-16   0.8393E+00   0.1104E+01
  0.3550E+01  -0.4685E+01   0.1649E+01   0.3130E-16   0.8584E+00   0.1099E+01
  0.3555E+01  -0.4673E+01   0.1637E+01   0.1731E-16   0.8990E+00   0.1091E+01
  0.3560E+01  -0.4659E+01   0.1623E+01   0.4151E-16   0.9490E+00   0.1082E+01
  0.3565E+01  -0.4646E+01   0.1610E+01   0.2279E-16   0.9963E+00   0.1073E+01
  0.3570E+01  -0.4636E+01   0.1600E+01   0.2620E-16   0.1030E+01   0.1067E+01
  0.3575E+01  -0.4631E+01   0.1596E+01   0.2733E-16   0.1049E+01   0.1064E+01
  0.3580E+01  -0.4631E+01   0.1595E+01   0.2127E-16   0.1052E+01   0.1064E+01
  0.3585E+01  -0.4634E+01   0.1598E+01   0.9727E-17   0.1044E+01   0.1065E+01
  0.3590E+01  -0.4637E+01   0.1601E+01   0.3270E-16   0.1034E+01   0.1068E+01
  0.3595E+01  -0.4640E+01   0.1604E+01   0.2231E-16   0.1026E+01   0.1070E+01
  0.3600E+01  -0.4642E+01   0.1606E+01   0.1314E-16   0.1025E+01   0.1071E+01
  0.3605E+01  -0.4643E+01   0.1607E+01   0.3143E-16   0.1029E+01   0.1071E+01
  0.3610E+01  -0.4643E+01   0.1607E+01   0.5098E-16   0.1037E+01   0.1071E+01
  0.3615E+01  -0.4642E+01   0.1606E+01   0.3517E-16   0.1047E+01   0.1071E+01
  0.3620E+01  -0.4641E+01   0.1605E+01   0.4637E-16   0.1062E+01   0.1070E+01
  0.3625E+01  -0.4638E+01   0.1603E+01   0.6360E-16   0.1080E+01   0.1068E+01
  0.3630E+01  -0.4635E+01   0.1599E+01   0.3311E-16   0.1103E+01   0.1066E+01
  0.3635E+01  -0.4630E+01   0.1594E+01   0.2230E-16   0.1129E+01   0.1063E+01
  0.3640E+01  -0.4625E+01   0.1590E+01   0.3720E-16   0.1155E+01   0.1060E+01
  0.3645E+01  -0.4621E+01   0.1585E+01   0.2211E-16   0.1179E+01   0.1057E+01
  0.3650E+01  -0.4618E+01   0.1582E+01   0.2649E-16   0.1197E+01   0.1055E+01
  0.3655E+01  -0.4616E+01   0.1580E+01   0.1527E-16   0.1210E+01   0.1054E+01
  0.3660E+01  -0.4615E+01   0.1580E+01   0.3129E-16   0.1215E+01   0.1053E+01
  0.3665E+01  -0.4615E+01   0.1579E+01   0.3283E-16   0.1217E+01   0.1053E+01
  0.3670E+01  -0.4615E+01   0.1579E+01   0.3491E-16   0.1217E+01   0.1053E+01
  0.3675E+01  -0.4615E+01   0.1579E+01   0.4472E-16   0.1216E+01   0.1053E+01
  0.3680E+01  -0.4615E+01   0.1579E+01   0.1352E-16   0.1214E+01   0.1053E+01
  0.3685E+01  -0.4615E+01   0.1579E+01   0.4278E-16   0.1209E+01   0.1053E+01
