      rx_fcc       ry_fcc       rz_fcc
  0.3254E+01   0.3296E+01  -0.2680E+01
 -0.2079E+01  -0.2185E+01  -0.2583E+01
 -0.2684E+01  -0.3367E+01  -0.2983E+01
 -0.3245E+01  -0.2631E+01  -0.2431E+01
 -0.2752E+01   0.2674E+01  -0.2443E+01
 -0.2074E+01  -0.3240E+01  -0.2139E+01
 -0.2648E+01   0.3251E+01  -0.1322E+01
  0.3389E+01  -0.2699E+01  -0.1306E+01
  0.2962E+01   0.3331E+01  -0.5198E+00
 -0.2706E+01  -0.2827E+01  -0.6104E+00
 -0.3103E+01  -0.2943E+01   0.4077E+00
 -0.3395E+01  -0.5658E+00  -0.1103E+00
  0.1298E+01   0.2245E+01   0.2525E+01
 -0.2675E+01  -0.3268E+01   0.1667E+01
  0.3164E+01   0.2952E+01   0.3169E+01
  0.2030E+01  -0.2549E+01  -0.2775E+01
 -0.2932E+01  -0.3080E+01   0.2792E+01
 -0.2682E+01  -0.1517E+01   0.2780E+01
  0.2979E+01  -0.1917E+01  -0.2820E+01
 -0.3162E+01  -0.1177E+01  -0.3241E+01
 -0.3157E+01  -0.8415E+00  -0.1427E+01
  0.2777E+01  -0.4755E+00  -0.8440E+00
 -0.2584E+01  -0.1777E+01  -0.1690E+01
  0.2245E+01  -0.6074E+00   0.4450E-01
  0.2162E+01  -0.2957E+01  -0.9240E+00
 -0.2767E+01   0.8076E+00   0.4266E+00
 -0.2410E+01  -0.2034E+01   0.5367E+00
 -0.1823E+01  -0.1113E+01   0.3927E+00
 -0.3234E+01  -0.1430E+01   0.1586E+01
 -0.2423E+01   0.4275E+00   0.2338E+01
  0.3385E+01  -0.2454E+01   0.1847E+01
 -0.2787E+01  -0.1028E+01   0.7638E+00
 -0.2866E+01  -0.3664E+00   0.1902E+01
 -0.2626E+01   0.7394E+00  -0.3373E+01
 -0.3196E+01  -0.3704E-01  -0.2924E+01
 -0.1961E+01  -0.6777E+00   0.2457E+01
  0.2747E+01  -0.6696E+00   0.3325E+01
  0.2597E+01   0.2824E+00  -0.2949E+01
 -0.2126E+01  -0.9259E+00  -0.2409E+01
  0.2317E+01   0.4742E+00  -0.8197E+00
  0.3129E+01   0.1004E+01  -0.1027E+01
 -0.2182E+01  -0.1668E+00  -0.1280E+01
 -0.1525E+01   0.6666E+00   0.1527E+01
 -0.2619E+01   0.8656E+00  -0.1082E+01
  0.3155E+01  -0.3693E+00   0.1116E+01
 -0.1650E+01   0.1036E+01   0.6249E+00
 -0.2333E+01  -0.5167E+00  -0.3307E+01
 -0.2278E+01   0.3092E-01   0.1083E+01
  0.3349E+01   0.7867E+00   0.2834E+01
 -0.1744E+01   0.1325E+01  -0.2777E+01
 -0.2997E+01   0.9562E+00  -0.2500E+01
  0.3004E+01   0.1599E+01   0.3414E+01
