 -0.3142E+01 -0.8225E-01  0.0000E+00  0.6765E-02  0.3550E+01
 -0.3129E+01 -0.1387E-01  0.6227E-01  0.4071E-02  0.3550E+01
 -0.3117E+01  0.1559E-01  0.1090E-01  0.3619E-03  0.3550E+01
 -0.3105E+01 -0.1099E-01  0.1381E-01  0.3113E-03  0.3550E+01
 -0.3093E+01  0.5365E-02  0.1500E-01  0.2539E-03  0.3550E+01
 -0.3080E+01 -0.5937E-02  0.2350E-02  0.4077E-04  0.3550E+01
 -0.3068E+01 -0.3326E-02  0.1092E-01  0.1304E-03  0.3550E+01
 -0.3056E+01 -0.3602E-03 -0.8427E-03  0.8399E-06  0.3550E+01
 -0.3043E+01 -0.5333E-02  0.3380E-02  0.3987E-04  0.3550E+01
 -0.3031E+01  0.3475E-02  0.6714E-03  0.1252E-04  0.3550E+01
 -0.3019E+01 -0.1447E-02 -0.1202E-02  0.3538E-05  0.3550E+01
 -0.3007E+01  0.3891E-02  0.4035E-02  0.3142E-04  0.3550E+01
 -0.2994E+01  0.3074E-02 -0.1354E-03  0.9469E-05  0.3550E+01
 -0.2982E+01  0.1175E-02  0.6125E-02  0.3890E-04  0.3550E+01
 -0.2970E+01  0.3620E-02  0.3863E-02  0.2803E-04  0.3550E+01
 -0.2958E+01 -0.2280E-02  0.5110E-02  0.3131E-04  0.3550E+01
 -0.2945E+01  0.1715E-03  0.5921E-02  0.3509E-04  0.3550E+01
 -0.2933E+01 -0.3626E-02  0.1746E-02  0.1620E-04  0.3550E+01
 -0.2921E+01 -0.3359E-02  0.3806E-02  0.2577E-04  0.3550E+01
 -0.2908E+01 -0.1841E-02 -0.1222E-02  0.4884E-05  0.3550E+01
 -0.2896E+01 -0.3348E-02 -0.2585E-03  0.1128E-04  0.3550E+01
 -0.2884E+01  0.1381E-02 -0.1401E-02  0.3871E-05  0.3550E+01
 -0.2872E+01  0.1186E-06 -0.2196E-02  0.4824E-05  0.3550E+01
 -0.2859E+01  0.3102E-02  0.1126E-02  0.1089E-04  0.3550E+01
 -0.2847E+01  0.3118E-02 -0.2685E-03  0.9797E-05  0.3550E+01
 -0.2835E+01  0.1784E-02  0.3852E-02  0.1802E-04  0.3550E+01
 -0.2823E+01  0.2823E-02  0.3302E-02  0.1887E-04  0.3550E+01
 -0.2810E+01 -0.1292E-02  0.4137E-02  0.1878E-04  0.3550E+01
 -0.2798E+01 -0.5071E-03  0.4719E-02  0.2252E-04  0.3550E+01
 -0.2786E+01 -0.3219E-02  0.1657E-02  0.1311E-04  0.3550E+01
 -0.2773E+01 -0.3425E-02  0.2478E-02  0.1787E-04  0.3550E+01
 -0.2761E+01 -0.2191E-02 -0.1292E-02  0.6470E-05  0.3550E+01
 -0.2749E+01 -0.2965E-02 -0.1176E-02  0.1018E-04  0.3550E+01
 -0.2737E+01  0.7814E-03 -0.1971E-02  0.4494E-05  0.3550E+01
 -0.2724E+01  0.3745E-03 -0.2587E-02  0.6833E-05  0.3550E+01
 -0.2712E+01  0.2837E-02  0.1863E-03  0.8086E-05  0.3550E+01
 -0.2700E+01  0.3187E-02 -0.3981E-03  0.1031E-04  0.3550E+01
 -0.2688E+01  0.2006E-02  0.3030E-02  0.1321E-04  0.3550E+01
 -0.2675E+01  0.2619E-02  0.3105E-02  0.1650E-04  0.3550E+01
 -0.2663E+01 -0.8952E-03  0.3763E-02  0.1496E-04  0.3550E+01
 -0.2651E+01 -0.7541E-03  0.4323E-02  0.1926E-04  0.3550E+01
 -0.2638E+01 -0.3052E-02  0.1640E-02  0.1200E-04  0.3550E+01
 -0.2626E+01 -0.3523E-02  0.1975E-02  0.1632E-04  0.3550E+01
 -0.2614E+01 -0.2375E-02 -0.1308E-02  0.7354E-05  0.3550E+01
 -0.2602E+01 -0.2891E-02 -0.1613E-02  0.1096E-04  0.3550E+01
 -0.2589E+01  0.4647E-03 -0.2249E-02  0.5275E-05  0.3550E+01
 -0.2577E+01  0.5118E-03 -0.2860E-02  0.8439E-05  0.3550E+01
 -0.2565E+01  0.2692E-02 -0.3015E-03  0.7337E-05  0.3550E+01
 -0.2553E+01  0.3259E-02 -0.5292E-03  0.1090E-04  0.3550E+01
 -0.2540E+01  0.2124E-02  0.2600E-02  0.1127E-04  0.3550E+01
 -0.2528E+01  0.2572E-02  0.3016E-02  0.1571E-04  0.3550E+01
 -0.2516E+01 -0.6952E-03  0.3587E-02  0.1335E-04  0.3550E+01
 -0.2503E+01 -0.8837E-03  0.4187E-02  0.1831E-04  0.3550E+01
 -0.2491E+01 -0.3016E-02  0.1657E-02  0.1184E-04  0.3550E+01
 -0.2479E+01 -0.3662E-02  0.1771E-02  0.1655E-04  0.3550E+01
 -0.2467E+01 -0.2564E-02 -0.1333E-02  0.8352E-05  0.3550E+01
 -0.2454E+01 -0.2997E-02 -0.1842E-02  0.1238E-04  0.3550E+01
 -0.2442E+01  0.2244E-03 -0.2460E-02  0.6103E-05  0.3550E+01
 -0.2430E+01  0.4102E-03 -0.3070E-02  0.9592E-05  0.3550E+01
