 -0.3142E+01 -0.6869E-01  0.0000E+00  0.4718E-02  0.3300E+01
 -0.3129E+01 -0.1104E-01  0.5266E-01  0.2895E-02  0.3300E+01
 -0.3117E+01  0.1338E-01  0.9469E-02  0.2686E-03  0.3300E+01
 -0.3105E+01 -0.9163E-02  0.1222E-01  0.2334E-03  0.3300E+01
 -0.3093E+01  0.4426E-02  0.1294E-01  0.1869E-03  0.3300E+01
 -0.3080E+01 -0.5450E-02  0.2277E-02  0.3488E-04  0.3300E+01
 -0.3068E+01 -0.3077E-02  0.9215E-02  0.9438E-04  0.3300E+01
 -0.3056E+01 -0.7455E-03 -0.1026E-02  0.1609E-05  0.3300E+01
 -0.3043E+01 -0.4615E-02  0.2551E-02  0.2781E-04  0.3300E+01
 -0.3031E+01  0.3026E-02 -0.4259E-04  0.9158E-05  0.3300E+01
 -0.3019E+01 -0.9913E-03 -0.1342E-02  0.2784E-05  0.3300E+01
 -0.3007E+01  0.3897E-02  0.3120E-02  0.2492E-04  0.3300E+01
 -0.2994E+01  0.3035E-02 -0.1587E-03  0.9234E-05  0.3300E+01
 -0.2982E+01  0.1582E-02  0.5494E-02  0.3269E-04  0.3300E+01
 -0.2970E+01  0.3367E-02  0.3549E-02  0.2393E-04  0.3300E+01
 -0.2958E+01 -0.1873E-02  0.4916E-02  0.2768E-04  0.3300E+01
 -0.2945E+01  0.1019E-03  0.5352E-02  0.2866E-04  0.3300E+01
 -0.2933E+01 -0.3512E-02  0.1747E-02  0.1539E-04  0.3300E+01
 -0.2921E+01 -0.3120E-02  0.3296E-02  0.2060E-04  0.3300E+01
 -0.2908E+01 -0.1962E-02 -0.1354E-02  0.5685E-05  0.3300E+01
 -0.2896E+01 -0.3001E-02 -0.4876E-03  0.9244E-05  0.3300E+01
 -0.2884E+01  0.1297E-02 -0.1759E-02  0.4775E-05  0.3300E+01
 -0.2872E+01  0.1931E-03 -0.2213E-02  0.4936E-05  0.3300E+01
 -0.2859E+01  0.3235E-02  0.7176E-03  0.1098E-04  0.3300E+01
 -0.2847E+01  0.3100E-02 -0.3114E-03  0.9706E-05  0.3300E+01
 -0.2835E+01  0.2066E-02  0.3608E-02  0.1728E-04  0.3300E+01
 -0.2823E+01  0.2757E-02  0.3088E-02  0.1713E-04  0.3300E+01
 -0.2810E+01 -0.1065E-02  0.4087E-02  0.1784E-04  0.3300E+01
 -0.2798E+01 -0.4385E-03  0.4404E-02  0.1959E-04  0.3300E+01
 -0.2786E+01 -0.3157E-02  0.1650E-02  0.1269E-04  0.3300E+01
 -0.2773E+01 -0.3206E-02  0.2238E-02  0.1529E-04  0.3300E+01
 -0.2761E+01 -0.2219E-02 -0.1408E-02  0.6908E-05  0.3300E+01
 -0.2749E+01 -0.2734E-02 -0.1257E-02  0.9054E-05  0.3300E+01
 -0.2737E+01  0.8181E-03 -0.2199E-02  0.5504E-05  0.3300E+01
 -0.2724E+01  0.4945E-03 -0.2588E-02  0.6944E-05  0.3300E+01
 -0.2712E+01  0.3002E-02 -0.3007E-04  0.9011E-05  0.3300E+01
 -0.2700E+01  0.3207E-02 -0.4524E-03  0.1049E-04  0.3300E+01
 -0.2688E+01  0.2223E-02  0.2926E-02  0.1350E-04  0.3300E+01
 -0.2675E+01  0.2651E-02  0.2953E-02  0.1575E-04  0.3300E+01
 -0.2663E+01 -0.7380E-03  0.3749E-02  0.1460E-04  0.3300E+01
 -0.2651E+01 -0.6295E-03  0.4145E-02  0.1758E-04  0.3300E+01
 -0.2638E+01 -0.2981E-02  0.1618E-02  0.1150E-04  0.3300E+01
 -0.2626E+01 -0.3333E-02  0.1862E-02  0.1457E-04  0.3300E+01
 -0.2614E+01 -0.2323E-02 -0.1399E-02  0.7355E-05  0.3300E+01
