 -0.3142E+01  0.4850E-03 -0.0000E+00  0.2352E-06  0.1500E+01
 -0.3129E+01  0.4850E-03  0.3052E-06  0.2352E-06  0.1500E+01
 -0.3117E+01  0.4850E-03  0.6104E-06  0.2352E-06  0.1500E+01
 -0.3105E+01  0.4850E-03  0.9157E-06  0.2352E-06  0.1500E+01
 -0.3093E+01  0.4850E-03  0.1221E-05  0.2352E-06  0.1500E+01
 -0.3080E+01  0.4850E-03  0.1526E-05  0.2352E-06  0.1500E+01
 -0.3068E+01  0.4850E-03  0.1832E-05  0.2352E-06  0.1500E+01
 -0.3056E+01  0.4850E-03  0.2137E-05  0.2352E-06  0.1500E+01
 -0.3043E+01  0.4850E-03  0.2443E-05  0.2352E-06  0.1500E+01
 -0.3031E+01  0.4850E-03  0.2748E-05  0.2353E-06  0.1500E+01
 -0.3019E+01  0.4850E-03  0.3054E-05  0.2353E-06  0.1500E+01
 -0.3007E+01  0.4851E-03  0.3360E-05  0.2353E-06  0.1500E+01
 -0.2994E+01  0.4851E-03  0.3666E-05  0.2353E-06  0.1500E+01
 -0.2982E+01  0.4851E-03  0.3972E-05  0.2353E-06  0.1500E+01
 -0.2970E+01  0.4851E-03  0.4278E-05  0.2353E-06  0.1500E+01
 -0.2958E+01  0.4851E-03  0.4584E-05  0.2354E-06  0.1500E+01
 -0.2945E+01  0.4852E-03  0.4891E-05  0.2354E-06  0.1500E+01
 -0.2933E+01  0.4852E-03  0.5197E-05  0.2354E-06  0.1500E+01
 -0.2921E+01  0.4852E-03  0.5504E-05  0.2355E-06  0.1500E+01
 -0.2908E+01  0.4852E-03  0.5811E-05  0.2355E-06  0.1500E+01
 -0.2896E+01  0.4853E-03  0.6119E-05  0.2355E-06  0.1500E+01
 -0.2884E+01  0.4853E-03  0.6426E-05  0.2355E-06  0.1500E+01
 -0.2872E+01  0.4853E-03  0.6734E-05  0.2356E-06  0.1500E+01
 -0.2859E+01  0.4854E-03  0.7042E-05  0.2356E-06  0.1500E+01
 -0.2847E+01  0.4854E-03  0.7350E-05  0.2357E-06  0.1500E+01
 -0.2835E+01  0.4854E-03  0.7658E-05  0.2357E-06  0.1500E+01
 -0.2823E+01  0.4855E-03  0.7967E-05  0.2357E-06  0.1500E+01
 -0.2810E+01  0.4855E-03  0.8276E-05  0.2358E-06  0.1500E+01
 -0.2798E+01  0.4856E-03  0.8586E-05  0.2358E-06  0.1500E+01
 -0.2786E+01  0.4856E-03  0.8895E-05  0.2359E-06  0.1500E+01
 -0.2773E+01  0.4856E-03  0.9205E-05  0.2359E-06  0.1500E+01
 -0.2761E+01  0.4857E-03  0.9515E-05  0.2360E-06  0.1500E+01
 -0.2749E+01  0.4857E-03  0.9826E-05  0.2360E-06  0.1500E+01
 -0.2737E+01  0.4858E-03  0.1014E-04  0.2361E-06  0.1500E+01
 -0.2724E+01  0.4858E-03  0.1045E-04  0.2361E-06  0.1500E+01
 -0.2712E+01  0.4859E-03  0.1076E-04  0.2362E-06  0.1500E+01
 -0.2700E+01  0.4859E-03  0.1107E-04  0.2363E-06  0.1500E+01
 -0.2688E+01  0.4860E-03  0.1138E-04  0.2363E-06  0.1500E+01
 -0.2675E+01  0.4861E-03  0.1170E-04  0.2364E-06  0.1500E+01
 -0.2663E+01  0.4861E-03  0.1201E-04  0.2365E-06  0.1500E+01
 -0.2651E+01  0.4862E-03  0.1232E-04  0.2365E-06  0.1500E+01
 -0.2638E+01  0.4862E-03  0.1264E-04  0.2366E-06  0.1500E+01
 -0.2626E+01  0.4863E-03  0.1295E-04  0.2367E-06  0.1500E+01
 -0.2614E+01  0.4864E-03  0.1327E-04  0.2367E-06  0.1500E+01
 -0.2602E+01  0.4864E-03  0.1358E-04  0.2368E-06  0.1500E+01
 -0.2589E+01  0.4865E-03  0.1390E-04  0.2369E-06  0.1500E+01
 -0.2577E+01  0.4866E-03  0.1422E-04  0.2370E-06  0.1500E+01
 -0.2565E+01  0.4867E-03  0.1453E-04  0.2371E-06  0.1500E+01
 -0.2553E+01  0.4867E-03  0.1485E-04  0.2371E-06  0.1500E+01
 -0.2540E+01  0.4868E-03  0.1517E-04  0.2372E-06  0.1500E+01
 -0.2528E+01  0.4869E-03  0.1549E-04  0.2373E-06  0.1500E+01
 -0.2516E+01  0.4870E-03  0.1581E-04  0.2374E-06  0.1500E+01
 -0.2503E+01  0.4871E-03  0.1613E-04  0.2375E-06  0.1500E+01
 -0.2491E+01  0.4872E-03  0.1645E-04  0.2376E-06  0.1500E+01
 -0.2479E+01  0.4872E-03  0.1677E-04  0.2377E-06  0.1500E+01
 -0.2467E+01  0.4873E-03  0.1709E-04  0.2378E-06  0.1500E+01
 -0.2454E+01  0.4874E-03  0.1741E-04  0.2379E-06  0.1500E+01
 -0.2442E+01  0.4875E-03  0.1773E-04  0.2380E-06  0.1500E+01
 -0.2430E+01  0.4876E-03  0.1806E-04  0.2381E-06  0.1500E+01
 -0.2418E+01  0.4877E-03  0.1838E-04  0.2382E-06  0.1500E+01
 -0.2405E+01  0.4878E-03  0.1871E-04  0.2383E-06  0.1500E+01
 -0.2393E+01  0.4879E-03  0.1903E-04  0.2384E-06  0.1500E+01
 -0.2381E+01  0.4880E-03  0.1936E-04  0.2385E-06  0.1500E+01
 -0.2368E+01  0.4881E-03  0.1968E-04  0.2387E-06  0.1500E+01
 -0.2356E+01  0.4882E-03  0.2001E-04  0.2388E-06  0.1500E+01
 -0.2344E+01  0.4883E-03  0.2034E-04  0.2389E-06  0.1500E+01
 -0.2332E+01  0.4885E-03  0.2067E-04  0.2390E-06  0.1500E+01
 -0.2319E+01  0.4886E-03  0.2100E-04  0.2391E-06  0.1500E+01
 -0.2307E+01  0.4887E-03  0.2133E-04  0.2393E-06  0.1500E+01
