 -0.346980E+01  0.303662E-03  0.277624E-05  0.922185E-07
 -0.344204E+01  0.303627E-03  0.832983E-05  0.922588E-07
 -0.341428E+01  0.303557E-03  0.138868E-04  0.923395E-07
 -0.338652E+01  0.303451E-03  0.194493E-04  0.924607E-07
 -0.335876E+01  0.303310E-03  0.250198E-04  0.926226E-07
 -0.333101E+01  0.303132E-03  0.306004E-04  0.928256E-07
 -0.330325E+01  0.302919E-03  0.361935E-04  0.930701E-07
 -0.327549E+01  0.302670E-03  0.418021E-04  0.933563E-07
 -0.324773E+01  0.302388E-03  0.474552E-04  0.936906E-07
 -0.321997E+01  0.302064E-03  0.530655E-04  0.940586E-07
 -0.319221E+01  0.301703E-03  0.587323E-04  0.944743E-07
 -0.316446E+01  0.301306E-03  0.644218E-04  0.949352E-07
 -0.313670E+01  0.300868E-03  0.701355E-04  0.954406E-07
 -0.310894E+01  0.300389E-03  0.758813E-04  0.959915E-07
 -0.308118E+01  0.299872E-03  0.816595E-04  0.965915E-07
 -0.305342E+01  0.299315E-03  0.874716E-04  0.972406E-07
 -0.302566E+01  0.298716E-03  0.933205E-04  0.979399E-07
 -0.299791E+01  0.298074E-03  0.992091E-04  0.986909E-07
 -0.297015E+01  0.297390E-03  0.105140E-03  0.994951E-07
 -0.294239E+01  0.296660E-03  0.111117E-03  0.100354E-06
 -0.291463E+01  0.295885E-03  0.117143E-03  0.101270E-06
 -0.288687E+01  0.295063E-03  0.123220E-03  0.102245E-06
 -0.285911E+01  0.294193E-03  0.129352E-03  0.103282E-06
 -0.283136E+01  0.293274E-03  0.135543E-03  0.104381E-06
 -0.280360E+01  0.292303E-03  0.141795E-03  0.105547E-06
 -0.277584E+01  0.291281E-03  0.148113E-03  0.106782E-06
 -0.274808E+01  0.290204E-03  0.154500E-03  0.108089E-06
 -0.272032E+01  0.289073E-03  0.160960E-03  0.109471E-06
 -0.269256E+01  0.287886E-03  0.167496E-03  0.110934E-06
 -0.266480E+01  0.286644E-03  0.174113E-03  0.112480E-06
 -0.263705E+01  0.285347E-03  0.180815E-03  0.114117E-06
 -0.260929E+01  0.284005E-03  0.187600E-03  0.115852E-06
 -0.258153E+01  0.282651E-03  0.194445E-03  0.117700E-06
 -0.255377E+01  0.281278E-03  0.201030E-03  0.119530E-06
 -0.252601E+01  0.278975E-03  0.208249E-03  0.121195E-06
 -0.249825E+01  0.277398E-03  0.215680E-03  0.123467E-06
 -0.247050E+01  0.275699E-03  0.223052E-03  0.125762E-06
 -0.244274E+01  0.273887E-03  0.230517E-03  0.128152E-06
 -0.241498E+01  0.271975E-03  0.238102E-03  0.130663E-06
 -0.238722E+01  0.269966E-03  0.245821E-03  0.133309E-06
 -0.235946E+01  0.267856E-03  0.253682E-03  0.136101E-06
 -0.233170E+01  0.265644E-03  0.261694E-03  0.139051E-06
 -0.230395E+01  0.263325E-03  0.269867E-03  0.142168E-06
 -0.227619E+01  0.260896E-03  0.278210E-03  0.145467E-06
 -0.224843E+01  0.258352E-03  0.286732E-03  0.148961E-06
 -0.222067E+01  0.255689E-03  0.295444E-03  0.152664E-06
 -0.219291E+01  0.252903E-03  0.304358E-03  0.156594E-06
 -0.216515E+01  0.249992E-03  0.313486E-03  0.160770E-06
 -0.213740E+01  0.246956E-03  0.322844E-03  0.165216E-06
 -0.210964E+01  0.243801E-03  0.332447E-03  0.169960E-06
 -0.208188E+01  0.240542E-03  0.342315E-03  0.175040E-06
 -0.205412E+01  0.237225E-03  0.352478E-03  0.180517E-06
 -0.202636E+01  0.233971E-03  0.362982E-03  0.186498E-06
 -0.199860E+01  0.231192E-03  0.373935E-03  0.193277E-06
 -0.197085E+01  0.231323E-03  0.385826E-03  0.202372E-06
