0.00E+00 0.00E+00
0.10E-01 0.10E+03
0.20E-01 0.10E+03
0.30E-01 0.10E+03
0.40E-01 0.10E+03
0.51E-01 0.10E+03
0.61E-01 0.10E+03
0.71E-01 0.10E+03
0.81E-01 0.10E+03
0.91E-01 0.10E+03
0.10E+00 0.10E+03
0.11E+00 0.10E+03
0.12E+00 0.10E+03
0.13E+00 0.10E+03
0.14E+00 0.10E+03
0.15E+00 0.10E+03
0.16E+00 0.10E+03
0.17E+00 0.10E+03
0.18E+00 0.10E+03
0.19E+00 0.10E+03
0.20E+00 0.10E+03
0.21E+00 0.10E+03
0.22E+00 0.10E+03
0.23E+00 0.10E+03
0.24E+00 0.10E+03
0.25E+00 0.10E+03
0.26E+00 0.10E+03
0.27E+00 0.10E+03
0.28E+00 0.10E+03
0.29E+00 0.10E+03
0.30E+00 0.10E+03
0.31E+00 0.10E+03
0.32E+00 0.10E+03
0.33E+00 0.10E+03
0.34E+00 0.10E+03
0.35E+00 0.10E+03
0.36E+00 0.10E+03
0.37E+00 0.10E+03
0.38E+00 0.10E+03
0.39E+00 0.10E+03
0.40E+00 0.10E+03
0.41E+00 0.10E+03
0.42E+00 0.10E+03
0.43E+00 0.10E+03
0.44E+00 0.10E+03
0.45E+00 0.10E+03
0.46E+00 0.10E+03
0.47E+00 0.10E+03
0.48E+00 0.10E+03
0.49E+00 0.10E+03
0.51E+00 0.10E+03
0.52E+00 0.10E+03
0.53E+00 0.10E+03
0.54E+00 0.10E+03
0.55E+00 0.10E+03
0.56E+00 0.10E+03
0.57E+00 0.10E+03
0.58E+00 0.10E+03
0.59E+00 0.10E+03
0.60E+00 0.10E+03
0.61E+00 0.10E+03
0.62E+00 0.10E+03
0.63E+00 0.10E+03
0.64E+00 0.10E+03
0.65E+00 0.10E+03
0.66E+00 0.10E+03
0.67E+00 0.10E+03
0.68E+00 0.10E+03
0.69E+00 0.10E+03
0.70E+00 0.10E+03
0.71E+00 0.10E+03
0.72E+00 0.10E+03
0.73E+00 0.10E+03
0.74E+00 0.10E+03
