      0.61      0.8312      0.8312  0.1344E-06
      0.61      0.8287      0.8287  0.1392E-06
      0.62      0.8261      0.8261  0.1440E-06
      0.62      0.8235      0.8235  0.1490E-06
      0.63      0.8210      0.8210  0.1541E-06
      0.63      0.8184      0.8184  0.1594E-06
      0.64      0.8158      0.8158  0.1647E-06
      0.64      0.8131      0.8131  0.1702E-06
      0.65      0.8105      0.8105  0.1759E-06
      0.65      0.8079      0.8079  0.1816E-06
      0.66      0.8052      0.8052  0.1875E-06
      0.66      0.8025      0.8025  0.1936E-06
      0.67      0.7998      0.7998  0.1997E-06
      0.67      0.7972      0.7972  0.2061E-06
      0.68      0.7944      0.7944  0.2125E-06
      0.68      0.7917      0.7917  0.2191E-06
      0.69      0.7890      0.7890  0.2259E-06
      0.69      0.7863      0.7863  0.2328E-06
      0.70      0.7835      0.7835  0.2399E-06
      0.70      0.7808      0.7808  0.2471E-06
      0.71      0.7780      0.7780  0.2545E-06
      0.71      0.7752      0.7752  0.2620E-06
      0.72      0.7725      0.7725  0.2697E-06
      0.72      0.7697      0.7697  0.2776E-06
      0.73      0.7669      0.7669  0.2856E-06
      0.73      0.7640      0.7640  0.2939E-06
      0.74      0.7612      0.7612  0.3022E-06
      0.74      0.7584      0.7584  0.3108E-06
      0.75      0.7556      0.7556  0.3195E-06
      0.75      0.7527      0.7527  0.3284E-06
      0.76      0.7498      0.7498  0.3375E-06
      0.76      0.7470      0.7470  0.3468E-06
      0.77      0.7441      0.7441  0.3563E-06
      0.77      0.7412      0.7412  0.3659E-06
      0.78      0.7383      0.7383  0.3758E-06
      0.78      0.7355      0.7355  0.3858E-06
      0.79      0.7326      0.7326  0.3961E-06
      0.79      0.7296      0.7296  0.4065E-06
      0.80      0.7267      0.7267  0.4171E-06
      0.80      0.7238      0.7238  0.4280E-06
      0.81      0.7209      0.7209  0.4390E-06
      0.81      0.7180      0.7180  0.4503E-06
      0.82      0.7150      0.7150  0.4618E-06
      0.82      0.7121      0.7121  0.4734E-06
      0.83      0.7091      0.7091  0.4853E-06
      0.83      0.7062      0.7062  0.4975E-06
      0.84      0.7032      0.7032  0.5098E-06
      0.84      0.7002      0.7002  0.5224E-06
      0.85      0.6973      0.6973  0.5352E-06
      0.85      0.6943      0.6943  0.5482E-06
      0.86      0.6913      0.6913  0.5615E-06
      0.86      0.6883      0.6883  0.5750E-06
      0.87      0.6853      0.6853  0.5887E-06
      0.87      0.6823      0.6823  0.6027E-06
      0.88      0.6793      0.6793  0.6169E-06
      0.88      0.6763      0.6763  0.6314E-06
      0.89      0.6733      0.6733  0.6461E-06
      0.89      0.6703      0.6703  0.6611E-06
      0.90      0.6673      0.6673  0.6763E-06
      0.90      0.6643      0.6643  0.6918E-06
      0.91      0.6612      0.6612  0.7076E-06
      0.91      0.6582      0.6582  0.7236E-06
      0.92      0.6552      0.6552  0.7399E-06
      0.92      0.6522      0.6522  0.7565E-06
      0.93      0.6491      0.6491  0.7733E-06
      0.93      0.6461      0.6461  0.7904E-06
      0.94      0.6431      0.6431  0.8078E-06
      0.94      0.6400      0.6400  0.8255E-06
      0.95      0.6370      0.6370  0.8434E-06
      0.95      0.6339      0.6339  0.8617E-06
      0.96      0.6309      0.6309  0.8802E-06
      0.96      0.6279      0.6279  0.8991E-06
      0.97      0.6248      0.6248  0.9182E-06
      0.97      0.6218      0.6218  0.9376E-06
      0.98      0.6187      0.6187  0.9574E-06
      0.98      0.6157      0.6157  0.9774E-06
      0.99      0.6126      0.6126  0.9978E-06
      0.99      0.6096      0.6096  0.1018E-05
      1.00      0.6065      0.6065  0.1039E-05
