     MC_step       U_adim       P_adim
         729   0.2232E+05   0.3165E+03
         730   0.2244E+05   0.3182E+03
         731   0.2268E+05   0.3212E+03
         732   0.2255E+05   0.3196E+03
         733   0.2314E+05   0.3269E+03
         734   0.2337E+05   0.3301E+03
         735   0.2261E+05   0.3203E+03
         736   0.2276E+05   0.3224E+03
         737   0.2302E+05   0.3257E+03
         738   0.2262E+05   0.3205E+03
         739   0.2268E+05   0.3212E+03
         740   0.2269E+05   0.3214E+03
         741   0.2263E+05   0.3209E+03
         742   0.2288E+05   0.3240E+03
         743   0.2272E+05   0.3221E+03
         744   0.2231E+05   0.3169E+03
         745   0.2235E+05   0.3174E+03
         746   0.2232E+05   0.3169E+03
         747   0.2251E+05   0.3193E+03
         748   0.2257E+05   0.3201E+03
         749   0.2253E+05   0.3197E+03
         750   0.2249E+05   0.3190E+03
         751   0.2061E+05   0.2952E+03
         752   0.2097E+05   0.2997E+03
         753   0.2058E+05   0.2948E+03
         754   0.2058E+05   0.2946E+03
         755   0.2052E+05   0.2938E+03
         756   0.2111E+05   0.3015E+03
         757   0.2117E+05   0.3020E+03
         758   0.2047E+05   0.2929E+03
         759   0.2042E+05   0.2924E+03
         760   0.2026E+05   0.2904E+03
         761   0.2042E+05   0.2925E+03
         762   0.2029E+05   0.2908E+03
         763   0.2063E+05   0.2951E+03
         764   0.2028E+05   0.2906E+03
         765   0.2041E+05   0.2923E+03
         766   0.2094E+05   0.2992E+03
         767   0.1982E+05   0.2847E+03
         768   0.1965E+05   0.2825E+03
         769   0.2017E+05   0.2892E+03
         770   0.2005E+05   0.2876E+03
         771   0.1977E+05   0.2840E+03
         772   0.2033E+05   0.2911E+03
         773   0.2035E+05   0.2914E+03
         774   0.2061E+05   0.2947E+03
         775   0.2124E+05   0.3026E+03
         776   0.2143E+05   0.3050E+03
         777   0.2131E+05   0.3034E+03
         778   0.2095E+05   0.2988E+03
         779   0.2037E+05   0.2912E+03
         780   0.2011E+05   0.2879E+03
         781   0.2062E+05   0.2944E+03
         782   0.2070E+05   0.2954E+03
         783   0.1969E+05   0.2826E+03
         784   0.1962E+05   0.2820E+03
         785   0.1956E+05   0.2812E+03
         786   0.1916E+05   0.2760E+03
         787   0.1934E+05   0.2784E+03
         788   0.1948E+05   0.2802E+03
         789   0.1952E+05   0.2808E+03
         790   0.1974E+05   0.2836E+03
         791   0.1952E+05   0.2810E+03
         792   0.1976E+05   0.2840E+03
         793   0.1964E+05   0.2826E+03
         794   0.1920E+05   0.2769E+03
         795   0.1909E+05   0.2756E+03
         796   0.1931E+05   0.2786E+03
         797   0.1992E+05   0.2863E+03
         798   0.2033E+05   0.2914E+03
         799   0.2085E+05   0.2981E+03
         800   0.2147E+05   0.3061E+03
         801   0.2186E+05   0.3109E+03
         802   0.2162E+05   0.3081E+03
         803   0.2224E+05   0.3160E+03
         804   0.2220E+05   0.3157E+03
         805   0.2193E+05   0.3122E+03
         806   0.2200E+05   0.3129E+03
         807   0.2255E+05   0.3198E+03
         808   0.2194E+05   0.3120E+03
         809   0.2257E+05   0.3200E+03
         810   0.2234E+05   0.3173E+03
         811   0.2234E+05   0.3171E+03
         812   0.2258E+05   0.3202E+03
         813   0.2245E+05   0.3186E+03
         814   0.2237E+05   0.3177E+03
         815   0.2194E+05   0.3122E+03
         816   0.2153E+05   0.3071E+03
         817   0.2167E+05   0.3090E+03
         818   0.2161E+05   0.3082E+03
         819   0.2160E+05   0.3081E+03
         820   0.2131E+05   0.3045E+03
         821   0.2157E+05   0.3079E+03
         822   0.2210E+05   0.3145E+03
         823   0.2238E+05   0.3180E+03
         824   0.2205E+05   0.3137E+03
         825   0.2250E+05   0.3195E+03
         826   0.2297E+05   0.3256E+03
         827   0.2278E+05   0.3232E+03
         828   0.2300E+05   0.3260E+03
         829   0.2250E+05   0.3198E+03
         830   0.2257E+05   0.3210E+03
         831   0.2248E+05   0.3197E+03
         832   0.2306E+05   0.3273E+03
         833   0.2333E+05   0.3308E+03
         834   0.2219E+05   0.3163E+03
         835   0.2269E+05   0.3224E+03
         836   0.2262E+05   0.3213E+03
         837   0.2320E+05   0.3286E+03
         838   0.2361E+05   0.3338E+03
         839   0.2286E+05   0.3243E+03
         840   0.2291E+05   0.3250E+03
         841   0.2239E+05   0.3182E+03
         842   0.2250E+05   0.3197E+03
         843   0.2229E+05   0.3169E+03
         844   0.2104E+05   0.3010E+03
         845   0.2069E+05   0.2967E+03
         846   0.2112E+05   0.3020E+03
         847   0.2166E+05   0.3089E+03
         848   0.2064E+05   0.2959E+03
         849   0.2042E+05   0.2931E+03
         850   0.1977E+05   0.2846E+03
         851   0.1965E+05   0.2830E+03
         852   0.1974E+05   0.2842E+03
         853   0.1990E+05   0.2861E+03
         854   0.1999E+05   0.2872E+03
         855   0.2027E+05   0.2907E+03
         856   0.1987E+05   0.2854E+03
         857   0.1967E+05   0.2830E+03
         858   0.1998E+05   0.2870E+03
         859   0.2023E+05   0.2903E+03
         860   0.2037E+05   0.2920E+03
         861   0.2065E+05   0.2955E+03
         862   0.2088E+05   0.2985E+03
         863   0.2109E+05   0.3010E+03
         864   0.2119E+05   0.3023E+03
         865   0.2110E+05   0.3011E+03
         866   0.2007E+05   0.2878E+03
         867   0.2016E+05   0.2890E+03
         868   0.2058E+05   0.2944E+03
         869   0.2099E+05   0.2998E+03
         870   0.2130E+05   0.3039E+03
         871   0.2073E+05   0.2966E+03
         872   0.2048E+05   0.2934E+03
         873   0.2103E+05   0.3005E+03
         874   0.2104E+05   0.3006E+03
         875   0.2076E+05   0.2971E+03
         876   0.2076E+05   0.2968E+03
         877   0.2146E+05   0.3059E+03
         878   0.2169E+05   0.3088E+03
         879   0.2196E+05   0.3120E+03
         880   0.2202E+05   0.3131E+03
         881   0.2207E+05   0.3136E+03
         882   0.2193E+05   0.3118E+03
         883   0.2083E+05   0.2978E+03
         884   0.2107E+05   0.3009E+03
         885   0.2116E+05   0.3020E+03
         886   0.2054E+05   0.2940E+03
         887   0.2022E+05   0.2899E+03
         888   0.2057E+05   0.2942E+03
         889   0.2053E+05   0.2935E+03
         890   0.1982E+05   0.2845E+03
         891   0.1992E+05   0.2859E+03
         892   0.2006E+05   0.2876E+03
         893   0.2026E+05   0.2903E+03
         894   0.1980E+05   0.2846E+03
         895   0.1913E+05   0.2759E+03
         896   0.1925E+05   0.2773E+03
         897   0.1921E+05   0.2769E+03
         898   0.1975E+05   0.2840E+03
         899   0.1962E+05   0.2823E+03
         900   0.1932E+05   0.2785E+03
         901   0.1993E+05   0.2863E+03
         902   0.2027E+05   0.2904E+03
         903   0.2020E+05   0.2895E+03
         904   0.2011E+05   0.2886E+03
         905   0.2057E+05   0.2945E+03
         906   0.2051E+05   0.2936E+03
         907   0.2073E+05   0.2963E+03
         908   0.2097E+05   0.2994E+03
         909   0.2079E+05   0.2972E+03
         910   0.2125E+05   0.3030E+03
         911   0.2140E+05   0.3050E+03
         912   0.2181E+05   0.3103E+03
         913   0.2178E+05   0.3100E+03
         914   0.2200E+05   0.3128E+03
         915   0.2202E+05   0.3132E+03
         916   0.2210E+05   0.3141E+03
         917   0.2235E+05   0.3172E+03
         918   0.2297E+05   0.3252E+03
         919   0.2317E+05   0.3277E+03
         920   0.2243E+05   0.3181E+03
         921   0.2184E+05   0.3106E+03
         922   0.2130E+05   0.3039E+03
         923   0.2130E+05   0.3039E+03
         924   0.2134E+05   0.3044E+03
         925   0.2140E+05   0.3053E+03
         926   0.2164E+05   0.3082E+03
         927   0.2151E+05   0.3066E+03
         928   0.2133E+05   0.3041E+03
         929   0.2177E+05   0.3098E+03
         930   0.2164E+05   0.3082E+03
         931   0.2221E+05   0.3156E+03
         932   0.2248E+05   0.3190E+03
         933   0.2238E+05   0.3178E+03
         934   0.2253E+05   0.3196E+03
         935   0.2147E+05   0.3060E+03
         936   0.2151E+05   0.3063E+03
         937   0.2145E+05   0.3056E+03
         938   0.2143E+05   0.3055E+03
         939   0.2020E+05   0.2899E+03
         940   0.1950E+05   0.2809E+03
         941   0.1914E+05   0.2763E+03
         942   0.1950E+05   0.2809E+03
         943   0.1870E+05   0.2705E+03
         944   0.1869E+05   0.2703E+03
         945   0.1903E+05   0.2746E+03
         946   0.1875E+05   0.2710E+03
         947   0.1937E+05   0.2789E+03
         948   0.1841E+05   0.2665E+03
         949   0.1843E+05   0.2670E+03
         950   0.1854E+05   0.2684E+03
         951   0.1819E+05   0.2634E+03
         952   0.1841E+05   0.2663E+03
         953   0.1891E+05   0.2727E+03
         954   0.1807E+05   0.2619E+03
         955   0.1720E+05   0.2507E+03
         956   0.1726E+05   0.2515E+03
         957   0.1696E+05   0.2478E+03
         958   0.1749E+05   0.2546E+03
         959   0.1817E+05   0.2632E+03
         960   0.1818E+05   0.2632E+03
         961   0.1833E+05   0.2654E+03
         962   0.1799E+05   0.2610E+03
         963   0.1773E+05   0.2577E+03
         964   0.1838E+05   0.2661E+03
         965   0.1882E+05   0.2716E+03
         966   0.1918E+05   0.2761E+03
         967   0.1854E+05   0.2679E+03
         968   0.1886E+05   0.2722E+03
         969   0.1922E+05   0.2767E+03
         970   0.1820E+05   0.2637E+03
         971   0.1863E+05   0.2691E+03
         972   0.1899E+05   0.2739E+03
         973   0.1949E+05   0.2804E+03
         974   0.1968E+05   0.2828E+03
         975   0.1908E+05   0.2749E+03
         976   0.1926E+05   0.2773E+03
         977   0.1965E+05   0.2825E+03
         978   0.1987E+05   0.2853E+03
         979   0.2018E+05   0.2892E+03
         980   0.2068E+05   0.2956E+03
         981   0.2062E+05   0.2946E+03
         982   0.2056E+05   0.2939E+03
         983   0.2102E+05   0.2998E+03
         984   0.2163E+05   0.3076E+03
         985   0.2167E+05   0.3083E+03
         986   0.2113E+05   0.3011E+03
         987   0.2088E+05   0.2980E+03
         988   0.2128E+05   0.3029E+03
         989   0.2144E+05   0.3051E+03
         990   0.2163E+05   0.3076E+03
         991   0.2058E+05   0.2940E+03
         992   0.2003E+05   0.2870E+03
         993   0.1969E+05   0.2826E+03
         994   0.1999E+05   0.2864E+03
         995   0.2059E+05   0.2942E+03
         996   0.2083E+05   0.2973E+03
         997   0.2073E+05   0.2961E+03
         998   0.2144E+05   0.3052E+03
         999   0.2064E+05   0.2948E+03
        1000   0.2103E+05   0.2996E+03
        1001   0.2107E+05   0.3003E+03
        1002   0.2103E+05   0.2995E+03
        1003   0.2047E+05   0.2922E+03
        1004   0.2071E+05   0.2956E+03
        1005   0.2116E+05   0.3014E+03
        1006   0.2132E+05   0.3033E+03
        1007   0.2156E+05   0.3062E+03
        1008   0.2209E+05   0.3131E+03
        1009   0.2176E+05   0.3087E+03
        1010   0.2162E+05   0.3070E+03
        1011   0.2080E+05   0.2966E+03
        1012   0.2023E+05   0.2893E+03
        1013   0.2071E+05   0.2955E+03
        1014   0.2124E+05   0.3022E+03
        1015   0.2168E+05   0.3078E+03
        1016   0.2087E+05   0.2973E+03
        1017   0.2042E+05   0.2917E+03
        1018   0.2064E+05   0.2942E+03
        1019   0.2062E+05   0.2940E+03
        1020   0.2053E+05   0.2928E+03
        1021   0.2043E+05   0.2914E+03
        1022   0.2029E+05   0.2897E+03
        1023   0.2071E+05   0.2950E+03
        1024   0.2074E+05   0.2956E+03
        1025   0.2048E+05   0.2922E+03
        1026   0.1987E+05   0.2844E+03
        1027   0.2055E+05   0.2931E+03
        1028   0.2097E+05   0.2984E+03
        1029   0.1948E+05   0.2793E+03
        1030   0.1942E+05   0.2785E+03
        1031   0.1938E+05   0.2782E+03
        1032   0.1984E+05   0.2842E+03
        1033   0.2019E+05   0.2886E+03
        1034   0.2055E+05   0.2929E+03
        1035   0.2081E+05   0.2963E+03
        1036   0.2117E+05   0.3010E+03
        1037   0.2060E+05   0.2938E+03
        1038   0.1992E+05   0.2851E+03
        1039   0.2034E+05   0.2904E+03
        1040   0.2071E+05   0.2953E+03
        1041   0.1969E+05   0.2823E+03
        1042   0.1936E+05   0.2780E+03
        1043   0.1994E+05   0.2856E+03
        1044   0.1971E+05   0.2828E+03
        1045   0.1993E+05   0.2856E+03
        1046   0.1959E+05   0.2813E+03
        1047   0.1988E+05   0.2851E+03
        1048   0.2032E+05   0.2908E+03
        1049   0.2051E+05   0.2932E+03
        1050   0.2035E+05   0.2912E+03
        1051   0.2059E+05   0.2943E+03
        1052   0.2092E+05   0.2986E+03
        1053   0.2090E+05   0.2984E+03
        1054   0.1920E+05   0.2765E+03
        1055   0.1914E+05   0.2755E+03
        1056   0.1961E+05   0.2817E+03
        1057   0.2001E+05   0.2869E+03
        1058   0.1882E+05   0.2717E+03
        1059   0.1899E+05   0.2739E+03
        1060   0.1943E+05   0.2796E+03
        1061   0.1994E+05   0.2861E+03
        1062   0.2007E+05   0.2877E+03
        1063   0.2057E+05   0.2942E+03
        1064   0.1993E+05   0.2858E+03
        1065   0.1951E+05   0.2807E+03
        1066   0.1936E+05   0.2789E+03
        1067   0.1941E+05   0.2797E+03
        1068   0.1983E+05   0.2852E+03
        1069   0.2024E+05   0.2904E+03
        1070   0.1976E+05   0.2842E+03
        1071   0.2031E+05   0.2911E+03
        1072   0.2082E+05   0.2978E+03
        1073   0.2116E+05   0.3021E+03
        1074   0.2135E+05   0.3043E+03
        1075   0.2123E+05   0.3027E+03
        1076   0.2155E+05   0.3068E+03
        1077   0.2203E+05   0.3128E+03
        1078   0.2244E+05   0.3180E+03
        1079   0.2302E+05   0.3257E+03
        1080   0.2367E+05   0.3341E+03
        1081   0.2438E+05   0.3432E+03
        1082   0.2508E+05   0.3524E+03
        1083   0.2579E+05   0.3616E+03
        1084   0.2649E+05   0.3708E+03
        1085   0.2719E+05   0.3799E+03
        1086   0.2790E+05   0.3891E+03
        1087   0.2860E+05   0.3982E+03
        1088   0.2930E+05   0.4073E+03
        1089   0.3001E+05   0.4165E+03
        1090   0.3071E+05   0.4256E+03
        1091   0.3142E+05   0.4347E+03
        1092   0.3212E+05   0.4438E+03
        1093   0.3282E+05   0.4528E+03
        1094   0.3353E+05   0.4620E+03
        1095   0.3424E+05   0.4711E+03
        1096   0.3494E+05   0.4802E+03
        1097   0.3564E+05   0.4893E+03
        1098   0.3635E+05   0.4984E+03
        1099   0.3706E+05   0.5076E+03
        1100   0.3776E+05   0.5167E+03
        1101   0.3847E+05   0.5260E+03
        1102   0.3918E+05   0.5352E+03
        1103   0.3988E+05   0.5444E+03
        1104   0.4059E+05   0.5535E+03
        1105   0.4130E+05   0.5627E+03
        1106   0.4201E+05   0.5720E+03
        1107   0.4271E+05   0.5812E+03
        1108   0.4342E+05   0.5904E+03
        1109   0.4412E+05   0.5995E+03
        1110   0.4334E+05   0.5898E+03
        1111   0.4277E+05   0.5827E+03
        1112   0.4278E+05   0.5830E+03
        1113   0.4305E+05   0.5865E+03
        1114   0.4365E+05   0.5945E+03
        1115   0.4371E+05   0.5955E+03
        1116   0.4383E+05   0.5969E+03
        1117   0.4450E+05   0.6054E+03
        1118   0.4521E+05   0.6147E+03
        1119   0.4591E+05   0.6238E+03
        1120   0.4656E+05   0.6319E+03
        1121   0.4726E+05   0.6411E+03
        1122   0.4796E+05   0.6502E+03
        1123   0.4640E+05   0.6303E+03
        1124   0.4581E+05   0.6227E+03
        1125   0.4360E+05   0.5944E+03
        1126   0.4398E+05   0.5994E+03
        1127   0.4369E+05   0.5960E+03
        1128   0.4336E+05   0.5918E+03
        1129   0.4248E+05   0.5804E+03
        1130   0.4164E+05   0.5695E+03
        1131   0.3933E+05   0.5402E+03
        1132   0.3902E+05   0.5363E+03
        1133   0.3743E+05   0.5161E+03
        1134   0.3697E+05   0.5100E+03
        1135   0.3687E+05   0.5090E+03
        1136   0.3598E+05   0.4973E+03
        1137   0.3599E+05   0.4977E+03
        1138   0.3558E+05   0.4926E+03
        1139   0.3544E+05   0.4907E+03
        1140   0.3571E+05   0.4941E+03
        1141   0.3538E+05   0.4899E+03
        1142   0.3564E+05   0.4930E+03
        1143   0.3448E+05   0.4783E+03
        1144   0.3419E+05   0.4744E+03
        1145   0.3285E+05   0.4573E+03
        1146   0.3256E+05   0.4538E+03
        1147   0.3184E+05   0.4444E+03
        1148   0.3186E+05   0.4445E+03
        1149   0.3129E+05   0.4370E+03
        1150   0.3093E+05   0.4324E+03
        1151   0.3085E+05   0.4313E+03
        1152   0.3125E+05   0.4364E+03
        1153   0.3173E+05   0.4424E+03
        1154   0.3199E+05   0.4456E+03
        1155   0.3133E+05   0.4370E+03
        1156   0.3136E+05   0.4374E+03
        1157   0.3179E+05   0.4429E+03
        1158   0.3021E+05   0.4226E+03
        1159   0.2966E+05   0.4154E+03
        1160   0.2814E+05   0.3959E+03
        1161   0.2811E+05   0.3955E+03
        1162   0.2786E+05   0.3921E+03
        1163   0.2728E+05   0.3847E+03
        1164   0.2784E+05   0.3917E+03
        1165   0.2823E+05   0.3967E+03
        1166   0.2834E+05   0.3979E+03
        1167   0.2865E+05   0.4018E+03
        1168   0.2894E+05   0.4055E+03
        1169   0.2806E+05   0.3946E+03
        1170   0.2877E+05   0.4039E+03
        1171   0.2895E+05   0.4061E+03
        1172   0.2936E+05   0.4114E+03
        1173   0.2972E+05   0.4161E+03
        1174   0.2943E+05   0.4124E+03
        1175   0.2927E+05   0.4104E+03
        1176   0.2842E+05   0.3995E+03
        1177   0.2854E+05   0.4008E+03
        1178   0.2833E+05   0.3980E+03
        1179   0.2871E+05   0.4030E+03
        1180   0.2871E+05   0.4029E+03
        1181   0.2866E+05   0.4022E+03
        1182   0.2926E+05   0.4097E+03
        1183   0.2943E+05   0.4119E+03
        1184   0.2953E+05   0.4131E+03
        1185   0.2977E+05   0.4161E+03
        1186   0.2904E+05   0.4069E+03
        1187   0.2853E+05   0.4004E+03
        1188   0.2823E+05   0.3967E+03
        1189   0.2760E+05   0.3886E+03
        1190   0.2777E+05   0.3907E+03
        1191   0.2766E+05   0.3892E+03
        1192   0.2828E+05   0.3972E+03
        1193   0.2702E+05   0.3809E+03
        1194   0.2698E+05   0.3804E+03
        1195   0.2689E+05   0.3792E+03
        1196   0.2597E+05   0.3677E+03
        1197   0.2576E+05   0.3649E+03
        1198   0.2568E+05   0.3637E+03
        1199   0.2569E+05   0.3638E+03
        1200   0.2546E+05   0.3609E+03
        1201   0.2609E+05   0.3689E+03
        1202   0.2571E+05   0.3639E+03
        1203   0.2598E+05   0.3673E+03
        1204   0.2644E+05   0.3730E+03
        1205   0.2646E+05   0.3732E+03
        1206   0.2702E+05   0.3804E+03
        1207   0.2678E+05   0.3775E+03
        1208   0.2613E+05   0.3691E+03
        1209   0.2595E+05   0.3668E+03
        1210   0.2589E+05   0.3661E+03
        1211   0.2614E+05   0.3695E+03
        1212   0.2629E+05   0.3714E+03
        1213   0.2607E+05   0.3683E+03
        1214   0.2653E+05   0.3745E+03
        1215   0.2658E+05   0.3750E+03
        1216   0.2647E+05   0.3735E+03
        1217   0.2673E+05   0.3767E+03
        1218   0.2664E+05   0.3758E+03
        1219   0.2637E+05   0.3725E+03
        1220   0.2672E+05   0.3768E+03
        1221   0.2688E+05   0.3786E+03
        1222   0.2623E+05   0.3700E+03
        1223   0.2475E+05   0.3509E+03
        1224   0.2519E+05   0.3566E+03
        1225   0.2482E+05   0.3519E+03
        1226   0.2470E+05   0.3502E+03
        1227   0.2434E+05   0.3455E+03
        1228   0.2456E+05   0.3481E+03
        1229   0.2341E+05   0.3332E+03
        1230   0.2408E+05   0.3415E+03
        1231   0.2435E+05   0.3450E+03
        1232   0.2435E+05   0.3451E+03
        1233   0.2474E+05   0.3501E+03
        1234   0.2481E+05   0.3512E+03
        1235   0.2424E+05   0.3438E+03
        1236   0.2409E+05   0.3419E+03
        1237   0.2370E+05   0.3369E+03
        1238   0.2347E+05   0.3342E+03
        1239   0.2374E+05   0.3378E+03
        1240   0.2441E+05   0.3465E+03
        1241   0.2397E+05   0.3409E+03
        1242   0.2394E+05   0.3405E+03
        1243   0.2405E+05   0.3420E+03
        1244   0.2401E+05   0.3415E+03
        1245   0.2462E+05   0.3491E+03
        1246   0.2400E+05   0.3411E+03
        1247   0.2416E+05   0.3433E+03
        1248   0.2390E+05   0.3399E+03
        1249   0.2447E+05   0.3470E+03
        1250   0.2397E+05   0.3407E+03
        1251   0.2462E+05   0.3491E+03
        1252   0.2495E+05   0.3533E+03
        1253   0.2540E+05   0.3589E+03
        1254   0.2539E+05   0.3589E+03
        1255   0.2555E+05   0.3610E+03
        1256   0.2394E+05   0.3402E+03
        1257   0.2400E+05   0.3411E+03
        1258   0.2429E+05   0.3448E+03
        1259   0.2312E+05   0.3299E+03
        1260   0.2312E+05   0.3299E+03
        1261   0.2340E+05   0.3332E+03
        1262   0.2225E+05   0.3185E+03
        1263   0.2279E+05   0.3253E+03
        1264   0.2314E+05   0.3297E+03
        1265   0.2095E+05   0.3018E+03
        1266   0.2115E+05   0.3043E+03
        1267   0.2146E+05   0.3082E+03
        1268   0.2163E+05   0.3104E+03
        1269   0.2183E+05   0.3130E+03
        1270   0.2227E+05   0.3186E+03
        1271   0.2200E+05   0.3151E+03
        1272   0.2160E+05   0.3098E+03
        1273   0.2150E+05   0.3085E+03
        1274   0.2115E+05   0.3040E+03
        1275   0.2141E+05   0.3075E+03
        1276   0.2117E+05   0.3046E+03
        1277   0.2169E+05   0.3112E+03
        1278   0.1994E+05   0.2886E+03
        1279   0.2036E+05   0.2942E+03
        1280   0.2039E+05   0.2946E+03
        1281   0.2047E+05   0.2956E+03
        1282   0.2011E+05   0.2911E+03
        1283   0.2027E+05   0.2929E+03
        1284   0.2027E+05   0.2930E+03
        1285   0.2004E+05   0.2897E+03
        1286   0.2036E+05   0.2939E+03
        1287   0.2080E+05   0.2996E+03
        1288   0.2131E+05   0.3063E+03
        1289   0.2164E+05   0.3105E+03
        1290   0.2008E+05   0.2906E+03
        1291   0.2032E+05   0.2935E+03
        1292   0.2057E+05   0.2965E+03
        1293   0.1949E+05   0.2826E+03
        1294   0.1969E+05   0.2853E+03
        1295   0.2032E+05   0.2932E+03
        1296   0.2040E+05   0.2945E+03
        1297   0.2006E+05   0.2903E+03
        1298   0.2058E+05   0.2970E+03
        1299   0.2090E+05   0.3011E+03
        1300   0.2091E+05   0.3013E+03
        1301   0.2140E+05   0.3074E+03
        1302   0.2135E+05   0.3063E+03
        1303   0.2159E+05   0.3094E+03
        1304   0.2143E+05   0.3073E+03
        1305   0.2174E+05   0.3112E+03
        1306   0.2241E+05   0.3197E+03
        1307   0.2286E+05   0.3255E+03
        1308   0.2341E+05   0.3326E+03
        1309   0.2308E+05   0.3283E+03
        1310   0.2300E+05   0.3274E+03
        1311   0.2307E+05   0.3285E+03
        1312   0.2263E+05   0.3228E+03
        1313   0.2318E+05   0.3298E+03
        1314   0.2348E+05   0.3337E+03
        1315   0.2359E+05   0.3349E+03
        1316   0.2370E+05   0.3363E+03
        1317   0.2421E+05   0.3429E+03
        1318   0.2480E+05   0.3505E+03
        1319   0.2473E+05   0.3494E+03
        1320   0.2498E+05   0.3527E+03
        1321   0.2504E+05   0.3533E+03
        1322   0.2448E+05   0.3466E+03
        1323   0.2419E+05   0.3428E+03
        1324   0.2408E+05   0.3416E+03
        1325   0.2415E+05   0.3426E+03
        1326   0.2351E+05   0.3344E+03
        1327   0.2335E+05   0.3324E+03
        1328   0.2302E+05   0.3280E+03
        1329   0.2308E+05   0.3288E+03
        1330   0.2307E+05   0.3287E+03
        1331   0.2363E+05   0.3357E+03
        1332   0.2412E+05   0.3418E+03
        1333   0.2456E+05   0.3476E+03
        1334   0.2475E+05   0.3497E+03
        1335   0.2474E+05   0.3495E+03
        1336   0.2447E+05   0.3461E+03
        1337   0.2491E+05   0.3515E+03
        1338   0.2429E+05   0.3435E+03
        1339   0.2369E+05   0.3358E+03
        1340   0.2361E+05   0.3348E+03
        1341   0.2411E+05   0.3412E+03
        1342   0.2406E+05   0.3405E+03
        1343   0.2336E+05   0.3315E+03
        1344   0.2290E+05   0.3258E+03
        1345   0.2199E+05   0.3142E+03
        1346   0.2250E+05   0.3207E+03
        1347   0.2293E+05   0.3262E+03
        1348   0.2251E+05   0.3210E+03
        1349   0.2204E+05   0.3150E+03
        1350   0.2186E+05   0.3125E+03
        1351   0.2130E+05   0.3053E+03
        1352   0.2173E+05   0.3109E+03
        1353   0.2133E+05   0.3057E+03
        1354   0.2189E+05   0.3128E+03
        1355   0.2199E+05   0.3141E+03
        1356   0.2207E+05   0.3150E+03
        1357   0.2181E+05   0.3117E+03
        1358   0.2243E+05   0.3194E+03
        1359   0.2211E+05   0.3154E+03
        1360   0.2148E+05   0.3075E+03
        1361   0.2130E+05   0.3051E+03
        1362   0.2192E+05   0.3132E+03
        1363   0.2211E+05   0.3157E+03
        1364   0.2257E+05   0.3216E+03
        1365   0.2310E+05   0.3284E+03
        1366   0.2341E+05   0.3323E+03
        1367   0.2264E+05   0.3226E+03
        1368   0.2311E+05   0.3286E+03
        1369   0.2249E+05   0.3207E+03
        1370   0.2310E+05   0.3284E+03
        1371   0.2374E+05   0.3365E+03
        1372   0.2442E+05   0.3450E+03
        1373   0.2431E+05   0.3435E+03
        1374   0.2439E+05   0.3445E+03
        1375   0.2399E+05   0.3396E+03
        1376   0.2443E+05   0.3453E+03
        1377   0.2418E+05   0.3418E+03
        1378   0.2413E+05   0.3412E+03
        1379   0.2389E+05   0.3381E+03
        1380   0.2389E+05   0.3384E+03
        1381   0.2453E+05   0.3464E+03
        1382   0.2490E+05   0.3510E+03
        1383   0.2391E+05   0.3384E+03
        1384   0.2452E+05   0.3462E+03
        1385   0.2405E+05   0.3404E+03
        1386   0.2395E+05   0.3392E+03
        1387   0.2331E+05   0.3311E+03
        1388   0.2349E+05   0.3332E+03
        1389   0.2359E+05   0.3346E+03
        1390   0.2364E+05   0.3351E+03
        1391   0.2407E+05   0.3406E+03
        1392   0.2371E+05   0.3360E+03
        1393   0.2407E+05   0.3407E+03
        1394   0.2342E+05   0.3326E+03
        1395   0.2352E+05   0.3340E+03
        1396   0.2408E+05   0.3409E+03
        1397   0.2396E+05   0.3395E+03
        1398   0.2335E+05   0.3318E+03
        1399   0.2309E+05   0.3285E+03
        1400   0.2279E+05   0.3247E+03
        1401   0.2326E+05   0.3306E+03
        1402   0.2258E+05   0.3221E+03
        1403   0.2259E+05   0.3223E+03
        1404   0.2231E+05   0.3185E+03
        1405   0.2185E+05   0.3127E+03
        1406   0.2227E+05   0.3182E+03
        1407   0.2238E+05   0.3197E+03
        1408   0.2221E+05   0.3178E+03
        1409   0.2248E+05   0.3210E+03
        1410   0.2316E+05   0.3299E+03
        1411   0.2364E+05   0.3361E+03
        1412   0.2420E+05   0.3432E+03
        1413   0.2461E+05   0.3483E+03
        1414   0.2517E+05   0.3556E+03
        1415   0.2500E+05   0.3535E+03
        1416   0.2411E+05   0.3421E+03
        1417   0.2430E+05   0.3447E+03
        1418   0.2470E+05   0.3500E+03
        1419   0.2453E+05   0.3479E+03
        1420   0.2443E+05   0.3465E+03
        1421   0.2336E+05   0.3328E+03
        1422   0.2372E+05   0.3376E+03
        1423   0.2316E+05   0.3303E+03
        1424   0.2361E+05   0.3359E+03
        1425   0.2398E+05   0.3405E+03
        1426   0.2413E+05   0.3423E+03
        1427   0.2332E+05   0.3320E+03
        1428   0.2343E+05   0.3334E+03
        1429   0.2368E+05   0.3365E+03
        1430   0.2387E+05   0.3388E+03
        1431   0.2427E+05   0.3438E+03
        1432   0.2377E+05   0.3376E+03
        1433   0.2394E+05   0.3400E+03
        1434   0.2275E+05   0.3247E+03
        1435   0.2259E+05   0.3226E+03
        1436   0.2231E+05   0.3191E+03
        1437   0.2260E+05   0.3227E+03
        1438   0.2263E+05   0.3232E+03
        1439   0.2230E+05   0.3190E+03
        1440   0.2152E+05   0.3093E+03
