     MC_step       U_adim       P_adim
        2140   0.2124E+05   0.3055E+03
        2141   0.2194E+05   0.3144E+03
        2142   0.2200E+05   0.3150E+03
        2143   0.2204E+05   0.3158E+03
        2144   0.2145E+05   0.3084E+03
        2145   0.2158E+05   0.3101E+03
        2146   0.2221E+05   0.3185E+03
        2147   0.2259E+05   0.3232E+03
        2148   0.2284E+05   0.3263E+03
        2149   0.2340E+05   0.3333E+03
        2150   0.2282E+05   0.3260E+03
        2151   0.2348E+05   0.3346E+03
        2152   0.2387E+05   0.3394E+03
        2153   0.2412E+05   0.3428E+03
        2154   0.2336E+05   0.3332E+03
        2155   0.2394E+05   0.3406E+03
        2156   0.2428E+05   0.3449E+03
        2157   0.2394E+05   0.3408E+03
        2158   0.2462E+05   0.3493E+03
        2159   0.2474E+05   0.3507E+03
        2160   0.2516E+05   0.3562E+03
        2161   0.2495E+05   0.3533E+03
        2162   0.2479E+05   0.3510E+03
        2163   0.2398E+05   0.3406E+03
        2164   0.2317E+05   0.3301E+03
        2165   0.2367E+05   0.3363E+03
        2166   0.2373E+05   0.3369E+03
        2167   0.2344E+05   0.3332E+03
        2168   0.2380E+05   0.3378E+03
        2169   0.2408E+05   0.3413E+03
        2170   0.2324E+05   0.3307E+03
        2171   0.2325E+05   0.3307E+03
        2172   0.2220E+05   0.3172E+03
        2173   0.2264E+05   0.3229E+03
        2174   0.2312E+05   0.3288E+03
        2175   0.2234E+05   0.3188E+03
        2176   0.2270E+05   0.3237E+03
        2177   0.2306E+05   0.3284E+03
        2178   0.2265E+05   0.3231E+03
        2179   0.2249E+05   0.3209E+03
        2180   0.2074E+05   0.2988E+03
        2181   0.2120E+05   0.3045E+03
        2182   0.2060E+05   0.2969E+03
        2183   0.2080E+05   0.2995E+03
        2184   0.2098E+05   0.3018E+03
        2185   0.2056E+05   0.2964E+03
        2186   0.2102E+05   0.3024E+03
        2187   0.2161E+05   0.3098E+03
        2188   0.2217E+05   0.3170E+03
        2189   0.2280E+05   0.3252E+03
        2190   0.2267E+05   0.3234E+03
        2191   0.2332E+05   0.3318E+03
        2192   0.2359E+05   0.3352E+03
        2193   0.2391E+05   0.3392E+03
        2194   0.2325E+05   0.3310E+03
        2195   0.2382E+05   0.3384E+03
        2196   0.2420E+05   0.3433E+03
        2197   0.2378E+05   0.3379E+03
        2198   0.2317E+05   0.3299E+03
        2199   0.2246E+05   0.3208E+03
        2200   0.2211E+05   0.3163E+03
        2201   0.2259E+05   0.3223E+03
        2202   0.2264E+05   0.3230E+03
        2203   0.2310E+05   0.3288E+03
        2204   0.2299E+05   0.3271E+03
        2205   0.2186E+05   0.3125E+03
        2206   0.2203E+05   0.3148E+03
        2207   0.2096E+05   0.3012E+03
        2208   0.2113E+05   0.3033E+03
        2209   0.2096E+05   0.3013E+03
        2210   0.2055E+05   0.2959E+03
        2211   0.2033E+05   0.2933E+03
        2212   0.2086E+05   0.3003E+03
        2213   0.2016E+05   0.2912E+03
        2214   0.2024E+05   0.2925E+03
        2215   0.2057E+05   0.2964E+03
        2216   0.2064E+05   0.2974E+03
        2217   0.2081E+05   0.2997E+03
        2218   0.2132E+05   0.3061E+03
        2219   0.2122E+05   0.3047E+03
        2220   0.2144E+05   0.3073E+03
        2221   0.2166E+05   0.3102E+03
        2222   0.2205E+05   0.3154E+03
        2223   0.2241E+05   0.3201E+03
        2224   0.2257E+05   0.3222E+03
        2225   0.2212E+05   0.3164E+03
        2226   0.2121E+05   0.3047E+03
        2227   0.2085E+05   0.3002E+03
        2228   0.2114E+05   0.3037E+03
        2229   0.2135E+05   0.3067E+03
        2230   0.2162E+05   0.3101E+03
        2231   0.2198E+05   0.3146E+03
        2232   0.2147E+05   0.3082E+03
        2233   0.2181E+05   0.3125E+03
        2234   0.2200E+05   0.3151E+03
        2235   0.2259E+05   0.3227E+03
        2236   0.2251E+05   0.3215E+03
        2237   0.2274E+05   0.3243E+03
        2238   0.2199E+05   0.3146E+03
        2239   0.2222E+05   0.3175E+03
        2240   0.2222E+05   0.3175E+03
        2241   0.2242E+05   0.3199E+03
        2242   0.2299E+05   0.3272E+03
        2243   0.2298E+05   0.3270E+03
        2244   0.2318E+05   0.3294E+03
        2245   0.2284E+05   0.3251E+03
        2246   0.2326E+05   0.3304E+03
        2247   0.2320E+05   0.3293E+03
        2248   0.2257E+05   0.3216E+03
        2249   0.2163E+05   0.3095E+03
        2250   0.2166E+05   0.3100E+03
        2251   0.2215E+05   0.3162E+03
        2252   0.2215E+05   0.3164E+03
        2253   0.2215E+05   0.3165E+03
        2254   0.2248E+05   0.3208E+03
        2255   0.2301E+05   0.3273E+03
        2256   0.2356E+05   0.3344E+03
        2257   0.2352E+05   0.3338E+03
        2258   0.2355E+05   0.3345E+03
        2259   0.2260E+05   0.3224E+03
        2260   0.2269E+05   0.3235E+03
        2261   0.2302E+05   0.3278E+03
        2262   0.2318E+05   0.3300E+03
        2263   0.2267E+05   0.3236E+03
        2264   0.2270E+05   0.3238E+03
        2265   0.2209E+05   0.3161E+03
        2266   0.2261E+05   0.3225E+03
        2267   0.2297E+05   0.3268E+03
        2268   0.2296E+05   0.3267E+03
        2269   0.2273E+05   0.3238E+03
        2270   0.2143E+05   0.3073E+03
        2271   0.2182E+05   0.3122E+03
        2272   0.2158E+05   0.3092E+03
        2273   0.2178E+05   0.3118E+03
        2274   0.2194E+05   0.3139E+03
        2275   0.2152E+05   0.3084E+03
        2276   0.2213E+05   0.3163E+03
        2277   0.2214E+05   0.3164E+03
        2278   0.2151E+05   0.3084E+03
        2279   0.2188E+05   0.3131E+03
        2280   0.2224E+05   0.3176E+03
        2281   0.2245E+05   0.3204E+03
        2282   0.2290E+05   0.3259E+03
        2283   0.2306E+05   0.3281E+03
        2284   0.2339E+05   0.3324E+03
        2285   0.2317E+05   0.3297E+03
        2286   0.2324E+05   0.3307E+03
        2287   0.2365E+05   0.3358E+03
        2288   0.2403E+05   0.3405E+03
        2289   0.2381E+05   0.3376E+03
        2290   0.2374E+05   0.3367E+03
        2291   0.2336E+05   0.3318E+03
        2292   0.2096E+05   0.3011E+03
        2293   0.2072E+05   0.2977E+03
        2294   0.2135E+05   0.3056E+03
        2295   0.2173E+05   0.3105E+03
        2296   0.2188E+05   0.3124E+03
        2297   0.2236E+05   0.3187E+03
        2298   0.2257E+05   0.3215E+03
        2299   0.2270E+05   0.3233E+03
        2300   0.2255E+05   0.3212E+03
        2301   0.2271E+05   0.3231E+03
        2302   0.2309E+05   0.3281E+03
        2303   0.2356E+05   0.3342E+03
        2304   0.2380E+05   0.3373E+03
        2305   0.2436E+05   0.3448E+03
        2306   0.2414E+05   0.3419E+03
        2307   0.2442E+05   0.3455E+03
        2308   0.2440E+05   0.3450E+03
        2309   0.2471E+05   0.3490E+03
        2310   0.2415E+05   0.3418E+03
        2311   0.2411E+05   0.3413E+03
        2312   0.2467E+05   0.3485E+03
        2313   0.2424E+05   0.3431E+03
        2314   0.2394E+05   0.3394E+03
        2315   0.2443E+05   0.3457E+03
        2316   0.2457E+05   0.3477E+03
        2317   0.2447E+05   0.3464E+03
        2318   0.2330E+05   0.3312E+03
        2319   0.2337E+05   0.3320E+03
        2320   0.2360E+05   0.3351E+03
        2321   0.2397E+05   0.3399E+03
        2322   0.2425E+05   0.3435E+03
        2323   0.2421E+05   0.3430E+03
        2324   0.2437E+05   0.3452E+03
        2325   0.2462E+05   0.3484E+03
        2326   0.2436E+05   0.3451E+03
        2327   0.2395E+05   0.3399E+03
        2328   0.2304E+05   0.3282E+03
        2329   0.2338E+05   0.3323E+03
        2330   0.2335E+05   0.3318E+03
        2331   0.2349E+05   0.3335E+03
        2332   0.2404E+05   0.3406E+03
        2333   0.2450E+05   0.3466E+03
        2334   0.2474E+05   0.3500E+03
        2335   0.2433E+05   0.3445E+03
        2336   0.2351E+05   0.3341E+03
        2337   0.2394E+05   0.3395E+03
        2338   0.2285E+05   0.3255E+03
        2339   0.2302E+05   0.3278E+03
        2340   0.2305E+05   0.3282E+03
        2341   0.2362E+05   0.3351E+03
        2342   0.2416E+05   0.3420E+03
        2343   0.2451E+05   0.3466E+03
        2344   0.2412E+05   0.3417E+03
        2345   0.2354E+05   0.3340E+03
        2346   0.2273E+05   0.3237E+03
        2347   0.2289E+05   0.3260E+03
        2348   0.2315E+05   0.3293E+03
        2349   0.2289E+05   0.3260E+03
        2350   0.2274E+05   0.3243E+03
        2351   0.2166E+05   0.3107E+03
        2352   0.2088E+05   0.3007E+03
        2353   0.2130E+05   0.3061E+03
        2354   0.2182E+05   0.3130E+03
        2355   0.2242E+05   0.3207E+03
        2356   0.2279E+05   0.3253E+03
        2357   0.2284E+05   0.3259E+03
        2358   0.2332E+05   0.3320E+03
        2359   0.2401E+05   0.3409E+03
        2360   0.2401E+05   0.3409E+03
        2361   0.2383E+05   0.3387E+03
        2362   0.2360E+05   0.3359E+03
        2363   0.2311E+05   0.3295E+03
        2364   0.2359E+05   0.3360E+03
        2365   0.2407E+05   0.3421E+03
        2366   0.2454E+05   0.3481E+03
        2367   0.2426E+05   0.3442E+03
        2368   0.2446E+05   0.3466E+03
        2369   0.2452E+05   0.3475E+03
        2370   0.2461E+05   0.3483E+03
        2371   0.2367E+05   0.3365E+03
        2372   0.2368E+05   0.3364E+03
        2373   0.2369E+05   0.3368E+03
        2374   0.2379E+05   0.3382E+03
        2375   0.2438E+05   0.3459E+03
        2376   0.2487E+05   0.3523E+03
        2377   0.2536E+05   0.3583E+03
        2378   0.2560E+05   0.3614E+03
        2379   0.2586E+05   0.3647E+03
        2380   0.2609E+05   0.3676E+03
        2381   0.2617E+05   0.3686E+03
        2382   0.2554E+05   0.3605E+03
        2383   0.2446E+05   0.3466E+03
        2384   0.2390E+05   0.3394E+03
        2385   0.2427E+05   0.3442E+03
        2386   0.2466E+05   0.3492E+03
        2387   0.2433E+05   0.3453E+03
        2388   0.2431E+05   0.3449E+03
        2389   0.2437E+05   0.3454E+03
        2390   0.2477E+05   0.3505E+03
        2391   0.2483E+05   0.3512E+03
        2392   0.2513E+05   0.3553E+03
        2393   0.2582E+05   0.3643E+03
        2394   0.2608E+05   0.3678E+03
        2395   0.2617E+05   0.3687E+03
        2396   0.2549E+05   0.3600E+03
        2397   0.2551E+05   0.3603E+03
        2398   0.2614E+05   0.3683E+03
        2399   0.2680E+05   0.3768E+03
        2400   0.2590E+05   0.3658E+03
        2401   0.2494E+05   0.3535E+03
        2402   0.2474E+05   0.3508E+03
        2403   0.2484E+05   0.3523E+03
        2404   0.2404E+05   0.3419E+03
        2405   0.2375E+05   0.3382E+03
        2406   0.2439E+05   0.3463E+03
        2407   0.2486E+05   0.3524E+03
        2408   0.2544E+05   0.3599E+03
        2409   0.2556E+05   0.3615E+03
        2410   0.2580E+05   0.3646E+03
        2411   0.2629E+05   0.3710E+03
        2412   0.2620E+05   0.3697E+03
        2413   0.2591E+05   0.3659E+03
        2414   0.2521E+05   0.3571E+03
        2415   0.2581E+05   0.3647E+03
        2416   0.2569E+05   0.3631E+03
        2417   0.2482E+05   0.3520E+03
        2418   0.2525E+05   0.3576E+03
        2419   0.2488E+05   0.3527E+03
        2420   0.2493E+05   0.3532E+03
        2421   0.2489E+05   0.3527E+03
        2422   0.2529E+05   0.3578E+03
        2423   0.2496E+05   0.3535E+03
        2424   0.2504E+05   0.3544E+03
        2425   0.2522E+05   0.3567E+03
        2426   0.2582E+05   0.3643E+03
        2427   0.2623E+05   0.3697E+03
        2428   0.2668E+05   0.3754E+03
        2429   0.2686E+05   0.3777E+03
        2430   0.2724E+05   0.3826E+03
        2431   0.2671E+05   0.3759E+03
        2432   0.2669E+05   0.3755E+03
        2433   0.2682E+05   0.3771E+03
        2434   0.2660E+05   0.3742E+03
        2435   0.2720E+05   0.3821E+03
        2436   0.2691E+05   0.3784E+03
        2437   0.2615E+05   0.3686E+03
        2438   0.2576E+05   0.3637E+03
        2439   0.2598E+05   0.3663E+03
        2440   0.2612E+05   0.3680E+03
        2441   0.2657E+05   0.3739E+03
        2442   0.2709E+05   0.3805E+03
        2443   0.2766E+05   0.3878E+03
        2444   0.2749E+05   0.3857E+03
        2445   0.2639E+05   0.3715E+03
        2446   0.2639E+05   0.3716E+03
        2447   0.2605E+05   0.3674E+03
        2448   0.2609E+05   0.3679E+03
        2449   0.2652E+05   0.3734E+03
        2450   0.2626E+05   0.3702E+03
        2451   0.2587E+05   0.3654E+03
        2452   0.2629E+05   0.3705E+03
        2453   0.2524E+05   0.3568E+03
        2454   0.2469E+05   0.3498E+03
        2455   0.2494E+05   0.3530E+03
        2456   0.2468E+05   0.3496E+03
        2457   0.2455E+05   0.3477E+03
        2458   0.2445E+05   0.3464E+03
        2459   0.2488E+05   0.3520E+03
        2460   0.2461E+05   0.3485E+03
        2461   0.2450E+05   0.3475E+03
        2462   0.2474E+05   0.3506E+03
        2463   0.2529E+05   0.3576E+03
        2464   0.2573E+05   0.3631E+03
        2465   0.2540E+05   0.3589E+03
        2466   0.2570E+05   0.3627E+03
        2467   0.2618E+05   0.3688E+03
        2468   0.2630E+05   0.3703E+03
        2469   0.2622E+05   0.3693E+03
        2470   0.2652E+05   0.3729E+03
        2471   0.2680E+05   0.3765E+03
        2472   0.2675E+05   0.3759E+03
        2473   0.2702E+05   0.3794E+03
        2474   0.2606E+05   0.3673E+03
        2475   0.2545E+05   0.3594E+03
        2476   0.2544E+05   0.3595E+03
        2477   0.2519E+05   0.3563E+03
        2478   0.2534E+05   0.3581E+03
        2479   0.2558E+05   0.3614E+03
        2480   0.2474E+05   0.3505E+03
        2481   0.2509E+05   0.3550E+03
        2482   0.2487E+05   0.3521E+03
        2483   0.2533E+05   0.3580E+03
        2484   0.2554E+05   0.3609E+03
        2485   0.2461E+05   0.3490E+03
        2486   0.2392E+05   0.3402E+03
        2487   0.2449E+05   0.3475E+03
        2488   0.2509E+05   0.3552E+03
        2489   0.2395E+05   0.3406E+03
        2490   0.2418E+05   0.3437E+03
        2491   0.2410E+05   0.3426E+03
        2492   0.2421E+05   0.3439E+03
        2493   0.2375E+05   0.3380E+03
        2494   0.2338E+05   0.3333E+03
        2495   0.2349E+05   0.3346E+03
        2496   0.2337E+05   0.3330E+03
        2497   0.2372E+05   0.3375E+03
        2498   0.2300E+05   0.3283E+03
        2499   0.2338E+05   0.3330E+03
        2500   0.2337E+05   0.3330E+03
        2501   0.2269E+05   0.3243E+03
        2502   0.2323E+05   0.3311E+03
        2503   0.2371E+05   0.3370E+03
        2504   0.2327E+05   0.3315E+03
        2505   0.2373E+05   0.3375E+03
        2506   0.2434E+05   0.3454E+03
        2507   0.2464E+05   0.3491E+03
        2508   0.2482E+05   0.3517E+03
        2509   0.2542E+05   0.3594E+03
        2510   0.2586E+05   0.3650E+03
        2511   0.2638E+05   0.3715E+03
        2512   0.2589E+05   0.3654E+03
        2513   0.2648E+05   0.3728E+03
        2514   0.2658E+05   0.3740E+03
        2515   0.2697E+05   0.3790E+03
        2516   0.2705E+05   0.3800E+03
        2517   0.2620E+05   0.3691E+03
        2518   0.2440E+05   0.3462E+03
        2519   0.2462E+05   0.3492E+03
        2520   0.2447E+05   0.3470E+03
        2521   0.2452E+05   0.3478E+03
        2522   0.2456E+05   0.3483E+03
        2523   0.2416E+05   0.3433E+03
        2524   0.2410E+05   0.3423E+03
        2525   0.2390E+05   0.3400E+03
        2526   0.2433E+05   0.3453E+03
        2527   0.2481E+05   0.3515E+03
        2528   0.2435E+05   0.3458E+03
        2529   0.2347E+05   0.3345E+03
        2530   0.2391E+05   0.3399E+03
        2531   0.2419E+05   0.3435E+03
        2532   0.2361E+05   0.3360E+03
        2533   0.2393E+05   0.3400E+03
        2534   0.2455E+05   0.3483E+03
        2535   0.2459E+05   0.3486E+03
        2536   0.2493E+05   0.3530E+03
        2537   0.2460E+05   0.3489E+03
        2538   0.2478E+05   0.3512E+03
        2539   0.2522E+05   0.3568E+03
        2540   0.2535E+05   0.3585E+03
        2541   0.2582E+05   0.3645E+03
        2542   0.2571E+05   0.3630E+03
        2543   0.2560E+05   0.3616E+03
        2544   0.2542E+05   0.3594E+03
        2545   0.2536E+05   0.3586E+03
        2546   0.2598E+05   0.3663E+03
        2547   0.2518E+05   0.3560E+03
        2548   0.2525E+05   0.3568E+03
        2549   0.2493E+05   0.3530E+03
        2550   0.2554E+05   0.3609E+03
        2551   0.2501E+05   0.3541E+03
        2552   0.2531E+05   0.3578E+03
        2553   0.2469E+05   0.3497E+03
        2554   0.2487E+05   0.3521E+03
        2555   0.2535E+05   0.3583E+03
        2556   0.2535E+05   0.3582E+03
        2557   0.2558E+05   0.3612E+03
        2558   0.2445E+05   0.3465E+03
        2559   0.2388E+05   0.3393E+03
        2560   0.2334E+05   0.3324E+03
        2561   0.2276E+05   0.3251E+03
        2562   0.2290E+05   0.3271E+03
        2563   0.2265E+05   0.3238E+03
        2564   0.2274E+05   0.3250E+03
        2565   0.2283E+05   0.3259E+03
        2566   0.2293E+05   0.3272E+03
        2567   0.2221E+05   0.3180E+03
        2568   0.2158E+05   0.3100E+03
        2569   0.2161E+05   0.3105E+03
        2570   0.2196E+05   0.3149E+03
        2571   0.2136E+05   0.3073E+03
        2572   0.2146E+05   0.3084E+03
        2573   0.2183E+05   0.3134E+03
        2574   0.2225E+05   0.3185E+03
        2575   0.2267E+05   0.3239E+03
        2576   0.2322E+05   0.3308E+03
        2577   0.2342E+05   0.3335E+03
        2578   0.2277E+05   0.3253E+03
        2579   0.2339E+05   0.3333E+03
        2580   0.2334E+05   0.3328E+03
        2581   0.2305E+05   0.3287E+03
        2582   0.2344E+05   0.3336E+03
        2583   0.2382E+05   0.3384E+03
        2584   0.2375E+05   0.3376E+03
        2585   0.2327E+05   0.3315E+03
        2586   0.2315E+05   0.3300E+03
        2587   0.2250E+05   0.3217E+03
        2588   0.2252E+05   0.3219E+03
        2589   0.2298E+05   0.3276E+03
        2590   0.2282E+05   0.3253E+03
        2591   0.2204E+05   0.3152E+03
        2592   0.2208E+05   0.3157E+03
        2593   0.2227E+05   0.3181E+03
        2594   0.2270E+05   0.3236E+03
        2595   0.2289E+05   0.3260E+03
        2596   0.2250E+05   0.3212E+03
        2597   0.2265E+05   0.3232E+03
        2598   0.2091E+05   0.3011E+03
        2599   0.2113E+05   0.3039E+03
        2600   0.2122E+05   0.3050E+03
        2601   0.2066E+05   0.2980E+03
        2602   0.2135E+05   0.3069E+03
        2603   0.2101E+05   0.3027E+03
        2604   0.2135E+05   0.3069E+03
        2605   0.2177E+05   0.3124E+03
        2606   0.2186E+05   0.3136E+03
        2607   0.2220E+05   0.3178E+03
        2608   0.2211E+05   0.3163E+03
        2609   0.2268E+05   0.3239E+03
        2610   0.2216E+05   0.3175E+03
        2611   0.2253E+05   0.3220E+03
        2612   0.2249E+05   0.3213E+03
        2613   0.2220E+05   0.3176E+03
        2614   0.2247E+05   0.3211E+03
        2615   0.2197E+05   0.3149E+03
        2616   0.2245E+05   0.3211E+03
        2617   0.2288E+05   0.3262E+03
        2618   0.2321E+05   0.3306E+03
        2619   0.2305E+05   0.3286E+03
        2620   0.2321E+05   0.3308E+03
        2621   0.2215E+05   0.3174E+03
        2622   0.2271E+05   0.3244E+03
        2623   0.2264E+05   0.3234E+03
        2624   0.2297E+05   0.3278E+03
        2625   0.2324E+05   0.3312E+03
        2626   0.2365E+05   0.3364E+03
        2627   0.2373E+05   0.3374E+03
        2628   0.2348E+05   0.3341E+03
        2629   0.2383E+05   0.3388E+03
        2630   0.2369E+05   0.3371E+03
        2631   0.2365E+05   0.3368E+03
        2632   0.2411E+05   0.3428E+03
        2633   0.2468E+05   0.3501E+03
        2634   0.2503E+05   0.3545E+03
        2635   0.2458E+05   0.3487E+03
        2636   0.2406E+05   0.3420E+03
        2637   0.2344E+05   0.3343E+03
        2638   0.2354E+05   0.3355E+03
        2639   0.2330E+05   0.3323E+03
        2640   0.2375E+05   0.3381E+03
        2641   0.2356E+05   0.3359E+03
        2642   0.2412E+05   0.3430E+03
        2643   0.2432E+05   0.3453E+03
        2644   0.2383E+05   0.3392E+03
        2645   0.2442E+05   0.3468E+03
        2646   0.2446E+05   0.3474E+03
        2647   0.2482E+05   0.3520E+03
        2648   0.2480E+05   0.3518E+03
        2649   0.2450E+05   0.3481E+03
        2650   0.2481E+05   0.3520E+03
        2651   0.2522E+05   0.3572E+03
        2652   0.2499E+05   0.3542E+03
        2653   0.2534E+05   0.3588E+03
        2654   0.2509E+05   0.3556E+03
        2655   0.2478E+05   0.3515E+03
        2656   0.2529E+05   0.3579E+03
        2657   0.2510E+05   0.3554E+03
        2658   0.2401E+05   0.3415E+03
        2659   0.2438E+05   0.3463E+03
        2660   0.2447E+05   0.3472E+03
        2661   0.2465E+05   0.3497E+03
        2662   0.2441E+05   0.3466E+03
        2663   0.2373E+05   0.3378E+03
        2664   0.2296E+05   0.3281E+03
        2665   0.2325E+05   0.3317E+03
        2666   0.2378E+05   0.3386E+03
        2667   0.2353E+05   0.3354E+03
        2668   0.2284E+05   0.3268E+03
        2669   0.2346E+05   0.3348E+03
        2670   0.2353E+05   0.3357E+03
        2671   0.2379E+05   0.3390E+03
        2672   0.2374E+05   0.3384E+03
        2673   0.2405E+05   0.3424E+03
        2674   0.2391E+05   0.3404E+03
        2675   0.2441E+05   0.3466E+03
        2676   0.2455E+05   0.3483E+03
        2677   0.2488E+05   0.3525E+03
        2678   0.2480E+05   0.3514E+03
        2679   0.2475E+05   0.3508E+03
        2680   0.2474E+05   0.3509E+03
        2681   0.2415E+05   0.3436E+03
        2682   0.2444E+05   0.3471E+03
        2683   0.2455E+05   0.3484E+03
        2684   0.2469E+05   0.3501E+03
        2685   0.2498E+05   0.3537E+03
        2686   0.2434E+05   0.3456E+03
        2687   0.2488E+05   0.3523E+03
        2688   0.2511E+05   0.3552E+03
        2689   0.2483E+05   0.3519E+03
        2690   0.2509E+05   0.3552E+03
        2691   0.2514E+05   0.3555E+03
        2692   0.2542E+05   0.3590E+03
        2693   0.2515E+05   0.3556E+03
        2694   0.2358E+05   0.3356E+03
        2695   0.2374E+05   0.3378E+03
        2696   0.2407E+05   0.3419E+03
        2697   0.2461E+05   0.3489E+03
        2698   0.2408E+05   0.3421E+03
        2699   0.2339E+05   0.3330E+03
        2700   0.2356E+05   0.3351E+03
        2701   0.2307E+05   0.3289E+03
        2702   0.2367E+05   0.3366E+03
        2703   0.2405E+05   0.3417E+03
        2704   0.2461E+05   0.3490E+03
        2705   0.2401E+05   0.3412E+03
        2706   0.2439E+05   0.3461E+03
        2707   0.2439E+05   0.3460E+03
        2708   0.2472E+05   0.3502E+03
        2709   0.2483E+05   0.3518E+03
        2710   0.2472E+05   0.3502E+03
        2711   0.2420E+05   0.3436E+03
        2712   0.2465E+05   0.3492E+03
        2713   0.2414E+05   0.3425E+03
        2714   0.2430E+05   0.3445E+03
        2715   0.2467E+05   0.3491E+03
        2716   0.2417E+05   0.3427E+03
        2717   0.2415E+05   0.3424E+03
        2718   0.2334E+05   0.3323E+03
        2719   0.2305E+05   0.3286E+03
        2720   0.2255E+05   0.3223E+03
        2721   0.2144E+05   0.3080E+03
        2722   0.2117E+05   0.3046E+03
        2723   0.2178E+05   0.3123E+03
        2724   0.2200E+05   0.3152E+03
        2725   0.2152E+05   0.3096E+03
        2726   0.2216E+05   0.3178E+03
        2727   0.2274E+05   0.3255E+03
        2728   0.2241E+05   0.3212E+03
        2729   0.2286E+05   0.3270E+03
        2730   0.2347E+05   0.3347E+03
        2731   0.2268E+05   0.3247E+03
        2732   0.2301E+05   0.3288E+03
        2733   0.2201E+05   0.3161E+03
        2734   0.2244E+05   0.3219E+03
        2735   0.2251E+05   0.3227E+03
        2736   0.2218E+05   0.3184E+03
        2737   0.2240E+05   0.3211E+03
        2738   0.2235E+05   0.3203E+03
        2739   0.2210E+05   0.3169E+03
        2740   0.2167E+05   0.3114E+03
        2741   0.2200E+05   0.3157E+03
        2742   0.2170E+05   0.3119E+03
        2743   0.2171E+05   0.3122E+03
        2744   0.2151E+05   0.3097E+03
        2745   0.2198E+05   0.3157E+03
        2746   0.2238E+05   0.3210E+03
        2747   0.2211E+05   0.3176E+03
        2748   0.2223E+05   0.3190E+03
        2749   0.2268E+05   0.3247E+03
        2750   0.2283E+05   0.3266E+03
        2751   0.2292E+05   0.3277E+03
        2752   0.2313E+05   0.3305E+03
        2753   0.2259E+05   0.3234E+03
        2754   0.2263E+05   0.3241E+03
        2755   0.2278E+05   0.3259E+03
        2756   0.2304E+05   0.3295E+03
        2757   0.2306E+05   0.3297E+03
        2758   0.2341E+05   0.3341E+03
        2759   0.2362E+05   0.3369E+03
        2760   0.2407E+05   0.3426E+03
        2761   0.2371E+05   0.3380E+03
        2762   0.2328E+05   0.3323E+03
        2763   0.2314E+05   0.3306E+03
        2764   0.2299E+05   0.3286E+03
        2765   0.2358E+05   0.3362E+03
        2766   0.2340E+05   0.3339E+03
        2767   0.2398E+05   0.3415E+03
        2768   0.2409E+05   0.3428E+03
        2769   0.2456E+05   0.3487E+03
        2770   0.2458E+05   0.3489E+03
        2771   0.2492E+05   0.3532E+03
        2772   0.2530E+05   0.3580E+03
        2773   0.2557E+05   0.3615E+03
        2774   0.2591E+05   0.3658E+03
        2775   0.2542E+05   0.3597E+03
        2776   0.2520E+05   0.3569E+03
        2777   0.2471E+05   0.3508E+03
        2778   0.2492E+05   0.3537E+03
        2779   0.2515E+05   0.3567E+03
        2780   0.2535E+05   0.3591E+03
        2781   0.2584E+05   0.3653E+03
        2782   0.2409E+05   0.3430E+03
        2783   0.2470E+05   0.3508E+03
        2784   0.2409E+05   0.3431E+03
        2785   0.2424E+05   0.3448E+03
        2786   0.2408E+05   0.3428E+03
        2787   0.2434E+05   0.3460E+03
        2788   0.2464E+05   0.3498E+03
        2789   0.2496E+05   0.3540E+03
        2790   0.2459E+05   0.3495E+03
        2791   0.2522E+05   0.3577E+03
        2792   0.2521E+05   0.3577E+03
        2793   0.2535E+05   0.3593E+03
        2794   0.2536E+05   0.3593E+03
        2795   0.2575E+05   0.3642E+03
        2796   0.2556E+05   0.3616E+03
        2797   0.2570E+05   0.3632E+03
        2798   0.2575E+05   0.3639E+03
        2799   0.2597E+05   0.3667E+03
        2800   0.2658E+05   0.3745E+03
        2801   0.2706E+05   0.3808E+03
        2802   0.2719E+05   0.3824E+03
        2803   0.2667E+05   0.3760E+03
        2804   0.2716E+05   0.3822E+03
        2805   0.2658E+05   0.3748E+03
        2806   0.2683E+05   0.3781E+03
        2807   0.2736E+05   0.3849E+03
        2808   0.2723E+05   0.3831E+03
        2809   0.2698E+05   0.3801E+03
        2810   0.2647E+05   0.3737E+03
        2811   0.2673E+05   0.3768E+03
        2812   0.2708E+05   0.3812E+03
        2813   0.2676E+05   0.3771E+03
        2814   0.2721E+05   0.3829E+03
        2815   0.2639E+05   0.3725E+03
        2816   0.2640E+05   0.3726E+03
        2817   0.2634E+05   0.3717E+03
        2818   0.2623E+05   0.3705E+03
        2819   0.2609E+05   0.3689E+03
        2820   0.2509E+05   0.3560E+03
        2821   0.2574E+05   0.3641E+03
        2822   0.2516E+05   0.3568E+03
        2823   0.2463E+05   0.3499E+03
        2824   0.2487E+05   0.3530E+03
        2825   0.2535E+05   0.3591E+03
        2826   0.2522E+05   0.3575E+03
        2827   0.2533E+05   0.3591E+03
        2828   0.2537E+05   0.3597E+03
        2829   0.2529E+05   0.3587E+03
        2830   0.2509E+05   0.3561E+03
        2831   0.2509E+05   0.3560E+03
        2832   0.2523E+05   0.3578E+03
        2833   0.2565E+05   0.3631E+03
        2834   0.2627E+05   0.3712E+03
        2835   0.2525E+05   0.3578E+03
        2836   0.2517E+05   0.3569E+03
        2837   0.2480E+05   0.3521E+03
        2838   0.2538E+05   0.3596E+03
